Analyse fonctionnelle des emplois,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Emplois dans les fonctions et emplois des cadres des fonctions métropolitaines dans les communes en 2011,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Source : Insee, Recensement de la population 2011 exploitation complémentaire au lieu de travail, recensement de la population 2012 - exploitation exhaustive (Mayotte)",,,,,,,,,,,,,,,,,,,,,,,,,
Champ : France (y compris les DOM),,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,Emploi des cadres des fonctions métropolitaines,,,,,
Commune,,Code,,,Emploi dans la fonction :,,,,,,,,,,,,,,,Fonction,,,,,
Code,Libellé,Région,Département,Emploi total,Administration publique,Agriculture,Bâtiment-Travaux Publics,Commerce inter-entreprises,"Conception, Recherche","Culture, Loisirs",Distribution,"Education, Formation","Entretien, Réparation",Fabrication,Gestion,"Transports, Logistique",Prestations Intellectuelles,"Santé, Action Sociale",Services de Proximité,"Commerce 
inter-entreprises","Conception, Recherche","Culture, Loisirs",Gestion,Prestations Intellectuelles,Total
CODGEO,LIBGEO,REG,DEP,ELT11,ADMPUB11,AGRICU11,BTP11,COMINT11,CONREC11,CULLOI11,DISTRI11,EDUFOR11,ENTREP11,FABRIC11,GESTIO11,LOGIST11,PREINT11,SANSOC11,SERPRO11,COMINT_CAD11,CONREC_CAD11,CULLOI_CAD11,GESTIO_CAD11,PREINT_CAD11,CFM11
59606,Valenciennes,32,59,"33,485","3,827",38,"1,393","1,136",379,461,"2,803","2,380","2,650","2,454","5,083","1,944","1,039","4,962","2,939",201,149,163,"1,106",433,"2,051"
59607,Vendegies-au-Bois,32,59,60,0,0,8,4,0,4,12,0,4,0,4,12,0,0,12,0,0,0,0,0,0
59608,Vendegies-sur-Écaillon,32,59,124,12,4,16,0,0,0,20,0,0,24,0,12,8,4,24,0,0,0,0,8,8
59609,Vendeville,32,59,688,17,8,33,84,18,8,50,17,100,52,102,80,33,34,52,15,8,0,41,9,73
59610,Verchain-Maugré,32,59,76,8,12,16,0,0,0,4,12,0,4,4,0,0,0,16,0,0,0,0,0,0
59611,Verlinghem,32,59,835,22,72,11,20,155,4,28,20,60,62,152,67,55,17,89,0,154,0,28,15,197
59612,Vertain,32,59,64,4,8,4,4,0,0,0,14,0,12,0,0,4,11,4,0,0,0,0,4,4
59613,Vicq,32,59,251,8,18,57,10,3,0,4,11,23,55,15,12,4,12,19,1,3,0,12,0,16
59614,Viesly,32,59,207,12,4,4,4,0,4,12,16,28,35,6,36,0,8,37,0,0,0,3,0,3
59615,Vieux-Berquin,32,59,371,16,50,44,24,0,13,4,30,36,8,20,20,3,30,73,0,0,10,8,0,17
59616,Vieux-Condé,32,59,"1,858",144,34,127,44,5,20,150,157,167,298,178,168,5,137,224,6,5,10,32,0,52
59617,Vieux-Mesnil,32,59,57,5,32,4,0,0,0,4,4,0,0,0,0,4,0,4,0,0,0,0,0,0
59618,Vieux-Reng,32,59,77,4,12,8,12,0,0,5,4,0,4,4,4,0,0,19,4,0,0,0,0,4
59619,Villereau,32,59,102,8,8,0,4,0,0,0,11,15,0,12,0,0,12,31,0,0,0,0,0,0
59620,Villers-au-Tertre,32,59,39,0,0,8,0,0,0,0,4,12,0,4,0,3,0,8,0,0,0,0,0,0
59622,Villers-en-Cauchies,32,59,155,12,8,20,4,0,0,12,4,20,16,7,23,0,0,28,0,0,0,0,0,0
59623,Villers-Guislain,32,59,127,0,33,24,0,0,0,0,12,0,0,8,17,0,12,21,0,0,0,0,0,0
59624,Villers-Outréaux,32,59,614,12,16,26,13,0,3,80,10,41,256,51,41,0,15,50,0,0,3,27,0,30
59625,Villers-Plouich,32,59,115,16,43,11,0,0,0,8,0,0,0,1,28,4,0,4,0,0,0,0,0,0
59626,Villers-Pol,32,59,102,4,12,1,8,0,8,12,4,0,4,13,12,4,4,16,0,0,8,7,4,19
59627,Villers-Sire-Nicole,32,59,58,4,10,4,0,0,0,0,8,4,12,0,3,4,4,5,0,0,0,0,0,0
59628,Volckerinckhove,32,59,117,7,31,28,4,0,0,0,4,8,4,4,4,0,0,23,0,0,0,0,0,0
59629,Vred,32,59,116,8,0,15,0,0,0,4,12,17,0,8,8,1,4,39,0,0,0,0,1,1
59630,Wahagnies,32,59,355,24,8,31,16,8,4,8,25,26,72,39,4,0,73,18,8,4,0,11,0,23
59631,Walincourt-Selvigny,32,59,431,40,12,12,16,0,20,44,57,49,51,27,22,8,22,50,4,0,8,8,4,24
59632,Wallers,32,59,859,109,19,87,4,5,31,72,114,92,63,45,37,17,55,110,0,0,22,7,5,34
59633,Wallers-en-Fagne,32,59,118,8,8,24,4,0,0,0,4,12,29,8,4,8,0,9,4,0,0,0,0,4
59634,Wallon-Cappel,32,59,160,8,12,39,12,0,1,8,4,23,9,9,17,0,0,16,4,0,0,0,0,4
59635,Wambaix,32,59,38,0,24,6,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0
59636,Wambrechies,32,59,"4,095",128,17,205,331,87,154,264,89,427,347,545,765,201,245,290,109,38,53,169,69,438
59637,Wandignies-Hamage,32,59,100,4,0,4,0,0,0,0,16,11,15,4,10,0,4,32,0,0,0,0,0,0
59638,Wannehain,32,59,83,12,16,3,4,8,4,4,4,4,4,0,4,8,8,0,4,8,0,0,8,20
59639,Wargnies-le-Grand,32,59,149,4,8,12,7,0,0,8,0,32,15,8,23,4,8,20,3,0,0,0,0,3
59640,Wargnies-le-Petit,32,59,67,4,12,4,8,0,0,12,0,0,4,4,0,0,0,20,0,0,0,0,0,0
59641,Warhem,32,59,220,12,64,12,0,0,0,12,14,12,12,8,17,4,12,41,0,0,0,4,0,4
59642,Warlaing,32,59,55,0,8,4,0,0,0,4,5,4,0,3,0,0,0,27,0,0,0,0,0,0
59643,Warneton,32,59,268,8,16,12,4,0,0,0,1,27,71,23,61,19,23,4,0,0,0,0,4,4
59645,Wasnes-au-Bac,32,59,55,8,8,0,0,0,0,0,8,8,4,0,0,0,0,20,0,0,0,0,0,0
59646,Wasquehal,32,59,"12,824",603,43,725,"1,017",396,249,"1,255",351,708,728,"3,457",683,886,774,948,388,343,52,"1,164",469,"2,417"
59647,Watten,32,59,515,49,16,37,0,0,2,58,86,45,8,24,36,0,49,104,0,0,2,0,0,2
59648,Wattignies,32,59,"2,818",264,28,183,84,20,43,414,253,274,106,280,171,68,293,337,24,10,12,56,30,132
59649,Wattignies-la-Victoire,32,59,45,0,28,0,0,0,0,0,0,0,4,0,3,0,4,7,0,0,0,0,0,0
59650,Wattrelos,32,59,"8,698",685,15,534,209,50,111,655,609,608,705,752,"1,977",109,780,897,63,21,52,135,38,310
59651,Wavrechain-sous-Denain,32,59,256,25,0,11,15,15,4,14,20,30,36,25,28,8,3,24,14,11,4,7,0,35
59652,Wavrechain-sous-Faulx,32,59,52,0,0,7,0,0,0,4,0,8,0,5,16,0,0,12,0,0,0,4,0,4
59653,Wavrin,32,59,"1,850",77,40,216,159,4,29,176,110,144,121,146,222,59,163,187,45,0,8,34,21,108
59654,Waziers,32,59,"1,460",208,4,161,12,7,22,150,161,111,84,93,248,8,72,118,0,0,7,20,0,27
59655,Wemaers-Cappel,32,59,24,12,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
59656,Wervicq-Sud,32,59,880,47,20,41,81,13,9,80,31,53,158,137,73,21,46,69,28,13,9,30,6,87
59657,West-Cappel,32,59,84,0,31,4,8,0,0,0,8,0,2,4,14,0,8,4,0,0,0,0,0,0
59658,Wicres,32,59,50,8,4,4,0,0,4,0,0,4,0,4,0,0,11,11,0,0,0,0,0,0
59659,Wignehies,32,59,425,40,28,16,4,0,0,29,12,61,19,32,17,0,105,61,0,0,0,0,0,0
59660,Willems,32,59,808,28,20,16,115,9,24,34,38,75,95,83,62,26,78,105,18,9,8,25,11,71
59661,Willies,32,59,32,8,0,4,0,0,0,0,0,8,4,0,4,0,0,4,0,0,0,0,0,0
59662,Winnezeele,32,59,277,0,44,10,19,0,0,8,15,8,12,19,70,4,8,60,0,0,0,0,4,4
59663,Wormhout,32,59,"2,089",135,78,122,30,15,34,162,137,234,297,207,231,26,132,249,8,7,15,66,8,104
59664,Wulverdinghe,32,59,52,7,8,20,0,0,0,0,0,0,0,4,5,0,0,8,0,0,0,4,0,4
59665,Wylder,32,59,90,3,23,3,4,0,0,0,8,8,4,4,21,0,0,12,4,0,0,4,0,8
59666,Zegerscappel,32,59,182,0,52,16,4,4,4,8,12,4,15,8,24,4,4,23,0,4,0,0,0,4
59667,Zermezeele,32,59,29,0,12,4,0,0,0,0,1,4,0,4,4,0,0,0,0,0,0,0,0,0
59668,Zuydcoote,32,59,730,78,4,8,16,0,8,5,22,65,14,20,10,4,408,68,0,0,4,6,0,10
59669,Zuytpeene,32,59,112,12,24,15,0,0,8,0,4,8,4,0,0,12,0,25,0,0,0,0,0,0
59670,Don,32,59,185,27,0,8,4,4,4,4,4,20,16,20,25,8,14,28,4,4,0,0,0,8
60001,Abancourt,32,60,87,8,8,15,4,0,0,4,4,12,11,0,12,0,0,8,4,0,0,0,0,4
60002,Abbecourt,32,60,48,4,4,13,3,0,0,4,4,0,4,0,8,0,3,0,0,0,0,0,0,0
60003,Abbeville-Saint-Lucien,32,60,59,4,8,4,1,0,4,8,4,0,0,10,4,0,4,8,1,0,4,0,0,5
60004,Achy,32,60,38,0,7,4,0,0,0,4,4,4,8,4,0,0,0,4,0,0,0,0,0,0
60005,Acy-en-Multien,32,60,116,4,11,4,0,0,4,8,4,0,0,30,0,0,24,28,0,0,0,4,0,4
60006,Les Ageux,32,60,257,0,0,51,23,0,0,72,15,6,28,26,25,0,0,12,0,0,0,1,0,1
60007,Agnetz,32,60,636,45,4,57,9,19,16,8,96,32,33,55,115,34,43,71,4,19,8,25,12,68
60008,Airion,32,60,137,27,6,8,0,0,4,0,38,7,3,21,4,0,0,19,0,0,0,8,0,8
60009,Allonne,32,60,"1,000",40,12,67,59,5,12,94,12,89,196,150,142,25,28,69,20,5,4,64,4,97
60010,Amblainville,32,60,507,22,30,15,20,4,11,8,24,32,108,54,112,7,28,32,15,4,0,12,4,35
60011,Amy,32,60,102,4,16,12,4,0,0,7,4,7,24,12,0,0,4,8,0,0,0,0,0,0
60012,Andeville,32,60,309,3,4,46,4,0,3,22,16,29,56,20,17,4,13,71,0,0,3,0,4,7
60013,Angicourt,32,60,180,0,0,8,0,0,4,16,3,8,8,19,4,0,86,24,0,0,4,15,0,19
60014,Angivillers,32,60,8,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60015,Angy,32,60,181,8,0,20,7,4,0,36,0,12,51,15,8,0,0,20,3,0,0,0,0,3
60016,Ansacq,32,60,24,0,0,0,0,0,4,0,0,8,0,0,0,4,0,8,0,0,0,0,4,4
60017,Ansauvillers,32,60,216,8,46,43,4,0,0,20,4,20,4,8,20,0,20,20,0,0,0,0,0,0
60019,Antheuil-Portes,32,60,57,0,12,1,0,0,4,16,0,8,0,4,4,0,0,8,0,0,0,0,0,0
60020,Antilly,32,60,56,0,0,0,0,0,0,0,0,32,0,0,0,0,15,8,0,0,0,0,0,0
60021,Appilly,32,60,133,8,0,8,0,0,8,4,5,21,50,7,10,8,0,4,0,0,8,0,0,8
60022,Apremont,32,60,194,12,8,8,4,4,24,0,0,27,7,8,7,9,4,73,0,0,4,8,1,13
60023,Armancourt,32,60,84,0,0,12,11,5,0,4,4,8,4,16,12,0,0,8,11,5,0,1,0,17
60024,Arsy,32,60,191,4,11,57,0,0,0,0,4,24,16,12,44,4,0,16,0,0,0,4,0,4
60025,Attichy,32,60,638,53,16,37,46,16,1,24,28,78,125,19,55,4,65,74,8,8,0,0,0,16
60026,Auchy-la-Montagne,32,60,92,0,16,20,8,0,0,13,0,8,0,8,0,0,0,20,0,0,0,8,0,8
60027,Auger-Saint-Vincent,32,60,48,12,4,4,0,0,0,0,3,12,0,4,4,0,0,4,0,0,0,0,0,0
60028,Aumont-en-Halatte,32,60,44,2,4,0,0,0,4,0,0,8,0,4,11,0,0,11,0,0,4,0,0,4
60029,Auneuil,32,60,"1,233",93,19,85,55,16,11,86,73,96,158,101,270,25,46,99,12,8,4,27,8,59
60030,Auteuil,32,60,69,0,0,25,8,0,0,4,8,0,4,0,4,0,0,17,0,0,0,0,0,0
60031,Autheuil-en-Valois,32,60,48,0,20,4,0,0,0,0,0,4,0,4,0,0,0,16,0,0,0,4,0,4
60032,Autrêches,32,60,92,4,4,0,8,0,0,4,4,8,12,20,4,0,4,20,4,0,0,7,0,11
60033,Avilly-Saint-Léonard,32,60,85,4,13,3,9,0,6,4,4,7,4,4,0,17,7,4,0,0,1,0,13,14
60034,Avrechy,32,60,145,5,27,7,4,0,0,4,0,16,28,8,15,0,0,31,4,0,0,4,0,8
60035,Avricourt,32,60,8,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0
60036,Avrigny,32,60,203,4,4,4,12,4,4,16,7,34,19,23,53,0,8,11,4,4,0,0,0,8
60037,BabSuf,32,60,55,8,11,4,4,0,0,0,0,0,3,8,4,0,4,8,4,0,0,8,0,12
60039,Bacouël,32,60,55,4,12,8,0,0,0,0,4,0,8,4,8,4,0,4,0,0,0,0,4,4
60040,Bailleul-le-Soc,32,60,78,4,8,16,0,0,0,0,8,5,4,4,8,0,0,20,0,0,0,0,0,0
60041,Bailleul-sur-Thérain,32,60,462,13,4,24,11,8,0,8,21,58,96,15,131,4,33,35,3,0,0,7,4,14
60042,Bailleval,32,60,185,4,0,31,4,8,4,0,15,20,28,8,19,4,8,32,4,0,4,4,4,16
60043,Bailly,32,60,98,4,16,31,0,0,4,4,4,12,4,8,4,4,0,4,0,0,0,0,0,0
60044,Balagny-sur-Thérain,32,60,232,4,8,12,0,0,4,24,8,16,31,20,57,0,8,39,0,0,0,4,0,4
60045,Barbery,32,60,451,4,0,32,14,0,4,55,0,20,73,27,175,12,4,30,7,0,4,4,4,19
60046,Bargny,32,60,8,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
60047,Baron,32,60,153,0,25,16,13,4,8,12,0,7,12,7,8,4,16,20,0,4,0,0,4,8
60048,Baugy,32,60,21,0,0,5,4,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0
60049,Bazancourt,32,60,16,0,12,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
60050,Bazicourt,32,60,31,3,4,4,4,4,0,0,0,0,8,4,0,0,0,0,4,0,0,4,0,8
60051,Beaudéduit,32,60,12,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60052,Beaugies-sous-Bois,32,60,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60053,Beaulieu-les-Fontaines,32,60,147,0,8,8,8,0,4,4,4,34,8,4,4,8,32,21,0,0,4,0,8,12
60054,Les Hauts Talican,32,60,83,12,11,8,8,0,8,0,0,5,0,0,8,8,0,15,0,0,0,0,4,4
60055,Beaurains-lès-Noyon,32,60,19,4,4,0,0,0,0,0,0,4,4,0,3,0,0,0,0,0,0,0,0,0
60056,Beaurepaire,32,60,8,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
60057,Beauvais,32,60,"39,561","5,310",218,"2,537","1,271",742,533,"2,797","2,349","3,118","4,126","5,714","3,026",993,"3,979","2,848",373,314,232,"1,296",314,"2,529"
60058,Beauvoir,32,60,43,0,0,12,0,0,0,0,4,4,4,4,0,0,0,15,0,0,0,0,0,0
60059,Béhéricourt,32,60,24,4,0,0,4,0,0,0,4,0,4,0,4,0,0,4,0,0,0,0,0,0
60060,Belle-Église,32,60,139,5,0,12,11,4,0,4,5,4,8,16,4,8,4,54,0,0,0,4,0,4
60061,Belloy,32,60,12,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0
60062,Berlancourt,32,60,48,4,8,4,0,0,0,4,7,8,0,0,4,4,0,4,0,0,0,0,4,4
60063,Berneuil-en-Bray,32,60,115,8,12,32,0,0,0,4,4,8,4,4,23,0,4,12,0,0,0,4,0,4
60064,Berneuil-sur-Aisne,32,60,206,0,0,32,11,0,4,12,8,36,31,36,16,0,4,16,3,0,0,16,0,19
60065,Berthecourt,32,60,179,12,8,26,0,0,4,2,7,41,19,4,4,0,16,36,0,0,0,0,0,0
60066,Béthancourt-en-Valois,32,60,18,0,5,0,0,0,0,0,0,1,4,0,0,8,0,0,0,0,0,0,8,8
60067,Béthisy-Saint-Martin,32,60,105,4,4,16,0,0,4,12,11,16,4,8,4,0,0,24,0,0,4,0,0,4
60068,Béthisy-Saint-Pierre,32,60,491,24,4,51,20,12,15,86,24,20,59,35,27,4,20,91,4,4,0,8,0,16
60069,Betz,32,60,152,35,12,15,4,0,0,4,27,15,0,4,4,4,15,12,0,0,0,0,4,4
60070,Bienville,32,60,44,0,8,4,0,0,0,0,0,0,4,8,0,0,0,20,0,0,0,4,0,4
60071,Biermont,32,60,20,0,4,0,0,0,0,0,4,0,4,0,0,0,0,8,0,0,0,0,0,0
60072,Bitry,32,60,51,0,19,0,8,0,0,0,8,8,0,0,0,0,0,8,0,0,0,0,0,0
60073,Blacourt,32,60,30,0,7,4,0,0,0,0,4,0,8,0,4,0,0,4,0,0,0,0,0,0
60074,Blaincourt-lès-Précy,32,60,97,12,4,7,8,0,0,0,12,0,0,4,12,4,4,29,0,0,0,0,4,4
60075,Blancfossé,32,60,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60076,Blargies,32,60,80,0,28,28,0,0,0,0,0,0,8,4,4,0,0,8,0,0,0,0,0,0
60077,Blicourt,32,60,32,0,7,16,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0
60078,Blincourt,32,60,16,0,0,0,0,0,0,0,0,4,5,0,0,3,0,4,0,0,0,0,0,0
60079,Boissy-Fresnoy,32,60,86,0,8,8,4,0,4,0,8,4,4,12,8,0,4,23,0,0,0,0,0,0
60081,Bonlier,32,60,33,8,0,4,0,0,0,0,0,12,0,1,4,0,4,0,0,0,0,0,0,0
60082,Bonneuil-les-Eaux,32,60,206,12,20,23,4,4,4,12,8,8,47,16,32,0,8,8,0,0,4,8,0,12
60083,Bonneuil-en-Valois,32,60,139,8,4,20,8,4,8,8,12,12,19,8,8,4,0,16,0,4,8,0,4,16
60084,Bonnières,32,60,10,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
60085,Bonvillers,32,60,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0
60086,Boran-sur-Oise,32,60,346,20,16,30,12,4,0,16,8,43,57,22,28,23,23,43,0,4,0,7,8,19
60087,Borest,32,60,46,0,0,4,0,4,0,8,4,4,0,0,0,4,8,8,0,4,0,0,4,8
60088,Bornel,32,60,"1,290",32,19,127,34,25,8,43,110,161,288,111,169,28,40,96,7,10,4,25,8,55
60089,Boubiers,32,60,41,4,4,13,0,0,0,0,0,4,0,8,4,0,0,4,0,0,0,0,0,0
60090,Bouconvillers,32,60,65,0,0,16,0,0,5,0,0,4,4,5,28,0,0,4,0,0,0,0,0,0
60091,Bouillancy,32,60,13,0,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
60092,Boullarre,32,60,20,0,0,8,0,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0
60093,Boulogne-la-Grasse,32,60,48,4,0,8,0,0,0,4,4,8,4,4,0,0,0,12,0,0,0,0,0,0
60094,Boursonne,32,60,16,4,0,0,0,0,0,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0
60095,Boury-en-Vexin,32,60,59,0,8,16,3,0,12,0,0,8,5,0,0,0,0,8,0,0,12,0,0,12
60097,Boutencourt,32,60,20,0,12,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0
60098,Bouvresse,32,60,68,0,8,24,4,0,0,0,0,4,25,0,4,0,0,0,0,0,0,0,0,0
60099,Braisnes-sur-Aronde,32,60,36,0,0,12,12,0,0,4,4,0,0,0,4,0,0,0,0,0,0,0,0,0
60100,Brasseuse,32,60,148,0,15,4,16,0,0,19,0,12,42,4,19,0,0,16,9,0,0,0,0,9
60101,Brégy,32,60,341,4,20,11,12,4,0,11,0,34,137,16,36,4,28,23,0,4,0,8,0,12
60102,Brenouille,32,60,335,51,0,21,12,8,5,0,44,16,70,15,23,7,20,44,4,4,5,4,0,16
60103,Bresles,32,60,"1,378",124,39,115,29,8,15,103,65,113,132,106,276,12,86,155,0,4,0,28,4,36
60104,Breteuil,32,60,"1,649",71,32,78,20,13,8,228,105,168,278,149,149,19,144,188,0,4,0,25,11,40
60105,Brétigny,32,60,30,4,0,4,0,0,0,0,4,0,0,0,0,0,4,14,0,0,0,0,0,0
60106,Breuil-le-Sec,32,60,"1,758",56,8,70,79,113,12,126,23,108,387,202,322,82,64,106,27,65,4,73,30,199
60107,Breuil-le-Vert,32,60,760,49,0,39,18,0,16,75,192,73,23,31,116,8,53,67,0,0,9,7,0,16
60108,Briot,32,60,28,4,4,11,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0
60109,Brombos,32,60,23,4,16,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60110,Broquiers,32,60,8,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0
60111,Broyes,32,60,16,0,13,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
60112,Brunvillers-la-Motte,32,60,28,0,8,4,4,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0
60113,Bucamps,32,60,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60114,Buicourt,32,60,17,0,0,0,0,0,0,0,0,13,0,4,0,0,0,0,0,0,0,0,0,0
60115,Bulles,32,60,99,0,8,16,0,0,4,8,8,8,20,4,4,4,5,12,0,0,4,4,0,8
60116,Bury,32,60,421,20,15,39,23,8,4,28,38,76,43,40,36,8,17,27,4,0,0,8,4,16
60117,Bussy,32,60,26,0,10,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0
60118,Caisnes,32,60,35,8,0,12,0,0,0,0,0,8,0,0,4,0,0,4,0,0,0,0,0,0
60119,Cambronne-lès-Ribécourt,32,60,221,24,4,41,4,8,8,16,5,16,40,12,30,0,4,8,0,4,4,4,0,12
60120,Cambronne-lès-Clermont,32,60,53,4,4,18,0,0,0,0,0,4,12,11,0,0,0,0,0,0,0,0,0,0
60121,Campagne,32,60,23,4,0,8,0,0,0,0,4,4,0,0,0,0,0,4,0,0,0,0,0,0
60122,Campeaux,32,60,61,4,4,12,4,0,4,9,0,4,4,0,0,0,0,16,0,0,4,0,0,4
60123,Campremy,32,60,12,0,0,0,0,0,0,0,1,4,0,0,0,4,0,4,0,0,0,0,0,0
60124,Candor,32,60,28,0,8,0,4,0,0,0,0,0,4,4,3,0,0,4,4,0,0,0,0,4
60125,Canly,32,60,494,8,4,29,28,0,8,27,1,24,44,59,211,16,4,33,0,0,0,8,8,16
60126,Cannectancourt,32,60,105,12,23,34,0,0,0,4,0,3,5,12,4,4,0,4,0,0,0,4,0,4
60127,Canny-sur-Matz,32,60,49,8,8,4,0,0,0,0,4,4,0,0,8,0,0,12,0,0,0,0,0,0
60128,Canny-sur-Thérain,32,60,8,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60129,Carlepont,32,60,254,20,0,17,26,20,0,32,12,23,32,4,7,16,22,23,12,8,0,4,8,32
60130,Catenoy,32,60,208,28,16,28,0,4,0,0,8,23,43,12,4,4,8,31,0,0,0,4,0,4
60131,Catheux,32,60,12,0,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60132,Catigny,32,60,37,0,29,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60133,Catillon-Fumechon,32,60,98,8,17,22,0,0,0,0,0,0,22,0,8,0,4,17,0,0,0,0,0,0
60134,Cauffry,32,60,545,32,16,17,25,0,0,159,32,51,17,49,51,8,18,69,8,0,0,5,4,17
60135,Cauvigny,32,60,415,15,0,43,8,4,10,20,37,31,66,116,7,0,20,38,0,4,7,10,0,21
60136,Cempuis,32,60,130,0,8,23,0,0,4,0,31,16,0,23,3,0,23,0,0,0,0,0,0,0
60137,Cernoy,32,60,29,0,9,0,3,0,0,7,7,0,0,0,0,0,0,4,0,0,0,0,0,0
60138,Chamant,32,60,963,15,8,25,11,25,4,63,25,74,333,63,233,11,10,63,3,10,4,4,3,24
60139,Chambly,32,60,"3,645",207,28,235,183,65,52,559,152,292,368,386,474,70,209,364,50,39,11,66,33,199
60140,Chambors,32,60,32,0,0,4,0,0,0,0,0,13,0,3,0,0,8,4,0,0,0,0,0,0
60141,Chantilly,32,60,"5,599",359,217,280,143,74,321,494,296,425,210,919,219,167,602,871,26,65,63,168,93,415
60142,La Chapelle-en-Serval,32,60,809,27,11,24,42,0,23,185,52,36,61,77,75,3,39,154,10,0,15,31,0,56
60143,Chaumont-en-Vexin,32,60,"1,314",128,12,72,21,11,20,73,91,134,158,122,54,12,279,128,4,8,12,49,4,77
60144,Chavençon,32,60,20,0,4,0,0,0,0,4,0,0,0,0,0,0,0,12,0,0,0,0,0,0
60145,Chelles,32,60,37,4,0,4,0,0,0,0,4,0,4,4,4,0,0,12,0,0,0,0,0,0
60146,Chepoix,32,60,28,0,0,4,0,0,4,0,4,0,4,0,0,0,4,8,0,0,0,0,0,0
60147,Chevincourt,32,60,102,8,0,12,8,12,4,4,0,8,12,1,24,0,0,9,4,4,0,1,0,9
60148,Chèvreville,32,60,44,8,8,8,0,0,0,0,0,0,8,4,4,0,0,4,0,0,0,4,0,4
60149,Chevrières,32,60,678,4,11,66,29,27,15,14,30,96,110,92,91,4,47,41,4,5,12,22,0,43
60150,Chiry-Ourscamp,32,60,314,19,4,41,9,0,0,15,0,18,104,13,32,12,4,43,0,0,0,4,0,4
60151,Choisy-au-Bac,32,60,831,51,7,95,43,13,15,67,57,99,65,70,74,17,62,94,4,4,11,24,5,48
60152,Choisy-la-Victoire,32,60,24,8,4,0,0,0,0,8,0,0,0,0,4,0,0,0,0,0,0,0,0,0
60153,Choqueuse-les-Bénards,32,60,12,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
60154,Cinqueux,32,60,128,12,4,20,8,0,4,23,4,20,8,0,4,0,1,21,0,0,4,0,0,4
60155,Cires-lès-Mello,32,60,"1,031",31,25,63,7,0,8,23,19,132,91,79,42,12,366,135,0,0,4,8,4,17
60156,Clairoix,32,60,"1,225",23,4,141,130,16,4,33,9,64,278,129,222,29,60,84,101,12,0,55,8,176
60157,Clermont,32,60,"5,526",862,16,220,120,78,36,223,298,672,263,431,289,110,"1,514",393,42,56,23,96,54,271
60158,Coivrel,32,60,28,0,12,0,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,8,0,8
60159,Compiègne,32,60,"26,790","2,711",88,"1,477",792,651,395,"1,772","2,009","2,041","2,729","3,526","1,704",860,"3,294","2,739",191,391,154,825,363,"1,923"
60160,Conchy-les-Pots,32,60,56,0,20,0,4,0,0,0,0,0,8,0,0,0,7,16,4,0,0,0,0,4
60161,Conteville,32,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60162,Corbeil-Cerf,32,60,47,0,12,8,0,0,0,0,0,0,4,20,4,0,0,0,0,0,0,8,0,8
