Analyse fonctionnelle des emplois,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Emplois dans les fonctions et emplois des cadres des fonctions métropolitaines dans les communes en 2011,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Source : Insee, Recensement de la population 2011 exploitation complémentaire au lieu de travail, recensement de la population 2012 - exploitation exhaustive (Mayotte)",,,,,,,,,,,,,,,,,,,,,,,,,
Champ : France (y compris les DOM),,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,Emploi des cadres des fonctions métropolitaines,,,,,
Commune,,Code,,,Emploi dans la fonction :,,,,,,,,,,,,,,,Fonction,,,,,
Code,Libellé,Région,Département,Emploi total,Administration publique,Agriculture,Bâtiment-Travaux Publics,Commerce inter-entreprises,"Conception, Recherche","Culture, Loisirs",Distribution,"Education, Formation","Entretien, Réparation",Fabrication,Gestion,"Transports, Logistique",Prestations Intellectuelles,"Santé, Action Sociale",Services de Proximité,"Commerce 
inter-entreprises","Conception, Recherche","Culture, Loisirs",Gestion,Prestations Intellectuelles,Total
CODGEO,LIBGEO,REG,DEP,ELT11,ADMPUB11,AGRICU11,BTP11,COMINT11,CONREC11,CULLOI11,DISTRI11,EDUFOR11,ENTREP11,FABRIC11,GESTIO11,LOGIST11,PREINT11,SANSOC11,SERPRO11,COMINT_CAD11,CONREC_CAD11,CULLOI_CAD11,GESTIO_CAD11,PREINT_CAD11,CFM11
03024,Bert,84,03,95,0,25,4,3,0,0,0,5,4,24,0,12,0,5,12,0,0,0,0,0,0
03025,Bessay-sur-Allier,84,03,466,15,59,26,4,7,4,24,32,42,133,31,26,4,5,55,0,0,0,5,4,9
03026,Besson,84,03,150,8,57,31,5,0,0,0,4,0,15,7,7,0,0,15,0,0,0,0,0,0
03027,Bézenet,84,03,83,0,8,23,8,0,0,12,0,12,12,0,0,0,0,8,8,0,0,0,0,8
03028,Billezois,84,03,21,4,4,0,0,0,0,0,4,0,0,0,0,0,0,8,0,0,0,0,0,0
03029,Billy,84,03,93,24,0,8,0,4,0,0,4,8,8,8,0,8,0,20,0,4,0,4,0,8
03030,Biozat,84,03,102,11,12,8,0,0,8,4,0,0,24,8,0,8,0,20,0,0,4,0,4,8
03031,Bizeneuille,84,03,103,20,24,5,4,0,8,0,0,28,4,0,3,0,0,8,0,0,4,0,0,4
03032,Blomard,84,03,51,8,24,8,0,0,0,0,0,4,0,0,4,0,0,4,0,0,0,0,0,0
03033,Bost,84,03,41,0,17,0,0,0,0,0,0,8,0,0,0,0,0,17,0,0,0,0,0,0
03034,Boucé,84,03,89,8,8,8,0,0,0,0,4,0,0,12,28,0,0,21,0,0,0,0,0,0
03035,Le Bouchaud,84,03,32,0,16,4,0,0,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,0
03036,Bourbon-l'Archambault,84,03,"1,158",82,66,62,4,13,19,132,71,149,118,100,91,16,169,65,0,0,7,14,11,33
03037,Braize,84,03,79,16,23,8,0,0,0,0,0,4,4,4,8,4,4,4,0,0,0,4,0,4
03038,Bransat,84,03,156,0,8,24,4,0,0,0,4,16,8,12,51,4,8,16,4,0,0,4,0,8
03039,Bresnay,84,03,56,0,21,0,0,0,0,3,4,4,8,4,4,0,0,8,0,0,0,0,0,0
03040,Bressolles,84,03,99,4,16,4,8,4,4,4,14,11,7,0,11,0,0,12,0,4,0,0,0,4
03041,Le Brethon,84,03,80,4,40,4,0,0,0,4,0,4,0,0,8,0,8,8,0,0,0,0,0,0
03042,Le Breuil,84,03,104,8,20,4,8,0,4,4,3,8,4,12,4,4,5,16,0,0,4,4,0,8
03043,Broût-Vernet,84,03,301,8,40,20,4,0,16,8,31,20,4,23,36,0,27,64,0,0,12,4,0,16
03044,Brugheas,84,03,179,8,30,34,4,4,0,12,8,4,14,20,26,0,0,16,0,4,0,4,0,8
03045,Busset,84,03,149,16,20,31,0,0,4,0,16,20,12,4,4,0,8,15,0,0,4,0,0,4
03046,Buxières-les-Mines,84,03,282,8,47,51,7,0,4,8,8,28,18,20,48,8,8,20,0,0,0,12,8,20
03047,La Celle,84,03,48,4,8,12,0,0,4,4,0,4,0,0,4,0,0,8,0,0,0,0,0,0
03048,Cérilly,84,03,553,65,56,20,8,0,12,41,28,84,44,40,51,8,64,32,0,0,12,8,0,20
03049,Cesset,84,03,51,0,8,16,0,0,0,4,0,4,4,12,4,0,0,0,0,0,0,0,0,0
03050,La Chabanne,84,03,24,4,8,4,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0
03051,Chambérat,84,03,52,0,20,0,0,0,0,4,8,4,4,8,0,0,0,4,0,0,0,0,0,0
03052,Chamblet,84,03,109,8,0,20,0,0,5,8,8,20,12,4,4,0,0,20,0,0,0,4,0,4
03053,Chantelle,84,03,352,36,4,16,15,8,16,44,16,40,12,30,28,0,52,36,4,0,8,0,0,12
03054,Chapeau,84,03,48,0,28,4,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0
03055,La Chapelaude,84,03,117,0,36,12,0,0,4,8,4,8,1,5,15,4,0,20,0,0,4,0,4,8
03056,La Chapelle,84,03,72,0,44,0,0,0,0,0,8,0,0,0,0,0,0,20,0,0,0,0,0,0
03057,La Chapelle-aux-Chasses,84,03,37,0,16,8,0,0,0,0,1,4,0,0,0,0,0,8,0,0,0,0,0,0
03058,Chappes,84,03,42,4,23,0,0,0,0,0,0,0,4,0,4,0,0,8,0,0,0,0,0,0
03059,Chareil-Cintrat,84,03,64,3,4,4,0,0,0,0,4,4,4,4,24,4,0,8,0,0,0,0,0,0
03060,Charmeil,84,03,"1,204",21,4,44,83,53,8,133,4,106,493,89,71,21,32,42,24,32,0,35,4,95
03061,Charmes,84,03,68,4,24,24,0,0,0,0,0,4,4,0,0,0,4,4,0,0,0,0,0,0
03062,Charroux,84,03,64,0,8,8,8,0,0,8,0,0,4,4,4,0,0,20,0,0,0,4,0,4
03063,Chassenard,84,03,150,0,33,24,4,0,0,4,12,0,36,8,16,0,0,12,4,0,0,0,0,4
03064,Château-sur-Allier,84,03,39,8,20,4,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0
03065,Châtel-de-Neuvre,84,03,80,0,12,16,0,0,0,0,0,4,4,4,4,4,0,32,0,0,0,4,0,4
03066,Châtel-Montagne,84,03,106,16,20,0,0,0,20,12,7,0,4,0,4,0,4,20,0,0,12,0,0,12
03067,Châtelperron,84,03,24,0,12,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0
03068,Châtelus,84,03,13,0,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
03069,Châtillon,84,03,57,4,8,7,0,0,0,0,0,4,0,4,7,0,4,20,0,0,0,0,0,0
03070,Chavenon,84,03,20,0,12,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0
03071,Chavroches,84,03,21,0,4,0,0,0,0,4,0,0,0,0,0,0,0,12,0,0,0,0,0,0
03072,Chazemais,84,03,83,15,0,12,0,3,0,8,3,4,3,0,0,0,15,20,0,3,0,0,0,3
03073,Chemilly,84,03,87,4,16,8,0,0,0,16,4,19,0,4,0,4,0,12,0,0,0,0,0,0
03074,Chevagnes,84,03,201,24,41,20,11,0,0,9,0,8,0,8,7,4,8,61,4,0,0,0,4,8
03075,Chezelle,84,03,30,0,8,8,0,0,0,0,0,0,0,4,3,4,4,0,0,0,0,0,4,4
03076,Chézy,84,03,185,27,28,22,0,0,0,4,3,68,4,14,14,0,0,0,0,0,0,4,0,4
03077,Chirat-l'Église,84,03,25,0,21,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03078,Chouvigny,84,03,29,0,4,12,0,0,0,0,0,4,0,4,0,0,0,4,0,0,0,0,0,0
03079,Cindré,84,03,52,4,24,4,4,0,0,0,0,0,0,0,4,0,0,12,4,0,0,0,0,4
03080,Cognat-Lyonne,84,03,99,0,23,11,0,0,8,8,4,4,9,4,20,0,4,4,0,0,4,0,0,4
03081,Colombier,84,03,30,0,8,4,0,0,0,0,0,3,0,4,0,0,0,12,0,0,0,4,0,4
03082,Commentry,84,03,"2,698",201,36,251,58,60,41,164,125,251,582,217,176,141,160,235,8,21,7,28,19,83
03083,Contigny,84,03,87,0,16,32,4,0,4,0,0,4,16,0,0,0,0,12,0,0,0,0,0,0
03084,Cosne-d'Allier,84,03,724,40,48,40,0,0,3,123,55,76,46,56,60,4,72,101,0,0,0,12,0,12
03085,Coulandon,84,03,260,48,16,27,4,0,0,8,23,26,15,8,22,0,34,28,0,0,0,8,0,8
03086,Coulanges,84,03,77,0,16,4,4,0,0,0,0,12,16,0,20,0,0,4,0,0,0,0,0,0
03087,Couleuvre,84,03,136,4,73,4,4,0,8,4,4,4,8,4,12,0,0,7,0,0,8,0,0,8
03088,Courçais,84,03,44,4,24,8,0,0,4,0,0,0,0,0,0,0,0,4,0,0,4,0,0,4
03089,Coutansouze,84,03,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
03090,Couzon,84,03,71,4,33,0,0,0,4,0,11,0,0,0,11,0,0,8,0,0,4,0,0,4
03091,Créchy,84,03,102,1,4,32,8,4,0,4,0,23,12,1,4,0,4,4,0,0,0,0,0,0
03092,Cressanges,84,03,68,4,28,4,8,0,4,4,4,0,0,4,0,4,0,4,0,0,0,0,4,4
03093,Creuzier-le-Neuf,84,03,575,20,15,33,42,16,5,21,5,17,186,82,45,28,41,17,7,4,0,38,4,54
03094,Creuzier-le-Vieux,84,03,"1,529",67,17,141,54,42,16,46,23,133,476,199,162,31,61,63,22,11,16,36,7,93
03095,Cusset,84,03,"5,346",440,60,589,179,29,56,456,592,503,327,612,475,107,463,458,31,10,30,148,51,270
03096,Deneuille-lès-Chantelle,84,03,66,8,8,0,0,0,0,4,0,0,38,0,0,0,4,4,0,0,0,0,0,0
03097,Deneuille-les-Mines,84,03,12,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
03098,Désertines,84,03,"1,413",78,11,214,21,0,1,61,111,113,43,173,86,4,363,135,4,0,1,42,0,47
03099,Deux-Chaises,84,03,76,4,40,0,0,0,0,0,0,4,4,0,4,4,4,12,0,0,0,0,0,0
03100,Diou,84,03,428,12,20,24,11,4,4,16,8,39,87,32,28,4,24,116,7,0,4,12,0,23
03101,Domérat,84,03,"3,324",108,28,251,132,48,39,526,38,278,851,294,178,93,145,314,15,12,23,39,20,109
03102,Dompierre-sur-Besbre,84,03,"1,918",119,68,126,36,23,27,163,65,219,513,189,137,0,69,162,0,3,12,41,0,57
03103,Le Donjon,84,03,506,53,64,17,0,0,0,36,17,53,8,40,51,0,85,82,0,0,0,4,0,4
03104,Doyet,84,03,334,31,32,28,4,0,0,19,33,16,58,20,11,7,16,60,0,0,0,4,4,8
03105,Droiturier,84,03,53,4,8,0,4,0,0,0,0,12,0,8,8,0,0,8,0,0,0,0,0,0
03106,Durdat-Larequille,84,03,132,5,16,12,4,0,0,4,38,12,0,0,4,8,8,20,0,0,0,0,4,4
03107,Ébreuil,84,03,582,51,28,64,27,0,0,57,16,72,36,53,28,0,88,61,0,0,0,16,0,16
03108,Échassières,84,03,142,8,8,43,4,4,0,0,0,16,4,8,4,4,15,24,0,0,0,0,0,0
03109,Escurolles,84,03,171,12,8,4,8,0,0,8,15,4,32,8,40,0,12,20,4,0,0,0,0,4
03110,Espinasse-Vozelle,84,03,228,8,4,29,4,0,0,13,16,0,105,10,27,0,4,8,0,0,0,0,0,0
03111,Estivareilles,84,03,147,4,4,24,0,0,4,4,0,11,3,8,14,7,15,49,0,0,0,0,0,0
03112,Étroussat,84,03,126,8,12,16,0,0,4,8,4,12,24,4,12,4,0,16,0,0,0,0,0,0
03113,Ferrières-sur-Sichon,84,03,104,15,12,4,4,0,0,12,4,12,0,4,4,4,8,20,0,0,0,0,0,0
03114,La Ferté-Hauterive,84,03,62,12,12,4,4,0,0,0,6,0,0,0,16,0,0,8,4,0,0,0,0,4
03115,Fleuriel,84,03,30,0,22,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
03116,Fourilles,84,03,28,4,0,12,0,0,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0
03117,Franchesse,84,03,99,0,35,12,4,0,0,4,0,16,4,8,0,0,4,12,0,0,0,0,0,0
03118,Gannat,84,03,"2,511",152,59,212,117,16,45,341,169,214,187,233,279,17,213,256,20,0,31,50,4,105
03119,Gannay-sur-Loire,84,03,66,4,16,8,0,0,0,4,1,4,4,0,0,12,0,12,0,0,0,0,12,12
03120,Garnat-sur-Engièvre,84,03,120,8,8,23,0,0,0,4,0,16,12,12,4,0,0,32,0,0,0,0,0,0
03121,Gennetines,84,03,65,4,20,7,0,0,4,0,0,8,0,0,3,0,4,15,0,0,0,0,0,0
03122,Gipcy,84,03,50,4,16,8,0,0,4,0,0,4,4,0,0,0,0,8,0,0,0,0,0,0
03124,Gouise,84,03,98,4,12,45,0,0,0,0,0,4,4,8,0,8,4,8,0,0,0,4,0,4
03125,La Guillermie,84,03,25,0,0,0,0,0,0,0,4,0,8,4,0,0,8,0,0,0,0,0,0,0
03126,Hauterive,84,03,398,14,4,49,29,16,0,26,19,9,80,42,51,14,18,26,10,4,0,7,4,25
03127,Hérisson,84,03,238,20,28,28,3,0,0,4,4,51,0,4,14,0,58,24,0,0,0,0,0,0
03128,Huriel,84,03,343,67,12,47,0,0,4,22,28,49,12,20,11,8,28,35,0,0,0,0,4,4
03129,Hyds,84,03,40,0,32,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,4
03130,Isle-et-Bardais,84,03,49,0,20,4,0,0,0,4,0,4,4,4,0,0,4,4,0,0,0,4,0,4
03131,Isserpent,84,03,133,4,27,31,0,4,0,8,4,8,8,12,12,0,0,16,0,0,0,8,0,8
03132,Jaligny-sur-Besbre,84,03,281,32,20,24,0,0,4,41,43,8,0,20,15,4,34,35,0,0,0,0,4,4
03133,Jenzat,84,03,78,16,12,9,4,0,0,0,0,0,8,8,0,8,4,8,4,0,0,0,8,12
03134,Laféline,84,03,27,0,15,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0
03135,Lalizolle,84,03,58,4,13,8,0,0,0,4,8,0,5,4,0,0,7,4,0,0,0,0,0,0
03136,Lamaids,84,03,32,8,0,0,0,0,0,0,0,0,12,8,4,0,0,0,0,0,0,4,0,4
03137,Langy,84,03,27,0,0,0,0,0,0,4,0,20,0,0,0,0,0,4,0,0,0,0,0,0
03138,Lapalisse,84,03,"1,745",115,61,152,31,8,16,150,84,162,203,161,288,12,131,170,7,4,4,32,0,47
03139,Laprugne,84,03,64,8,17,0,0,0,4,9,0,0,0,4,4,0,0,17,0,0,4,0,0,4
03140,Lavault-Sainte-Anne,84,03,271,22,8,11,11,3,4,0,10,29,37,24,11,0,81,20,0,0,0,18,0,18
03141,Lavoine,84,03,26,0,15,8,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
03142,Lenax,84,03,53,0,30,12,0,0,0,0,0,4,0,4,0,0,0,4,0,0,0,0,0,0
03143,Lételon,84,03,23,0,12,4,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0
03144,Liernolles,84,03,96,12,75,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0
03145,Lignerolles,84,03,79,0,12,11,4,0,0,4,0,12,4,4,12,0,4,12,4,0,0,0,0,4
03146,Limoise,84,03,47,0,20,0,0,0,0,4,4,0,11,4,0,3,0,0,0,0,0,0,0,0
03147,Loddes,84,03,30,0,16,0,0,0,4,4,0,4,0,0,4,0,0,0,0,0,0,0,0,0
03148,Loriges,84,03,36,4,4,4,0,0,3,0,4,8,4,0,0,0,0,4,0,0,3,0,0,3
03149,Louchy-Montfand,84,03,56,4,20,4,0,0,0,0,0,0,12,0,0,0,4,12,0,0,0,0,0,0
03150,Louroux-Bourbonnais,84,03,48,8,24,4,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,0,0,0
03151,Louroux-de-Beaune,84,03,28,0,8,12,0,0,4,0,0,0,0,0,0,0,4,0,0,0,4,0,0,4
03152,Louroux-de-Bouble,84,03,87,8,8,12,0,0,0,8,4,4,11,0,12,0,0,20,0,0,0,0,0,0
03154,Luneau,84,03,87,8,40,20,0,0,0,0,0,0,4,4,0,0,0,12,0,0,0,0,0,0
03155,Lurcy-Lévis,84,03,887,73,68,67,29,7,17,78,37,52,173,37,69,0,69,109,16,0,4,0,0,20
03156,Lusigny,84,03,308,0,35,37,0,3,15,14,30,33,33,27,16,4,22,39,0,0,0,4,4,8
03157,Magnet,84,03,123,4,17,12,4,0,0,20,5,16,5,0,24,0,4,12,0,0,0,0,0,0
03158,Haut-Bocage,84,03,374,8,49,42,4,0,4,20,15,65,23,56,24,3,27,33,0,0,4,1,0,5
03159,Malicorne,84,03,407,8,56,44,15,4,0,76,4,20,51,40,28,12,21,28,0,4,0,4,0,8
03160,Marcenat,84,03,62,12,20,0,0,0,0,4,0,0,3,7,8,4,0,4,0,0,0,3,0,3
03161,Marcillat-en-Combraille,84,03,325,24,40,36,0,4,0,20,12,16,23,16,19,4,31,80,0,0,0,0,4,4
03162,Marigny,84,03,48,0,24,8,0,0,0,4,0,0,0,4,0,0,0,8,0,0,0,0,0,0
03163,Mariol,84,03,81,8,8,16,0,0,0,18,19,4,0,0,0,0,0,8,0,0,0,0,0,0
03164,Le Mayet-d'École,84,03,32,0,4,4,0,0,0,0,0,4,0,4,0,4,0,12,0,0,0,4,4,8
03165,Le Mayet-de-Montagne,84,03,645,33,33,53,3,0,4,44,114,90,19,36,58,0,73,86,0,0,4,8,0,12
03166,Mazerier,84,03,16,4,4,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
03167,Mazirat,84,03,36,0,16,4,0,0,0,4,0,0,0,0,0,0,4,8,0,0,0,0,0,0
03168,Meaulne-Vitray,84,03,279,0,29,13,28,0,0,16,0,20,88,32,8,0,4,40,5,0,0,8,0,13
03169,Meillard,84,03,28,0,20,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0
03170,Meillers,84,03,32,4,15,0,0,0,0,0,0,4,0,0,4,0,0,4,0,0,0,0,0,0
03171,Mercy,84,03,48,0,40,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
03172,Mesples,84,03,24,0,20,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
03173,Molinet,84,03,454,28,36,24,8,16,4,12,0,16,176,32,44,0,12,47,4,4,0,8,0,16
03174,Molles,84,03,93,8,31,8,0,0,0,12,4,8,8,0,0,4,0,12,0,0,0,0,4,4
03175,Monestier,84,03,55,4,24,8,0,0,0,0,0,4,4,4,0,0,0,8,0,0,0,0,0,0
03176,Monétay-sur-Allier,84,03,101,8,29,21,0,0,0,0,4,4,4,0,0,0,4,26,0,0,0,0,0,0
03177,Monétay-sur-Loire,84,03,59,4,40,0,0,0,0,0,3,0,4,0,0,0,0,8,0,0,0,0,0,0
03178,Montaiguët-en-Forez,84,03,36,0,20,8,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,4,4
03179,Montaigu-le-Blin,84,03,60,4,12,16,0,0,0,0,8,4,0,0,4,0,0,12,0,0,0,0,0,0
03180,Montbeugny,84,03,119,4,29,20,4,0,3,0,4,15,0,11,8,4,4,12,0,0,0,4,0,4
03181,Montcombroux-les-Mines,84,03,56,8,16,0,0,0,0,8,0,4,0,0,0,4,4,12,0,0,0,0,0,0
03182,Monteignet-sur-l'Andelot,84,03,40,0,4,4,0,0,0,0,4,0,0,4,12,0,4,8,0,0,0,0,0,0
03183,Le Montet,84,03,222,30,12,24,0,0,4,12,8,37,0,16,34,4,28,12,0,0,0,0,4,4
03184,Montilly,84,03,54,12,20,8,0,0,0,0,4,0,0,0,0,0,1,8,0,0,0,0,0,0
03185,Montluçon,84,03,"20,004","2,267",104,"1,181",546,214,318,"1,953","1,090","1,783","2,034","2,331","1,326",376,"2,554","1,926",90,74,148,427,138,877
03186,Montmarault,84,03,827,50,12,63,4,0,11,75,35,91,59,82,164,8,57,118,0,0,7,23,4,34
03187,Montoldre,84,03,217,12,12,8,4,12,0,0,4,61,4,4,11,4,50,32,0,0,0,0,0,0
03188,Montord,84,03,41,0,0,8,0,0,0,0,0,0,4,0,0,0,28,1,0,0,0,0,0,0
03189,Montvicq,84,03,60,4,8,4,0,0,0,4,4,4,4,4,0,0,3,20,0,0,0,0,0,0
03190,Moulins,84,03,"13,536","2,239",73,577,189,113,277,"1,165",674,987,576,"2,081",615,325,"2,303","1,342",29,46,113,330,147,665
03191,Murat,84,03,55,0,24,4,0,0,0,0,4,8,0,0,0,0,0,16,0,0,0,0,0,0
03192,Nades,84,03,43,0,4,0,0,0,0,0,0,12,0,0,0,4,16,8,0,0,0,0,4,4
03193,Nassigny,84,03,64,15,8,4,0,0,0,4,0,12,0,4,8,0,0,8,0,0,0,0,0,0
03194,Naves,84,03,42,4,0,8,0,0,0,4,0,4,13,0,0,0,0,8,0,0,0,0,0,0
03195,Néris-les-Bains,84,03,887,60,32,80,11,4,25,35,70,107,19,61,21,20,184,158,3,4,3,20,4,35
03196,Neuilly-en-Donjon,84,03,64,12,40,4,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0
03197,Neuilly-le-Réal,84,03,278,13,46,30,17,4,4,28,13,11,7,14,28,4,8,49,4,0,0,4,4,13
03198,Neure,84,03,24,0,12,8,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
03200,Neuvy,84,03,266,47,11,36,12,0,4,8,52,27,3,13,14,3,13,23,0,0,0,4,3,7
03201,Nizerolles,84,03,85,0,16,4,0,0,8,0,0,0,38,0,12,8,0,0,0,0,4,0,0,4
03202,Noyant-d'Allier,84,03,111,8,16,8,0,0,4,16,19,8,4,4,4,0,4,16,0,0,4,0,0,4
03203,Paray-le-Frésil,84,03,65,4,36,8,0,0,0,8,0,0,0,0,0,0,4,4,0,0,0,0,0,0
03204,Paray-sous-Briailles,84,03,132,4,32,39,0,0,0,0,0,4,8,4,0,4,4,32,0,0,0,4,0,4
03205,Périgny,84,03,50,0,28,4,0,0,3,0,0,0,0,0,4,4,4,3,0,0,0,0,4,4
03206,La Petite-Marche,84,03,27,4,12,0,4,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0
03207,Pierrefitte-sur-Loire,84,03,92,27,24,4,0,0,0,0,0,8,0,0,12,0,4,12,0,0,0,0,0,0
03208,Le Pin,84,03,61,4,4,28,0,0,0,0,0,0,4,4,8,0,0,8,0,0,0,0,0,0
03209,Poëzat,84,03,25,4,0,0,0,0,0,0,0,4,0,0,4,0,0,13,0,0,0,0,0,0
03210,Pouzy-Mésangy,84,03,98,4,25,16,0,0,4,0,8,8,0,4,4,0,0,24,0,0,4,0,0,4
03211,Prémilhat,84,03,871,25,10,117,27,30,4,61,4,141,106,84,47,12,144,61,7,0,0,22,4,33
03212,Quinssaines,84,03,151,4,8,14,14,0,0,8,0,11,19,15,12,0,8,36,0,0,0,0,0,0
03213,Reugny,84,03,15,4,4,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
03214,Rocles,84,03,101,12,41,0,0,0,0,0,0,4,0,4,0,0,32,8,0,0,0,4,0,4
03215,Rongères,84,03,120,0,12,28,0,0,0,0,11,0,40,8,8,4,0,8,0,0,0,0,0,0
03216,Ronnet,84,03,37,0,4,4,0,0,0,4,0,0,0,4,0,0,0,21,0,0,0,4,0,4
03217,Saint-Angel,84,03,152,4,49,8,0,0,0,3,4,16,0,5,4,0,44,15,0,0,0,0,0,0
03218,Saint-Aubin-le-Monial,84,03,137,0,12,8,9,0,0,0,0,12,52,14,8,4,0,19,4,0,0,3,4,11
03219,Saint-Bonnet-de-Four,84,03,51,0,27,4,0,0,0,8,0,0,4,4,0,0,0,4,0,0,0,0,0,0
03220,Saint-Bonnet-de-Rochefort,84,03,267,8,12,16,15,17,4,8,8,24,76,30,16,9,0,24,4,5,4,4,0,17
03221,Saint-Bonnet-Tronçais,84,03,207,0,16,20,0,0,0,10,1,33,0,16,12,0,50,51,0,0,0,4,0,4
03222,Saint-Caprais,84,03,37,4,29,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
03223,Saint-Christophe,84,03,60,0,28,8,0,0,4,4,4,0,8,0,0,0,0,4,0,0,4,0,0,4
03224,Saint-Clément,84,03,69,13,30,8,0,0,0,4,0,0,4,0,0,0,4,4,0,0,0,0,0,0
03225,Saint-Désiré,84,03,111,8,46,8,0,0,0,0,4,12,0,8,0,0,15,8,0,0,0,4,0,4
03226,Saint-Didier-en-Donjon,84,03,95,0,40,8,0,0,4,0,4,4,8,8,0,0,4,16,0,0,4,0,0,4
03227,Saint-Didier-la-Forêt,84,03,162,0,44,15,0,0,4,4,0,24,15,24,8,4,0,20,0,0,0,4,4,8
03228,Saint-Éloy-d'Allier,84,03,28,0,16,0,0,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0
03229,Saint-Ennemond,84,03,114,8,8,29,4,0,0,0,4,8,12,2,15,0,4,20,0,0,0,0,0,0
03230,Saint-Étienne-de-Vicq,84,03,48,0,20,13,0,0,0,0,0,0,0,0,4,0,0,11,0,0,0,0,0,0
03231,Saint-Fargeol,84,03,40,0,8,0,0,0,0,0,0,0,12,4,0,0,0,16,0,0,0,0,0,0
03232,Saint-Félix,84,03,25,0,12,0,4,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
03233,Saint-Genest,84,03,41,4,25,0,0,0,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0
03234,Saint-Gérand-de-Vaux,84,03,57,4,24,8,0,0,0,4,0,4,4,4,0,0,0,4,0,0,0,0,0,0
03235,Saint-Gérand-le-Puy,84,03,249,4,20,8,0,0,4,20,8,50,12,12,28,0,61,23,0,0,4,4,0,8
03236,Saint-Germain-des-Fossés,84,03,"1,187",50,0,59,7,8,16,80,77,56,323,59,187,16,86,165,4,0,12,12,8,36
03237,Saint-Germain-de-Salles,84,03,199,8,40,12,14,0,0,4,4,12,8,31,41,4,0,20,4,0,0,7,0,11
03238,Saint-Hilaire,84,03,181,8,27,20,11,0,0,0,7,24,24,16,8,0,24,12,0,0,0,4,0,4
03239,Saint-Léger-sur-Vouzance,84,03,104,8,20,52,0,0,4,0,0,4,8,4,4,0,0,0,0,0,0,0,0,0
03240,Saint-Léon,84,03,125,4,28,16,4,0,0,0,5,8,32,16,4,0,0,8,0,0,0,8,0,8
03241,Saint-Léopardin-d'Augy,84,03,40,4,21,0,0,0,0,0,11,0,0,0,0,0,0,4,0,0,0,0,0,0
03242,Saint-Loup,84,03,113,0,4,28,4,0,0,0,4,0,20,12,16,0,0,24,0,0,0,3,0,3
03243,Saint-Marcel-en-Murat,84,03,20,0,16,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
03244,Saint-Marcel-en-Marcillat,84,03,39,8,8,3,0,0,0,4,0,0,4,8,0,0,0,4,0,0,0,0,0,0
03245,Saint-Martin-des-Lais,84,03,41,4,16,0,0,0,0,0,0,4,0,0,16,0,0,0,0,0,0,0,0,0
03246,Saint-Martinien,84,03,79,9,12,4,4,0,0,0,7,4,8,4,0,0,6,20,0,0,0,0,0,0
03247,Saint-Menoux,84,03,221,22,33,47,0,0,4,16,8,16,4,17,12,0,8,33,0,0,4,8,0,13
03248,Saint-Nicolas-des-Biefs,84,03,37,8,4,8,0,0,0,4,0,0,4,0,0,0,0,8,0,0,0,0,0,0
