Analyse fonctionnelle des emplois,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Emplois dans les fonctions et emplois des cadres des fonctions métropolitaines dans les communes en 1999,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Source : Insee, Recensement de la population 1999 exploitation complémentaire au lieu de travail",,,,,,,,,,,,,,,,,,,,,,,,,
Champ : France (y compris les DOMs),,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,Emploi des cadres des fonctions métropolitaines,,,,,
Commune,,Code,,,Emploi dans la fonction :,,,,,,,,,,,,,,,Fonction,,,,,
Code,Libellé,Région,Département,Emploi total,Administration publique,Agriculture,Bâtiment-Travaux Publics,Commerce inter-entreprises,"Conception, Recherche","Culture, Loisirs",Distribution,"Education, Formation","Entretien, Réparation",Fabrication,Gestion,"Transports, Logistique",Prestations Intellectuelles,"Santé, Action Sociale",Services de Proximité,"Commerce 
inter-entreprises","Conception, Recherche","Culture, Loisirs",Gestion,Prestations Intellectuelles,Total
CODGEO,LIBGEO,REG,DEP,ELT99,ADMPUB99,AGRICU99,BTP99,COMINT99,CONREC99,CULLOI99,DISTRI99,EDUFOR99,ENTREP99,FABRIC99,GESTIO99,LOGIST99,PREINT99,SANSOC99,SERPRO99,COMINT_CAD99,CONREC_CAD99,CULLOI_CAD99,GESTIO_CAD99,PREINT_CAD99,CFM99
53010,Assé-le-Bérenger,52,53,44,0,20,4,0,0,0,0,0,0,0,0,12,0,0,8,0,0,0,0,0,0
53011,Astillé,52,53,142,8,53,20,0,0,0,0,5,4,4,9,3,0,20,16,0,0,0,4,0,4
53012,Athée,52,53,72,8,52,0,0,0,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,0
53013,Averton,52,53,921,8,60,4,38,20,5,4,0,46,517,66,113,16,0,24,4,8,5,20,0,37
53015,La Baconnière,52,53,206,5,68,25,5,0,4,4,13,24,0,0,10,0,24,24,4,0,0,0,0,4
53016,Bais,52,53,670,37,80,44,1,0,4,28,23,72,173,49,37,4,73,45,1,0,4,8,4,17
53017,Val-du-Maine,52,53,402,4,56,16,36,17,0,12,8,16,121,29,62,0,1,24,25,5,0,5,0,35
53018,Ballots,52,53,403,12,109,32,4,0,5,12,16,34,70,20,41,0,16,32,0,0,0,4,0,4
53019,Bannes,52,53,25,0,20,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0
53021,La Bazoge-Montpinçon,52,53,87,0,25,18,0,0,4,4,4,12,0,4,12,4,0,0,0,0,0,0,0,0
53022,La Bazouge-de-Chemeré,52,53,96,0,60,0,4,0,8,4,0,4,4,0,0,0,4,8,0,0,8,0,0,8
53023,La Bazouge-des-Alleux,52,53,66,0,48,5,0,0,4,0,4,0,1,4,0,0,0,0,0,0,0,4,0,4
53025,Bazougers,52,53,325,0,88,12,4,13,1,4,9,31,88,23,16,0,0,36,0,5,0,7,0,12
53026,Beaulieu-sur-Oudon,52,53,66,0,52,2,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
53027,Beaumont-Pied-de-BSuf,52,53,49,0,16,5,4,0,4,0,4,4,4,0,4,0,0,4,0,0,0,0,0,0
53028,Belgeard,52,53,45,4,17,4,0,0,4,4,0,0,4,0,8,0,0,0,0,0,0,0,0,0
53029,Bierné-les-Villages,52,53,238,8,130,8,0,0,0,8,16,0,20,8,4,4,8,24,0,0,0,0,0,0
53030,Le Bignon-du-Maine,52,53,152,9,40,4,4,0,0,0,0,20,0,0,0,4,51,20,0,0,0,0,0,0
53031,La Bigottière,52,53,92,4,56,0,0,0,0,8,0,4,8,4,0,0,0,8,0,0,0,0,0,0
53033,La Boissière,52,53,22,4,17,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
53034,Bonchamp-lès-Laval,52,53,"2,146",64,114,159,100,14,23,96,47,162,455,267,437,19,42,147,15,1,5,63,7,91
53035,Bouchamps-lès-Craon,52,53,91,4,52,0,0,0,0,5,8,4,4,0,5,1,0,8,0,0,0,0,0,0
53036,Bouère,52,53,224,12,88,36,4,0,0,8,8,28,8,4,0,0,16,12,0,0,0,0,0,0
53037,Bouessay,52,53,69,0,20,8,0,0,4,4,1,4,0,4,0,4,0,20,0,0,0,0,0,0
53038,Boulay-les-Ifs,52,53,30,0,13,4,0,0,0,0,4,1,0,0,4,0,0,4,0,0,0,0,0,0
53039,Le Bourgneuf-la-Forêt,52,53,429,12,109,58,4,7,21,17,5,46,29,22,10,4,57,28,0,0,8,4,0,12
53040,Bourgon,52,53,157,16,96,12,0,0,0,0,0,24,4,0,0,1,0,4,0,0,0,0,0,0
53041,Brains-sur-les-Marches,52,53,40,4,32,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
53042,Brecé,52,53,207,8,129,9,4,0,0,8,0,28,0,8,4,0,0,9,0,0,0,0,0,0
53043,Brée,52,53,102,4,52,8,4,4,5,0,0,0,0,1,4,0,4,16,0,0,0,0,0,0
53045,La Brûlatte,52,53,205,0,28,16,4,0,8,0,0,20,74,4,41,0,0,10,0,0,4,0,0,4
53046,Le Buret,52,53,66,0,36,4,0,0,0,0,4,0,14,0,4,0,4,0,0,0,0,0,0,0
53047,Carelles,52,53,84,4,60,4,0,0,0,0,4,4,0,0,0,0,8,0,0,0,0,0,0,0
53048,Chailland,52,53,454,29,104,53,4,0,0,9,4,29,69,31,52,0,28,42,0,0,0,4,0,4
53049,Châlons-du-Maine,52,53,43,4,12,9,4,0,0,4,6,4,0,0,0,0,0,0,0,0,0,0,0,0
53051,Champéon,52,53,63,1,52,0,0,0,4,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0
53052,Champfrémont,52,53,29,4,16,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0
53053,Champgenéteux,52,53,88,0,72,0,0,0,0,0,0,0,4,0,8,0,0,4,0,0,0,0,0,0
53054,Changé,52,53,"2,522",42,95,209,153,58,22,127,34,265,437,404,394,75,62,145,41,17,1,101,7,167
53055,Chantrigné,52,53,164,8,60,12,8,0,0,4,3,10,18,4,15,0,1,21,0,0,0,1,0,1
53056,La Chapelle-Anthenaise,52,53,134,4,52,0,5,0,0,4,0,2,8,1,24,0,22,12,0,0,0,0,0,0
53057,La Chapelle-au-Riboul,52,53,180,5,32,8,8,0,8,8,0,22,61,8,8,0,0,12,0,0,8,8,0,16
53058,La Chapelle-Craonnaise,52,53,56,4,44,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0
53059,La Chapelle-Rainsouin,52,53,44,4,28,0,0,0,0,0,8,0,4,0,0,0,0,0,0,0,0,0,0,0
53061,Charchigné,52,53,370,4,36,4,0,4,0,0,5,22,194,8,77,0,0,16,0,4,0,0,0,4
53062,Château-Gontier-sur-Mayenne,52,53,"8,209",481,241,523,169,173,83,549,530,809,"2,047",693,571,73,674,593,48,59,38,120,19,284
53063,Châtelain,52,53,112,8,36,20,4,0,0,4,0,4,4,12,16,0,0,4,0,0,0,4,0,4
53064,Châtillon-sur-Colmont,52,53,230,12,117,16,0,0,4,0,9,12,32,4,12,0,0,12,0,0,0,0,0,0
53066,Chemazé,52,53,195,4,85,32,4,0,4,8,5,4,8,4,8,0,9,20,0,0,4,0,0,4
53067,Chémeré-le-Roi,52,53,72,0,24,8,0,0,0,0,0,4,12,0,0,0,4,20,0,0,0,0,0,0
53068,Chérancé,52,53,26,4,16,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
53069,Chevaigné-du-Maine,52,53,45,0,37,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53071,Colombiers-du-Plessis,52,53,96,4,68,12,0,0,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,0
53072,Commer,52,53,163,4,69,37,0,0,0,0,3,17,4,8,0,0,0,21,0,0,0,0,0,0
53073,Congrier,52,53,615,8,77,28,39,12,0,28,9,47,230,58,54,9,0,16,1,2,0,15,0,18
53074,Contest,52,53,117,5,68,8,0,0,0,4,4,4,4,4,0,0,0,16,0,0,0,0,0,0
53075,Cosmes,52,53,56,0,52,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,4
53076,Cossé-en-Champagne,52,53,53,0,24,4,0,0,4,0,0,0,4,0,1,0,12,4,0,0,0,0,0,0
53077,Cossé-le-Vivien,52,53,"1,007",62,104,95,38,8,10,77,67,95,132,81,54,8,72,104,8,0,10,22,8,48
53078,Coudray,52,53,116,0,40,4,0,0,0,12,4,12,8,8,0,0,8,20,0,0,0,0,0,0
53079,Couesmes-Vaucé,52,53,70,1,32,4,0,0,0,4,0,4,12,4,1,0,4,4,0,0,0,0,0,0
53080,Couptrain,52,53,56,12,0,16,8,0,0,0,0,8,0,4,0,0,0,8,0,0,0,0,0,0
53082,Courbeveille,52,53,113,4,68,20,0,0,0,0,2,4,4,4,0,0,0,7,0,0,0,4,0,4
53083,Courcité,52,53,248,20,100,41,8,0,0,4,1,12,13,16,4,1,0,28,0,0,0,0,0,0
53084,Craon,52,53,"2,647",92,86,188,79,40,22,157,134,240,592,287,299,36,207,188,23,8,6,36,0,73
53085,Crennes-sur-Fraubée,52,53,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53086,La Croixille,52,53,144,4,80,28,0,0,0,8,0,8,0,0,0,0,0,16,0,0,0,0,0,0
53087,La Cropte,52,53,65,0,44,0,8,0,0,0,0,0,0,5,0,4,0,4,4,0,0,4,4,12
53088,Cuillé,52,53,228,4,92,44,0,0,4,20,5,17,4,9,9,0,0,20,0,0,0,0,0,0
53089,Daon,52,53,89,4,12,16,0,4,0,0,4,8,8,0,8,0,4,21,0,0,0,0,0,0
53090,Denazé,52,53,56,0,44,0,0,0,0,0,0,0,4,4,0,0,0,4,0,0,0,4,0,4
53091,Désertines,52,53,221,4,120,4,0,0,0,12,4,16,8,4,40,0,0,9,0,0,0,0,0,0
53093,La Dorée,52,53,92,4,64,4,0,0,0,0,4,8,0,0,0,0,0,8,0,0,0,0,0,0
53094,Entrammes,52,53,598,16,65,50,13,7,3,24,8,41,177,32,54,5,38,65,4,0,2,3,0,9
53096,Ernée,52,53,"2,865",126,176,188,51,0,30,225,174,347,607,233,262,52,199,195,9,0,6,35,8,58
53097,Évron,52,53,"4,476",195,154,206,83,46,43,335,222,407,"1,618",313,328,30,201,295,12,8,29,50,6,105
53098,Fontaine-Couverte,52,53,133,4,72,12,4,0,0,0,0,0,4,4,8,0,0,25,0,0,0,0,0,0
53099,Forcé,52,53,116,8,8,22,0,0,4,4,4,15,0,4,24,0,0,23,0,0,4,0,0,4
53100,Fougerolles-du-Plessis,52,53,508,20,148,36,5,0,0,29,4,73,40,33,60,0,24,36,0,0,0,4,0,4
53101,Fromentières,52,53,177,4,40,12,4,0,0,0,0,4,68,8,21,0,0,16,0,0,0,0,0,0
53102,Gastines,52,53,24,0,16,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
53103,Le Genest-Saint-Isle,52,53,458,8,97,21,10,18,0,21,13,19,101,34,45,0,21,50,0,1,0,9,0,10
53104,Gennes-Longuefuye,52,53,228,12,104,12,12,0,0,4,9,26,0,16,9,0,0,24,0,0,0,0,0,0
53105,Gesnes,52,53,36,0,32,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
53106,Gesvres,52,53,125,0,53,20,4,0,0,4,0,20,0,16,0,0,0,8,0,0,0,0,0,0
53107,Gorron,52,53,"1,815",60,105,188,39,12,4,174,50,135,543,161,97,24,87,136,9,4,0,26,4,43
53108,La Gravelle,52,53,153,16,16,1,0,0,0,10,5,8,13,11,57,0,0,16,0,0,0,5,0,5
53109,Grazay,52,53,81,1,48,0,0,0,0,12,4,0,0,0,4,0,0,12,0,0,0,0,0,0
53110,Grez-en-Bouère,52,53,369,18,92,41,5,2,0,20,25,16,9,31,63,0,11,36,0,1,0,0,0,1
53111,La Haie-Traversaine,52,53,61,8,21,4,0,0,4,0,0,6,8,2,0,0,0,8,0,0,0,1,0,1
53112,Le Ham,52,53,116,4,56,17,0,0,0,0,4,4,11,8,8,0,0,4,0,0,0,4,0,4
53113,Hambers,52,53,109,4,48,4,8,0,4,0,0,20,0,4,4,0,13,0,0,0,4,0,0,4
53114,Hardanges,52,53,48,0,44,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
53115,Hercé,52,53,72,0,36,4,0,0,0,4,0,4,0,4,8,0,0,12,0,0,0,0,0,0
53116,Le Horps,52,53,263,4,80,33,8,1,0,8,4,20,7,17,36,13,0,32,4,0,0,12,0,16
53117,Houssay,52,53,103,8,38,40,0,0,0,4,4,0,0,9,0,0,0,0,0,0,0,0,0,0
53118,Le Housseau-Brétignolles,52,53,43,0,18,0,0,0,0,4,5,0,0,0,12,0,0,4,0,0,0,0,0,0
53119,L'Huisserie,52,53,454,8,46,76,8,4,5,46,19,24,27,38,19,6,31,97,4,4,1,2,0,11
53120,Izé,52,53,120,12,84,4,0,0,0,8,4,4,0,0,0,0,0,4,0,0,0,0,0,0
53121,Javron-les-Chapelles,52,53,661,12,92,101,12,0,8,36,0,58,166,41,59,4,47,25,0,0,4,20,0,24
53122,Jublains,52,53,132,5,60,18,0,0,4,16,0,8,9,0,0,0,0,12,0,0,0,0,0,0
53123,Juvigné,52,53,381,8,216,28,9,0,4,16,0,12,16,12,20,0,8,32,0,0,0,0,0,0
53124,Prée-d'Anjou,52,53,261,16,153,13,2,0,12,4,2,12,8,8,6,0,1,24,0,0,4,4,0,8
53125,Landivy,52,53,598,16,124,8,4,8,8,32,38,28,240,28,16,0,24,24,0,4,0,8,0,12
53126,Larchamp,52,53,313,4,176,16,8,0,0,0,8,8,24,4,37,0,4,24,4,0,0,0,0,4
53127,Lassay-les-Châteaux,52,53,"1,015",74,154,102,21,12,10,65,50,88,136,59,65,18,59,102,0,4,2,21,4,31
53128,Laubrières,52,53,66,4,28,12,0,0,0,0,2,4,4,0,4,0,0,8,0,0,0,0,0,0
53129,Launay-Villiers,52,53,63,0,37,5,0,4,0,0,0,9,4,0,0,0,0,4,0,4,0,0,0,4
53130,Laval,52,53,"34,195","3,811",181,"1,620",953,839,367,"1,982","2,404","2,663","5,637","5,060","2,750",739,"2,800","2,389",197,353,196,946,202,"1,894"
53131,Lesbois,52,53,45,4,28,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0
53132,Levaré,52,53,112,8,60,1,0,0,1,8,14,4,8,0,0,4,0,4,0,0,0,0,0,0
53133,Lignières-Orgères,52,53,152,0,64,12,0,0,0,8,4,4,0,12,32,0,0,16,0,0,0,0,0,0
53134,Livet,52,53,27,0,16,1,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0
53135,Livré-la-Touche,52,53,132,8,84,4,0,0,0,4,4,0,0,0,4,0,0,24,0,0,0,0,0,0
53136,La Roche-Neuville,52,53,130,8,41,13,4,0,8,4,8,4,16,0,4,0,0,20,0,0,8,0,0,8
53137,Loiron-Ruillé,52,53,607,29,136,61,29,11,7,12,28,21,25,50,95,8,2,93,23,4,6,1,5,39
53139,Loupfougères,52,53,60,0,36,0,0,0,0,0,0,4,0,4,4,0,0,12,0,0,0,0,0,0
53140,Louverné,52,53,480,11,36,58,14,4,19,31,21,33,47,53,55,9,18,71,0,2,0,14,0,16
53141,Louvigné,52,53,80,1,16,24,4,0,0,0,5,5,4,0,0,0,8,13,0,0,0,0,0,0
53142,Madré,52,53,106,4,52,21,8,0,0,8,0,0,0,0,0,0,1,12,4,0,0,0,0,4
53143,Maisoncelles-du-Maine,52,53,64,4,44,4,0,0,6,0,1,0,1,0,0,0,0,4,0,0,0,0,0,0
53144,Marcillé-la-Ville,52,53,243,4,72,12,12,19,0,4,9,16,72,7,0,4,0,12,8,4,0,3,0,15
53145,Marigné-Peuton,52,53,123,4,68,15,0,4,0,0,4,0,4,4,4,0,0,16,0,0,0,0,0,0
53146,Martigné-sur-Mayenne,52,53,523,20,80,29,12,9,6,5,4,34,167,32,46,8,25,46,8,4,0,9,4,25
53147,Mayenne,52,53,"9,714",687,87,432,149,215,51,657,487,974,"2,395","1,016",774,131,"1,067",592,45,70,25,181,21,342
53148,Mée,52,53,62,4,38,8,0,0,0,0,0,4,0,4,4,0,0,0,0,0,0,0,0,0
53150,Ménil,52,53,121,12,49,8,4,0,4,4,4,4,4,8,4,0,0,16,0,0,4,0,0,4
53151,Méral,52,53,283,10,108,12,11,0,0,8,8,49,19,10,16,0,12,20,0,0,0,0,0,0
53152,Meslay-du-Maine,52,53,"1,403",69,88,112,14,37,17,69,71,125,366,136,105,12,71,111,1,13,1,11,0,26
53153,Mézangers,52,53,96,12,40,28,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0
53154,Montaudin,52,53,300,16,88,8,4,0,0,0,21,48,9,16,29,0,21,40,0,0,0,0,0,0
53155,Montenay,52,53,280,4,104,28,8,0,0,0,10,32,32,8,18,0,12,24,4,0,0,4,0,8
53156,Montflours,52,53,40,0,24,0,4,0,0,0,0,0,8,0,0,0,0,4,0,0,0,0,0,0
53157,Montigné-le-Brillant,52,53,159,16,44,16,1,0,0,4,13,6,17,9,4,4,1,24,0,0,0,4,4,8
53158,Montjean,52,53,200,12,81,49,0,0,8,1,1,12,8,4,0,0,4,20,0,0,4,0,0,4
53160,Montreuil-Poulay,52,53,104,13,68,9,0,0,0,4,1,1,0,4,0,0,0,4,0,0,0,0,0,0
53161,Montsûrs,52,53,"1,151",53,124,65,58,4,14,52,62,101,269,106,104,0,61,78,6,0,5,31,0,42
53162,Moulay,52,53,198,8,28,27,4,0,0,5,17,13,25,16,13,4,4,34,0,0,0,4,0,4
53163,Neau,52,53,154,0,24,12,1,4,0,8,4,28,28,4,25,0,0,16,1,0,0,0,0,1
53164,Neuilly-le-Vendin,52,53,128,0,44,8,8,0,4,8,4,8,16,16,8,0,0,4,0,0,0,4,0,4
53165,Niafles,52,53,40,4,28,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
53168,Nuillé-sur-Vicoin,52,53,259,8,52,28,4,0,0,12,15,13,64,10,13,0,11,29,0,0,0,0,0,0
53169,Olivet,52,53,32,4,12,4,0,0,0,0,0,0,0,0,4,0,0,8,0,0,0,0,0,0
53170,Oisseau,52,53,246,4,111,16,0,0,0,16,12,25,4,17,21,0,8,12,0,0,0,4,0,4
53172,Origné,52,53,40,4,32,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
53173,La Pallu,52,53,28,0,16,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0
53174,Parigné-sur-Braye,52,53,66,0,36,1,4,0,4,0,0,5,4,8,4,0,0,0,0,0,0,0,0,0
53175,Parné-sur-Roc,52,53,305,25,88,74,2,0,4,0,9,8,60,17,13,1,0,4,0,0,0,5,0,5
53176,Le Pas,52,53,152,4,89,20,0,0,0,8,4,5,0,0,9,0,0,13,0,0,0,0,0,0
53177,La Pellerine,52,53,136,0,76,16,8,0,0,0,4,20,0,8,0,0,0,4,0,0,0,0,0,0
53178,Peuton,52,53,48,0,28,4,0,0,4,4,0,0,0,0,4,0,4,0,0,0,4,0,0,4
53179,Placé,52,53,69,0,40,8,0,0,0,0,0,4,0,0,4,0,0,13,0,0,0,0,0,0
53180,Pommerieux,52,53,168,0,85,8,0,0,0,0,4,16,34,4,4,0,5,8,0,0,0,0,0,0
53181,Pontmain,52,53,613,4,24,36,8,4,0,20,8,100,129,64,96,20,44,56,4,4,0,16,0,24
53182,Port-Brillet,52,53,863,37,18,33,16,4,5,18,79,69,362,38,57,12,67,48,0,0,4,12,0,16
53184,Préaux,52,53,20,0,8,4,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0
53185,Pré-en-Pail-Saint-Samson,52,53,812,52,60,106,8,0,8,103,52,72,120,93,33,4,28,73,0,0,0,24,0,24
53186,Quelaines-Saint-Gault,52,53,559,12,156,75,1,0,0,25,18,26,39,29,138,0,4,36,1,0,0,4,0,5
53187,Ravigny,52,53,10,0,0,0,0,0,0,0,0,1,4,0,1,0,0,4,0,0,0,0,0,0
53188,Renazé,52,53,"1,178",45,45,112,26,10,8,77,40,152,329,74,80,15,66,99,5,2,4,13,0,24
53189,Rennes-en-Grenouilles,52,53,34,0,26,0,0,0,0,0,1,0,1,0,0,4,0,2,0,0,0,0,4,4
53190,Le Ribay,52,53,126,12,60,13,0,0,0,1,0,4,0,8,16,0,0,12,0,0,0,0,0,0
53191,La Roë,52,53,48,0,24,8,0,0,0,4,8,0,0,0,0,0,4,0,0,0,0,0,0,0
53192,La Rouaudière,52,53,98,12,56,13,4,0,0,0,0,0,4,1,0,0,0,8,0,0,0,0,0,0
53193,Ruillé-Froid-Fonds,52,53,78,12,32,4,0,0,16,0,0,4,0,0,1,0,0,9,0,0,0,0,0,0
53195,Sacé,52,53,45,0,20,4,0,0,0,0,9,4,0,0,0,0,0,8,0,0,0,0,0,0
53196,Saint-Aignan-de-Couptrain,52,53,88,0,40,8,0,0,0,16,0,4,0,0,4,0,0,16,0,0,0,0,0,0
53197,Saint-Aignan-sur-Roë,52,53,316,20,63,36,10,0,4,4,12,40,41,37,12,0,17,20,9,0,4,5,0,18
53198,Saint-Aubin-du-Désert,52,53,48,0,32,0,8,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0
53199,Saint-Aubin-Fosse-Louvain,52,53,68,0,64,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
53200,Saint-Baudelle,52,53,74,0,24,22,0,0,0,0,8,4,4,8,0,0,0,4,0,0,0,4,0,4
53201,Saint-Berthevin,52,53,"3,555",140,97,219,167,47,21,352,96,429,596,415,619,51,116,190,24,23,15,76,5,143
53202,Saint-Berthevin-la-Tannière,52,53,178,4,80,12,4,0,0,5,0,8,16,17,32,0,0,0,0,0,0,4,0,4
53203,Saint-Brice,52,53,64,0,16,20,4,0,4,0,0,4,0,0,0,0,0,16,0,0,0,0,0,0
53204,Saint-Calais-du-Désert,52,53,64,4,44,8,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
53206,Saint-Charles-la-Forêt,52,53,40,4,20,0,4,0,4,0,0,0,4,4,0,0,0,0,4,0,0,0,0,4
53208,Saint-Cyr-en-Pail,52,53,60,0,52,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
53209,Saint-Cyr-le-Gravelais,52,53,84,4,48,8,0,0,4,4,0,0,12,0,4,0,0,0,0,0,0,0,0,0
53210,Saint-Denis-d'Anjou,52,53,365,13,92,32,12,0,0,12,12,44,53,12,29,5,5,44,8,0,0,0,4,12
53211,Saint-Denis-de-Gastines,52,53,469,0,176,28,12,0,8,34,12,36,54,36,24,9,28,12,0,0,8,16,0,24
53212,Saint-Denis-du-Maine,52,53,62,1,28,4,4,0,0,0,0,8,5,4,0,0,0,8,0,0,0,0,0,0
53213,Saint-Ellier-du-Maine,52,53,52,4,44,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53214,Saint-Erblon,52,53,35,4,12,0,4,0,0,0,0,10,0,0,5,0,0,0,0,0,0,0,0,0
53216,Saint-Fraimbault-de-Prières,52,53,155,12,38,22,5,0,0,0,8,10,0,9,4,0,30,17,0,0,0,0,0,0
53218,Sainte-Gemmes-le-Robert,52,53,165,4,76,49,0,0,0,4,8,8,4,0,0,0,4,8,0,0,0,0,0,0
53219,Saint-Georges-Buttavent,52,53,301,4,68,40,6,4,0,32,0,12,59,20,24,0,0,32,2,4,0,4,0,10
53220,Saint-Georges-le-Fléchard,52,53,57,4,25,4,8,0,0,0,0,0,0,4,0,0,0,12,4,0,0,0,0,4
53221,Saint-Georges-sur-Erve,52,53,54,0,36,8,4,0,0,0,1,4,0,0,0,0,1,0,0,0,0,0,0,0
53222,Saint-Germain-d'Anxure,52,53,40,0,32,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0
53223,Saint-Germain-de-Coulamer,52,53,96,0,52,16,0,4,0,4,0,4,12,0,0,0,0,4,0,0,0,0,0,0
53224,Saint-Germain-le-Fouilloux,52,53,75,4,32,13,0,0,6,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0
53225,Saint-Germain-le-Guillaume,52,53,60,0,40,0,0,0,0,0,8,0,0,0,0,0,0,12,0,0,0,0,0,0
53226,Saint-Hilaire-du-Maine,52,53,100,0,92,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
53228,Blandouet-Saint Jean,52,53,138,8,69,20,4,0,0,0,5,8,8,0,8,0,0,8,0,0,0,0,0,0
53229,Saint-Jean-sur-Mayenne,52,53,188,25,33,18,10,5,0,4,11,17,20,10,8,1,0,26,1,0,0,0,0,1
53230,Saint-Julien-du-Terroux,52,53,38,0,24,4,1,0,0,4,0,0,1,0,0,0,0,4,0,0,0,0,0,0
53232,Saint-Léger,52,53,29,0,20,4,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0
53233,Saint-Loup-du-Dorat,52,53,33,4,0,4,0,0,0,4,5,0,4,0,4,0,0,8,0,0,0,0,0,0
53234,Saint-Loup-du-Gast,52,53,54,4,26,7,2,0,0,3,1,2,4,1,0,0,0,4,0,0,0,0,0,0
53235,Sainte-Marie-du-Bois,52,53,42,0,36,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0
53236,Saint-Mars-du-Désert,52,53,29,4,16,0,0,0,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0
53237,Saint-Mars-sur-Colmont,52,53,111,1,61,8,0,0,0,0,0,16,0,4,0,4,4,13,0,0,0,0,0,0
53238,Saint-Mars-sur-la-Futaie,52,53,108,4,92,0,0,0,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0
53239,Saint-Martin-de-Connée,52,53,100,4,56,8,8,0,0,4,0,8,0,4,4,0,0,4,0,0,0,0,0,0
53240,Saint-Martin-du-Limet,52,53,66,8,36,16,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
53242,Saint-Michel-de-la-Roë,52,53,72,4,60,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0
53243,Saint-Ouën-des-Toits,52,53,279,13,68,53,1,5,13,20,5,25,10,23,4,9,9,21,0,0,0,8,0,8
53245,Saint-Pierre-des-Landes,52,53,450,4,196,16,4,0,0,20,10,20,28,8,120,0,0,24,0,0,0,4,0,4
53246,Saint-Pierre-des-Nids,52,53,353,20,72,36,8,1,0,33,0,29,34,16,16,8,16,64,4,0,0,0,0,4
53247,Saint-Pierre-la-Cour,52,53,596,20,28,78,16,10,4,21,54,131,90,28,38,4,18,56,0,1,0,1,4,6
53248,Saint-Pierre-sur-Erve,52,53,52,4,36,0,0,0,0,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0
53249,Saint-Pierre-sur-Orthe,52,53,124,0,48,8,4,0,0,8,8,4,16,16,0,0,0,12,0,0,0,4,0,4
53250,Saint-Poix,52,53,97,0,44,8,8,0,0,0,1,12,4,0,8,0,0,12,0,0,0,0,0,0
53251,Saint-Quentin-les-Anges,52,53,81,9,38,9,0,0,0,0,9,0,1,1,4,0,4,6,0,0,0,0,0,0
53253,Saint-Saturnin-du-Limet,52,53,372,5,28,4,4,16,0,0,0,51,204,10,18,0,16,16,0,4,0,0,0,4
53255,Sainte-Suzanne-et-Chammes,52,53,359,36,52,105,0,0,4,20,17,29,12,16,28,0,8,32,0,0,0,0,0,0
