Analyse fonctionnelle des emplois,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Emplois dans les fonctions et emplois des cadres des fonctions métropolitaines dans les communes en 1999,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Source : Insee, Recensement de la population 1999 exploitation complémentaire au lieu de travail",,,,,,,,,,,,,,,,,,,,,,,,,
Champ : France (y compris les DOMs),,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,Emploi des cadres des fonctions métropolitaines,,,,,
Commune,,Code,,,Emploi dans la fonction :,,,,,,,,,,,,,,,Fonction,,,,,
Code,Libellé,Région,Département,Emploi total,Administration publique,Agriculture,Bâtiment-Travaux Publics,Commerce inter-entreprises,"Conception, Recherche","Culture, Loisirs",Distribution,"Education, Formation","Entretien, Réparation",Fabrication,Gestion,"Transports, Logistique",Prestations Intellectuelles,"Santé, Action Sociale",Services de Proximité,"Commerce 
inter-entreprises","Conception, Recherche","Culture, Loisirs",Gestion,Prestations Intellectuelles,Total
CODGEO,LIBGEO,REG,DEP,ELT99,ADMPUB99,AGRICU99,BTP99,COMINT99,CONREC99,CULLOI99,DISTRI99,EDUFOR99,ENTREP99,FABRIC99,GESTIO99,LOGIST99,PREINT99,SANSOC99,SERPRO99,COMINT_CAD99,CONREC_CAD99,CULLOI_CAD99,GESTIO_CAD99,PREINT_CAD99,CFM99
23204,Saint-Julien-le-Châtel,75,23,36,4,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23205,Saint-Junien-la-Bregère,75,23,25,0,21,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23206,Saint-Laurent,75,23,56,0,24,4,4,0,0,0,4,4,0,0,4,0,0,12,0,0,0,0,0,0
23207,Saint-Léger-Bridereix,75,23,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23208,Saint-Léger-le-Guérétois,75,23,60,8,0,24,0,0,0,4,4,0,4,0,4,0,4,8,0,0,0,0,0,0
23209,Saint-Loup,75,23,40,0,36,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23210,Saint-Maixant,75,23,44,0,28,8,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0
23211,Saint-Marc-à-Frongier,75,23,24,0,16,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
23212,Saint-Marc-à-Loubaud,75,23,32,4,8,12,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0
23213,Saint-Marien,75,23,36,4,20,4,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0
23214,Saint-Martial-le-Mont,75,23,20,0,8,8,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
23215,Saint-Martial-le-Vieux,75,23,16,0,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23216,Saint-Martin-Château,75,23,24,1,13,3,0,0,1,0,0,0,2,0,1,0,1,2,0,0,0,0,0,0
23217,Saint-Martin-Sainte-Catherine,75,23,56,8,24,4,0,0,0,0,0,0,0,0,4,0,0,16,0,0,0,0,0,0
23218,Saint-Maurice-près-Crocq,75,23,16,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23219,Saint-Maurice-la-Souterraine,75,23,150,8,40,49,0,0,4,8,4,0,4,8,0,0,1,24,0,0,0,4,0,4
23220,Saint-Médard-la-Rochette,75,23,136,8,52,28,0,0,0,0,0,12,8,4,12,0,0,12,0,0,0,0,0,0
23221,Saint-Merd-la-Breuille,75,23,64,0,44,0,0,0,0,0,0,0,0,8,0,0,0,12,0,0,0,0,0,0
23222,Saint-Michel-de-Veisse,75,23,32,0,20,0,4,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
23223,Saint-Moreil,75,23,46,0,8,4,0,0,0,0,1,8,0,0,1,0,12,12,0,0,0,0,0,0
23224,Saint-Oradoux-de-Chirouze,75,23,64,0,0,0,0,0,0,0,0,0,40,4,16,0,0,4,0,0,0,0,0,0
23225,Saint-Oradoux-près-Crocq,75,23,12,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
23226,Saint-Pardoux-d'Arnet,75,23,24,4,16,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23227,Saint-Pardoux-Morterolles,75,23,28,1,16,4,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0
23228,Saint-Pardoux-le-Neuf,75,23,24,0,4,4,0,0,0,4,0,0,8,0,0,0,0,4,0,0,0,0,0,0
23229,Saint-Pardoux-les-Cards,75,23,44,0,32,0,0,0,0,4,0,0,0,4,0,4,0,0,0,0,0,0,0,0
23230,Saint-Pierre-Chérignat,75,23,50,4,24,5,0,0,0,0,4,0,0,8,1,0,0,4,0,0,0,4,0,4
23232,Saint-Pierre-Bellevue,75,23,43,2,9,15,0,0,0,2,0,1,1,0,4,0,0,9,0,0,0,0,0,0
23233,Saint-Pierre-le-Bost,75,23,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23234,Saint-Priest,75,23,60,0,52,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23235,Saint-Priest-la-Feuille,75,23,98,4,61,4,4,0,0,8,1,8,0,0,0,0,0,8,4,0,0,0,0,4
23236,Saint-Priest-la-Plaine,75,23,58,1,18,13,8,0,0,0,4,1,4,0,1,0,0,8,0,0,0,0,0,0
23237,Saint-Priest-Palus,75,23,12,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23238,Saint-Quentin-la-Chabanne,75,23,68,0,36,8,0,0,0,0,0,8,0,0,8,0,0,8,0,0,0,0,0,0
23239,Saint-Sébastien,75,23,144,8,44,16,0,0,0,8,4,12,8,4,16,0,8,16,0,0,0,0,0,0
23240,Saint-Silvain-Bas-le-Roc,75,23,52,0,16,8,0,0,0,4,4,4,0,0,4,0,0,12,0,0,0,0,0,0
23241,Saint-Silvain-Bellegarde,75,23,40,4,24,0,0,0,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0
23242,Saint-Silvain-Montaigut,75,23,13,0,4,0,0,0,4,0,1,0,0,0,4,0,0,0,0,0,4,0,0,4
23243,Saint-Silvain-sous-Toulx,75,23,24,0,16,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
23244,Saint-Sulpice-le-Dunois,75,23,105,0,48,24,0,0,0,4,0,5,0,0,0,4,0,20,0,0,0,0,0,0
23245,Saint-Sulpice-le-Guérétois,75,23,491,29,66,80,10,0,1,17,24,62,49,49,23,0,32,49,0,0,1,6,0,7
23246,Saint-Sulpice-les-Champs,75,23,96,24,16,16,0,0,0,4,0,16,4,4,4,0,0,8,0,0,0,0,0,0
23247,Saint-Vaury,75,23,819,94,55,45,2,0,1,22,77,156,9,21,48,1,249,39,0,0,1,0,0,1
23248,Saint-Victor-en-Marche,75,23,18,0,8,0,0,0,0,0,0,4,1,1,0,0,4,0,0,0,0,1,0,1
23249,Saint-Yrieix-la-Montagne,75,23,72,0,60,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23250,Saint-Yrieix-les-Bois,75,23,29,4,13,0,0,0,0,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0
23251,Tardes,75,23,32,4,20,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,4,0,4
23252,Tercillat,75,23,32,0,20,0,4,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0
23253,Thauron,75,23,33,4,17,0,0,0,0,0,4,0,0,4,0,4,0,0,0,0,0,0,4,4
23254,Toulx-Sainte-Croix,75,23,92,4,64,12,0,0,4,0,0,0,0,0,4,0,0,4,0,0,4,0,0,4
23255,Trois-Fonds,75,23,24,0,20,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
23257,Vallière,75,23,215,24,62,20,0,0,8,20,4,20,8,4,5,0,20,20,0,0,0,0,0,0
23258,Vareilles,75,23,32,4,12,8,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0
23259,Verneiges,75,23,24,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23260,Vidaillat,75,23,16,0,8,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,8
23261,Viersat,75,23,132,0,64,0,0,0,0,4,0,8,0,16,0,0,32,8,0,0,0,0,0,0
23262,Vigeville,75,23,28,0,12,0,4,0,0,0,0,0,0,0,4,4,0,4,4,0,0,0,0,4
23263,Villard,75,23,33,0,24,4,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
23264,La Villedieu,75,23,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
23265,La Villeneuve,75,23,28,4,0,12,0,0,0,0,0,0,4,0,0,0,4,4,0,0,0,0,0,0
23266,La Villetelle,75,23,36,4,20,0,0,0,0,4,0,0,4,0,0,0,0,4,0,0,0,0,0,0
24001,Abjat-sur-Bandiat,75,24,112,8,32,12,0,0,0,8,4,8,16,0,8,0,4,12,0,0,0,0,0,0
24002,Agonac,75,24,225,8,24,36,12,0,8,4,8,16,16,16,13,0,24,40,0,0,8,8,0,16
24004,Ajat,75,24,40,8,24,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0
24005,Alles-sur-Dordogne,75,24,72,4,40,4,4,0,4,0,4,4,0,0,0,0,0,8,0,0,0,0,0,0
24006,Allas-les-Mines,75,24,32,4,4,12,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,8,8
24007,Allemans,75,24,69,8,32,13,0,0,4,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0
24008,Angoisse,75,24,132,12,48,12,0,0,4,8,4,8,12,8,4,0,0,12,0,0,0,0,0,0
24009,Anlhiac,75,24,36,0,12,8,0,0,0,0,0,0,4,0,0,0,4,8,0,0,0,0,0,0
24010,Annesse-et-Beaulieu,75,24,401,16,12,48,8,4,0,32,40,39,60,12,13,8,85,24,0,0,0,4,8,12
24011,Antonne-et-Trigonant,75,24,507,25,16,40,8,0,8,4,4,81,117,16,5,8,125,50,0,0,0,0,0,0
24012,Archignac,75,24,76,0,56,8,0,0,0,0,0,4,0,0,4,0,4,0,0,0,0,0,0,0
24014,Aubas,75,24,112,4,40,12,0,0,0,8,4,8,16,8,4,0,0,8,0,0,0,0,0,0
24015,Audrix,75,24,52,4,28,0,0,0,0,0,0,4,8,0,4,0,0,4,0,0,0,0,0,0
24016,Augignac,75,24,148,16,24,20,0,0,0,16,4,8,36,4,12,0,4,4,0,0,0,0,0,0
24018,Auriac-du-Périgord,75,24,72,8,12,4,0,0,0,0,0,0,44,0,0,0,0,4,0,0,0,0,0,0
24019,Azerat,75,24,68,4,32,0,4,0,0,0,0,12,4,0,4,0,0,8,0,0,0,0,0,0
24020,La Bachellerie,75,24,145,16,12,16,0,0,0,16,4,16,13,16,4,4,8,20,0,0,0,4,0,4
24021,Badefols-d'Ans,75,24,80,8,40,8,0,0,0,4,0,4,4,0,4,0,0,8,0,0,0,0,0,0
24022,Badefols-sur-Dordogne,75,24,92,4,12,8,0,4,0,8,4,4,4,4,24,0,0,16,0,4,0,0,0,4
24023,Baneuil,75,24,552,0,4,16,16,28,0,0,0,24,268,48,136,0,4,8,4,8,0,12,0,24
24024,Bardou,75,24,16,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24025,Bars,75,24,48,0,36,0,0,0,4,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0
24026,Bassillac et Auberoche,75,24,625,44,152,80,20,0,4,40,20,24,9,48,20,8,52,104,12,0,0,8,0,20
24027,Bayac,75,24,56,0,4,20,0,0,4,0,4,0,4,0,8,0,0,12,0,0,0,0,0,0
24028,Beaumontois en Périgord,75,24,671,65,128,96,8,0,8,24,36,60,57,33,48,0,24,84,0,0,4,8,0,12
24029,Beaupouyet,75,24,80,0,28,28,0,0,4,0,0,4,4,0,4,0,0,8,0,0,4,0,0,4
24030,Beauregard-de-Terrasson,75,24,65,8,4,16,0,0,0,5,8,0,0,0,0,0,0,24,0,0,0,0,0,0
24031,Beauregard-et-Bassac,75,24,72,4,32,16,0,0,0,0,4,8,0,0,0,0,4,4,0,0,0,0,0,0
24032,Beauronne,75,24,80,0,16,20,0,0,0,4,0,4,12,0,4,0,0,20,0,0,0,0,0,0
24034,Beleymas,75,24,88,0,20,12,4,0,0,4,0,4,16,4,4,0,12,8,0,0,0,0,0,0
24035,Pays de Belvès,75,24,756,68,64,52,8,0,4,52,32,84,100,72,52,4,100,64,0,0,0,24,0,24
24036,Berbiguières,75,24,40,8,8,8,0,0,0,0,0,0,0,0,0,4,0,12,0,0,0,0,0,0
24037,Bergerac,75,24,"13,969","1,221",352,697,316,93,133,"1,532",900,"1,330","1,259","1,878","1,056",308,"1,301","1,593",64,53,57,349,124,647
24038,Bertric-Burée,75,24,119,0,36,4,0,0,0,0,4,4,0,4,46,0,4,17,0,0,0,0,0,0
24039,Besse,75,24,72,4,36,8,0,0,4,0,0,0,12,4,0,0,0,4,0,0,4,0,0,4
24040,Beynac-et-Cazenac,75,24,133,16,24,16,0,0,0,25,4,4,0,0,8,0,4,32,0,0,0,0,0,0
24042,Biras,75,24,69,4,20,16,0,0,0,12,0,0,0,0,4,0,8,5,0,0,0,0,0,0
24043,Biron,75,24,32,4,4,4,0,0,0,0,4,4,0,0,4,0,0,8,0,0,0,0,0,0
24045,Boisse,75,24,40,0,20,0,0,0,4,0,8,0,4,0,0,0,0,4,0,0,4,0,0,4
24046,Boisseuilh,75,24,17,0,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24048,Bonneville-et-Saint-Avit-de-Fumadières,75,24,36,0,20,0,0,4,0,0,0,0,8,0,0,0,4,0,0,0,0,0,0,0
24050,Borrèze,75,24,72,12,36,0,0,0,0,0,4,4,4,0,4,0,4,4,0,0,0,0,0,0
24051,Bosset,75,24,36,4,12,16,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
24052,Bouillac,75,24,40,4,20,4,0,0,0,0,0,0,0,0,8,0,0,4,0,0,0,0,0,0
24053,Boulazac Isle Manoire,75,24,"5,150",215,111,413,209,61,37,401,215,479,825,538,"1,113",65,189,279,44,20,17,145,32,258
24054,Bouniagues,75,24,88,8,24,8,0,0,0,20,0,8,0,8,0,0,4,8,0,0,0,0,0,0
24055,Bourdeilles,75,24,200,5,32,8,8,0,8,0,4,35,12,13,4,4,47,20,0,0,4,8,0,12
24056,Le Bourdeix,75,24,44,0,12,16,0,0,8,0,0,0,4,0,0,0,0,4,0,0,8,0,0,8
24057,Bourg-des-Maisons,75,24,27,0,8,4,0,0,0,0,0,0,11,4,0,0,0,0,0,0,0,4,0,4
24058,Bourg-du-Bost,75,24,16,0,5,4,0,0,0,0,1,0,2,1,0,0,0,3,0,0,0,0,0,0
24059,Bourgnac,75,24,76,8,20,28,0,0,0,0,0,0,0,0,4,0,0,16,0,0,0,0,0,0
24060,Bourniquel,75,24,8,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
24061,Bourrou,75,24,60,0,16,0,0,0,4,0,0,4,0,4,8,0,0,24,0,0,0,4,0,4
24062,Bouteilles-Saint-Sébastien,75,24,20,0,12,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,4,0,4
24063,Bouzic,75,24,36,0,12,4,0,0,0,0,4,4,12,0,0,0,0,0,0,0,0,0,0,0
24064,Brantôme en Périgord,75,24,"1,156",76,115,125,4,0,20,97,48,114,125,93,94,4,85,156,0,0,16,20,4,40
24066,Brouchaud,75,24,8,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0
24067,Le Bugue,75,24,"1,144",60,48,180,12,8,32,128,24,84,128,152,96,8,72,112,0,4,4,36,0,44
24068,Le Buisson-de-Cadouin,75,24,704,48,32,44,16,4,8,56,16,80,52,24,128,4,72,120,4,0,0,8,0,12
24069,Bussac,75,24,36,4,8,4,4,0,0,4,0,8,4,0,0,0,0,0,0,0,0,0,0,0
24070,Busserolles,75,24,116,12,48,4,4,0,0,12,4,0,20,4,4,0,0,4,0,0,0,0,0,0
24071,Bussière-Badil,75,24,164,16,52,8,0,0,0,8,4,4,36,12,8,0,8,8,0,0,0,0,0,0
24073,Calès,75,24,73,0,12,8,8,0,0,0,0,4,4,9,16,0,0,12,0,0,0,0,0,0
24074,Calviac-en-Périgord,75,24,112,0,48,8,0,0,0,0,4,8,8,24,4,0,0,8,0,0,0,4,0,4
24075,Campagnac-lès-Quercy,75,24,100,0,24,16,0,0,0,4,0,8,32,0,8,0,0,8,0,0,0,0,0,0
24076,Campagne,75,24,64,8,16,4,0,0,0,12,4,8,0,4,0,0,0,8,0,0,0,0,0,0
24077,Campsegret,75,24,64,4,20,4,4,0,0,0,0,0,4,0,0,0,0,28,0,0,0,0,0,0
24080,Capdrot,75,24,188,4,84,36,0,4,0,0,4,20,0,0,0,0,8,28,0,4,0,0,0,4
24081,Carlux,75,24,164,20,20,28,0,0,4,12,4,4,16,4,12,0,0,40,0,0,4,0,0,4
24082,Carsac-Aillac,75,24,401,12,36,12,16,8,12,8,4,65,156,32,4,0,20,16,4,0,4,4,0,12
24083,Carsac-de-Gurson,75,24,56,12,24,4,4,0,4,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0
24084,Carves,75,24,28,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24085,La Cassagne,75,24,28,0,20,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0
24086,Castelnaud-la-Chapelle,75,24,160,20,24,20,0,0,20,8,0,4,12,12,8,0,8,24,0,0,16,0,0,16
24087,Castels et Bézenac,75,24,160,4,12,40,4,0,4,24,0,20,8,8,16,0,4,16,0,0,4,0,0,4
24088,Cause-de-Clérans,75,24,44,0,12,16,4,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0
24089,Cazoulès,75,24,84,4,12,12,4,0,0,8,8,16,0,0,12,0,0,8,0,0,0,0,0,0
24090,Celles,75,24,80,4,44,12,0,0,0,0,4,0,8,0,4,0,0,4,0,0,0,0,0,0
24091,Cénac-et-Saint-Julien,75,24,297,12,40,36,4,1,4,32,16,20,12,20,56,0,16,28,0,0,0,4,0,4
24094,Chalagnac,75,24,52,4,12,4,0,0,0,0,0,0,8,0,20,0,0,4,0,0,0,0,0,0
24095,Chalais,75,24,76,4,20,8,4,0,8,0,0,4,16,0,4,0,0,8,0,0,0,0,0,0
24096,Champagnac-de-Belair,75,24,479,12,24,20,4,0,0,32,12,45,220,28,57,4,4,17,0,0,0,0,4,4
24097,Champagne-et-Fontaine,75,24,81,12,28,8,0,0,0,4,4,8,0,0,5,0,4,8,0,0,0,0,0,0
24098,Champcevinel,75,24,271,12,12,52,12,0,1,8,12,25,16,40,13,4,20,44,4,0,0,0,4,8
24100,Champniers-et-Reilhac,75,24,156,0,24,24,4,0,0,8,0,8,36,12,8,8,4,20,0,0,0,8,8,16
24101,Champs-Romain,75,24,120,12,36,8,0,0,0,0,0,8,40,0,4,0,0,12,0,0,0,0,0,0
24102,Chancelade,75,24,707,16,28,105,40,20,8,64,24,72,81,53,72,16,8,100,4,4,4,8,0,20
24104,Chantérac,75,24,78,12,16,21,0,0,4,0,8,0,4,4,5,0,0,4,0,0,4,4,0,8
24105,Chapdeuil,75,24,15,2,5,1,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0
24106,La Chapelle-Aubareil,75,24,96,0,28,24,4,0,0,8,0,12,4,0,0,0,0,16,0,0,0,0,0,0
24107,La Chapelle-Faucher,75,24,169,8,24,12,4,0,0,8,0,8,65,4,28,0,0,8,0,0,0,0,0,0
24108,La Chapelle-Gonaguet,75,24,104,8,4,36,4,0,0,16,4,4,0,0,4,4,0,20,0,0,0,0,0,0
24109,La Chapelle-Grésignac,75,24,24,0,16,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0
24110,La Chapelle-Montabourlet,75,24,16,4,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
24111,La Chapelle-Montmoreau,75,24,37,0,12,5,0,0,0,0,0,4,8,0,0,0,0,8,0,0,0,0,0,0
24113,La Chapelle-Saint-Jean,75,24,20,0,12,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0
24114,Chassaignes,75,24,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24115,Château-l'Évêque,75,24,245,16,32,36,4,0,0,24,8,44,13,4,12,4,0,48,0,0,0,0,0,0
24116,Châtres,75,24,12,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
24117,Les Coteaux Périgourdins,75,24,110,4,61,12,0,0,0,8,0,0,9,0,8,0,0,8,0,0,0,0,0,0
24119,Cherval,75,24,80,4,28,12,4,0,0,12,0,8,0,0,0,0,4,8,0,0,0,0,0,0
24120,Cherveix-Cubas,75,24,148,0,24,20,4,0,4,24,16,8,12,12,0,0,4,20,0,0,4,4,0,8
24121,Chourgnac,75,24,20,0,16,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
24122,Cladech,75,24,20,0,16,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
24123,Clermont-de-Beauregard,75,24,16,0,12,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
24124,Clermont-d'Excideuil,75,24,40,0,28,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
24126,Colombier,75,24,60,0,28,4,4,0,0,0,0,8,0,4,12,0,0,0,0,0,0,0,0,0
24128,Comberanche-et-Épeluche,75,24,18,4,5,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
24129,Condat-sur-Trincou,75,24,215,0,12,4,8,0,0,0,0,20,127,8,28,0,0,8,4,0,0,0,0,4
24130,Condat-sur-Vézère,75,24,198,0,8,48,16,0,8,8,0,28,12,18,28,4,4,16,0,0,0,0,0,0
24131,Connezac,75,24,16,0,0,0,0,0,0,0,0,4,0,8,0,4,0,0,0,0,0,4,4,8
24132,Conne-de-Labarde,75,24,40,0,28,4,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0
24133,La Coquille,75,24,468,40,16,32,16,8,4,20,28,40,76,36,44,8,52,48,4,0,0,20,8,32
24134,Corgnac-sur-l'Isle,75,24,116,12,8,20,0,0,0,32,0,12,0,4,0,0,0,28,0,0,0,0,0,0
24135,Cornille,75,24,61,4,13,12,4,4,0,0,0,4,0,0,8,4,4,4,0,0,0,0,0,0
24136,Coubjours,75,24,40,4,20,4,0,0,4,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0
24137,Coulaures,75,24,193,20,40,28,0,0,0,0,53,16,0,0,8,0,8,20,0,0,0,0,0,0
24138,Coulounieix-Chamiers,75,24,"2,042",232,44,233,69,12,20,110,193,269,122,152,202,28,200,156,12,0,8,32,12,64
24139,Coursac,75,24,208,12,32,36,8,0,4,24,4,4,36,8,20,0,4,16,0,0,4,4,0,8
24140,Cours-de-Pile,75,24,104,8,12,28,8,0,0,4,0,4,0,4,20,4,0,12,4,0,0,4,0,8
24141,Coutures,75,24,20,0,0,8,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0
24142,Coux et Bigaroque-Mouzens,75,24,169,4,52,28,16,0,4,0,8,12,1,4,0,0,4,36,0,0,4,0,0,4
24143,Couze-et-Saint-Front,75,24,212,8,8,4,8,4,4,12,12,12,28,32,12,8,12,48,0,4,0,0,4,8
24144,Creyssac,75,24,9,0,0,4,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0
24145,Creysse,75,24,668,40,24,64,36,24,20,28,8,52,140,68,92,0,24,48,0,16,0,0,0,16
24146,Creyssensac-et-Pissot,75,24,32,0,16,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0
24147,Cubjac-Auvézère-Val d'Ans,75,24,188,16,44,4,8,0,0,20,8,4,8,12,20,0,16,28,0,0,0,8,0,8
24148,Cunèges,75,24,44,0,4,24,0,0,0,8,0,4,0,0,0,0,0,4,0,0,0,0,0,0
24150,Daglan,75,24,188,4,28,28,4,0,0,12,8,8,0,12,44,0,8,32,0,0,0,4,0,4
24151,Doissat,75,24,16,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24152,Domme,75,24,548,184,44,20,4,8,0,20,4,60,32,4,36,0,64,68,0,0,0,0,0,0
24153,La Dornac,75,24,43,4,21,2,0,0,0,0,0,4,0,0,0,0,4,8,0,0,0,0,0,0
24154,Douchapt,75,24,49,0,12,8,0,0,4,0,0,1,0,4,0,4,0,16,0,0,4,0,0,4
24155,Douville,75,24,132,8,36,4,0,0,0,8,0,16,0,4,4,12,4,36,0,0,0,0,0,0
24156,La Douze,75,24,121,8,29,20,0,0,0,8,4,0,12,0,4,4,0,32,0,0,0,0,0,0
24157,Douzillac,75,24,48,8,4,0,0,0,0,0,8,4,0,0,8,0,0,16,0,0,0,0,0,0
24158,Dussac,75,24,100,4,44,4,0,0,4,0,0,16,8,4,4,0,0,12,0,0,0,0,0,0
24159,Échourgnac,75,24,89,0,24,12,0,0,0,4,0,8,8,0,5,0,0,28,0,0,0,0,0,0
24160,Église-Neuve-de-Vergt,75,24,28,0,8,4,0,0,0,0,0,4,0,0,12,0,0,0,0,0,0,0,0,0
24161,Église-Neuve-d'Issac,75,24,20,0,8,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24162,Escoire,75,24,40,4,0,12,8,0,0,0,4,0,0,0,0,0,4,8,0,0,0,0,0,0
24163,Étouars,75,24,44,4,16,8,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0
24164,Excideuil,75,24,810,84,36,24,4,0,8,72,88,85,76,64,77,8,124,60,4,0,4,8,4,20
24165,Eygurande-et-Gardedeuil,75,24,72,4,24,4,0,0,8,4,4,0,0,4,0,0,0,20,0,0,0,0,0,0
24167,Eymet,75,24,876,28,112,64,24,0,8,88,48,92,48,100,92,20,72,80,12,0,0,20,12,44
24168,Plaisance,75,24,68,0,28,8,0,0,4,0,0,0,16,0,4,0,4,4,0,0,4,0,0,4
24171,Eyzerac,75,24,33,4,8,0,0,0,1,0,0,8,4,0,0,0,0,8,0,0,1,0,0,1
24172,Les Eyzies,75,24,390,28,40,40,9,4,24,28,0,20,20,16,36,4,12,109,0,0,16,0,4,20
24174,Fanlac,75,24,28,4,16,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
24175,Les Farges,75,24,20,0,0,4,0,0,4,0,4,0,0,0,0,0,0,8,0,0,0,0,0,0
24176,Faurilles,75,24,16,0,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24177,Faux,75,24,64,4,24,8,0,0,0,4,0,4,4,0,0,0,4,12,0,0,0,0,0,0
24179,La Feuillade,75,24,57,4,4,0,0,0,4,0,4,20,4,0,4,0,0,13,0,0,0,0,0,0
24180,Firbeix,75,24,84,4,40,8,0,0,0,0,4,12,4,0,0,0,0,12,0,0,0,0,0,0
24182,Le Fleix,75,24,369,20,44,20,8,0,4,28,8,24,32,36,16,4,60,65,0,0,4,4,0,8
24183,Fleurac,75,24,52,4,20,8,0,0,0,4,0,0,4,0,0,0,8,4,0,0,0,0,0,0
