Revenus fiscaux localisés des ménages - Année 2009,,,,,,,,,,,,,,,,,,,
"Indicateurs de distribution par Unité de Consommation - Seuil 50 ménages pour médiane, 2 000 habitants pour autres indicateurs",,,,,,,,,,,,,,,,,,,
Zones d'emploi 2010,,,,,,,,,,,,,,,,,,,
© Insee     Source : Insee-DGFiP Revenus fiscaux localisés des ménages ,,,,,,,,,,,,,,,,,,,
Sommaire,,,,,,,,,,,,,,,,,,,
,,,Nombre d'UC,1er quartile (€),Médiane (€),3ème quartile (€),Écart interquartile (€),1er décile (€),2ème décile (€),3ème décile (€),4ème décile (€),6ème décile (€),7ème décile (€),8ème décile (€),9ème décile (€),Rapport interdécile,Ecart-type (€),Moyenne (€),Indice de Gini
ZE2010,REG,LIBGEO,NBUC09,RFUCQ109,RFUCQ209,RFUCQ309,RFUCIQ09,RFUCD109,RFUCD209,RFUCD309,RFUCD409,RFUCD609,RFUCD709,RFUCD809,RFUCD909,RFUCRD09,RFUCET09,RFUCMO09,RFUCGI09
5211,52,La Ferté-Bernard,23573.2,12526,17180,22536,10010,7828,11353,13583,15470,19063,21210,24238,29370,3.8,17118.77,18883.86,0.2975
5212,52,La Flèche,37569.6,11634,16331,21866,10232,7101,10440,12648,14532,18165,20431,23502,29308,4.1,13938.78,18030.69,0.3102
5213,52,Le Mans,278172.1,12496,17889,24012,11516,7375,11117,13705,15840,20004,22497,25893,32012,4.3,15509.19,19739.79,0.3174
5214,52,Sablé-sur-Sarthe,24838.6,11732,16343,21732,10000,7200,10421,12794,14655,18204,20369,23328,28426,3.9,16808.59,18072.60,0.3111
5215,52,Challans,85360.1,12720,17495,23692,10972,8653,11561,13731,15643,19595,22112,25577,32160,3.7,16814.96,20021.39,0.3083
5216,52,Fontenay-le-Comte,45588.4,11619,16362,21823,10204,7389,10465,12620,14467,18291,20465,23521,28998,3.9,12770.40,18084.82,0.3064
5217,52,Les Herbiers,38159.8,12861,17041,21986,9125,8957,11836,13763,15446,18768,20778,23332,27882,3.1,13804.17,18721.67,0.2723
5218,52,La Roche-sur-Yon,159080.4,12610,17507,23234,10624,8260,11397,13680,15673,19479,21801,24944,30709,3.7,17050.52,19511.03,0.3029
5219,52,Les Sables-d'Olonne,48208.8,13271,18586,25596,12325,8803,12071,14427,16482,20952,23791,27771,34899,4.0,25177.96,21758.05,0.3293
5301,53,Dinan,61607.0,12863,18232,25227,12364,8310,11624,14019,16117,20599,23467,27378,34464,4.1,30503.39,21127.90,0.3288
5302,53,Guingamp,35349.0,11216,16260,22166,10950,6573,10018,12297,14351,18348,20730,23901,29566,4.5,14882.92,18005.19,0.3226
5303,53,Lannion,62941.8,12650,18313,25714,13064,7983,11410,13841,16036,20783,23851,27913,34931,4.4,16695.78,20743.47,0.3209
5304,53,Loudéac,26421.7,11572,16395,21758,10186,7567,10493,12576,14559,18287,20424,23397,28787,3.8,16706.73,18099.00,0.3069
5305,53,Saint-Brieuc,205669.1,12547,17861,24213,11666,8026,11315,13692,15848,19983,22587,26187,32749,4.1,16119.62,20090.63,0.3167
5306,53,Brest,299176.9,12983,18247,24733,11750,8237,11703,14142,16217,20425,23067,26701,33152,4.0,16330.92,20426.97,0.3115
5307,53,Carhaix-Plouguer,31145.9,10765,15843,21628,10863,6445,9665,11790,13790,17851,20242,23374,28637,4.4,12429.81,17374.33,0.3178
5308,53,Morlaix,50519.0,12448,17565,23859,11411,7880,11219,13538,15569,19733,22291,25753,32004,4.1,41561.04,20105.21,0.3293
5309,53,Quimper,218816.1,12869,17983,24359,11490,8346,11647,13969,15973,20123,22742,26354,33008,4.0,14907.80,20239.66,0.3097
5310,53,Fougères,44647.2,12145,16582,21876,9731,7791,10977,13169,14935,18392,20553,23474,28783,3.7,16107.94,18422.15,0.3011
5311,53,Redon,30203.4,11894,16772,22222,10328,7387,10596,13044,14937,18649,20892,23855,29316,4.0,13534.63,18405.90,0.3055
5312,53,Rennes,482963.1,13405,19039,25930,12525,8426,12052,14658,16883,21353,24168,28047,35094,4.2,20547.08,21513.43,0.3186
5313,53,Saint-Malo,71057.4,12394,17645,24502,12108,7717,11121,13473,15586,19936,22782,26719,34273,4.4,24237.99,20677.76,0.3412
5314,53,Vitré,32459.9,12889,17549,22886,9997,8974,11834,13894,15771,19406,21623,24581,30687,3.4,17448.25,19711.70,0.2982
5315,53,Lorient,200182.5,12560,17831,24138,11578,7782,11253,13709,15809,20021,22567,26049,32387,4.2,18980.87,19909.96,0.3163
5316,53,Ploërmel,25995.9,11801,16832,22086,10285,7593,10601,12889,14884,18639,20784,23701,28611,3.8,12557.00,18119.39,0.2954
5317,53,Pontivy,38548.0,12118,16986,22740,10622,7800,10928,13165,15182,19042,21322,24438,29825,3.8,28797.66,18973.41,0.3133
5318,53,Vannes,223928.3,13042,18356,25121,12080,8471,11784,14189,16312,20634,23373,27331,34733,4.1,16923.76,21059.44,0.3207
5401,54,Thouars - Loudun,45108.1,11243,15854,21319,10076,7175,10159,12257,14080,17731,19921,22988,28408,4.0,17892.57,17875.29,0.3190
5402,54,Châtellerault,55891.2,11614,17142,23296,11682,6270,10261,12854,15071,19255,21725,25228,31215,5.0,15324.53,18921.50,0.3341
5403,54,Angoulême,185916.9,11361,16900,23325,11964,6310,10000,12587,14785,19136,21731,25228,31543,5.0,18709.69,18861.26,0.3370
5404,54,Jonzac - Barbezieux-Saint-Hilaire,43899.0,10433,15353,21494,11061,6196,9285,11442,13351,17477,19975,23299,29268,4.7,13634.39,17394.00,0.3369
5405,54,Cognac,56132.5,11968,17351,24148,12180,7193,10675,13122,15292,19640,22443,26335,33748,4.7,18122.43,20240.65,0.3486
5406,54,Saintes - Saint-Jean-d'Angély,82018.0,11437,16724,23068,11631,6719,10196,12596,14657,18921,21516,25010,31502,4.7,15168.01,18756.06,0.3307
5407,54,Royan,64012.9,11993,17566,24957,12964,7450,10723,13093,15307,19990,22980,27298,35074,4.7,18329.78,20540.02,0.3458
5408,54,Rochefort,73578.4,11679,16962,23353,11674,6913,10419,12853,14885,19094,21743,25216,31609,4.6,15439.46,18993.91,0.3260
5409,54,La Rochelle,158969.9,13000,18796,26312,13312,7936,11614,14269,16545,21297,24379,28661,36338,4.6,20903.16,21768.57,0.3389
5410,54,Niort,148410.3,12499,17901,24677,12178,7898,11227,13628,15809,20177,22968,26727,33380,4.2,16926.96,20270.82,0.3220
5411,54,Parthenay,21919.1,11447,16060,21652,10205,7270,10424,12437,14289,17944,20231,23349,29026,4.0,20653.26,18153.45,0.3210
5412,54,Bressuire,47794.2,11687,15969,21039,9352,7559,10602,12602,14260,17732,19814,22513,27621,3.7,15536.01,17864.35,0.3073
5413,54,Poitiers,211527.8,12270,17949,24725,12455,7237,10886,13517,15820,20248,23017,26898,33932,4.7,21344.06,20207.96,0.3322
7201,72,Bergerac,73863.4,10744,16309,22862,12118,5659,9458,11979,14153,18608,21250,24806,31409,5.6,15270.64,18420.97,0.3503
7202,72,Périgueux,160834.0,11479,16917,23199,11720,6837,10209,12638,14821,19113,21673,25079,31357,4.6,15017.23,18808.33,0.3263
7203,72,Sarlat-la-Canéda,36016.6,10918,16272,23030,12112,6536,9708,12047,14211,18546,21416,24989,31699,4.8,15233.22,18671.97,0.3420
7204,72,Bordeaux,792961.0,13000,19381,27187,14187,7497,11461,14397,16925,22049,25225,29573,37510,5.0,21630.66,22223.90,0.3455
7205,72,Libourne,75560.1,10872,16303,22662,11790,5906,9493,12053,14264,18529,21058,24592,30969,5.2,19149.76,18521.27,0.3531
7206,72,Pauillac,33124.9,11266,16668,22978,11712,6605,9998,12458,14673,18880,21380,24884,31002,4.7,30349.32,19125.18,0.3476
7207,72,La Teste-de-Buch,98005.7,13368,18934,26078,12710,8651,12041,14571,16762,21321,24286,28312,35637,4.1,16421.49,21585.90,0.3185
7208,72,Dax,116642.5,12676,18121,24659,11983,8038,11404,13868,16028,20331,23003,26654,33541,4.2,18413.21,20581.52,0.3248
7209,72,Agen,100112.3,11349,17229,24085,12736,6283,9930,12613,14973,19669,22433,26222,33092,5.3,17172.18,19529.22,0.3471
7210,72,Marmande,58629.1,10598,15885,22136,11538,5851,9360,11723,13898,18081,20593,23956,30245,5.2,15599.26,17988.35,0.3457
7211,72,Villeneuve-sur-Lot,66270.7,10353,15529,21743,11390,5805,9045,11477,13531,17640,20249,23660,30015,5.2,17044.71,17660.67,0.3464
7212,72,Bayonne,213271.9,13010,18753,25948,12938,8125,11627,14240,16512,21173,24116,28306,36303,4.5,19870.31,21785.21,0.3402
7213,72,Oloron-Sainte-Marie,28752.9,11995,17139,23285,11290,7489,10721,13129,15197,19368,21771,25149,30930,4.1,13215.27,18900.11,0.3062
7214,72,Pau,223788.7,12800,18734,26193,13393,7778,11422,14088,16426,21281,24334,28472,36073,4.6,17675.22,21308.27,0.3322
7301,73,Foix - Pamiers,76141.7,11023,16480,22812,11789,6068,9656,12260,14417,18682,21286,24731,30917,5.1,14290.52,18266.85,0.3333
7302,73,Saint-Girons,22335.3,10151,16107,22741,12590,4991,8813,11483,13871,18557,21202,24655,31004,6.2,13509.61,17830.85,0.3506
7303,73,Millau,41135.7,10967,16075,22171,11204,6358,9747,12086,14097,18109,20682,23978,30118,4.7,14899.06,17959.38,0.3305
7304,73,Rodez,117561.9,11541,16975,23446,11905,7239,10377,12684,14868,19242,21865,25402,31870,4.4,16138.93,19247.01,0.3302
7305,73,Villefranche-de-Rouergue,24574.1,10609,15649,22070,11461,6311,9547,11606,13513,17948,20479,24028,30749,4.9,15280.40,18038.91,0.3449
7306,73,Saint-Gaudens,40114.6,11156,16841,23493,12337,6145,9857,12408,14739,19120,21905,25539,31902,5.2,15830.02,18972.40,0.3438
7307,73,Auch,77692.8,11292,16774,23448,12156,6649,10015,12435,14588,19047,21725,25476,32085,4.8,17569.13,19012.41,0.3391
7308,73,Cahors,62349.7,11289,17032,23911,12622,6509,9998,12519,14823,19373,22279,26079,33020,5.1,15184.16,19248.63,0.3407
7309,73,Figeac,26450.3,11545,16794,23386,11841,7028,10339,12675,14721,19077,21805,25421,31514,4.5,13568.56,18878.62,0.3233
7310,73,Tarbes - Lourdes,157597.9,11928,17416,23873,11945,7182,10632,13156,15316,19661,22280,25786,31978,4.5,17028.75,19400.33,0.3228
7311,73,Albi,113284.8,11440,17010,23852,12412,6409,10078,12659,14842,19337,22115,25954,32841,5.1,18176.86,19346.34,0.3446
7312,73,Castres - Mazamet,90635.1,11118,16285,22442,11324,6150,9795,12287,14345,18370,20908,24338,30825,5.0,15828.40,18407.10,0.3404
7313,73,Montauban,144193.6,10567,16167,22762,12195,5568,9238,11737,13981,18500,21152,24650,30892,5.5,16968.50,18232.64,0.3516
7401,74,Tulle,47755.5,12294,17844,24235,11942,7814,11002,13470,15664,20068,22697,26143,32443,4.2,13260.65,19592.68,0.3069
7402,74,Ussel,20970.8,11515,16677,22545,11030,7084,10282,12705,14743,18746,21055,24385,30445,4.3,14040.27,18567.36,0.3182
7403,74,Guéret,84197.8,10366,15532,21856,11490,6064,9237,11422,13457,17680,20264,23752,29687,4.9,13553.41,17448.20,0.3353
7404,74,Limoges,249997.3,11904,17920,24796,12892,6386,10404,13238,15667,20309,23096,26852,33548,5.3,16321.72,19901.27,0.3388
8201,82,Ambérieu-en-Bugey,62306.2,13457,18991,25614,12157,8603,12120,14643,16835,21311,23995,27610,33898,3.9,15823.68,20962.30,0.2990
8202,82,Bourg-en-Bresse,84613.2,13175,18787,25433,12258,8204,11812,14446,16616,21085,23761,27467,34229,4.2,16766.30,21050.90,0.3142
8203,82,Oyonnax,43345.1,10713,16691,23234,12521,6322,9405,12016,14412,19019,21673,25193,31542,5.0,16987.89,19011.12,0.3484
8204,82,Annonay,35064.4,12202,17296,23041,10839,7515,10970,13288,15364,19224,21573,24691,30226,4.0,16369.63,19189.13,0.3131
8205,82,Aubenas,63370.1,10648,16057,22429,11781,5809,9307,11822,13965,18269,20867,24328,30635,5.3,14131.05,18017.92,0.3413
8206,82,Montélimar,118404.0,11119,17139,24321,13202,6194,9695,12413,14828,19621,22532,26509,33307,5.4,16238.85,19375.91,0.3465
8207,82,Romans-sur-Isère,56868.0,11246,17091,23650,12404,6166,9828,12533,14950,19382,22063,25645,32498,5.3,17932.85,19252.12,0.3441
8208,82,Valence,228710.1,11875,17512,24277,12402,7001,10503,13096,15334,19845,22572,26370,33174,4.7,21043.49,19818.01,0.3350
8209,82,Bourgoin-Jallieu,136664.5,12705,18424,25027,12322,7829,11345,13955,16246,20716,23437,26998,33363,4.3,15345.29,20402.04,0.3119
8210,82,Grenoble,525819.1,13455,19781,27649,14194,8111,11965,14817,17332,22464,25639,30020,37703,4.6,20068.51,22456.60,0.3298
8211,82,Vienne - Roussillon,143787.8,12367,18173,24813,12446,7334,10986,13629,15978,20529,23243,26845,33248,4.5,18113.24,20224.05,0.3229
8212,82,Roanne,94885.6,12009,17013,22845,10836,7183,10691,13168,15157,19038,21393,24711,30735,4.3,19314.24,19058.58,0.3208
8213,82,Villefranche-sur-Saône,159075.3,13379,19375,26740,13361,8241,11968,14689,17047,21915,24883,28984,36781,4.5,26314.87,22172.73,0.3306
8214,82,Lyon,1127637.7,12629,19685,28258,15629,6895,10937,14159,16971,22590,26067,30915,39761,5.8,23351.26,22961.74,0.3651
8215,82,Tarentaise,73415.5,13220,18696,25436,12216,8386,11858,14376,16539,21017,23779,27464,34297,4.1,17912.02,21379.08,0.3231
8216,82,Chambéry,186018.4,13488,19568,26907,13419,8311,12029,14769,17180,22067,25043,29168,36820,4.4,23960.60,22336.46,0.3305
8217,82,Maurienne,27385.5,13426,18776,25115,11689,9098,12300,14587,16684,21033,23565,27009,33293,3.7,13404.75,20778.63,0.2928
8218,82,Annecy,182753.6,14853,21216,29251,14398,9484,13376,16190,18715,23908,27153,31884,40942,4.3,24476.14,24653.37,0.3307
8219,82,Genevois Français,233738.1,14314,23293,35905,21591,7247,12319,16138,19666,27436,32633,39835,52170,7.2,26610.41,28006.83,0.3891
8220,82,Vallée de l'Arve,39356.9,12550,18741,25939,13389,7395,11040,13953,16395,21247,24216,28011,35052,4.7,16404.87,21090.44,0.3307
8221,82,Mont Blanc,42269.1,14019,19612,26971,12952,9316,12739,15196,17396,22112,25071,29393,38086,4.1,24368.45,23241.07,0.3348
8222,82,Chablais,61408.0,14051,20754,29580,15529,8785,12565,15442,18110,23740,27323,32480,41421,4.7,20470.85,24150.75,0.3381
8301,83,Montluçon,78159.6,11242,16680,22931,11689,6171,9878,12419,14591,18848,21399,24739,30655,5.0,14929.03,18480.15,0.3347
8302,83,Moulins,68690.5,11463,16762,23038,11575,6693,10177,12632,14730,18965,21490,24936,30954,4.6,13788.82,18634.59,0.3271
8303,83,Vichy,92109.2,11377,16725,23255,11878,6545,10074,12550,14665,18967,21618,25212,32009,4.9,15819.69,18925.70,0.3403
8304,83,Aurillac,56856.8,11775,17140,23578,11803,7485,10574,12923,15088,19287,21958,25469,31793,4.2,19739.47,19454.20,0.3265
8305,83,Mauriac,20680.9,10340,15027,20777,10437,6517,9322,11291,13096,16946,19316,22599,28636,4.4,13218.82,17130.75,0.3299
8306,83,Saint-Flour,23993.8,10418,15118,21037,10619,6363,9317,11401,13164,17185,19607,22701,28981,4.6,13917.25,17268.34,0.3330
8307,83,Brioude,30554.6,10399,15361,21252,10853,6030,9217,11418,13400,17438,19848,22904,28371,4.7,13141.40,17049.35,0.3267
8308,83,Le Puy-en-Velay,61654.8,11557,16853,23268,11711,6885,10366,12700,14753,19070,21683,25272,31461,4.6,14504.83,18964.41,0.3282
8309,83,Ambert,14534.8,11171,16177,22605,11434,7131,10110,12253,14224,18459,21137,24654,31037,4.4,13070.77,18424.24,0.3225
8310,83,Clermont-Ferrand,343944.3,12811,18866,26159,13348,7593,11350,14131,16537,21395,24340,28383,35568,4.7,20701.59,21337.63,0.3335
8311,83,Issoire,32179.5,11826,17091,23038,11212,7420,10560,13012,15051,19210,21531,24777,30469,4.1,14117.02,18844.11,0.3115
8312,83,Thiers,32549.6,11008,16119,22080,11072,6388,9680,12204,14213,18119,20614,23863,29842,4.7,14689.21,17927.38,0.3250
9101,91,Carcassonne,81927.1,9875,15838,22797,12922,4103,8361,11185,13495,18273,21067,24737,30953,7.5,15342.40,17794.55,0.3713
9102,91,Limoux,29464.8,9539,14869,20936,11397,4519,8245,10716,12901,16996,19451,22695,28471,6.3,13156.61,16484.65,0.3519
9103,91,Narbonne,105789.6,9900,15594,22335,12435,4554,8453,11152,13409,17926,20705,24285,30817,6.8,17255.82,17695.02,0.3678
9104,91,Alès,98183.6,9368,15153,21729,12361,3783,7843,10702,13009,17439,20131,23642,29937,7.9,14154.68,17001.56,0.3724
9105,91,Bagnols-sur-Cèze,44703.9,10916,17245,24486,13570,5639,9463,12278,14856,19791,22688,26546,33073,5.9,16121.25,19053.58,0.3449
9106,91,Nîmes,233657.1,9913,16629,24097,14184,4303,8307,11418,14093,19288,22265,26283,33347,7.7,17437.37,18851.47,0.3796
9107,91,Agde - Pézenas,57902.8,9857,15575,22361,12505,4929,8481,11094,13349,17898,20655,24448,31336,6.4,15986.46,17848.94,0.3678
9108,91,Béziers,151898.2,9305,15242,22107,12802,3903,7849,10618,12977,17657,20458,24139,30820,7.9,16309.72,17455.77,0.3837
9109,91,Clermont-l'Hérault - Lodève,34846.4,9900,15484,21975,12075,4904,8453,11070,13275,17820,20361,23926,30295,6.2,14986.55,17352.89,0.3573
9110,91,Ganges,30912.8,9745,15284,21563,11818,4704,8369,10947,13178,17453,20023,23439,29860,6.3,18498.47,17067.99,0.3570
9111,91,Montpellier,407240.8,11358,18473,26968,15610,5462,9653,12915,15767,21379,24851,29584,37889,6.9,18927.75,21321.83,0.3754
9112,91,Sète,68683.2,10169,16305,23182,13013,4890,8662,11510,13945,18667,21472,25406,32343,6.6,15787.97,18386.21,0.3665
9113,91,Lozère,49891.3,11245,16670,22815,11570,6689,10015,12363,14500,18838,21275,24717,30636,4.6,15280.13,18525.91,0.3271
9114,91,Céret,51099.9,11074,16791,23829,12755,5889,9609,12322,14583,19128,22009,25881,32981,5.6,14832.40,19042.40,0.3493
9115,91,Perpignan,230901.9,9626,16000,23136,13510,3938,8080,11035,13548,18529,21379,25235,32178,8.2,17558.97,18250.16,0.3858
9116,91,Prades,29145.0,10029,15720,22115,12086,5083,8639,11288,13504,17998,20542,24008,30128,5.9,12842.41,17354.56,0.3473
9301,93,Digne-les-Bains,47759.6,11468,17319,24077,12609,6261,10075,12739,15094,19646,22343,26203,32443,5.2,13240.73,19079.92,0.3303
9302,93,Manosque,53354.9,11477,17419,24861,13384,6362,10042,12725,15033,19971,22988,27219,34481,5.4,27258.04,19715.57,0.3476
9303,93,Briançon,23846.6,12553,17769,24243,11690,8012,11255,13663,15707,19943,22663,26347,33209,4.1,15335.33,20194.47,0.3184
9304,93,Gap,70666.6,11937,17460,24202,12265,7242,10610,13153,15365,19759,22526,26282,33017,4.6,15824.15,19829.87,0.3312
9305,93,Cannes - Antibes,291884.4,12519,19528,28840,16321,7019,10959,13995,16771,22621,26475,31765,41439,5.9,25801.33,23656.96,0.3808
9306,93,Menton - Vallée de la Roya,58630.9,13160,19760,28161,15001,8040,11659,14584,17216,22603,26043,30713,39308,4.9,21200.65,23083.75,0.3490
9307,93,Nice,444540.4,11659,18888,27768,16109,5776,9979,13197,16084,21928,25512,30563,39949,6.9,23574.87,22411.50,0.3868
9308,93,Aix-en-Provence,259054.9,13306,20477,29708,16402,7648,11686,14806,17608,23590,27371,32580,41888,5.5,23701.18,24141.95,0.3631
9309,93,Arles,54302.5,10243,16536,23990,13747,5120,8770,11651,14103,19131,22193,26333,33850,6.6,26430.94,19343.50,0.3818
9310,93,Marseille - Aubagne,862659.6,9988,17716,26459,16471,3844,8171,11703,14768,20795,24307,29025,37343,9.7,21210.18,20540.92,0.4029
9311,93,Istres - Martigues,91246.8,11579,17947,25343,13764,6348,10102,12932,15440,20565,23588,27507,34050,5.4,14064.13,19785.15,0.3342
9312,93,Salon-de-Provence,78174.9,12097,18518,26208,14111,6811,10561,13452,16057,21149,24265,28520,35732,5.2,30286.15,20982.78,0.3432
9313,93,Draguignan,78578.2,11303,17443,24847,13544,6104,9798,12666,15087,20044,23091,26998,33801,5.5,16034.83,19734.97,0.3500
9314,93,Fréjus - Saint-Raphaël,127065.8,12265,18996,27726,15461,7096,10798,13644,16338,21918,25456,30538,39981,5.6,25025.30,23108.51,0.3823
9315,93,Toulon,427465.8,11710,18357,26070,14360,5942,10117,13166,15797,21058,24173,28409,35890,6.0,21427.81,20816.70,0.3579
9316,93,Cavaillon - Apt,52417.6,10260,16250,23650,13390,5255,8791,11504,13978,18794,21786,25872,33723,6.4,25286.36,19371.97,0.3857
9317,93,Orange,64038.7,10103,16135,23036,12933,5219,8711,11386,13817,18596,21378,25027,31422,6.0,14615.40,18105.40,0.3543
9401,94,Ajaccio,65104.4,11374,18329,26667,15293,6232,9858,12844,15573,21238,24662,29112,37204,6.0,18392.03,21273.68,0.3675
9402,94,Porto-Vecchio,15920.3,9794,16253,24286,14492,5531,8544,11122,13696,19112,22355,26623,34706,6.3,34557.72,20285.43,0.4093
9403,94,Sartène - Propriano,6942.6,8774,15005,22602,13828,4338,7453,10091,12506,17783,20975,25202,32498,7.5,20068.55,18200.75,0.4055
9404,94,Bastia,70180.3,9498,16174,24176,14678,4488,8029,10906,13614,18954,22176,26509,34161,7.6,21951.37,19184.36,0.3979
9405,94,Calvi - L'Île-Rousse,11669.5,9592,15746,23676,14084,5238,8192,10800,13199,18565,21772,26085,34872,6.7,29682.70,19517.28,0.4086
9406,94,Corte,6542.2,9575,16054,23669,14094,4959,8015,10915,13444,18752,21819,25815,32362,6.5,14007.84,18134.19,0.3666
9407,94,Ghisonaccia - Aléria,8703.1,9128,15214,22206,13078,4354,7467,10256,12780,17783,20469,24253,31025,7.1,15629.02,17472.27,0.3821
