Revenus fiscaux localisés des ménages - Année 2010,,,,,,,,,,,,,,,,,,,
"Indicateurs de distribution par Unité de Consommation - Seuil 50 ménages pour médiane, 2 000 habitants pour autres indicateurs",,,,,,,,,,,,,,,,,,,
Zones d'emploi 2010,,,,,,,,,,,,,,,,,,,
© Insee     Source : Insee-DGFiP Revenus fiscaux localisés des ménages ,,,,,,,,,,,,,,,,,,,
Sommaire,,,,,,,,,,,,,,,,,,,
,,,Nombre d'UC,1er quartile (€),Médiane (€),3ème quartile (€),Écart interquartile (€),1er décile (€),2ème décile (€),3ème décile (€),4ème décile (€),6ème décile (€),7ème décile (€),8ème décile (€),9ème décile (€),Rapport interdécile,Ecart-type (€),Moyenne (€),Indice de Gini
ZE2010,REG,LIBGEO,NBUC10,RFUCQ110,RFUCQ210,RFUCQ310,RFUCIQ10,RFUCD110,RFUCD210,RFUCD310,RFUCD410,RFUCD610,RFUCD710,RFUCD810,RFUCD910,RFUCRD10,RFUCET10,RFUCMO10,RFUCGI10
5204,52,Saint-Nazaire,199909.1,13297,18646,25192,11895,8643,12049,14461,16551,20853,23516,27304,34375,4.0,20439.85,21260.53,0.3187
5205,52,Angers,295141.6,12840,18214,24825,11985,7745,11485,14030,16183,20438,23126,26935,33939,4.4,18776.70,20697.44,0.3276
5206,52,Cholet,125608.3,13083,17454,22829,9746,8699,11963,14040,15787,19297,21490,24458,30083,3.5,17737.52,19674.90,0.2964
5207,52,Saumur,66529.3,11505,16423,22346,10841,7027,10282,12618,14575,18435,20820,24258,30355,4.3,14427.90,18480.58,0.3228
5208,52,Segré,34791.6,11809,16209,21136,9327,7570,10667,12785,14526,17893,19881,22600,27308,3.6,15242.42,17634.03,0.2934
5209,52,Laval,147250.1,12584,17559,23354,10770,7995,11405,13651,15664,19576,21941,25172,31299,3.9,19086.50,19688.77,0.3133
5210,52,Mayenne,35807.1,12270,17053,22567,10297,7679,11080,13316,15201,18929,21180,24259,29547,3.8,13676.40,18703.79,0.3022
5211,52,La Ferté-Bernard,23748.7,12912,17698,23202,10290,8043,11664,14002,15916,19633,21834,24908,30225,3.8,16256.90,19437.11,0.2982
5212,52,La Flèche,37683.7,11946,16824,22332,10386,7302,10697,12996,14960,18708,20930,24047,29906,4.1,13472.60,18525.62,0.3082
5213,52,Le Mans,279920.7,12749,18256,24521,11772,7397,11302,13973,16184,20410,22950,26389,32585,4.4,22139.24,20194.64,0.3208
5214,52,Sablé-sur-Sarthe,24922.5,12066,16862,22183,10117,7430,10810,13192,15093,18679,20857,23739,28933,3.9,18295.21,18582.11,0.3113
5215,52,Challans,86742.4,13118,18014,24249,11131,8912,11953,14152,16082,20090,22672,26235,32925,3.7,25181.11,20708.71,0.3109
5216,52,Fontenay-le-Comte,45901.7,11811,16654,22295,10484,7449,10608,12837,14726,18570,20850,23976,29621,4.0,14245.59,18527.68,0.3118
5217,52,Les Herbiers,38704.5,13212,17527,22379,9167,9455,12124,14176,15920,19226,21220,23825,28688,3.0,17855.73,19347.48,0.2732
5218,52,La Roche-sur-Yon,161305.5,12959,17957,23766,10807,8558,11760,14065,16083,19951,22323,25478,31375,3.7,19375.40,20118.80,0.3052
5219,52,Les Sables-d'Olonne,48936.4,13774,19123,26295,12521,9169,12539,14913,17004,21447,24403,28483,35932,3.9,26866.40,22435.16,0.3277
5301,53,Dinan,62334.4,13173,18688,25830,12657,8577,11907,14359,16481,21099,23986,28058,35233,4.1,17097.96,21514.24,0.3235
5302,53,Guingamp,35536.4,11468,16551,22489,11021,6810,10238,12624,14621,18631,20992,24279,30077,4.4,14436.13,18358.06,0.3200
5303,53,Lannion,63355.0,13008,18757,26276,13268,8265,11723,14160,16481,21229,24351,28580,35590,4.3,15066.61,21192.28,0.3178
5304,53,Loudéac,26498.9,11900,16777,22265,10365,7634,10758,12932,14885,18688,20921,23935,29329,3.8,16631.22,18559.61,0.3060
5305,53,Saint-Brieuc,207359.3,12882,18222,24683,11801,8301,11628,14029,16157,20428,23054,26724,33453,4.0,16009.06,20537.49,0.3152
5306,53,Brest,300809.1,13337,18636,25326,11989,8435,12033,14486,16574,20903,23655,27305,33879,4.0,17385.38,20954.81,0.3126
5307,53,Carhaix-Plouguer,31274.7,11026,16105,22082,11056,6535,9860,12048,14062,18207,20592,23765,29329,4.5,13646.71,17812.65,0.3214
5308,53,Morlaix,50626.8,12819,18077,24473,11654,8179,11544,13902,16051,20224,22873,26463,32817,4.0,20445.15,20436.70,0.3194
5309,53,Quimper,219730.8,13181,18351,24911,11730,8563,11943,14299,16328,20580,23213,26985,33633,3.9,16188.95,20724.50,0.3102
5310,53,Fougères,44982.1,12450,16966,22300,9850,8142,11331,13501,15305,18747,20913,23908,29257,3.6,17014.99,18875.66,0.2986
5311,53,Redon,30485.0,12237,17226,22710,10473,7600,10864,13339,15359,19177,21390,24390,29911,3.9,13877.04,18853.16,0.3042
5312,53,Rennes,490027.2,13703,19411,26431,12728,8597,12302,14981,17227,21783,24671,28601,35932,4.2,19987.12,21998.99,0.3197
5313,53,Saint-Malo,71431.7,12610,18112,25149,12539,7902,11326,13803,16004,20466,23387,27411,34992,4.4,19693.20,21109.65,0.3385
5314,53,Vitré,32702.6,13270,17897,23500,10230,9230,12171,14274,16120,19797,22115,25174,31275,3.4,22232.95,20206.63,0.2969
5315,53,Lorient,201844.9,12884,18251,24678,11794,8024,11556,14031,16206,20501,23088,26645,33117,4.1,18233.24,20433.26,0.3163
5316,53,Ploërmel,26334.5,12084,17138,22473,10389,7770,10891,13236,15241,18974,21191,24002,29302,3.8,12542.51,18530.13,0.2939
5317,53,Pontivy,38639.6,12361,17420,23206,10845,7990,11142,13452,15517,19483,21708,24860,30351,3.8,14472.61,19218.86,0.3042
5318,53,Vannes,227557.1,13393,18797,25728,12335,8700,12102,14567,16702,21098,23912,27959,35430,4.1,22200.36,21600.66,0.3214
5401,54,Thouars - Loudun,45124.9,11673,16292,21748,10075,7451,10526,12687,14520,18153,20354,23494,29067,3.9,18198.84,18246.03,0.3129
5402,54,Châtellerault,55939.2,11864,17524,23808,11944,6280,10363,13122,15415,19648,22192,25750,31926,5.1,18291.38,19360.26,0.3371
5403,54,Angoulême,186632.9,11618,17270,23747,12129,6474,10257,12872,15127,19538,22173,25720,32131,5.0,16489.11,19245.37,0.3361
5404,54,Jonzac - Barbezieux-Saint-Hilaire,44692.8,10664,15690,21952,11288,6111,9524,11653,13643,17817,20369,23807,30071,4.9,14102.50,17756.53,0.3382
5405,54,Cognac,56275.9,12349,17846,24733,12384,7483,11062,13565,15705,20147,22977,26925,34405,4.6,18763.76,20740.46,0.3448
5406,54,Saintes - Saint-Jean-d'Angély,82710.3,11702,17086,23478,11776,6959,10407,12835,14994,19289,21859,25406,31870,4.6,14714.36,19083.84,0.3276
5407,54,Royan,64637.7,12355,17977,25420,13065,7739,11085,13509,15764,20433,23454,27802,35615,4.6,20515.06,21153.79,0.3457
5408,54,Rochefort,74568.9,12039,17347,23877,11838,7129,10688,13228,15323,19579,22270,25855,32466,4.6,15235.46,19442.01,0.3247
5409,54,La Rochelle,160463.5,13348,19312,26939,13591,8115,11933,14648,16991,21850,24961,29411,37227,4.6,20925.38,22340.77,0.3390
5410,54,Niort,149597.7,12814,18316,25190,12376,8095,11539,13994,16171,20628,23429,27297,34126,4.2,18836.40,20697.22,0.3200
5411,54,Parthenay,22005.3,11860,16521,22184,10324,7648,10783,12825,14697,18402,20768,23942,29619,3.9,13957.57,18443.29,0.3103
5412,54,Bressuire,47974.7,12102,16544,21645,9543,7966,11019,13071,14817,18294,20378,23175,28278,3.5,15824.76,18389.63,0.3005
5413,54,Poitiers,213212.0,12602,18333,25282,12680,7411,11166,13845,16149,20719,23560,27440,34569,4.7,20061.89,20642.02,0.3308
7201,72,Bergerac,74693.6,11007,16715,23383,12376,5836,9674,12246,14541,19012,21757,25454,32049,5.5,15077.17,18854.42,0.3473
7202,72,Périgueux,162128.2,11769,17279,23643,11874,6928,10465,12959,15150,19477,22067,25556,31856,4.6,15350.59,19226.93,0.3265
7203,72,Sarlat-la-Canéda,36312.2,11281,16770,23529,12248,6819,10042,12432,14619,19009,21777,25575,32344,4.7,17544.04,19187.28,0.3400
7204,72,Bordeaux,803853.5,13292,19805,27765,14473,7658,11728,14707,17292,22527,25767,30186,38310,5.0,20512.31,22705.08,0.3453
7205,72,Libourne,76364.2,11069,16637,23171,12102,5888,9681,12258,14534,18892,21534,25119,31821,5.4,17600.95,18840.41,0.3521
7206,72,Pauillac,33730.7,11576,17114,23392,11816,6630,10272,12800,14995,19288,21854,25328,31681,4.8,16892.22,19120.61,0.3327
7207,72,La Teste-de-Buch,100049.5,13692,19335,26683,12991,8836,12350,14854,17116,21802,24834,28986,36486,4.1,26902.59,22238.28,0.3232
7208,72,Dax,118257.9,13036,18518,25243,12207,8170,11655,14188,16389,20794,23529,27266,34308,4.2,18702.21,21055.69,0.3255
7209,72,Agen,100661.1,11613,17606,24635,13022,6461,10158,12896,15303,20118,22903,26775,33647,5.2,17520.29,19944.11,0.3468
7210,72,Marmande,59104.4,10873,16171,22653,11780,6021,9602,12009,14167,18437,21119,24555,31104,5.2,15968.97,18436.76,0.3466
7211,72,Villeneuve-sur-Lot,66514.9,10567,15907,22227,11660,5905,9274,11687,13833,18085,20676,24108,30399,5.1,25515.53,18060.53,0.3473
7212,72,Bayonne,216355.2,13358,19167,26551,13193,8359,11987,14602,16880,21669,24672,28983,37184,4.4,22235.62,22445.97,0.3432
7213,72,Oloron-Sainte-Marie,28724.7,12416,17570,23712,11296,7909,11142,13541,15597,19750,22283,25511,31629,4.0,14178.81,19320.60,0.3024
7214,72,Pau,225628.0,13060,19104,26687,13627,7903,11635,14357,16730,21673,24780,29019,36678,4.6,18643.45,21788.69,0.3351
7301,73,Foix - Pamiers,76661.6,11201,16799,23247,12046,5955,9745,12420,14684,19074,21663,25143,31301,5.3,19239.93,18518.71,0.3361
7302,73,Saint-Girons,22380.4,10409,16497,23243,12834,4945,9014,11649,14147,18914,21677,25137,31317,6.3,13783.11,18143.34,0.3515
7303,73,Millau,41300.8,11429,16549,22745,11316,6711,10175,12508,14599,18668,21252,24632,30889,4.6,14280.40,18589.70,0.3265
7304,73,Rodez,117781.2,12036,17468,24046,12010,7673,10816,13185,15383,19766,22467,26000,32506,4.2,17384.02,19858.72,0.3264
7305,73,Villefranche-de-Rouergue,24663.3,10972,16093,22620,11648,6794,9918,11940,13992,18334,20931,24494,31082,4.6,15651.90,18572.71,0.3407
7306,73,Saint-Gaudens,40300.0,11441,17236,24048,12607,6316,10136,12753,15104,19588,22403,26072,32598,5.2,14675.26,19305.43,0.3391
7307,73,Auch,78001.8,11634,17310,23975,12341,6837,10346,12829,15055,19585,22300,26111,32932,4.8,17231.16,19593.73,0.3399
7308,73,Cahors,63107.2,11590,17369,24460,12870,6654,10278,12820,15123,19814,22678,26584,33413,5.0,16423.19,19715.02,0.3405
7309,73,Figeac,26484.0,11976,17435,23986,12010,7498,10710,13095,15226,19654,22363,25943,32333,4.3,15569.29,19553.31,0.3216
7310,73,Tarbes - Lourdes,158315.2,12207,17798,24348,12141,7337,10869,13415,15629,20028,22681,26309,32518,4.4,15658.92,19787.82,0.3221
7311,73,Albi,114501.4,11729,17371,24361,12632,6543,10325,12959,15182,19806,22630,26436,33375,5.1,18277.55,19800.29,0.3450
7312,73,Castres - Mazamet,90834.2,11399,16701,22993,11594,6319,10012,12569,14708,18894,21458,24914,31468,5.0,15310.54,18883.86,0.3409
7313,73,Montauban,146082.1,10850,16600,23284,12434,5726,9474,12061,14347,18954,21621,25222,31636,5.5,19534.66,18756.23,0.3520
7401,74,Tulle,47831.2,12558,18232,24717,12160,8074,11262,13787,15981,20476,23063,26617,32829,4.1,14166.73,20042.97,0.3050
7402,74,Ussel,20935.8,11780,17126,23028,11249,7241,10523,12980,15073,19166,21597,24919,31121,4.3,15402.48,19064.13,0.3203
7403,74,Guéret,83990.5,10737,15984,22376,11639,6308,9594,11776,13838,18224,20809,24285,30253,4.8,13130.42,17896.51,0.3317
7404,74,Limoges,251098.8,12131,18275,25214,13083,6448,10581,13514,15996,20661,23495,27333,34221,5.3,18311.86,20297.00,0.3405
8201,82,Ambérieu-en-Bugey,62967.8,13780,19546,26272,12492,8856,12427,15064,17296,21921,24650,28345,34788,3.9,16252.21,21578.24,0.2991
8202,82,Bourg-en-Bresse,85253.9,13538,19181,25879,12341,8397,12118,14828,17064,21495,24226,27968,34965,4.2,22329.54,21681.19,0.3188
8203,82,Oyonnax,43299.4,11257,17269,23910,12653,6729,9876,12583,15008,19546,22315,25859,32502,4.8,31859.32,19810.87,0.3503
8204,82,Annonay,35214.4,12500,17628,23439,10939,7660,11191,13611,15751,19591,21972,25166,30740,4.0,17041.31,19508.67,0.3117
8205,82,Aubenas,64189.7,10935,16449,22878,11943,6028,9598,12113,14301,18681,21275,24829,31167,5.2,17901.15,18570.94,0.3437
8206,82,Montélimar,120724.2,11365,17522,24842,13477,6209,9937,12665,15132,20047,23002,27051,34121,5.5,17437.64,19812.23,0.3472
8207,82,Romans-sur-Isère,57351.3,11592,17447,24150,12558,6413,10134,12885,15213,19730,22503,26228,33069,5.2,15941.50,19646.63,0.3414
8208,82,Valence,231118.9,12194,17932,24765,12571,7169,10798,13465,15723,20289,23068,26851,33822,4.7,21950.91,20333.28,0.3354
8209,82,Bourgoin-Jallieu,138774.1,12975,18850,25589,12614,8039,11522,14252,16626,21186,23912,27589,34193,4.3,14906.41,20821.55,0.3117
8210,82,Grenoble,530694.6,13712,20188,28185,14473,8243,12181,15132,17699,22909,26144,30619,38463,4.7,21093.05,22939.68,0.3310
8211,82,Vienne - Roussillon,144827.0,12651,18561,25365,12714,7553,11250,13963,16324,20932,23718,27406,33863,4.5,16402.89,20615.11,0.3214
8212,82,Roanne,95325.3,12337,17413,23384,11047,7368,10990,13482,15510,19423,21853,25220,31364,4.3,45411.93,19665.20,0.3263
8213,82,Villefranche-sur-Saône,161545.2,13858,19881,27372,13514,8655,12433,15157,17522,22417,25465,29740,37574,4.3,25573.09,22756.55,0.3265
8214,82,Lyon,1141334.6,12872,20086,28812,15940,7003,11154,14450,17308,23055,26599,31533,40531,5.8,27162.57,23528.92,0.3682
8215,82,Tarentaise,73735.1,13528,19179,26023,12495,8664,12171,14754,16942,21560,24335,28105,35238,4.1,18145.18,21874.51,0.3219
8216,82,Chambéry,188170.1,13737,19964,27459,13722,8456,12265,15072,17537,22556,25600,29812,37691,4.5,21914.31,22791.56,0.3304
8217,82,Maurienne,27327.9,13785,19203,25813,12028,9208,12581,14910,17071,21548,24217,27854,34240,3.7,15322.71,21467.82,0.2988
8218,82,Annecy,185679.4,15286,21836,30248,14962,9758,13720,16676,19261,24639,28044,33081,42714,4.4,27466.92,25693.50,0.3379
8219,82,Genevois Français,238040.2,14848,24590,38721,23873,7453,12767,16816,20588,29207,35082,43001,56910,7.6,28735.12,30095.06,0.3985
8220,82,Vallée de l'Arve,39558.3,13319,19550,26951,13632,7996,11694,14726,17145,22090,25128,29086,36714,4.6,19908.87,22273.58,0.3337
8221,82,Mont Blanc,42078.3,14375,20141,27660,13285,9448,13054,15669,17894,22648,25747,30047,38956,4.1,28960.17,23969.60,0.3383
8222,82,Chablais,62329.9,14576,21597,31204,16628,9131,13073,16008,18766,24668,28631,34237,44322,4.9,20492.02,25406.97,0.3441
8301,83,Montluçon,78087.4,11581,17062,23454,11873,6372,10206,12815,14950,19314,21913,25304,31214,4.9,14844.30,18895.26,0.3327
8302,83,Moulins,68729.8,11807,17163,23503,11696,6863,10507,12959,15132,19400,21883,25370,31507,4.6,15580.29,19084.05,0.3267
8303,83,Vichy,92471.2,11634,17140,23706,12073,6647,10303,12822,15025,19388,22033,25657,32560,4.9,15869.77,19355.24,0.3400
8304,83,Aurillac,57013.1,12107,17564,24049,11942,7800,10902,13277,15480,19797,22443,26050,32533,4.2,16463.91,19970.65,0.3257
8305,83,Mauriac,20637.7,10739,15487,21247,10508,6924,9682,11708,13543,17451,19774,23046,28984,4.2,14204.12,17601.58,0.3261
8306,83,Saint-Flour,24015.2,10906,15604,21815,10909,6897,9788,11928,13687,17714,20342,23549,29197,4.2,14311.69,17852.95,0.3245
8307,83,Brioude,30653.1,10858,15837,21720,10862,6467,9696,11824,13823,17949,20367,23496,28897,4.5,16502.43,17673.18,0.3236
8308,83,Le Puy-en-Velay,61916.0,11913,17293,23727,11814,7286,10643,13047,15179,19495,22091,25757,32124,4.4,17359.40,19500.75,0.3270
8309,83,Ambert,14542.8,11422,16462,23251,11829,7128,10289,12460,14500,18783,21606,25123,31539,4.4,19619.86,19042.09,0.3341
8310,83,Clermont-Ferrand,345565.1,13142,19281,26667,13525,7785,11640,14488,16912,21835,24835,28920,36249,4.7,19050.21,21833.81,0.3334
8311,83,Issoire,32589.1,12118,17486,23457,11339,7628,10866,13298,15398,19629,22058,25144,30953,4.1,17126.85,19319.71,0.3123
8312,83,Thiers,32602.1,11430,16515,22538,11108,6620,10057,12539,14598,18565,21031,24351,30204,4.6,12882.50,18282.26,0.3209
9101,91,Carcassonne,82735.4,10070,16180,23173,13103,4214,8538,11379,13855,18639,21453,25215,31769,7.5,16226.27,18231.97,0.3737
9102,91,Limoux,29638.3,9812,15241,21423,11611,4633,8436,10949,13196,17428,19940,23305,29191,6.3,16190.45,17000.39,0.3563
9103,91,Narbonne,107807.5,10007,15875,22687,12680,4473,8523,11327,13620,18249,21063,24743,31439,7.0,15120.71,17928.93,0.3672
9104,91,Alès,98710.3,9543,15467,22283,12740,3823,8004,10887,13275,17813,20624,24233,30475,8.0,14642.51,17371.83,0.3728
9105,91,Bagnols-sur-Cèze,45144.9,11206,17701,24940,13734,5673,9677,12547,15216,20203,23172,26980,33537,5.9,13828.93,19353.71,0.3407
9106,91,Nîmes,236539.9,10164,17017,24662,14498,4294,8468,11739,14456,19720,22803,26871,34194,8.0,18401.82,19377.63,0.3826
9107,91,Agde - Pézenas,58906.8,10043,15923,22946,12903,5019,8683,11306,13593,18352,21219,25143,32008,6.4,17484.18,18297.46,0.3705
9108,91,Béziers,153911.2,9499,15615,22678,13179,3909,7982,10884,13281,18105,20968,24773,31506,8.1,16950.14,17900.61,0.3854
9109,91,Clermont-l'Hérault - Lodève,35968.7,10059,15863,22539,12480,5104,8725,11364,13602,18231,20915,24493,31156,6.1,16951.18,17847.89,0.3569
9110,91,Ganges,31334.5,9883,15568,22059,12176,4634,8430,11077,13385,17722,20381,23940,30311,6.5,12846.11,17230.22,0.3543
9111,91,Montpellier,414803.1,11623,18916,27613,15990,5580,9864,13216,16114,21898,25436,30210,38782,7.0,32459.02,21982.39,0.3802
9112,91,Sète,69368.9,10545,16777,23815,13270,5039,8930,11875,14425,19199,22026,26019,33170,6.6,19237.24,18985.16,0.3680
9113,91,Lozère,50063.1,11748,17109,23512,11764,7133,10466,12895,15044,19324,21847,25438,31338,4.4,14166.58,19105.42,0.3202
9114,91,Céret,51661.5,11194,17075,24208,13014,5975,9762,12485,14786,19507,22457,26398,33573,5.6,16226.65,19423.62,0.3529
9115,91,Perpignan,233606.8,9822,16330,23663,13841,3954,8225,11273,13857,18933,21897,25820,32919,8.3,19574.85,18741.21,0.3890
9116,91,Prades,29388.1,10411,16119,22611,12200,5308,8937,11576,13897,18409,21006,24448,30945,5.8,13026.99,17820.98,0.3461
9301,93,Digne-les-Bains,48313.5,11672,17597,24506,12834,6320,10205,12957,15252,20063,22767,26530,32953,5.2,20504.66,19548.53,0.3364
9302,93,Manosque,53952.7,11801,17853,25351,13550,6523,10392,13068,15514,20431,23476,27725,35029,5.4,22465.18,20509.19,0.3499
9303,93,Briançon,24062.3,12853,18116,24680,11827,8153,11610,13911,15978,20432,23029,26818,33752,4.1,31269.10,20962.16,0.3290
9304,93,Gap,71336.7,12173,17854,24669,12496,7501,10823,13459,15677,20210,22971,26723,33713,4.5,15822.82,20215.52,0.3291
9305,93,Cannes - Antibes,294410.9,12836,19981,29452,16616,7201,11230,14294,17153,23137,27018,32426,42527,5.9,31727.72,24405.07,0.3860
9306,93,Menton - Vallée de la Roya,58664.7,13442,20178,28670,15228,8255,11944,14856,17547,23024,26582,31273,40047,4.9,23734.33,23707.21,0.3530
9307,93,Nice,446131.6,11967,19310,28367,16400,5924,10249,13528,16457,22401,26102,31201,40841,6.9,30213.56,23094.34,0.3912
9308,93,Aix-en-Provence,262767.1,13663,20979,30509,16846,7851,12011,15206,18104,24189,28102,33477,43024,5.5,27682.19,24886.76,0.3655
9309,93,Arles,55029.8,10499,17001,24654,14155,5123,8958,11965,14544,19717,22759,26990,34610,6.8,18918.68,19714.11,0.3786
9310,93,Marseille - Aubagne,868743.6,10268,18153,27069,16801,3961,8353,12010,15151,21301,24879,29719,38294,9.7,22432.25,21082.96,0.4038
9311,93,Istres - Martigues,92105.9,11855,18419,25836,13981,6510,10326,13269,15907,21018,24099,27995,34556,5.3,17347.17,20248.98,0.3347
9312,93,Salon-de-Provence,79927.4,12376,18993,26766,14390,6973,10803,13769,16437,21662,24873,29146,36465,5.2,27593.21,21460.34,0.3428
9313,93,Draguignan,79810.8,11630,17903,25356,13726,6141,10098,12964,15476,20501,23528,27528,34539,5.6,16912.81,20250.02,0.3514
9314,93,Fréjus - Saint-Raphaël,128859.7,12537,19395,28147,15610,7197,10994,13982,16662,22348,25913,31042,40784,5.7,30826.71,23814.02,0.3880
9315,93,Toulon,430374.1,12023,18795,26700,14677,6094,10386,13510,16204,21554,24733,29091,36727,6.0,19178.78,21367.60,0.3592
9316,93,Cavaillon - Apt,52718.3,10460,16715,24141,13681,5483,8959,11763,14242,19225,22274,26471,34471,6.3,23408.24,19747.66,0.3831
9317,93,Orange,64873.0,10386,16636,23528,13142,5385,8889,11735,14171,19075,21863,25609,32368,6.0,15910.62,18643.10,0.3560
9401,94,Ajaccio,65768.2,11738,18693,27245,15507,6349,10047,13148,15914,21680,25170,29827,38121,6.0,19242.18,21790.37,0.3687
9402,94,Porto-Vecchio,16445.0,10398,16895,25109,14711,5757,8999,11765,14341,19600,23038,27528,36285,6.3,28599.86,21130.42,0.4086
9403,94,Sartène - Propriano,7003.2,9232,15698,23565,14333,4817,7798,10608,13164,18525,21517,25903,33449,6.9,16915.68,18523.52,0.3871
9404,94,Bastia,70945.7,9882,16616,24743,14861,4801,8375,11268,13979,19486,22767,27155,34959,7.3,20405.87,19758.72,0.3973
9405,94,Calvi - L'Île-Rousse,12200.3,9629,16092,24213,14584,5170,8298,11029,13608,18813,22150,26832,34842,6.7,25966.52,19874.38,0.4088
9406,94,Corte,6663.6,9829,16276,23929,14100,5148,8429,11339,13811,18908,22183,25945,33167,6.4,14302.31,18480.39,0.3653
9407,94,Ghisonaccia - Aléria,9125.6,9329,15580,22758,13429,4587,7758,10660,13095,18278,21173,25003,31722,6.9,17704.84,18096.21,0.3847
