Fichier Localisé Social et Fiscal (FiLoSoFi) - Année 2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Distribution des revenus disponibles par unité de consommation et composition du revenu disponible - Ensemble,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mise en ligne le 25/04/2019      Découpage géographique au 01/01/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"©Insee       Sources : Insee-DGFIP-Cnaf-Cnav-CCMSA, Fichier localisé social et fiscal.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Code géographique,Libellé géographique,Nombre de ménages fiscaux,Nombre de personnes dans les ménages fiscaux,Nbre d'unités de consommation dans les ménages fiscaux,1er quartile,Médiane,3e quartile,Ecart interquartile,1er décile,2e décile,3e décile,4e décile,6e décile,7e décile,8e décile,9e décile,Rapport inter-décile 9e décile/1er decile,S80/20,Indice de Gini,"Part des salaires, traitements ou chômage",Part des revenus d'activités non salariées,"Part des pensions, retraites et rentes",Part des revenus du patrimoine et autres revenus,Part de l'ensemble des prestations sociales ,dont part des prestations familiales,dont part des minima sociaux,dont part des prestations logement,Part des impôts
CODGEO,LIBGEO,NBMEN13,NBPERS13,NBUC13,Q113,Q213,Q313,Q3_Q1,D113,D213,D313,D413,D613,D713,D813,D913,RD,S80S2013,GI13,PTSAC13,PBEN13,PPEN13,PPAT13,PPSOC13,PPFAM13,PPMINI13,PPLOGT13,PIMPOT13
2511,Argentan,17728,39589.0,27388.6,14212.5,18644.6,23542.5,9330.0,10415.4,13068.6,15216.7,16921.3,20241.9,22274.4,25110.0,30338.9,2.9,3.5,0.2,57.0,7.4,34.0,9.6,5.8,2.5,1.7,1.6,-13.8
2512,Flers,43543,97862.5,67555.2,14381.3,18571.9,23273.9,8892.6,10728.7,13348.0,15284.8,16968.3,20176.5,22072.0,24774.7,29744.0,2.8,3.4,0.2,57.0,6.8,33.8,10.4,5.6,2.6,1.6,1.5,-13.6
2513,L'Aigle,14689,33238.0,22854.8,13744.8,18388.1,23547.3,9802.5,10124.0,12734.8,14798.0,16610.0,20157.0,22231.3,25235.8,30588.6,3.0,3.7,0.3,56.2,7.1,34.7,9.8,6.2,2.6,1.9,1.7,-14.0
2601,Beaune,21499,49309.5,33825.6,15736.5,20833.3,27371.6,11635.1,11764.5,14626.0,16809.1,18840.7,22966.0,25542.7,29610.0,37368.6,3.2,4.1,0.3,62.7,8.5,28.2,14.9,3.9,2.0,1.0,1.0,-18.2
2602,Chatillon,8207,17502.5,12382.7,14383.5,18858.0,24117.3,9733.8,10712.0,13328.1,15303.1,17135.9,20612.0,22690.0,25974.3,32052.0,3.0,3.7,0.3,50.4,10.3,36.5,12.4,4.9,2.0,1.7,1.2,-14.5
2603,Dijon,179862,402433.5,277820.3,15968.0,21093.8,27688.0,11720.0,11816.7,14762.0,17046.0,19096.0,23284.8,25970.0,29746.7,36602.4,3.1,3.8,0.3,66.9,6.1,29.2,10.8,4.4,2.0,1.1,1.2,-17.4
2604,Montbard,14299,31134.5,21777.2,14949.0,19360.0,24751.9,9802.9,11180.0,13913.2,15971.5,17703.0,21141.0,23301.3,26384.0,31937.0,2.9,3.5,0.2,58.6,6.5,33.6,10.8,5.0,2.2,1.6,1.3,-14.5
2605,Le Morvan,16495,32324.0,23683.9,13500.0,17990.8,23637.5,10137.5,9755.0,12435.0,14466.0,16154.0,19883.5,22226.1,25408.0,31156.0,3.2,3.9,0.3,39.8,8.4,48.0,12.7,4.6,1.6,2.0,1.0,-13.5
2606,Nevers,54885,116095.5,82062.0,14498.0,19181.9,24528.0,10030.0,10622.7,13393.3,15523.8,17383.0,21024.4,23202.7,26194.5,31788.0,3.0,3.7,0.3,57.5,5.4,36.6,9.6,6.2,2.1,2.4,1.7,-15.3
2607,Autun,15096,32345.0,22808.9,14319.3,18618.4,23924.4,9605.1,10687.2,13282.0,15176.7,16848.0,20373.3,22492.8,25622.0,31369.3,2.9,3.6,0.2,53.9,7.2,37.7,10.4,5.3,2.2,1.7,1.4,-14.5
2608,Chalon-sur-Saône,85124,192695.0,132588.6,15084.5,19778.0,25495.3,10410.8,11402.5,14014.3,16091.0,17969.0,21667.1,24022.7,27321.3,33502.7,2.9,3.6,0.3,63.5,6.2,31.3,9.8,5.2,2.3,1.5,1.3,-16.0
2609,Louhans,16336,35908.0,25049.8,14525.6,18787.6,23622.0,9096.4,10942.0,13443.3,15440.8,17109.5,20381.6,22345.8,25282.6,30398.7,2.8,3.4,0.2,55.8,5.8,37.1,9.7,5.0,2.2,1.5,1.2,-13.4
2610,Le Creusot - Montceau,45823,99104.0,69546.4,14436.0,18756.5,23791.3,9355.3,10905.0,13425.0,15385.3,17047.0,20449.3,22434.4,25344.0,30655.5,2.8,3.4,0.2,58.2,4.5,36.7,8.6,6.2,2.3,2.0,1.9,-14.2
2611,Le Charolais,37849,82223.5,57721.6,14751.3,18911.5,23817.2,9066.0,11289.1,13768.0,15604.7,17260.0,20545.6,22507.3,25406.0,30732.4,2.7,3.4,0.2,54.0,7.3,36.5,11.3,4.8,2.1,1.4,1.3,-13.9
2612,Auxerre,91322,203647.0,140912.2,14660.6,19453.0,25322.0,10661.4,10787.7,13545.0,15675.8,17607.3,21417.7,23796.4,27171.0,33527.0,3.1,3.8,0.3,57.4,7.7,34.2,10.9,5.6,2.3,1.9,1.4,-15.8
2613,Avallon,10592,23009.0,16126.0,14493.6,18956.5,24318.0,9824.4,10816.0,13416.0,15453.8,17167.0,20759.0,22808.5,26170.0,32559.0,3.0,3.7,0.3,53.5,8.4,35.9,11.5,5.6,2.1,2.1,1.5,-14.9
2614,Sens,46482,109253.5,73937.6,15028.7,19773.0,25477.5,10448.8,11171.8,13917.2,16092.0,17972.7,21706.2,24014.3,27263.8,33211.0,3.0,3.6,0.3,62.5,6.5,31.6,9.7,5.5,2.6,1.6,1.3,-15.8
3110,Roubaix - Tourcoing,163406,420506.0,274123.6,12888.8,18094.1,24412.6,11523.8,9355.6,11815.0,13965.0,16020.8,20216.0,22776.0,26447.2,33238.1,3.6,4.4,0.3,69.2,4.3,24.0,9.3,8.9,3.6,2.9,2.4,-15.7
3111,Lille,318041,747221.5,504654.7,14526.5,20300.0,27922.4,13395.9,10359.5,13242.5,15741.7,18024.0,22841.0,25961.4,30233.8,37766.0,3.6,4.5,0.3,73.6,5.6,23.1,9.4,6.3,2.6,1.9,1.8,-18.0
3112,Dunkerque,103247,250620.0,167904.1,13842.5,18577.0,24285.7,10443.2,10489.8,12847.0,14778.0,16644.3,20510.5,22844.5,25981.2,31718.0,3.0,3.6,0.3,67.0,4.7,28.1,8.1,7.2,3.0,2.1,2.1,-15.1
3113,La Flandre - Lys,48743,124074.5,81810.8,15184.8,19867.7,25501.0,10316.1,11533.8,14132.5,16203.2,18084.0,21735.3,24054.8,27279.0,32769.6,2.8,3.4,0.2,68.6,6.1,25.6,9.4,5.3,2.8,1.3,1.2,-15.0
3114,Douai,97624,244557.5,161828.5,13194.5,17966.0,23884.7,10690.2,9792.8,12160.5,14143.3,16035.2,19975.0,22374.4,25683.9,31282.0,3.2,3.8,0.3,66.3,4.5,27.9,6.9,8.4,3.3,2.8,2.3,-14.0
3115,Valenciennes,138602,343305.5,227594.7,12397.1,17010.0,22823.3,10426.2,9222.9,11454.2,13308.0,15124.8,19035.3,21368.0,24526.7,30110.0,3.3,3.9,0.3,65.2,4.7,27.0,7.4,9.6,3.5,3.4,2.7,-13.9
3116,Cambrai,72989,177347.0,118604.3,13243.8,17984.4,23594.0,10350.2,9810.5,12241.9,14187.4,16080.9,19904.7,22188.5,25268.7,30983.9,3.2,3.9,0.3,62.4,7.2,28.6,8.7,7.4,3.1,2.5,1.9,-14.3
3117,Maubeuge,92107,224810.5,149950.0,12366.7,17064.1,22819.4,10452.8,9155.0,11372.9,13295.4,15146.0,19104.7,21407.7,24568.5,30166.0,3.3,4.0,0.3,61.2,5.8,28.8,8.4,9.4,3.3,3.5,2.6,-13.6
3121,Arras,98074,238226.0,159557.5,14372.2,19487.2,25664.8,11292.6,10665.3,13234.3,15394.7,17428.0,21562.2,24092.2,27644.0,34025.6,3.2,3.9,0.3,65.7,7.8,27.4,9.4,5.8,2.7,1.7,1.5,-16.1
3122,Lens - Hénin,144248,359733.5,237877.5,12081.3,16321.3,21382.8,9301.4,9147.7,11211.7,12895.3,14604.6,18160.0,20168.7,22819.3,27395.3,3.0,3.5,0.2,64.6,3.5,28.6,5.3,10.6,3.9,3.5,3.1,-12.6
3123,Béthune - Bruay,117356,290083.0,192726.9,13189.3,17887.3,23482.0,10292.7,9900.0,12210.0,14149.0,16028.7,19816.5,22086.0,25187.2,30546.8,3.1,3.7,0.3,66.1,5.2,28.0,7.2,7.7,3.2,2.4,2.2,-14.2
3124,Saint-Omer,46817,116648.5,77397.3,13268.2,17892.1,23167.9,9899.7,10025.9,12335.0,14216.0,16047.0,19713.3,21836.1,24723.3,30064.5,3.0,3.6,0.3,65.8,5.7,26.7,8.5,7.5,3.3,2.2,2.0,-14.2
3125,Calais,65598,164364.5,108431.0,12782.0,17539.4,23127.8,10345.8,9522.0,11812.4,13763.3,15646.0,19490.6,21754.0,24785.3,29988.0,3.1,3.7,0.3,66.5,5.7,26.0,7.4,8.8,3.6,2.7,2.5,-14.4
3126,Boulogne-sur-mer,65823,159497.5,106863.1,13006.0,17587.2,23234.0,10228.0,9758.1,12072.7,13970.0,15758.3,19509.5,21797.8,24986.0,31022.1,3.2,3.9,0.3,63.2,5.8,29.1,8.9,8.2,3.2,2.6,2.4,-15.2
3127,Berck - Montreuil,45061,105418.0,71705.1,13756.5,18388.6,24024.7,10268.2,10361.0,12737.0,14705.0,16516.7,20296.3,22613.0,25820.6,32276.0,3.1,3.9,0.3,57.1,7.6,33.5,11.7,6.1,2.7,1.8,1.6,-16.0
4101,Longwy,44919,102725.5,70306.4,14404.0,20180.0,28048.7,13644.7,9770.0,13144.0,15516.0,17772.0,22766.0,26082.0,30317.3,37524.8,3.8,4.6,0.3,34.5,3.6,22.7,44.5,4.1,1.4,1.5,1.3,-9.4
4102,Lunéville,13955,32140.5,21895.2,13879.6,18726.0,23963.8,10084.3,10214.3,12752.9,14880.7,16857.0,20524.0,22680.5,25534.0,31091.0,3.0,3.7,0.3,61.8,5.2,31.0,9.2,7.2,2.9,2.3,2.0,-14.4
4103,Nancy,212665,477861.5,329344.8,15184.7,20530.8,27230.5,12045.8,10913.3,13967.0,16345.9,18497.6,22750.5,25504.3,29297.1,36175.3,3.3,4.0,0.3,67.3,5.6,28.4,10.5,5.4,2.2,1.6,1.6,-17.2
4104,Bar-le-Duc,26574,59724.0,41311.0,14971.0,19744.0,25249.0,10278.0,11254.8,13909.3,16005.7,17969.3,21600.5,23859.0,26996.7,32728.0,2.9,3.5,0.2,61.0,6.2,32.3,10.5,5.2,2.2,1.7,1.3,-15.2
4105,Commercy,18357,43298.5,29342.3,14016.4,18734.0,23975.7,9959.3,10537.2,12978.0,14949.5,16822.1,20473.3,22651.0,25616.7,30855.2,2.9,3.5,0.2,58.8,8.0,30.4,10.7,6.0,2.8,1.7,1.5,-13.9
4106,Verdun,26372,59824.0,41135.4,14121.7,18973.3,24484.0,10362.3,10252.0,13021.0,15139.0,17051.9,20882.7,23120.6,26252.5,32051.0,3.1,3.8,0.3,58.3,7.8,30.6,11.6,6.0,2.4,2.0,1.7,-14.3
4107,Metz,208499,481304.5,328926.6,15036.7,20411.7,27294.3,12257.6,10918.4,13866.0,16142.0,18300.0,22706.4,25522.2,29463.3,36506.5,3.3,4.1,0.3,61.8,4.8,26.5,17.0,5.0,2.0,1.5,1.4,-15.1
4108,Forbach,90289,213399.0,145168.2,13648.0,18498.7,24326.2,10678.2,10030.0,12571.0,14662.0,16576.0,20467.0,22883.5,26133.6,31949.2,3.2,3.8,0.3,61.8,4.1,32.4,9.0,6.4,2.4,2.2,1.8,-13.7
4109,Sarrebourg,29598,69861.5,47534.5,15170.4,19722.6,25052.6,9882.2,11476.0,14091.0,16093.0,17917.3,21557.3,23730.0,26665.0,31784.7,2.8,3.4,0.2,64.5,5.2,29.9,9.9,4.7,2.2,1.4,1.1,-14.2
4110,Sarreguemines,46189,109415.0,74478.0,15227.1,20152.1,26327.6,11100.5,11182.7,14116.0,16256.0,18275.0,22240.5,24764.7,28159.4,34382.8,3.1,3.7,0.3,68.4,4.1,27.6,10.2,4.5,1.9,1.4,1.1,-14.8
4111,Thionville,89645,208747.5,142078.1,15224.0,21124.7,29510.6,14286.6,10852.5,13987.7,16399.5,18740.4,23870.6,27353.1,32140.0,40193.8,3.7,4.6,0.3,39.1,3.3,23.1,41.2,3.8,1.5,1.2,1.1,-10.5
4112,Épinal,69616,158286.5,108644.3,14342.0,19125.6,24619.3,10277.3,10421.3,13191.1,15373.0,17317.6,20964.0,23200.7,26369.0,32231.1,3.1,3.7,0.3,63.4,5.3,30.2,9.8,6.2,2.6,1.9,1.7,-14.9
4113,Remiremont,37297,82565.5,57472.1,14831.3,19063.3,24161.3,9330.0,11176.2,13769.0,15761.0,17369.6,20777.0,22884.0,25794.5,31424.0,2.8,3.5,0.2,59.9,4.5,33.6,11.5,4.9,2.2,1.3,1.3,-14.4
4114,Saint-Dié-des-Vosges,37935,84653.5,58609.5,13807.3,18379.3,23428.0,9620.7,10129.5,12721.7,14761.0,16570.0,20173.0,22163.5,25006.7,30340.7,3.0,3.6,0.2,59.9,4.8,33.3,9.6,6.3,2.5,2.0,1.8,-13.9
4115,Neufchâteau,22628,50373.5,35010.8,14518.0,19078.0,24538.3,10020.3,10487.0,13358.7,15479.0,17332.0,20897.4,23176.7,26337.0,31935.3,3.0,3.7,0.3,59.1,6.5,33.3,10.6,5.0,2.2,1.5,1.3,-14.5
4201,Haguenau,80080,198171.5,132713.3,16940.0,22015.6,28317.2,11377.2,12730.3,15774.0,18046.0,20111.0,24150.5,26696.0,30218.7,36221.0,2.8,3.4,0.2,72.5,4.0,24.9,11.0,3.6,1.9,0.8,0.8,-16.0
4202,Molsheim - Obernai,54459,132195.5,89013.4,17277.0,22480.7,29398.3,12121.3,13221.0,16141.5,18416.0,20445.2,24821.5,27657.0,31518.3,38331.7,2.9,3.6,0.3,69.7,5.0,25.9,13.5,3.2,1.9,0.6,0.7,-17.3
4203,Saverne,31538,77026.0,51829.5,16110.5,21060.0,27086.8,10976.3,12261.5,15030.0,17166.7,19166.3,23064.7,25523.3,28923.9,34900.0,2.8,3.4,0.2,67.7,4.7,27.6,11.3,3.9,2.1,0.9,0.9,-15.2
4204,Sélestat,34536,84114.5,56449.2,16301.9,21431.6,27595.0,11293.1,12231.0,15134.0,17384.0,19512.7,23524.7,26044.0,29584.8,35958.0,2.9,3.6,0.3,69.5,5.1,24.8,12.8,4.1,2.2,1.0,1.0,-16.3
4205,Strasbourg,233713,531246.5,364276.8,14694.7,20872.2,28954.0,14259.3,10351.7,13337.3,15960.0,18436.5,23570.0,26907.2,31511.6,39589.5,3.8,4.8,0.3,68.4,5.3,25.6,13.8,5.5,2.2,1.6,1.7,-18.6
4206,Wissembourg,16462,40046.5,27055.5,17094.2,22548.5,29792.9,12698.6,12792.0,15914.0,18272.5,20421.3,25036.1,28059.2,31980.4,38571.0,3.0,3.6,0.3,79.4,3.8,20.0,10.5,2.8,1.5,0.7,0.7,-16.5
4207,Colmar,81683,188004.5,128784.1,16115.0,21740.5,28747.0,12632.0,11745.3,14835.0,17327.0,19578.0,24060.0,26957.3,30957.4,38400.0,3.3,4.0,0.3,67.0,5.8,27.3,13.1,4.0,1.9,1.0,1.0,-17.2
4208,Mulhouse,175709,416744.5,281666.4,15011.0,20871.0,28289.3,13278.3,10747.2,13720.0,16232.1,18607.3,23297.3,26356.5,30593.2,38219.2,3.6,4.3,0.3,68.8,3.9,27.3,11.5,5.2,2.3,1.5,1.4,-16.7
4209,Saint-Louis,50137,119174.5,80641.5,18722.2,27146.0,38674.4,19952.3,12876.1,16996.9,20406.5,23581.3,31193.3,35921.5,42193.0,53302.7,4.1,5.1,0.3,84.5,2.5,21.4,10.2,2.3,1.1,0.6,0.6,-20.9
4301,Besançon,126809,289943.0,197897.1,15311.5,20257.6,26463.8,11152.3,11302.8,14164.0,16369.3,18376.5,22339.0,24862.8,28427.7,34631.0,3.1,3.7,0.3,68.3,5.9,27.7,9.1,5.4,2.5,1.4,1.5,-16.4
4302,Belfort - Montbéliard - Héricourt,156737,363707.0,247487.7,14466.1,19454.0,25485.3,11019.2,10673.8,13308.9,15511.0,17495.7,21482.2,23976.1,27330.7,33049.0,3.1,3.7,0.3,67.6,4.1,29.9,7.5,5.9,2.5,1.8,1.6,-15.0
4303,Morteau,20072,47744.0,32105.4,19008.5,26470.0,35642.3,16633.8,14116.2,17592.2,20386.0,23245.0,29773.0,33552.9,38008.7,45113.8,3.2,3.8,0.3,89.0,4.0,17.1,6.9,2.3,1.4,0.5,0.5,-19.3
4304,Pontarlier,26730,63500.5,42690.9,17510.7,23735.6,32352.0,14841.3,13137.3,16211.0,18793.3,21176.2,26767.2,30104.4,34815.0,41801.2,3.2,3.7,0.3,82.8,5.1,19.2,7.7,3.2,1.8,0.7,0.7,-18.0
4305,Dole,30323,69055.0,47348.4,15024.8,19646.0,25194.7,10169.9,11176.1,13878.3,16009.5,17884.5,21478.8,23806.0,26877.2,32400.9,2.9,3.5,0.2,62.0,5.6,33.8,8.2,5.4,2.5,1.5,1.4,-15.0
4306,Lons-le-Saunier,53059,116670.5,81278.6,15060.0,19633.3,25186.8,10126.8,11328.5,13983.8,15996.0,17835.8,21503.8,23776.7,26921.0,32814.0,2.9,3.5,0.2,60.9,5.8,34.1,9.4,4.7,2.2,1.2,1.2,-14.9
4307,Saint-Claude,23007,54082.5,36629.8,15767.2,21137.2,28703.3,12936.1,11660.9,14551.3,16872.5,18993.0,23671.7,26896.0,30970.7,37920.8,3.3,3.9,0.3,75.7,3.8,24.7,8.0,4.1,2.1,0.9,1.0,-16.3
4308,Gray,11923,27049.5,18606.2,14138.3,18680.7,23728.3,9590.1,10468.0,13093.3,15120.9,16864.0,20370.6,22445.8,25431.0,31130.7,3.0,3.6,0.2,56.2,8.4,33.9,9.4,5.9,2.5,1.8,1.6,-13.8
4309,Vesoul,51101,115716.0,79629.3,14145.0,18702.0,23870.0,9725.0,10658.3,13108.6,15093.8,16910.0,20468.3,22581.0,25492.0,30595.3,2.9,3.5,0.2,61.0,5.8,32.9,8.1,5.9,2.5,1.8,1.5,-13.7
5201,Ancenis,18879,47368.5,31145.0,15596.0,19442.5,23838.7,8242.7,12262.0,14666.0,16401.3,17991.1,20900.0,22769.6,25212.0,29892.0,2.4,2.9,0.2,68.3,5.2,25.2,9.3,5.7,3.4,1.1,1.2,-13.7
5202,Châteaubriant,15215,36228.0,24398.7,14216.7,18093.6,22357.2,8140.6,10767.5,13218.6,15044.6,16577.9,19575.2,21345.7,23738.0,28290.0,2.6,3.2,0.2,60.1,7.8,28.5,9.6,7.0,3.4,1.9,1.7,-13.0
5203,Nantes,429993,1017259.0,684704.8,16250.0,21027.3,27296.1,11046.1,12270.4,15122.0,17276.0,19181.5,23075.2,25657.6,29272.5,35725.3,2.9,3.5,0.2,73.1,5.1,24.0,9.7,5.0,2.5,1.2,1.3,-16.9
5204,Saint-Nazaire,131844,297396.5,204541.3,15834.4,20279.3,26101.7,10267.2,12117.3,14800.0,16819.0,18612.9,22162.7,24558.7,27996.7,34317.2,2.8,3.5,0.2,60.0,5.4,34.9,11.1,4.8,2.3,1.3,1.2,-16.2
5205,Angers,188944,445962.0,300729.6,15370.0,19876.5,25581.0,10211.0,11534.0,14290.0,16364.0,18174.0,21736.7,24085.4,27452.0,33780.0,2.9,3.6,0.2,66.7,6.0,27.7,9.3,5.8,2.8,1.4,1.6,-15.5
5206,Cholet,77804,191766.0,127382.5,15655.0,19366.0,23862.9,8207.9,12228.0,14766.0,16478.0,17964.4,20881.6,22720.0,25298.6,30336.7,2.5,3.0,0.2,67.6,5.8,26.3,9.2,5.3,3.1,1.0,1.2,-14.2
5207,Saumur,41896,97136.5,66169.6,14445.0,18490.0,23407.0,8962.0,11013.0,13484.0,15300.0,16904.0,20144.7,22111.1,25036.3,30680.7,2.8,3.4,0.2,58.3,7.1,32.7,9.9,6.0,2.8,1.6,1.6,-14.0
5208,Segré,21465,51899.5,34713.9,14810.0,18522.0,22626.5,7816.5,11490.7,13895.6,15638.0,17109.3,19902.9,21571.0,23956.7,28385.5,2.5,3.0,0.2,60.9,7.9,28.5,9.4,6.1,3.4,1.3,1.5,-12.8
5209,Laval,91985,219764.0,147557.9,15327.9,19480.0,24396.7,9068.7,11770.6,14360.8,16208.0,17886.4,21089.3,23083.3,25986.7,31495.3,2.7,3.3,0.2,65.0,6.6,28.2,9.8,5.4,3.0,1.1,1.3,-15.0
5210,La Mayenne,22428,51857.0,35383.9,15055.0,19115.7,23643.3,8588.3,11354.0,14031.4,15925.5,17545.0,20609.2,22480.0,25090.0,30021.0,2.6,3.3,0.2,60.3,7.4,30.1,11.4,5.1,2.7,1.1,1.2,-14.3
5211,La Ferté-Bernard,14978,34364.0,23521.0,15277.6,19426.7,24127.3,8849.7,11603.0,14286.3,16202.3,17816.7,20956.1,22877.3,25694.0,30628.0,2.6,3.2,0.2,62.0,5.8,31.9,9.7,4.9,2.5,1.1,1.2,-14.3
5212,La Flèche,23905,53754.5,37129.0,14578.0,18745.0,23456.0,8878.0,10932.0,13534.0,15479.1,17133.3,20340.0,22208.0,24964.0,30396.7,2.8,3.3,0.2,56.6,6.0,36.2,9.6,5.4,2.5,1.4,1.5,-13.8
5213,Le Mans,178975,414572.0,281821.9,15103.5,19786.5,25200.0,10096.5,11093.1,13961.0,16120.7,18033.3,21588.7,23788.9,26915.0,32559.6,2.9,3.5,0.2,64.8,5.2,30.8,8.9,5.7,2.7,1.4,1.6,-15.4
5214,Sablé-sur-Sarthe,15236,37185.5,24763.6,14972.0,18887.6,23316.0,8344.0,11475.7,14028.7,15799.4,17373.3,20384.7,22233.0,24785.2,29763.3,2.6,3.2,0.2,66.0,5.7,27.0,9.7,5.9,3.2,1.2,1.5,-14.3
5215,Challans,58635,128396.0,89776.7,15391.9,19568.0,24940.0,9548.1,11973.0,14455.7,16265.3,17975.0,21266.0,23525.0,26681.0,32662.0,2.7,3.3,0.2,51.5,6.4,40.8,12.8,3.9,2.0,0.9,1.0,-15.4
5216,Fontenay-le-Comte,29082,67882.0,46185.9,14582.7,18714.0,23452.0,8869.3,11123.3,13640.8,15446.0,17044.6,20325.2,22247.6,24978.7,30350.2,2.7,3.3,0.2,58.6,7.8,32.4,9.4,5.5,2.7,1.4,1.3,-13.7
5217,Les Herbiers,23903,59253.0,39247.6,15992.0,19484.0,23492.2,7500.2,12855.4,15141.0,16769.5,18200.0,20769.6,22443.8,24818.5,29106.0,2.3,2.7,0.2,70.7,6.0,23.6,8.8,4.8,3.1,0.8,1.0,-13.9
5218,La Roche-sur-Yon,104118,246511.5,166238.1,15471.0,19618.0,24480.0,9009.0,11979.0,14500.7,16379.0,18068.0,21244.0,23231.3,26038.7,31274.0,2.6,3.2,0.2,64.5,6.0,29.4,9.8,5.2,2.7,1.2,1.3,-14.9
5219,Les Sables-d'Olonne,33529,69368.0,49771.2,15941.4,20486.7,27081.0,11139.6,12291.3,14918.0,16878.0,18722.0,22599.3,25343.5,29263.3,35971.7,2.9,3.6,0.3,46.8,6.3,46.9,13.5,3.4,1.5,1.0,1.0,-16.9
5301,Dinan,41423,92098.5,63825.2,15719.3,20399.0,26719.0,10999.7,12027.4,14663.0,16672.0,18546.9,22462.0,25039.3,28832.8,35889.0,3.0,3.7,0.3,55.3,6.9,36.2,13.2,4.4,2.1,1.3,1.1,-16.0
5302,Guingamp,22944,50408.0,35002.1,14466.0,18751.5,23757.2,9291.2,10897.8,13471.0,15360.7,17111.0,20455.3,22486.0,25354.5,30861.9,2.8,3.4,0.2,54.3,7.7,34.7,10.9,6.2,2.6,2.0,1.6,-13.8
5303,Lannion,41777,90192.5,63287.1,15582.0,20519.0,27241.0,11659.0,11738.0,14476.0,16619.6,18558.0,22672.0,25466.7,29467.0,36117.6,3.1,3.7,0.3,51.1,7.2,40.5,12.6,4.4,2.0,1.3,1.1,-15.8
5304,Loudéac,16968,38719.0,26557.4,14828.0,19212.8,23876.7,9048.7,11221.0,13815.2,15754.0,17516.0,20781.4,22645.3,25434.5,30500.0,2.7,3.3,0.2,54.8,10.0,32.1,11.6,5.4,2.6,1.5,1.3,-13.9
5305,Saint-Brieuc,134523,301663.0,208008.8,15579.3,20087.0,25767.6,10188.3,11818.0,14505.0,16532.0,18368.7,21920.0,24271.3,27678.1,33841.7,2.9,3.5,0.2,56.6,7.7,34.4,12.0,4.8,2.3,1.3,1.2,-15.5
5306,Brest,194505,438850.5,301356.5,15904.0,20452.0,26387.6,10483.6,12144.6,14846.2,16865.3,18702.0,22387.6,24844.0,28274.0,34249.3,2.8,3.4,0.2,63.5,6.3,30.4,10.7,5.1,2.4,1.3,1.3,-16.0
5307,Carhaix-Plouguer,20571,42698.5,30477.7,13978.7,18402.0,23540.0,9561.3,10273.3,12895.3,14963.6,16726.7,20185.3,22195.4,25110.8,30460.5,3.0,3.6,0.2,48.3,9.7,38.4,11.4,5.6,2.2,2.0,1.4,-13.4
5308,Morlaix,33016,72129.0,50267.9,15350.0,19899.3,25545.3,10195.3,11602.7,14270.0,16320.8,18132.9,21734.0,24097.4,27403.3,33582.0,2.9,3.5,0.2,54.4,8.6,35.6,12.0,4.9,2.2,1.5,1.2,-15.5
5309,Quimper,144952,312571.0,219477.6,15625.3,20134.0,26054.0,10428.7,11947.5,14619.4,16582.5,18370.0,22049.0,24502.0,28002.4,34266.7,2.9,3.5,0.2,55.7,6.8,36.0,12.5,4.5,2.0,1.3,1.1,-15.5
5310,Fougères,28704,66588.0,45268.7,15240.0,19106.5,23674.8,8434.8,11889.3,14370.0,16086.7,17654.0,20655.2,22443.3,25142.7,30010.0,2.5,3.1,0.2,61.3,6.7,29.5,10.7,5.7,2.8,1.4,1.4,-13.9
5311,Redon,19289,44602.5,30409.8,15069.0,19226.0,23919.3,8850.3,11312.7,14104.2,15980.0,17675.4,20788.7,22700.0,25475.7,30595.3,2.7,3.2,0.2,60.6,5.5,31.9,10.3,5.6,2.7,1.6,1.4,-13.9
5312,Rennes,317444,751898.0,505548.7,16147.0,20960.9,27266.0,11119.0,12111.3,15022.0,17192.9,19128.1,23020.0,25613.0,29301.0,35829.6,3.0,3.6,0.3,71.1,5.8,23.7,11.2,5.1,2.6,1.2,1.3,-16.9
5313,Saint-Malo,47412,103196.0,72089.8,15323.0,19916.7,26282.0,10959.0,11739.0,14273.3,16257.3,18068.7,21943.9,24599.3,28498.0,35848.7,3.1,3.8,0.3,55.1,7.0,35.5,13.6,4.9,2.1,1.4,1.3,-16.1
5314,Vitré,20250,50846.5,33498.5,16084.8,19998.7,24808.1,8723.3,12686.4,15128.9,16928.7,18466.0,21570.6,23488.7,26425.7,31920.7,2.5,3.1,0.2,70.7,6.2,21.5,11.6,5.1,3.1,0.9,1.1,-15.1
5315,Lorient,131922,293159.0,203053.2,15488.0,20112.0,25906.0,10418.0,11662.6,14415.4,16449.1,18320.0,22025.3,24388.7,27753.5,33826.0,2.9,3.5,0.2,58.5,6.0,34.1,11.8,5.1,2.2,1.5,1.4,-15.5
5316,Ploërmel,16808,38915.0,26499.3,15021.5,19194.4,24058.0,9036.5,11430.6,14041.3,15908.0,17633.0,20878.9,22803.0,25558.5,30507.6,2.7,3.2,0.2,59.3,7.7,30.9,10.6,5.3,2.8,1.3,1.2,-13.8
