Revenus fiscaux des ménages - Année 2002,,,,,,,,,,,,,,,,,,,,,
"Indicateurs de distribution par Unité de Consommation - Seuil 50 ménages pour médiane, 2000 habitants pour autres indicateurs",,,,,,,,,,,,,,,,,,,,,
Zones d'emploi,,,,,,,,,,,,,,,,,,,,,
"© Insee     Source : Insee-DGI, Revenus fiscaux des ménages",,,,,,,,,,,,,,,,,,,,,
Sommaire,,,,,,,,,,,,,,,,,,,,,
,,,"Nb de ménages
au RP 1999",PSDC99,Nombre d'UC,1er quartile (€),Médiane (€),3ème quartile (€),"Intervalle
inter-quartiles (€)",1er décile (€),2ème décile (€),3ème décile (€),4ème décile (€),6ème décile (€),7ème décile (€),8ème décile (€),9ème décile (€),"Rapport
inter-déciles",Ecart-type (€),Moyenne (€),Indice de Gini
ZE1990,REG,LIBGEO,MEN99,PSDC99,NBUC02,RFUCQ102,RFUCQ202,RFUCQ302,RFUCIQ02,RFUCD102,RFUCD202,RFUCD302,RFUCD402,RFUCD602,RFUCD702,RFUCD802,RFUCD902,RFUCRD02,RFUCET02,RFUCMO02,RFUCGI02
4193,41,Saint-Dié-des-Vosges,33922,82744,54602.0,9578,13749,18777,9199,5772,8482,10517,12209,15444,17522,20299,25334,4.4,12888.25,15381.98,0.3178
4271,42,Wissembourg,18573,50055,32756.8,12392,17408,23461,11069,8852,11351,13416,15430,19494,21996,25203,30545,3.5,11365.17,19143.38,0.2772
4276,42,Strasbourg,221944,535735,335957.0,10744,16812,23719,12975,5743,9254,12091,14490,19216,22017,25830,32869,5.7,16915.68,19172.77,0.3570
4284,42,Guebwiller,21915,58489,38097.0,12366,17088,22910,10544,8415,11196,13360,15232,19042,21477,24628,29863,3.5,11119.69,18735.14,0.2792
4285,42,Thann-Cernay,23769,63829,40963.7,11866,16538,22087,10221,7870,10804,12861,14695,18476,20771,23703,28954,3.7,11914.00,18149.93,0.2858
4286,42,Mulhouse,111107,283884,183851.5,10584,16392,23341,12757,5921,9173,11884,14144,18759,21576,25451,32208,5.4,15410.10,18610.73,0.3452
4287,42,Saint-Louis,21991,52400,34730.5,13890,21601,31223,17333,8094,12240,15455,18467,25022,28924,33941,42466,5.2,16381.96,24325.43,0.3333
4288,42,Altkirch,21581,58760,38789.3,13220,18896,26149,12929,9105,12027,14330,16543,21464,24398,28250,34537,3.8,15095.01,21076.38,0.2947
4291,42,Haguenau-Niederbronn,49146,134764,87081.3,12233,17034,22529,10296,8307,11153,13262,15175,19007,21196,24058,29130,3.5,11804.62,18575.58,0.2806
4292,42,Saverne-Sarre-Union,37853,103474,67064.2,11294,15801,20990,9696,7747,10276,12217,14025,17630,19700,22562,27478,3.5,11276.71,17387.36,0.2845
4293,42,Molsheim-Schirmeck,40729,109586,72290.3,12339,17020,22691,10352,8566,11260,13350,15214,18951,21229,24476,30167,3.5,14231.47,19108.67,0.2919
4294,42,Colmar-Neuf-Brisach,71337,179960,117850.8,11867,16903,22966,11099,7614,10683,12966,14956,18987,21446,24854,31038,4.1,13940.79,19062.99,0.3127
4295,42,Sélestat-Sainte-Marie-aux-Mines,38892,103209,68551.6,11561,16265,21587,10026,7830,10471,12555,14426,18169,20309,23223,28348,3.6,14411.31,17941.80,0.2929
4301,43,Vesoul,28995,71958,46686.8,9706,14253,19686,9980,6272,8650,10649,12447,16232,18439,21268,26216,4.2,11018.36,15911.54,0.3153
4302,43,Lure-Luxeuil,31557,80284,52120.5,9252,13515,18387,9135,5860,8299,10159,11873,15244,17223,19811,24417,4.2,11105.24,15000.75,0.3119
4303,43,Belfort,55835,137408,88559.9,10417,15511,21453,11036,6105,9185,11506,13559,17605,19971,23166,28851,4.7,13502.98,17180.07,0.3223
4304,43,Gray,15730,39112,25536.2,9310,13314,18519,9209,6039,8286,10115,11701,15155,17186,20130,25232,4.2,10749.02,15121.73,0.3158
4305,43,Montbéliard,76036,194539,126927.7,10001,14734,20174,10173,6263,8865,10983,12857,16620,18852,21756,26833,4.3,12687.79,16273.79,0.3130
4306,43,Dole,30346,74816,49598.8,9981,14549,19760,9779,6300,8946,10977,12782,16370,18498,21311,26209,4.2,11058.15,16031.44,0.3081
4307,43,Besançon,103203,248452,158756.9,10280,15323,21172,10892,6221,9099,11391,13432,17340,19714,22971,28876,4.6,13976.21,17305.61,0.3311
4308,43,Morteau,16727,42897,28588.0,11244,16589,23543,12299,7538,10169,12331,14409,18906,21818,25612,31891,4.2,11783.23,18641.44,0.3069
4309,43,Revermont,10570,25318,16225.1,9522,13706,18699,9177,6307,8624,10378,12052,15403,17515,20292,25584,4.1,12075.98,15526.72,0.3164
4310,43,Pontarlier,20205,51552,34639.6,10816,15778,22045,11229,6962,9718,11859,13827,17921,20409,24021,29790,4.3,11523.57,17681.02,0.3096
4311,43,Lons-le-Saunier,33052,77674,52422.9,10078,14614,19974,9896,6534,9092,11061,12907,16485,18604,21513,26935,4.1,12232.82,16405.92,0.3131
4312,43,Champagnole,8956,21643,14321.2,9630,13754,18750,9120,6408,8729,10498,12087,15484,17485,20424,25684,4.0,15857.87,15698.91,0.3177
4313,43,Saint-Claude,20912,51406,33953.6,10701,15515,21413,10712,6854,9642,11803,13643,17533,19923,23213,28862,4.2,12778.27,17426.88,0.3104
5201,52,Nantes,323522,795359,522652.8,10885,15682,21674,10789,6861,9730,11908,13806,17722,20146,23618,29764,4.3,17389.89,17869.69,0.3241
5202,52,Saint-Nazaire,109328,267796,187009.8,10333,14681,20149,9816,6787,9285,11267,12971,16552,18772,21895,27641,4.1,17020.64,16712.74,0.3164
5203,52,Châteaubriant,32424,83407,55860.4,8775,12577,17095,8320,5937,7983,9570,11061,14167,16002,18382,22543,3.8,9769.98,14012.19,0.3036
5204,52,Angers,150180,371809,236130.9,10117,14742,20423,10306,6208,9018,11121,12961,16667,18976,22243,28191,4.5,12655.49,16741.64,0.3286
5205,52,Choletais,77373,209258,135920.5,10036,13722,18153,8118,6918,9150,10832,12303,15234,17075,19541,24334,3.5,11064.86,15487.01,0.2945
5206,52,Saumur-Bauge,51961,131522,85658.2,9053,13039,17923,8870,5842,8115,9909,11482,14714,16696,19482,24525,4.2,12513.77,14794.36,0.3227
5207,52,Segréen sud Mayenne,29720,76537,50398.6,9281,12935,17233,7952,6262,8422,10021,11462,14424,16175,18569,22846,3.6,10502.43,14453.42,0.3021
5208,52,Laval,47814,119355,79058.8,10579,14958,20084,9505,6956,9512,11529,13308,16719,18788,21709,26997,3.9,14406.72,16842.82,0.3102
5209,52,Mayenne nord et est,48593,121768,80354.0,9343,13068,17693,8350,6310,8542,10101,11580,14685,16575,19009,23358,3.7,10960.66,14677.63,0.3027
5210,52,Le Mans,129175,317183,206255.1,10629,15258,20696,10067,6604,9509,11651,13511,17122,19353,22394,27933,4.2,12430.55,16998.41,0.3134
5211,52,Sarthe nord,38552,94585,62806.1,9988,13849,18512,8524,6723,9121,10768,12311,15457,17323,19889,24460,3.6,15905.68,15352.52,0.2962
5212,52,Sarthe sud,47521,118083,78531.7,9685,13622,18173,8488,6438,8746,10527,12067,15225,17088,19571,24234,3.8,12142.56,15165.13,0.3015
5213,52,La Roche-sur-Yon,60571,153909,103919.8,10325,14662,19658,9333,7011,9323,11264,13023,16375,18399,21123,26098,3.7,14575.98,16481.49,0.3060
5214,52,Vendée est,39960,109013,72350.6,10212,13916,18078,7866,7354,9373,11017,12505,15368,17066,19258,23328,3.2,11141.21,15371.93,0.2761
5215,52,Vendée sud,39097,98511,65017.8,9293,13138,17953,8660,6250,8453,10082,11581,14769,16730,19425,24187,3.9,10788.42,14830.52,0.3083
5216,52,Vendée ouest,66949,153966,113794.9,10266,14421,19947,9681,7050,9345,11156,12761,16282,18497,21666,27459,3.9,13788.34,16761.89,0.3179
5320,53,Dinan,36374,88467,59945.8,9634,13938,19215,9581,6494,8707,10555,12245,15784,17916,20816,26044,4.0,12061.06,15869.62,0.3180
5321,53,Guingamp,38518,88267,59870.1,9025,13377,18659,9634,5905,8120,9895,11644,15202,17375,20295,25511,4.3,12006.01,15197.51,0.3272
5323,53,Lannion,40545,93105,64049.1,10139,14841,21117,10978,6623,9151,11038,12929,16989,19546,23111,29083,4.4,11559.53,16987.53,0.3211
5324,53,Saint-Brieuc,87964,210187,143677.5,10390,14934,20460,10070,6730,9322,11380,13211,16808,19050,22179,27756,4.1,12699.60,16919.35,0.3180
5330,53,Brest,154432,371708,237522.5,10790,15155,20552,9762,6964,9732,11739,13435,17013,19209,22198,27607,4.0,15876.65,16961.10,0.3068
5331,53,Morlaix,52162,125474,83181.2,9935,14226,19444,9509,6746,9012,10840,12558,16041,18151,21157,26718,4.0,13223.74,16222.07,0.3152
5332,53,Quimper,115813,269297,184126.6,10823,15120,20680,9857,7262,9804,11731,13455,17009,19254,22398,28151,3.9,14542.50,17167.82,0.3069
5333,53,Carhaix,30547,69298,45475.2,9057,13148,18057,9000,6074,8263,9919,11550,14803,16855,19461,24218,4.0,12932.88,14698.66,0.3121
5340,53,Fougères,27053,67014,43841.3,9803,13469,17907,8104,6680,8883,10601,12067,15022,16849,19221,23755,3.6,11412.85,15110.04,0.2978
5341,53,Rennes,237189,579498,375578.7,11199,16045,22023,10824,7212,10047,12258,14176,18055,20492,23892,30079,4.2,14077.46,18228.82,0.3173
5342,53,Saint-Malo,51814,121466,82787.5,9818,14303,20297,10479,6186,8720,10746,12505,16300,18793,22189,28618,4.6,13344.00,16699.79,0.3395
5343,53,Vitré,24667,66351,44149.8,10291,14190,18720,8429,7270,9420,11122,12695,15763,17621,20125,24875,3.4,12092.50,15924.24,0.2908
5344,53,Redon,28304,69896,47296.3,9516,13557,18197,8681,6390,8591,10401,12012,15221,17083,19461,24102,3.8,10283.68,15036.24,0.3007
5350,53,Auray,31716,76394,53964.8,10397,14723,20588,10191,7051,9441,11297,12959,16626,19053,22399,28984,4.1,12735.23,17135.84,0.3213
5351,53,Ploërmel,23772,58964,39092.3,9607,13653,18253,8646,6619,8722,10468,12075,15259,17158,19604,23862,3.6,10530.14,15102.57,0.2951
5352,53,Vannes,70315,172533,117869.2,10702,15299,21156,10454,7080,9656,11706,13519,17267,19674,23015,29282,4.1,14623.13,17640.34,0.3215
5353,53,Lorient,109198,259101,174513.6,10291,14701,20075,9784,6625,9245,11261,13003,16534,18740,21691,26984,4.1,12279.43,16472.86,0.3122
5354,53,Pontivy-Loudéac,49285,119177,79136.9,9541,13647,18405,8864,6589,8680,10397,12039,15314,17227,19801,24348,3.7,12917.32,15290.45,0.3053
5401,54,Nord-Poitou,21111,51094,33977.0,8945,12820,17625,8680,5908,8114,9750,11290,14475,16390,19193,24059,4.1,12920.29,14754.69,0.3259
5402,54,Châtellerault,34409,83619,56208.0,9586,14206,19455,9869,5763,8519,10594,12377,16083,18178,21023,26030,4.5,12397.89,15810.63,0.3279
5403,54,Montmorillon,18523,43868,28853.0,9138,13097,18202,9064,6164,8262,9945,11546,14888,16938,19799,24680,4.0,11677.65,14954.95,0.3166
5404,54,Haute-Charente,27980,66326,43507.1,8149,12051,16989,8840,5293,7320,8955,10483,13804,15762,18429,23165,4.4,10500.35,13755.06,0.3309
5405,54,Angoulême,85174,205503,136357.5,9655,14328,19840,10185,5802,8572,10674,12543,16289,18493,21480,26834,4.6,11890.40,15948.89,0.3251
5406,54,Sud Charentes,31130,75316,49130.2,8051,11836,16776,8725,4920,7202,8827,10284,13519,15577,18281,23220,4.7,10844.27,13591.20,0.3371
5407,54,Cognac,33101,80274,52956.9,9619,13954,19666,10047,6023,8611,10559,12251,15926,18229,21309,26894,4.5,12964.95,16099.39,0.3347
5408,54,Saintonge intérieure,47607,113620,76657.6,8954,13224,18681,9727,5477,8015,9830,11511,15082,17344,20299,25680,4.7,11101.64,15044.49,0.3320
5409,54,Saintonge maritime,70763,162445,114174.3,9394,13816,19673,10279,5848,8399,10300,12061,15732,18183,21475,27362,4.7,13800.52,16053.54,0.3402
5410,54,La Rochelle,88900,208564,142588.5,10295,15106,21377,11082,6283,9148,11299,13211,17216,19812,23275,29609,4.7,14129.17,17400.00,0.3370
5411,54,Sud Deux-Sèvres,80397,195215,131469.8,9928,14425,20172,10244,6489,8946,10851,12632,16355,18686,21988,27862,4.3,13744.79,16505.69,0.3236
5412,54,Nord Deux-Sèvres,48446,123666,81568.4,9120,12778,17215,8095,6258,8336,9879,11342,14322,16110,18575,23029,3.7,12476.04,14537.55,0.3083
5413,54,Poitiers,99727,230558,145908.2,10507,15459,21515,11008,6473,9328,11594,13526,17500,19959,23360,29430,4.5,15063.03,17477.27,0.3267
7201,72,Nord-est-de-la-Dordogne,19173,44293,28887.8,8568,12553,17334,8766,5600,7752,9356,10945,14186,16192,18836,23620,4.2,10018.89,14151.08,0.3214
7202,72,Périgueux,66844,156922,102972.5,9531,14157,19843,10312,5880,8498,10507,12346,16153,18445,21611,27142,4.6,11894.18,16045.91,0.3310
7203,72,Terrasson,12320,29980,19601.7,8470,12832,18179,9709,5094,7543,9403,11120,14666,16876,19721,24831,4.9,10242.29,14457.90,0.3316
7204,72,Sarlat-la-Canéda,17379,41255,27745.9,8883,13303,19082,10199,5664,7967,9796,11594,15257,17569,20875,26502,4.7,13889.23,15399.68,0.3398
7205,72,Bergerac,36749,88029,58081.9,8906,13485,19123,10217,5274,7861,9839,11677,15387,17681,20931,26566,5.0,12086.80,15443.91,0.3456
7206,72,Dax,48707,118445,80493.1,10235,14583,19905,9670,6677,9199,11193,12913,16430,18575,21561,26879,4.0,11851.16,16422.17,0.3119
7207,72,Marmande-Casteljaloux,25825,61813,41463.2,8718,12925,18200,9482,5360,7860,9580,11274,14753,16947,19765,25092,4.7,12545.25,14951.43,0.3425
7210,72,Agen,62794,149845,100827.2,8997,13811,19610,10613,5099,7945,9986,11897,15791,18126,21409,27204,5.3,13382.02,15745.13,0.3489
7211,72,Lacq-Orthez,25720,65035,42330.6,9862,14198,19534,9672,6438,8870,10803,12519,16019,18227,21132,26184,4.1,13844.75,15837.68,0.3075
7212,72,Oloron-Mauléon,17112,42826,27670.9,9645,13876,19076,9431,6229,8670,10571,12265,15733,17846,20612,25560,4.1,10875.42,15510.66,0.3077
7213,72,Pau,100110,243730,160845.1,10428,15512,21965,11537,6340,9251,11511,13530,17700,20348,23959,30394,4.8,12862.03,17669.97,0.3325
7214,72,Libourne-Montpon-Sainte-Foy-la-Grande,59346,144716,95356.0,8869,13339,18912,10043,5250,7823,9797,11575,15250,17546,20624,26706,5.1,16888.18,15783.78,0.3649
7215,72,Langon-Bazas-La Réole,27332,67519,45347.9,8933,13387,18836,9903,5345,7933,9838,11654,15271,17469,20420,25680,4.8,12197.67,15242.93,0.3402
7216,72,Villeneuve-sur-Lot-Fumel,36263,87663,58013.6,8317,12601,17997,9680,4755,7355,9194,10909,14429,16636,19642,25082,5.3,12188.69,14564.50,0.3502
7271,72,Bordeaux-Médoc,26416,66167,44016.5,9542,13922,19224,9682,5855,8490,10444,12181,15712,17895,20824,26381,4.5,29304.11,16201.66,0.3477
7272,72,Bordeaux-Arcachonnais,56856,137383,102275.4,11169,15942,22058,10889,7352,10115,12154,14065,18031,20527,23969,30009,4.1,15498.68,18175.75,0.3157
7273,72,Bordeaux-Entre-Deux-Mers,23229,61802,40980.0,9815,14138,19792,9977,6322,8793,10749,12440,16104,18343,21595,27384,4.3,12335.51,16263.53,0.3263
7274,72,Bordeaux-Cubzaçais,28772,75723,50120.3,8738,13019,18410,9672,5434,7824,9623,11329,14930,17082,20029,25163,4.6,10514.13,14764.30,0.3307
7275,72,Bordeaux-zone-centrale,339972,786269,517176.2,10923,16509,23354,12431,6060,9558,12122,14341,18840,21645,25419,32089,5.3,15967.67,18757.67,0.3443
7281,72,Mont-de-Marsan-haute-lande,7023,17337,11584.4,9324,13615,18922,9598,5869,8334,10265,11954,15476,17586,20412,25515,4.3,11098.17,15344.68,0.3214
7282,72,Mont-de-Marsan-est-des-Landes,43497,108334,71886.6,10397,14899,20140,9743,6656,9347,11357,13180,16725,18836,21734,26988,4.1,14619.33,16609.67,0.3111
7291,72,Sud-des-Landes,25998,64846,47168.6,10966,15479,21222,10256,7223,9843,11931,13676,17379,19763,22974,28867,4.0,12717.77,17505.98,0.3092
7292,72,Bayonne-Pyrénées,105141,248427,169516.4,10143,14904,21029,10886,6223,8997,11161,13039,16971,19436,23009,29553,4.7,16613.68,17371.34,0.3457
7301,73,Toulouse,440128,1035417,690906.8,10668,16402,23467,12799,6071,9325,11875,14148,18836,21697,25572,32174,5.3,16410.17,18718.90,0.3473
7302,73,Montauban,82087,206034,137946.6,8542,13078,18673,10131,4922,7532,9481,11317,14999,17318,20335,25721,5.2,11905.22,14953.20,0.3473
7303,73,Albi-Carmaux,74195,177677,119405.4,9159,13607,19339,10180,5330,8121,10139,11888,15556,17860,21128,26993,5.1,12610.82,15613.47,0.3409
7304,73,Tarbes,70860,168586,111169.2,9616,14254,19923,10307,5854,8523,10595,12440,16261,18564,21673,26951,4.6,11346.35,15948.96,0.3239
7305,73,Rodez,57237,139906,92094.8,9288,13890,19641,10353,6159,8343,10212,12036,15879,18232,21328,26896,4.4,12887.30,15983.38,0.3309
7306,73,Castres-Mazamet,53750,134218,87931.8,9195,13429,18579,9384,5457,8159,10134,11810,15126,17248,20131,25692,4.7,11264.85,15204.42,0.3311
7307,73,Auch,53888,128826,85312.8,8967,13423,19117,10150,5606,8028,9883,11652,15362,17635,20848,26513,4.7,12119.45,15405.44,0.3366
7308,73,Saint-Gaudens,33890,79026,53076.2,9322,13761,19433,10111,5631,8311,10235,12001,15679,18019,21164,26599,4.7,12923.79,15588.16,0.3310
7309,73,Figeac-Decazeville,28413,64779,43063.7,9132,13369,18600,9468,5853,8234,10042,11686,15111,17259,20171,25315,4.3,10452.98,15035.85,0.3179
7310,73,Cahors,32654,76409,51592.4,9087,13887,19941,10854,5423,8043,10070,11996,15970,18402,21779,27587,5.1,11768.41,15876.18,0.3406
7311,73,Millau,24412,57641,38873.1,8924,13091,18136,9212,5494,7988,9801,11438,14852,16866,19728,24883,4.5,11215.63,14846.87,0.3275
7312,73,Nord de Lot,21704,50826,33622.9,9069,13371,18954,9885,5903,8140,9974,11635,15303,17538,20677,26141,4.4,12688.69,15404.40,0.3317
7313,73,Lourdes,16039,38633,26071.8,9737,13863,18895,9158,6289,8762,10649,12295,15603,17646,20474,25712,4.1,12095.04,15715.48,0.3163
7316,73,Villefranche-de-Rouergue,14079,34444,22709.6,8491,12649,17941,9450,5503,7665,9293,10953,14487,16646,19792,25345,4.6,12046.27,14726.43,0.3386
7317,73,Lannemezan,12982,31385,20134.3,9555,13908,19428,9873,6191,8544,10510,12265,15868,18091,20982,25947,4.2,9585.57,15428.12,0.3049
7318,73,Saint-Girons,11709,26033,17349.9,7849,12849,18891,11042,3917,6777,8825,10920,14943,17404,20692,26063,6.7,17362.05,14431.91,0.3622
7319,73,Lavelanet,10816,25828,17137.0,8457,12738,17305,8848,4753,7428,9349,11160,14292,16179,18689,23900,5.0,10480.78,14162.55,0.3373
7320,73,Foix-Pamiers,31929,76019,51301.9,9367,14033,19564,10197,5472,8288,10358,12193,15958,18130,21192,26523,4.8,10960.78,15605.83,0.3282
7401,74,Bellac,17253,40120,26519.8,8656,12690,17556,8900,5601,7815,9461,11063,14367,16403,18943,23821,4.3,9968.21,14200.08,0.3187
7402,74,Limoges,124135,278439,182530.4,10344,15504,21572,11228,6062,9085,11475,13512,17596,20067,23410,29235,4.8,13477.92,17332.07,0.3305
7403,74,Rochechouart,15383,35334,23611.5,9509,13747,18943,9434,6119,8492,10463,12096,15601,17675,20483,25620,4.2,13314.94,15401.22,0.3149
7404,74,Aubusson,17468,39993,25908.2,7763,11618,16647,8884,4712,6894,8537,10080,13365,15449,18236,23146,4.9,10450.87,13396.92,0.3404
7405,74,Guéret,37113,84477,56200.1,8568,12950,18591,10023,5521,7701,9372,11113,14925,17191,20230,25608,4.6,10935.53,14849.30,0.3345
7406,74,Brive,51909,121150,81690.4,9800,14433,20245,10445,6387,8796,10798,12618,16420,18777,22046,28051,4.4,13221.20,16648.99,0.3310
7407,74,Tulle,33568,76997,50931.5,9499,14178,19938,10439,6270,8567,10446,12297,16286,18567,21539,26871,4.3,11577.18,15976.05,0.3182
7408,74,Ussel,14774,34429,21937.4,9030,13377,18641,9611,5775,8145,9986,11719,15155,17286,20182,25277,4.4,10739.48,15066.87,0.3228
8201,82,Roanne,71253,172694,113314.8,9750,13915,18791,9041,6192,8759,10666,12354,15556,17589,20328,25322,4.1,12392.34,15601.84,0.3125
8202,82,Beaujolais-Val-de-Saône,53028,138108,92217.8,9813,14670,20486,10673,5907,8671,10864,12784,16698,19041,22237,28059,4.8,12941.01,16607.36,0.3318
8203,82,Bourg-en-Bresse,67798,171065,114757.8,10698,15349,20838,10140,6981,9626,11687,13526,17240,19485,22510,27973,4.0,12226.73,17177.25,0.3077
8204,82,Oyonnax,22138,58098,37473.3,9644,14514,20214,10570,5962,8571,10646,12657,16531,18817,21938,27835,4.7,14092.31,16820.51,0.3408
8205,82,Genevois Français,99224,242769,157837.3,11268,18856,29643,18375,5573,9634,12810,15779,22381,26808,32911,43268,7.8,19041.99,22673.80,0.3932
8206,82,Chablais,32954,80500,55003.1,11257,16830,24051,12794,7186,10055,12389,14520,19281,22137,26255,33537,4.7,15343.88,19455.25,0.3350
8207,82,Vallée-de-l'Arve,60093,155495,104246.5,11050,16143,22494,11444,6993,9896,12115,14174,18306,20907,24504,31341,4.5,14929.14,18690.01,0.3314
8208,82,Annecy,92781,229039,155388.7,12186,17398,24037,11851,7914,10992,13315,15402,19624,22320,26163,33411,4.2,16311.94,20029.80,0.3211
8209,82,Belley,17679,44046,29676.6,10308,14905,20417,10109,6471,9200,11301,13181,16919,19032,22006,27459,4.2,15041.66,16653.70,0.3116
8210,82,Ambérieu,30781,80056,54510.4,10951,15570,20936,9985,7211,9824,11926,13771,17479,19628,22556,27943,3.9,11437.39,17168.61,0.2962
8211,82,Lyon,655202,1624102,1053782.3,10704,16545,23545,12841,6034,9304,11971,14297,18928,21779,25718,32888,5.5,16125.21,18976.72,0.3501
8212,82,Loire-centre,29582,74329,50730.8,9429,13569,18663,9234,6301,8540,10283,11936,15329,17387,20232,25483,4.0,12442.69,15459.07,0.3176
8213,82,Saint-Etienne,197320,482101,312189.3,9461,14298,19850,10389,5378,8283,10556,12493,16214,18510,21535,27076,5.0,13291.80,16091.73,0.3371
8214,82,Vienne-Roussillon,53706,140195,94255.2,10151,15205,20975,10824,6190,9013,11232,13243,17242,19551,22629,28028,4.5,12261.09,16899.93,0.3214
8215,82,Bourgoin-La Tour-du-Pin,57910,151308,103486.9,10438,15033,20555,10117,6750,9358,11416,13273,16981,19206,22244,27657,4.1,12675.64,16877.21,0.3110
8216,82,Chambéry,86702,208266,138435.4,11059,16169,22338,11279,6786,9814,12174,14212,18273,20820,24227,30449,4.5,13878.60,18314.51,0.3249
8217,82,Tarentaise,41896,101394,67972.5,10627,15139,20717,10090,6906,9641,11583,13369,17063,19343,22440,28231,4.1,15038.92,17378.10,0.3218
8218,82,Maurienne,17387,41607,27392.2,10889,15027,20283,9394,7170,9844,11732,13365,16803,18933,21817,26569,3.7,10728.07,16576.51,0.2879
8219,82,Voiron,49966,132298,88754.8,10700,15313,20965,10265,7122,9630,11703,13514,17230,19505,22640,28326,4.0,11450.13,17161.15,0.3042
8220,82,Annonay,23488,59604,40073.3,9810,14136,18927,9117,6387,8825,10730,12486,15766,17745,20355,24958,3.9,11429.66,15637.82,0.3056
8221,82,Drôme-Ardèche nord,32040,82040,54232.3,9441,13768,18828,9387,6141,8433,10382,12091,15490,17572,20352,25495,4.2,14558.02,15554.88,0.3208
8222,82,Romans-Saint-Marcellin,45714,115425,76667.6,9272,13784,19110,9838,5460,8222,10276,12071,15648,17770,20723,26260,4.8,11252.50,15522.39,0.3299
8223,82,Grenoble,231435,562961,361634.4,10999,16582,23504,12505,6396,9682,12187,14404,18949,21751,25592,32317,5.1,15564.34,18856.72,0.3369
8224,82,Crest-Die,14718,35890,24230.0,8783,13058,18564,9781,5213,7781,9678,11376,14940,17229,20247,25352,4.9,11868.58,14968.22,0.3385
8225,82,Drôme-Ardèche centre,91002,222916,146909.6,9760,14605,20407,10647,5794,8634,10801,12755,16615,18977,22129,27779,4.8,15260.89,16494.15,0.3330
8226,82,Aubenas,36009,84091,54591.2,8502,12953,18408,9906,4769,7473,9423,11221,14789,16994,19972,25249,5.3,16361.54,14782.54,0.3502
8227,82,Drôme-Ardèche sud,62047,155010,102533.5,8979,13825,19761,10782,5123,7894,10055,11978,15878,18283,21433,27075,5.3,13447.81,15722.37,0.3430
8311,83,Aurillac,34425,82116,54247.1,9066,13501,19223,10157,5739,8119,9938,11722,15462,17777,20905,26671,4.6,12142.47,15552.18,0.3353
8313,83,Mauriac,13889,32198,20867.4,7950,11528,16413,8463,4960,7144,8658,10028,13203,15265,17813,22844,4.6,10135.63,13349.53,0.3349
8314,83,Saint-Flour,14967,36464,23433.1,7767,11479,16587,8820,4952,6979,8490,9890,13130,15327,18090,23091,4.7,13152.95,13544.82,0.3480
8324,83,Clermont-Ferrand,199780,468200,307286.6,10422,15623,21902,11480,6320,9221,11547,13605,17773,20314,23766,29892,4.7,13570.84,17672.82,0.3312
8325,83,Gannat,6065,14654,9507.0,8796,12813,18016,9220,5384,7843,9603,11148,14592,16670,19543,24467,4.5,10477.11,14488.77,0.3266
8331,83,Issoire,22071,51977,35415.7,9608,13808,18659,9051,6333,8662,10498,12173,15533,17520,20022,24840,3.9,11613.66,15420.08,0.3099
8333,83,Brioude,12614,29486,20000.4,8236,12297,17473,9237,5239,7425,9025,10578,14133,16281,19040,23963,4.6,11033.43,14127.53,0.3359
8343,83,Montluçon,56206,125942,84376.5,9309,13608,18831,9522,5561,8276,10248,11947,15402,17524,20453,25404,4.6,10998.13,15237.10,0.3256
8351,83,Moulins,33661,78824,52540.6,9551,14150,19813,10262,5565,8450,10517,12312,16093,18426,21634,27009,4.9,11494.65,15873.52,0.3295
8352,83,Dompierre-sur-Besbre,9144,21964,14589.6,8382,12010,16711,8329,5595,7593,9183,10564,13632,15601,18021,22377,4.0,9916.25,13628.58,0.3163
8362,83,Le Puy-en-Velay,40525,98452,64148.2,8704,13215,18794,10090,5282,7762,9589,11403,15120,17372,20444,25754,4.9,11897.91,15074.68,0.3394
8372,83,Yssingeaux,27475,71764,48255.8,9426,13549,18412,8986,6427,8536,10284,11974,15193,17138,19793,24468,3.8,12712.88,15243.26,0.3081
8381,83,Thiers,15694,37695,25103.0,8929,13222,18362,9433,5440,7867,9853,11626,14931,17042,19896,25132,4.6,11354.22,14955.95,0.3296
8382,83,Ambert,12899,30196,19779.7,8660,12685,17910,9250,5729,7827,9486,11062,14463,16558,19439,24365,4.3,10300.30,14495.98,0.3228
8391,83,Vichy,48117,107919,72819.2,9491,13929,19597,10106,5735,8476,10427,12202,15878,18227,21318,27096,4.7,12084.05,15951.88,0.3336
8392,83,Saint-Pourcain-sur-Sioule,8759,21027,13819.0,9094,13081,18037,8943,5838,8189,9927,11530,14826,16730,19345,23973,4.1,10278.01,14543.02,0.3111
9101,91,Carcassonne,75949,183379,120022.6,8194,12741,18372,10178,4233,7138,9168,10983,14652,16979,20142,25689,6.1,11860.84,14567.89,0.3597
9102,91,Narbonne,54437,126391,89235.7,7755,12370,18089,10334,3809,6670,8733,10586,14323,16642,19780,25311,6.6,12386.54,14216.00,0.3711
9103,91,Alès-La Grand-Combe,57348,133761,90888.6,7947,12447,17827,9880,3648,6719,8974,10804,14247,16469,19494,24543,6.7,11237.20,14061.38,0.3635
9104,91,Bagnols-sur-Cèze,40437,103151,70547.4,9551,14844,21318,11767,5239,8356,10671,12757,17005,19690,23271,29481,5.6,13380.49,16965.66,0.3516
