Revenus fiscaux des ménages - Année 2005,,,,,,,,,,,,,,,,,,,,,
"Indicateurs de distribution par Unité de Consommation - Seuil 50 ménages pour médiane, 2000 habitants pour autres indicateurs",,,,,,,,,,,,,,,,,,,,,
Zones d'emploi,,,,,,,,,,,,,,,,,,,,,
"© Insee     Source : Insee-DGI, Revenus fiscaux des ménages",,,,,,,,,,,,,,,,,,,,,
Sommaire,,,,,,,,,,,,,,,,,,,,,
,,,"Nb de ménages
au RP 1999",PSDC99,Nombre d'UC,1er quartile (€),Médiane (€),3ème quartile (€),"Intervalle
inter-quartiles (€)",1er décile (€),2ème décile (€),3ème décile (€),4ème décile (€),6ème décile (€),7ème décile (€),8ème décile (€),9ème décile (€),"Rapport
inter-déciles",Ecart-type (€),Moyenne (€),Indice de Gini
2210,22,Santerre-Oise,12759,35482,23572.4,10170,15014,20453,10283,6500,8989,11209,13106,16992,19194,21943,26792,4.1,11869.92,16524.00,0.3087
2211,22,Abbeville-Ponthieu,24534,62804,41057.9,9151,14161,20022,10871,5041,7988,10222,12211,16217,18531,21901,28019,5.6,17119.24,16420.63,0.3630
2212,22,Vimeu,23828,61360,40639.4,10237,14654,19736,9499,6465,9099,11183,12964,16478,18462,21240,26267,4.1,13544.17,16409.36,0.3164
2219,22,Santerre-Somme,33633,89277,57714.1,9590,14339,19751,10161,5798,8529,10665,12526,16231,18412,21353,26919,4.6,12631.50,16242.97,0.3359
2231,22,Saint-Quentin,52365,134597,85647.4,8777,14229,20243,11467,4423,7451,9967,12168,16304,18780,22063,28016,6.3,14524.83,16252.52,0.3729
2232,22,Chauny-Tergnier-La Fère,25614,65968,42378.0,9084,13971,19638,10554,5139,7961,10125,12101,15953,18297,21241,26309,5.1,11786.91,15572.35,0.3394
2241,22,Thiérache,26691,68822,43452.8,7995,12676,18003,10008,4184,6933,9004,10868,14560,16779,19499,24253,5.8,11941.01,14243.62,0.3556
2242,22,Laonnois,36871,96905,62082.2,9612,14780,20752,11140,5711,8448,10729,12736,16867,19319,22508,28370,5.0,13318.46,16746.50,0.3447
2307,23,Pays-de-Bray,14001,35025,23446.6,10261,14884,20257,9996,6438,9165,11249,12993,16842,19013,21739,26910,4.2,12552.99,16549.31,0.3176
2308,23,Vallée-de-la-Bresle,18646,47672,31361.1,10243,14770,20058,9816,6536,9158,11262,13014,16649,18751,21750,27338,4.2,13342.46,16736.83,0.3220
2311,23,Fécamp,15715,40081,26628.5,10156,14729,20504,10348,6287,8993,11131,12971,16717,19133,22295,27699,4.4,13628.38,16727.54,0.3266
2313,23,Pont-Audemer,16073,40450,27939.2,10473,15206,21143,10670,6613,9358,11504,13363,17188,19646,23006,29223,4.4,14637.47,17530.17,0.3339
2314,23,Bernay,24552,62183,41748.6,10791,15483,21401,10610,6703,9630,11825,13634,17529,19995,23141,28978,4.3,20691.01,17717.39,0.3279
2316,23,Verneuil-sur-Avre,11024,27318,18042.2,10418,15128,20622,10204,6516,9338,11527,13357,17020,19268,22342,27863,4.3,13499.36,17048.20,0.3225
2317,23,Vernon,32697,88767,58495.0,11593,17155,23616,12023,6790,10219,12816,15036,19303,21955,25548,32129,4.7,14871.69,19247.88,0.3276
2318,23,Gisors,10346,27529,18551.6,11293,16126,21942,10649,7428,10130,12309,14219,18220,20475,23620,29072,3.9,14257.40,18143.05,0.3128
2321,23,Rouen,288745,724721,466481.8,10918,16504,22953,12035,6068,9524,12173,14372,18743,21358,24902,31253,5.2,15384.61,18510.34,0.3399
2322,23,Dieppe,38794,98451,64937.6,10181,14946,20651,10471,6129,9054,11278,13170,16916,19230,22378,28438,4.6,13470.82,16986.83,0.3335
2323,23,Le Havre,141181,360488,229009.6,10057,15525,21909,11852,5368,8722,11284,13437,17775,20363,23815,29830,5.6,14436.78,17463.45,0.3477
2324,23,Lillebonne,22382,59573,39230.5,10995,15950,22046,11051,7094,9853,12064,14024,18038,20495,23751,29311,4.1,12103.75,17860.95,0.3107
2325,23,Evreux,64407,167934,111548.1,11619,16991,23322,11703,6820,10240,12816,14973,19182,21726,25209,31350,4.6,17464.51,19019.38,0.3254
2411,24,Bourges,74661,179699,118187.3,11096,16306,22392,11296,6405,9782,12262,14325,18375,20842,24273,30199,4.7,13610.19,18091.30,0.3258
2412,24,Vierzon,20699,48766,31910.3,10238,15046,20262,10024,5784,8997,11275,13225,16862,18947,21738,26956,4.7,12171.22,16417.63,0.3230
2413,24,Saint-Amand-Montrond,20587,48187,31688.4,10009,14593,19868,9859,6036,8878,11028,12833,16447,18575,21366,26785,4.4,14298.32,16226.79,0.3257
2414,24,Aubigny,16218,37776,25253.3,10629,15372,21242,10613,6958,9591,11631,13545,17295,19734,23125,29422,4.2,13509.34,17712.48,0.3294
2421,24,Chartres,75461,194152,129373.8,12801,17928,24196,11395,8221,11549,13907,15923,20050,22632,26098,32303,3.9,14995.49,20044.58,0.3051
2422,24,Dreux,43769,120298,78306.8,10645,16221,22434,11789,6065,9294,11889,14131,18484,20951,24342,30467,5.0,13679.41,18112.23,0.3350
2423,24,Châteaudun,23263,56886,37788.8,11494,15922,21195,9701,7473,10370,12461,14217,17757,19860,22913,28236,3.8,12819.64,17699.56,0.3002
2424,24,Nogent-le-Rotrou,15121,36329,24144.8,10907,15385,20656,9749,6745,9826,11977,13783,17223,19395,22171,27260,4.0,12600.20,17111.72,0.3095
2431,24,Châteauroux,49918,117553,77094.1,10791,15585,21163,10372,6627,9664,11889,13765,17531,19771,22905,28478,4.3,13198.21,17377.78,0.3194
2432,24,Argenton-sur-Creuse,21795,49806,33840.1,9840,14084,19301,9461,6265,8848,10755,12405,15834,18018,20877,26118,4.2,12082.69,15881.90,0.3213
2433,24,Issoudun,15133,34852,23763.9,10951,15340,20463,9512,7035,9849,11962,13715,17117,19124,21976,27034,3.8,12059.88,16948.75,0.3033
2434,24,La Châtre,12645,28928,19785.0,9773,14031,19278,9505,6443,8832,10614,12316,15893,17979,20845,25942,4.0,11417.88,15805.11,0.3155
2441,24,Tours,161600,379742,252990.4,11710,17013,23589,11879,6973,10386,12871,14977,19294,21963,25649,32510,4.7,17164.30,19460.11,0.3352
2442,24,Amboise,26429,67683,47247.6,11925,16622,22457,10532,7982,10816,12949,14784,18611,20975,24285,30258,3.8,13233.93,18701.50,0.3018
2443,24,Loches,20154,48773,32670.7,10387,14507,19859,9472,6895,9397,11281,12870,16327,18540,21396,26562,3.9,13295.48,16468.27,0.3138
2444,24,Chinon,23222,57805,38483.6,10443,14944,20551,10108,6739,9428,11391,13164,16874,19113,22199,27927,4.1,11785.21,16805.60,0.3127
2451,24,Blois,73073,177282,118811.4,11757,16802,22890,11133,7188,10528,12869,14865,18913,21400,24759,30840,4.3,13474.85,18772.36,0.3159
2452,24,Vendôme,28437,68014,46157.2,11423,15688,21148,9725,7441,10370,12275,13992,17590,19785,22748,28403,3.8,13642.86,17752.20,0.3082
2453,24,Romorantin,29091,69672,47179.1,10888,15615,21119,10231,6984,9789,11925,13833,17530,19766,22894,28498,4.1,13414.00,17591.79,0.3171
2461,24,Orléans,152572,382314,253035.4,12307,18027,24802,12495,7142,10859,13584,15849,20354,23104,26869,33533,4.7,15320.25,20141.20,0.3238
2462,24,Montargis,47710,114614,80618.0,10968,16012,21837,10869,6543,9677,12087,14117,18023,20378,23549,29258,4.5,14445.91,17894.14,0.3259
2463,24,Pithiviers,22300,57120,38715.1,11860,16639,22287,10427,7798,10663,12894,14806,18626,20872,23884,29600,3.8,14034.81,18477.40,0.2990
2464,24,Gien,26104,64078,43461.2,11017,16085,21922,10905,6571,9763,12139,14143,18078,20443,23650,29167,4.4,13142.92,17786.77,0.3183
2501,25,Caen-Bayeux,192255,485859,316593.6,11089,16215,22539,11450,6670,9826,12196,14239,18390,20937,24456,30734,4.6,15203.90,18482.20,0.3337
2502,25,Lisieux,48715,119715,81728.8,10092,14991,21252,11160,5973,8853,11153,13098,17112,19705,23283,30448,5.1,18017.94,17925.04,0.3653
2503,25,Vire,22755,55463,36094.7,9929,14015,19064,9135,6204,8938,10785,12455,15701,17809,20607,25141,4.1,14431.40,15738.01,0.3173
2504,25,Cherbourg-Octeville,78112,198740,128169.2,10151,14899,20789,10638,6250,9003,11181,13069,16990,19332,22426,27784,4.4,13171.58,16758.25,0.3251
2505,25,Saint-Lô,35661,88213,58559.9,10669,15079,20519,9850,6811,9570,11637,13421,16944,19113,22142,27396,4.0,12809.60,16948.43,0.3131
2506,25,Avranches-Granville,48251,114812,80152.2,10648,14949,20620,9972,7158,9692,11530,13254,16853,19176,22354,28403,4.0,14482.40,17424.21,0.3260
2507,25,Coutances,24375,59516,41084.6,10035,14337,19727,9692,6373,9039,10949,12624,16166,18348,21452,27199,4.3,13576.10,16477.64,0.3285
2508,25,Flers,44919,110532,72903.7,10367,14582,19432,9065,6588,9304,11291,12979,16266,18249,20972,25879,3.9,13391.62,16322.17,0.3133
2509,25,Alençon-Argentan,42870,105607,67061.7,10048,14933,20545,10497,5468,8776,11181,13066,16873,19157,22319,27943,5.1,13938.03,16707.87,0.3396
2510,25,Mortagne-au-Perche-L'Aigle,34106,83736,55458.9,10282,14777,20077,9795,6179,9142,11213,13033,16566,18778,21723,27019,4.4,13046.99,16571.53,0.3261
2610,26,Mâcon,45701,108503,74362.8,11102,16248,22469,11367,6877,9888,12197,14228,18347,20906,24420,30932,4.5,14555.64,18496.55,0.3302
2612,26,Dijon,146174,350448,227021.0,12327,17798,24430,12103,7677,11007,13497,15678,20066,22751,26497,33411,4.4,15292.28,20182.07,0.3229
2613,26,Auxerre,54633,132758,87590.7,11057,16159,22303,11246,6680,9800,12207,14184,18258,20702,24165,30408,4.6,15080.77,18345.26,0.3307
2615,26,Nevers,61880,142539,92665.4,10596,15573,21359,10763,5975,9317,11671,13671,17573,19957,23092,28577,4.8,14081.59,17289.90,0.3302
2641,26,Chalon-sur-Saône,61458,149825,101375.2,11209,16133,22067,10858,6991,10026,12255,14218,18199,20620,23830,29769,4.3,13803.91,18219.58,0.3217
2643,26,Châtillon-sur-Seine,9382,23059,14602.2,9997,14406,19663,9666,6457,8996,11060,12783,16180,18229,21430,26798,4.2,11587.81,16305.67,0.3189
2644,26,Sens,39295,98620,66922.3,11187,16246,22029,10842,6861,9931,12293,14295,18274,20588,23855,29463,4.3,14915.17,18131.94,0.3191
2651,26,Montbard,16930,41117,26779.1,10628,14962,20369,9741,6721,9515,11491,13250,16903,19015,22058,27338,4.1,13169.86,16788.62,0.3141
2652,26,Avallon,18609,45788,29280.7,9975,14694,20375,10400,6087,8903,11009,12915,16625,18953,22016,28025,4.6,15430.36,16754.97,0.3371
2654,26,Cosne-sur-Loire,21628,48154,32608.6,10315,14930,20517,10202,6133,9175,11324,13226,16837,19140,22139,27649,4.5,13317.01,16807.47,0.3266
2656,26,Autun,17574,41612,26899.1,10084,14593,20134,10050,6201,8982,11020,12849,16489,18764,21924,27564,4.4,12380.99,16532.41,0.3261
2660,26,Joigny,22803,56055,37291.9,10308,15127,20717,10409,6122,9141,11416,13380,17200,19394,22488,27903,4.6,13446.82,16964.89,0.3267
2662,26,Decize,15179,34505,22892.8,9867,14284,19368,9501,6204,8828,10829,12650,16041,18099,20917,25814,4.2,11434.85,15746.97,0.3133
2664,26,Le Creusot,22056,53097,33220.6,10290,14861,20437,10147,6406,9151,11232,13030,16854,19115,21953,27158,4.2,11305.76,16513.02,0.3141
2666,26,Beaune,36727,92131,61058.3,11351,16191,22149,10798,7447,10202,12387,14319,18263,20652,24015,30905,4.1,16806.90,18879.52,0.3328
2672,26,Montceau-les-Mines,24192,56356,36851.2,10303,14534,19652,9349,6419,9264,11300,12984,16286,18358,21132,25969,4.0,11979.07,16135.38,0.3089
2680,26,Charollais,36060,86980,57409.3,10531,14609,19765,9234,6902,9565,11428,13031,16407,18468,21349,26589,3.9,11595.66,16451.03,0.3058
2695,26,Louhans,20675,48520,34370.0,10210,14522,19647,9437,6929,9334,11055,12802,16281,18361,21168,25819,3.7,11242.40,16123.17,0.3011
3110,31,Roubaix-Tourcoing,149403,417775,259958.1,8453,14303,20690,12237,3801,7104,9730,12116,16532,19126,22617,29172,7.7,15770.63,16541.41,0.3910
3111,31,Lille,302755,764251,481098.8,10144,16368,23745,13601,5175,8628,11532,14014,18901,21894,26042,33569,6.5,17100.37,19019.89,0.3755
3112,31,Dunkerque,95298,263018,163993.5,9214,14353,20488,11274,5376,8036,10318,12313,16468,18994,22233,27797,5.2,12730.78,16267.64,0.3466
3113,31,Flandre-Lys,41187,116684,75089.6,10685,15317,21107,10422,6899,9532,11687,13532,17370,19763,22878,28471,4.1,13722.56,17427.06,0.3178
3114,31,Douaisis,89335,246987,155382.6,8888,13932,20179,11291,4779,7727,10022,12029,16092,18621,22029,27709,5.8,12771.88,15919.53,0.3569
3115,31,Valenciennois,129722,348994,217744.7,7828,12926,18972,11144,3701,6703,8917,10967,14991,17528,20714,26324,7.1,13516.22,14872.03,0.3788
3116,31,Cambresis,67530,176360,113404.2,9199,14087,19852,10653,5309,8090,10283,12229,16034,18397,21617,27194,5.1,13787.61,16138.15,0.3517
3117,31,Sambre-Avesnois,88672,238466,148397.8,7605,12721,18849,11244,3147,6460,8689,10774,14869,17350,20660,26225,8.3,12427.72,14588.34,0.3847
3121,31,Artois-Ternois,86840,231265,149115.5,10177,15362,21648,11471,6132,9002,11252,13305,17554,20114,23515,29738,4.8,15325.17,17665.80,0.3452
3122,31,Lens-Hénin,135963,371443,230775.0,7410,12278,17583,10173,3528,6392,8387,10359,14108,16309,19153,23908,6.8,11104.00,13610.00,0.3633
3123,31,Béthune-Bruay,107282,287064,183749.9,9001,13784,19609,10608,5161,7888,10064,11979,15761,18153,21273,26658,5.2,12695.91,15643.91,0.3467
3124,31,Saint-Omer,40509,112845,72018.0,8997,13726,19276,10279,5453,7964,9975,11836,15656,17921,20906,26264,4.8,14459.43,15725.77,0.3499
3125,31,Calaisis,57909,158989,102164.7,8529,13582,19451,10922,4524,7401,9610,11623,15639,18025,21099,26307,5.8,12666.59,15294.12,0.3588
3126,31,Boulonnais,60959,163159,103530.5,8543,13570,19578,11035,4597,7442,9598,11560,15632,18106,21356,27419,6.0,14993.65,15759.04,0.3731
3127,31,Berck-Montreuil,38329,99288,67227.7,9513,14329,20394,10881,5785,8411,10547,12403,16378,18910,22283,28763,5.0,16767.67,16916.63,0.3609
4111,41,Longwy,33473,82700,54811.7,7555,13347,19652,12097,0,5722,9018,11352,15426,18097,21487,27200,,13450.70,14624.94,0.4065
4112,41,Briey,29580,74350,49636.3,10530,14847,20429,9899,6255,9464,11427,13100,16796,19074,22033,26947,4.3,12104.30,16398.90,0.3144
4113,41,Thionville,119326,314934,206020.6,10103,15275,21624,11521,4507,8720,11279,13268,17507,20052,23532,29478,6.5,14677.03,17019.89,0.3542
4121,41,Lunéville,29892,76782,50410.5,10202,14827,20102,9900,6088,9092,11218,13060,16707,18844,21592,26691,4.4,12275.38,16341.27,0.3171
4122,41,Nancy,173605,415106,259798.8,11381,17132,23936,12555,6187,9928,12645,14925,19476,22223,26067,33088,5.3,16600.95,19448.57,0.3474
4123,41,Toul,23403,64841,41919.2,11031,15991,21847,10817,7028,9857,12011,13999,18054,20470,23439,29006,4.1,12252.48,17684.02,0.3096
4130,41,Metz,107584,272051,172908.3,11145,17170,24391,13246,6089,9722,12421,14811,19660,22576,26646,33976,5.6,18348.99,19854.77,0.3606
4141,41,Bassin houiller,98534,265797,169884.6,10109,14858,20696,10587,6031,8957,11201,13107,16903,19248,22404,27874,4.6,13169.29,16718.16,0.3258
4142,41,Sarreguemines,32075,84847,54867.9,11455,16165,22191,10736,7373,10347,12440,14205,18226,20685,24015,29743,4.0,18123.53,18387.54,0.3190
4150,41,Sarrebourg,32339,85818,54994.8,11054,15521,20792,9738,7339,10016,12038,13750,17372,19465,22320,27196,3.7,14756.21,17215.92,0.2995
4160,41,Meuse du nord,33257,83953,54484.2,9889,14456,20037,10148,5883,8789,10923,12686,16410,18667,21738,26973,4.6,12446.55,16149.66,0.3270
4171,41,Bar-le-Duc,25896,64400,41670.4,10805,15794,21470,10666,6730,9595,11903,13917,17778,20077,23152,28582,4.2,12630.34,17487.27,0.3156
4172,41,Commercy,17007,43845,28878.9,9866,14348,19608,9742,6257,8833,10783,12567,16147,18343,21192,25991,4.2,10967.17,15901.79,0.3150
4180,41,Vosges de l'ouest,24588,61656,39994.0,10739,15336,21248,10509,6868,9727,11736,13570,17381,19741,22947,28368,4.1,13471.98,17301.00,0.3142
4191,41,Epinal,62069,156241,101112.6,10196,15004,20644,10448,6078,9029,11245,13138,16972,19273,22308,28024,4.6,24630.17,16959.60,0.3344
4192,41,Remiremont-Gérardmer,32128,80311,52826.3,11137,15364,20588,9451,7258,10092,12101,13785,17123,19292,22207,27507,3.8,19702.78,17377.48,0.3083
4193,41,Saint-Dié-des-Vosges,33922,82744,55383.2,10129,14687,19989,9860,6049,8976,11147,13015,16542,18688,21659,26793,4.4,12524.66,16353.87,0.3216
4271,42,Wissembourg,18573,50055,33487.2,13236,18459,25064,11828,9222,12141,14304,16350,20718,23423,26881,33063,3.6,13605.89,20534.84,0.2878
4276,42,Strasbourg,221944,535735,341348.4,11154,17692,25205,14051,5777,9554,12633,15221,20279,23337,27500,35273,6.1,18946.23,20432.67,0.3689
4284,42,Guebwiller,21915,58489,39134.9,13072,18014,24073,11002,8791,11859,14153,16138,20099,22516,25968,31728,3.6,12826.05,19824.67,0.2840
4285,42,Thann-Cernay,23769,63829,42329.6,12558,17643,23456,10898,8253,11362,13665,15694,19660,22045,25241,30764,3.7,13954.13,19379.79,0.2917
4286,42,Mulhouse,111107,283884,185773.4,11030,17098,24313,13283,6068,9507,12415,14799,19624,22503,26499,33667,5.5,17625.61,19563.40,0.3532
4287,42,Saint-Louis,21991,52400,36231.1,13991,21605,31760,17769,8120,12378,15588,18561,25211,29395,34737,44219,5.4,17775.99,24910.48,0.3437
4288,42,Altkirch,21581,58760,40355.4,14042,19651,26826,12784,9662,12789,15139,17381,22145,25055,28877,35580,3.7,14973.38,21942.40,0.2931
4291,42,Haguenau-Niederbronn,49146,134764,89615.2,12933,18119,24105,11172,8641,11757,14027,16106,20229,22645,25872,31461,3.6,13539.73,19874.42,0.2892
4292,42,Saverne-Sarre-Union,37853,103474,68489.3,12250,16997,22582,10332,8422,11178,13238,15112,18943,21229,24256,29511,3.5,13242.34,18821.17,0.2886
4293,42,Molsheim-Schirmeck,40729,109586,73642.6,13394,18379,24476,11082,9241,12214,14433,16409,20452,22895,26436,32788,3.5,24875.31,20846.26,0.2978
4294,42,Colmar-Neuf-Brisach,71337,179960,119853.9,12675,18003,24546,11871,8031,11373,13849,15904,20242,22915,26541,33258,4.1,15772.02,20429.26,0.3184
4295,42,Sélestat-Sainte-Marie-aux-Mines,38892,103209,71449.0,12409,17479,23341,10932,8323,11270,13511,15489,19523,21939,25119,30754,3.7,15552.05,19418.26,0.2977
4301,43,Vesoul,28995,71958,47639.7,10607,15424,21222,10615,6674,9510,11584,13504,17415,19788,22875,28140,4.2,12282.62,17232.45,0.3160
4302,43,Lure-Luxeuil,31557,80284,52981.6,10087,14719,19852,9765,6427,9039,11114,12945,16495,18580,21265,26208,4.1,11926.45,16210.48,0.3101
4303,43,Belfort,55835,137408,89182.1,11054,16540,22845,11791,6288,9676,12230,14427,18703,21245,24673,30574,4.9,19855.20,18342.22,0.3299
4304,43,Gray,15730,39112,26091.8,10127,14588,19917,9790,6519,9076,11099,12822,16398,18496,21626,27003,4.1,11742.51,16367.01,0.3168
4305,43,Montbéliard,76036,194539,127789.4,10617,15742,21500,10883,6465,9416,11729,13747,17775,20105,23192,28435,4.4,14499.23,17350.10,0.3178
4306,43,Dole,30346,74816,50755.1,10934,15723,21261,10327,6977,9710,12000,13967,17663,19935,22967,28041,4.0,12734.93,17461.10,0.3118
4307,43,Besançon,103203,248452,162862.0,11269,16558,22822,11553,6715,10005,12418,14528,18681,21252,24786,31257,4.7,17388.90,18786.34,0.3342
4308,43,Morteau,16727,42897,29645.7,12600,18038,25374,12774,8439,11431,13727,15836,20597,23536,27594,33941,4.0,13299.04,20314.57,0.3003
4309,43,Revermont,10570,25318,16472.7,10588,15010,20502,9914,7172,9574,11496,13250,16842,19082,22140,28185,3.9,12633.14,17076.61,0.3154
4310,43,Pontarlier,20205,51552,35904.0,12001,17124,23805,11804,7789,10838,13039,15064,19439,22135,25802,31723,4.1,12966.26,19189.44,0.3027
