Revenus fiscaux localisés des ménages - Année 2011,,,,,,,,,,,,,,,,,,,
"Indicateurs de distribution par Unité de Consommation - Seuil 50 ménages fiscaux pour médiane, 2 000 personnes pour autres indicateurs",,,,,,,,,,,,,,,,,,,
Zones d'emploi 2010,,,,,,,,,,,,,,,,,,,
© Insee     Source : Insee-DGFiP Revenus fiscaux localisés des ménages ,,,,,,,,,,,,,,,,,,,
Sommaire,,,,,,,,,,,,,,,,,,,
,,,Nombre d'UC,1er quartile (€),Médiane (€),3ème quartile (€),Écart interquartile (€),1er décile (€),2ème décile (€),3ème décile (€),4ème décile (€),6ème décile (€),7ème décile (€),8ème décile (€),9ème décile (€),Rapport interdécile,Ecart-type (€),Moyenne (€),Indice de Gini
ZE2010,REG,LIBGEO,NBUC11,RFUCQ111,RFUCQ211,RFUCQ311,RFUCIQ11,RFUCD111,RFUCD211,RFUCD311,RFUCD411,RFUCD611,RFUCD711,RFUCD811,RFUCD911,RFUCRD11,RFUCET11,RFUCMO11,RFUCGI11
5210,52,Mayenne,35833.8,12881,17653,23207,10326,8356,11652,13949,15854,19637,21837,24850,30338,3.6,17875.96,19584.58,0.3015
5211,52,La Ferté-Bernard,23889.6,13227,18211,23794,10567,8445,12001,14363,16351,20200,22365,25457,30816,3.6,16495.81,19995.08,0.2976
5212,52,La Flèche,37819.3,12281,17243,22815,10534,7484,10963,13400,15395,19145,21419,24561,30468,4.1,14965.42,19008.06,0.3095
5213,52,Le Mans,281828.7,13079,18676,25079,12000,7502,11590,14336,16575,20876,23488,27011,33308,4.4,16825.71,20572.31,0.3183
5214,52,Sablé-sur-Sarthe,25088.8,12464,17308,22638,10174,7564,11123,13621,15525,19165,21363,24296,29732,3.9,18316.66,19005.62,0.3077
5215,52,Challans,88404.8,13548,18553,24924,11376,9274,12356,14638,16623,20722,23309,26928,33925,3.7,19975.10,21319.27,0.3091
5216,52,Fontenay-le-Comte,46269.9,12235,17153,22890,10655,7886,11020,13268,15247,19095,21400,24657,30363,3.9,16527.29,19135.89,0.3099
5217,52,Les Herbiers,39228.9,13742,18094,23155,9413,9849,12615,14701,16472,19809,21894,24541,29278,3.0,16894.87,19937.46,0.2692
5218,52,La Roche-sur-Yon,164076.2,13334,18412,24352,11018,8771,12099,14476,16505,20433,22852,26122,32013,3.6,17927.61,20571.03,0.3030
5219,52,Les Sables-d'Olonne,49504.5,14213,19727,27066,12853,9539,12927,15391,17486,22197,25196,29438,36964,3.9,27169.01,23325.41,0.3322
5301,53,Dinan,63193.5,13540,19100,26327,12787,8696,12213,14748,16904,21541,24451,28667,36283,4.2,23642.79,22154.20,0.3281
5302,53,Guingamp,35538.0,11831,16978,23057,11226,7182,10580,12997,15040,19071,21520,24754,30769,4.3,15831.61,18859.73,0.3193
5303,53,Lannion,63721.6,13417,19261,26963,13546,8438,12054,14604,16917,21779,25032,29340,36525,4.3,17888.68,21756.45,0.3176
5304,53,Loudéac,26670.5,12311,17356,23021,10710,8026,11165,13349,15424,19292,21530,24685,30187,3.8,18694.56,19173.08,0.3039
5305,53,Saint-Brieuc,208512.1,13276,18711,25308,12032,8503,11977,14457,16627,20941,23623,27400,34141,4.0,16438.72,21076.20,0.3148
5306,53,Brest,303324.9,13680,19110,25945,12265,8732,12347,14864,16991,21426,24233,27987,34631,4.0,17300.23,21469.57,0.3115
5307,53,Carhaix-Plouguer,31161.6,11319,16573,22669,11350,6716,10217,12458,14481,18807,21217,24334,29933,4.5,13215.22,18219.56,0.3182
5308,53,Morlaix,50857.5,13162,18472,24993,11831,8329,11884,14358,16439,20730,23368,27013,33611,4.0,17679.27,20727.58,0.3123
5309,53,Quimper,221276.7,13571,18853,25589,12018,8848,12297,14683,16752,21149,23868,27693,34583,3.9,19957.11,21435.66,0.3139
5310,53,Fougères,45230.2,12879,17497,22874,9995,8352,11696,13919,15780,19333,21550,24550,29861,3.6,20455.19,19371.57,0.2955
5311,53,Redon,30698.3,12728,17692,23450,10722,7966,11441,13852,15829,19730,22026,25087,30666,3.8,14837.32,19461.32,0.3011
5312,53,Rennes,498952.8,14086,19920,27065,12979,8828,12649,15385,17685,22332,25236,29281,36654,4.2,22836.87,22571.66,0.3200
5313,53,Saint-Malo,72023.8,13100,18649,25791,12691,8301,11783,14251,16437,21060,24018,28133,35990,4.3,22365.79,21834.92,0.3388
5314,53,Vitré,33240.2,13705,18354,23971,10266,9576,12558,14715,16537,20273,22589,25751,32026,3.3,21502.47,20715.81,0.2930
5315,53,Lorient,203929.1,13276,18711,25333,12057,8262,11928,14462,16628,20980,23684,27359,33945,4.1,23965.77,21024.96,0.3175
5316,53,Ploërmel,26572.9,12609,17587,23113,10504,8306,11399,13682,15734,19515,21700,24805,30153,3.6,12495.90,19105.89,0.2892
5317,53,Pontivy,38741.9,12716,17886,23769,11053,8204,11456,13792,15900,19951,22262,25457,30995,3.8,15817.02,19794.00,0.3076
5318,53,Vannes,231252.7,13776,19297,26346,12570,8919,12463,14995,17161,21626,24529,28616,36277,4.1,23892.69,22211.70,0.3226
5401,54,Thouars - Loudun,45133.2,12114,16814,22384,10270,7740,10965,13111,15054,18733,20949,24107,29845,3.9,18141.40,18892.25,0.3128
5402,54,Châtellerault,56218.0,12178,17888,24350,12172,6596,10718,13448,15758,20150,22728,26394,32579,4.9,21539.76,19865.79,0.3358
5403,54,Angoulême,187697.3,11947,17708,24376,12429,6574,10538,13233,15550,20041,22736,26372,32915,5.0,16252.25,19722.78,0.3352
5404,54,Jonzac - Barbezieux-Saint-Hilaire,45036.9,11052,16162,22617,11565,6467,9876,12086,14119,18447,21049,24522,31192,4.8,14804.30,18458.60,0.3387
5405,54,Cognac,56730.7,12790,18496,25562,12772,7770,11429,13966,16218,20833,23781,27810,35814,4.6,23890.43,21697.59,0.3516
5406,54,Saintes - Saint-Jean-d'Angély,83527.7,12100,17562,24065,11965,7091,10713,13259,15420,19784,22395,26062,32825,4.6,15333.87,19629.19,0.3280
5407,54,Royan,65650.5,12809,18524,26098,13289,8027,11439,13999,16262,21099,24135,28647,36709,4.6,19560.63,21771.84,0.3432
5408,54,Rochefort,75252.0,12291,17804,24549,12258,7291,10953,13499,15697,20090,22825,26627,33342,4.6,15459.81,19952.11,0.3252
5409,54,La Rochelle,162185.1,13671,19759,27563,13892,8309,12187,14990,17380,22368,25566,30104,38248,4.6,22707.29,22970.99,0.3425
5410,54,Niort,150850.1,13115,18735,25738,12623,8253,11811,14326,16575,21085,23978,27871,34660,4.2,16913.30,21096.72,0.3182
5411,54,Parthenay,22034.5,12121,16791,22518,10397,7511,10929,13061,14935,18757,21040,24338,30093,4.0,14133.91,18719.38,0.3111
5412,54,Bressuire,48592.6,12449,16895,22158,9709,8129,11395,13357,15188,18760,20849,23721,28867,3.6,16823.39,18878.34,0.3028
5413,54,Poitiers,214771.7,12887,18799,25784,12897,7557,11457,14212,16550,21191,24042,28055,35293,4.7,18246.10,21118.44,0.3310
7201,72,Bergerac,75134.4,11251,16986,23875,12624,5969,9865,12471,14757,19400,22131,25905,32669,5.5,16184.82,19249.97,0.3486
7202,72,Périgueux,163278.2,12031,17631,24121,12090,7061,10697,13244,15469,19907,22530,26100,32503,4.6,16607.85,19640.41,0.3274
7203,72,Sarlat-la-Canéda,36528.8,11649,17263,24200,12551,7219,10475,12864,15071,19578,22397,26255,33353,4.6,16194.00,19800.72,0.3381
7204,72,Bordeaux,818779.0,13586,20271,28447,14861,7773,11995,15045,17707,23077,26381,30955,39223,5.0,23050.89,23342.09,0.3482
7205,72,Libourne,76931.8,11313,17025,23724,12411,6075,9912,12590,14902,19361,22107,25730,32635,5.4,18082.05,19449.12,0.3551
7206,72,Pauillac,34552.2,11786,17460,23978,12192,6798,10450,13017,15318,19695,22329,25891,32406,4.8,24336.07,19746.90,0.3404
7207,72,La Teste-de-Buch,102355.6,14000,19824,27292,13292,8939,12633,15255,17532,22316,25378,29697,37517,4.2,18337.71,22777.97,0.3243
7208,72,Dax,120921.5,13320,18904,25738,12418,8334,11943,14575,16752,21214,24024,27847,35037,4.2,18715.50,21512.92,0.3247
7209,72,Agen,101666.2,11894,18024,25098,13204,6602,10486,13225,15717,20503,23375,27282,34394,5.2,20582.39,20426.49,0.3471
7210,72,Marmande,59875.8,11162,16697,23215,12053,6313,9887,12324,14530,19037,21632,25144,31731,5.0,18551.35,18937.39,0.3457
7211,72,Villeneuve-sur-Lot,66753.3,10861,16294,22694,11833,6029,9579,12004,14170,18496,21104,24638,31026,5.1,24346.39,18522.64,0.3480
7212,72,Bayonne,219982.0,13721,19661,27187,13466,8533,12295,14987,17336,22193,25272,29623,38028,4.5,23261.85,23064.02,0.3444
7213,72,Oloron-Sainte-Marie,28806.8,12706,18201,24407,11701,7764,11382,13925,16124,20316,22881,26300,32312,4.2,16896.73,19944.19,0.3063
7214,72,Pau,227651.1,13424,19584,27339,13915,8108,11977,14752,17165,22236,25361,29693,37487,4.6,19470.00,22333.31,0.3338
7301,73,Foix - Pamiers,77160.4,11464,17263,23837,12373,6090,9988,12745,15070,19489,22211,25839,32036,5.3,14687.81,19029.69,0.3348
7302,73,Saint-Girons,22545.0,10564,16772,23579,13015,4809,9053,11849,14401,19305,21978,25608,31936,6.6,13993.89,18485.91,0.3534
7303,73,Millau,41418.3,11682,16958,23328,11646,6957,10423,12872,14919,19203,21822,25154,31461,4.5,14976.68,19054.78,0.3261
7304,73,Rodez,118488.1,12468,17977,24607,12139,7933,11212,13604,15848,20305,22974,26585,33153,4.2,17216.11,20381.19,0.3235
7305,73,Villefranche-de-Rouergue,24810.9,11318,16629,23211,11893,6977,10211,12351,14453,18867,21496,25116,31837,4.6,16099.92,19060.00,0.3377
7306,73,Saint-Gaudens,40368.7,11732,17687,24548,12816,6539,10335,13048,15411,20172,22916,26555,33167,5.1,15640.27,19731.05,0.3380
7307,73,Auch,78426.8,12055,17811,24837,12782,7186,10691,13244,15569,20198,23055,26909,34054,4.7,20163.80,20277.40,0.3392
7308,73,Cahors,63670.1,11843,17772,25077,13234,6811,10503,13107,15479,20316,23295,27243,34130,5.0,17342.18,20230.13,0.3420
7309,73,Figeac,26651.9,12340,17940,24580,12240,7733,11048,13532,15737,20244,22923,26661,33047,4.3,53550.20,20649.88,0.3384
7310,73,Tarbes - Lourdes,159073.2,12401,18099,24799,12398,7320,11049,13661,15901,20430,23171,26787,33088,4.5,16918.66,20092.52,0.3226
7311,73,Albi,115580.3,11998,17845,24844,12846,6605,10523,13289,15577,20228,23097,27075,34077,5.2,17909.42,20220.89,0.3445
7312,73,Castres - Mazamet,91268.7,11702,17111,23531,11829,6381,10333,12905,15067,19293,21948,25505,32309,5.1,16868.99,19400.15,0.3432
7313,73,Montauban,148173.9,11018,16965,23773,12755,5738,9611,12271,14656,19349,22137,25764,32339,5.6,17995.60,19094.34,0.3518
7401,74,Tulle,48071.7,12785,18517,25096,12311,8262,11538,14010,16334,20811,23465,27122,33377,4.0,15274.29,20406.21,0.3073
7402,74,Ussel,20814.0,12100,17357,23531,11431,7505,10809,13236,15314,19450,22107,25379,31676,4.2,15173.54,19466.81,0.3215
7403,74,Guéret,83940.0,10924,16309,22852,11928,6358,9746,11993,14106,18645,21241,24775,30835,4.8,16118.49,18308.78,0.3356
7404,74,Limoges,251641.2,12396,18677,25746,13350,6444,10841,13818,16330,21118,24003,27907,34831,5.4,17425.60,20726.52,0.3409
8201,82,Ambérieu-en-Bugey,64058.8,14235,20065,26926,12691,9141,12814,15519,17868,22433,25197,28990,35750,3.9,30197.69,22374.29,0.3048
8202,82,Bourg-en-Bresse,86407.5,13807,19678,26455,12648,8690,12395,15121,17455,22034,24770,28576,35612,4.1,17159.29,22047.84,0.3139
8203,82,Oyonnax,43361.5,11550,17747,24578,13028,6939,10134,12895,15421,20117,22892,26644,33208,4.8,36973.76,20492.29,0.3541
8204,82,Annonay,35576.6,12937,18140,24033,11096,7860,11557,14082,16144,20182,22584,25732,31731,4.0,16519.66,20081.80,0.3106
8205,82,Aubenas,64667.8,11177,16897,23474,12297,6272,9838,12429,14758,19154,21863,25473,31923,5.1,19408.52,18967.47,0.3415
8206,82,Montélimar,122639.4,11704,17972,25562,13858,6440,10252,13062,15550,20584,23633,27844,35056,5.4,21341.04,20455.38,0.3489
8207,82,Romans-sur-Isère,58120.3,11918,17894,24833,12915,6658,10400,13218,15657,20280,23138,26999,34086,5.1,17267.43,20222.78,0.3417
8208,82,Valence,233548.9,12490,18388,25445,12955,7369,11079,13764,16130,20812,23669,27592,34773,4.7,18633.18,20856.60,0.3360
8209,82,Bourgoin-Jallieu,141242.5,13327,19385,26275,12948,8172,11861,14686,17093,21727,24522,28313,34991,4.3,15556.86,21403.32,0.3128
8210,82,Grenoble,534846.2,14057,20687,28872,14815,8410,12495,15490,18121,23485,26824,31367,39403,4.7,22531.35,23550.48,0.3329
8211,82,Vienne - Roussillon,147414.3,13091,19112,26053,12962,7840,11628,14406,16801,21503,24394,28159,34870,4.4,18012.50,21285.49,0.3221
8212,82,Roanne,95695.0,12625,17788,23870,11245,7463,11219,13842,15873,19888,22359,25736,31865,4.3,18930.30,19854.65,0.3191
8213,82,Villefranche-sur-Saône,164076.6,14278,20514,28164,13886,8947,12811,15611,18071,23066,26233,30555,38521,4.3,21107.32,23406.21,0.3252
8214,82,Lyon,1154847.4,13191,20619,29587,16396,7127,11408,14821,17769,23674,27313,32383,41698,5.9,27105.60,24230.56,0.3710
8215,82,Tarentaise,74358.7,13881,19651,26659,12778,8882,12586,15131,17435,22126,24916,28740,35963,4.0,19264.06,22494.77,0.3227
8216,82,Chambéry,190623.2,14155,20485,28195,14040,8721,12628,15539,18016,23111,26242,30605,38604,4.4,23564.64,23473.75,0.3318
8217,82,Maurienne,27309.8,14209,19683,26430,12221,9389,12928,15362,17478,22139,24881,28355,34839,3.7,14651.93,21913.16,0.2949
8218,82,Annecy,188857.6,15873,22725,31605,15732,10167,14273,17346,20016,25646,29274,34623,45363,4.5,29911.20,27048.09,0.3438
8219,82,Genevois Français,244916.0,15603,26371,42668,27065,7798,13358,17743,21916,31693,38385,47626,63675,8.2,31847.37,32974.17,0.4094
8220,82,Vallée de l'Arve,39933.6,14069,20617,28317,14248,8533,12529,15506,18059,23307,26499,30685,39123,4.6,17551.54,23446.96,0.3292
8221,82,Mont Blanc,43181.7,14765,20807,28511,13746,9741,13290,16089,18465,23244,26431,31065,40342,4.1,25788.71,24666.31,0.3389
8222,82,Chablais,64347.0,15104,22605,33202,18098,9420,13494,16632,19572,26052,30408,36588,48111,5.1,23683.95,27081.64,0.3540
8301,83,Montluçon,78206.7,11812,17464,23897,12085,6342,10364,13085,15286,19741,22339,25791,31760,5.0,16081.92,19312.96,0.3355
8302,83,Moulins,68755.3,12088,17604,24045,11957,6983,10738,13275,15496,19808,22395,25910,32100,4.6,14722.10,19469.75,0.3242
8303,83,Vichy,92742.5,11847,17507,24192,12345,6641,10503,13056,15362,19778,22540,26216,33191,5.0,18210.46,19807.51,0.3436
8304,83,Aurillac,57088.1,12547,17975,24581,12034,7971,11269,13687,15864,20218,22908,26650,33010,4.1,17290.83,20337.57,0.3218
8305,83,Mauriac,20521.1,11226,15898,21977,10751,7233,10160,12169,14002,17903,20416,23660,29685,4.1,13780.42,18098.15,0.3200
8306,83,Saint-Flour,23931.3,11244,16142,22288,11044,7090,10137,12253,14184,18184,20802,24176,30165,4.3,15147.85,18377.77,0.3267
8307,83,Brioude,30666.8,11278,16399,22361,11083,6834,10102,12293,14324,18513,20934,24080,29702,4.3,14315.85,18154.86,0.3177
8308,83,Le Puy-en-Velay,62087.9,12214,17735,24302,12088,7443,10965,13364,15609,19998,22614,26338,32700,4.4,17442.69,19931.88,0.3262
8309,83,Ambert,14534.9,11848,17036,23853,12005,7255,10669,12986,15040,19522,22253,25907,32224,4.4,18320.28,19540.61,0.3307
8310,83,Clermont-Ferrand,349206.1,13446,19747,27354,13908,7918,11919,14821,17342,22341,25459,29655,37161,4.7,20651.48,22418.82,0.3358
8311,83,Issoire,33083.1,12531,17949,24110,11579,7868,11305,13746,15835,20159,22629,25881,31722,4.0,15432.28,19783.62,0.3078
8312,83,Thiers,32640.0,11679,16952,23259,11580,6701,10333,12912,14944,19135,21680,25146,31061,4.6,14376.70,18840.27,0.3237
9101,91,Carcassonne,83650.5,10229,16541,23688,13459,4096,8653,11607,14102,19034,21872,25788,32445,7.9,25106.43,18736.52,0.3793
9102,91,Limoux,29971.0,9948,15561,21981,12033,4469,8475,11239,13477,17859,20377,24008,30017,6.7,14196.33,17288.56,0.3558
9103,91,Narbonne,109364.8,10154,16149,23206,13052,4605,8732,11513,13892,18596,21443,25242,32032,7.0,16961.68,18374.43,0.3703
9104,91,Alès,100024.9,9758,15879,22848,13090,3867,8171,11150,13603,18259,21123,24839,31176,8.1,21651.77,17864.49,0.3759
9105,91,Bagnols-sur-Cèze,45654.4,11592,18021,25638,14046,5720,9939,12883,15553,20620,23792,27768,34451,6.0,15081.34,19896.61,0.3417
9106,91,Nîmes,240505.3,10333,17348,25163,14830,4337,8615,11931,14755,20145,23284,27431,34820,8.0,18788.44,19774.76,0.3835
9107,91,Agde - Pézenas,59713.3,10183,16295,23528,13345,4963,8808,11464,13942,18743,21671,25754,32937,6.6,23372.06,18809.65,0.3763
9108,91,Béziers,156317.5,9593,15955,23165,13572,3906,8032,11008,13559,18484,21411,25258,32150,8.2,18989.52,18328.68,0.3892
9109,91,Clermont-l'Hérault - Lodève,36715.8,10317,16295,23047,12730,5098,8834,11602,13957,18679,21421,25088,31630,6.2,14225.07,18126.85,0.3538
9110,91,Ganges,31596.1,10228,15920,22540,12312,4625,8673,11494,13736,18162,20891,24596,30943,6.7,13799.22,17737.95,0.3568
9111,91,Montpellier,423614.9,11769,19283,28139,16370,5603,9978,13418,16407,22319,25963,30845,39670,7.1,24715.37,22452.19,0.3831
9112,91,Sète,71118.0,10765,17161,24454,13689,4893,9128,12184,14795,19657,22577,26657,33940,6.9,17891.63,19347.72,0.3678
9113,91,Lozère,49912.2,11966,17503,23949,11983,7322,10693,13148,15368,19688,22335,25923,32083,4.4,16735.27,19564.32,0.3239
9114,91,Céret,51971.7,11454,17481,24768,13314,5950,9976,12771,15162,19974,23004,26942,34381,5.8,17117.60,19923.98,0.3551
9115,91,Perpignan,236501.0,10035,16619,24147,14112,3911,8368,11510,14106,19295,22335,26380,33559,8.6,20762.14,19075.01,0.3893
9116,91,Prades,29442.1,10510,16388,23115,12605,5219,9090,11837,14219,18829,21490,25021,31565,6.0,13351.67,18158.78,0.3472
9301,93,Digne-les-Bains,48640.3,11884,17952,24938,13054,6456,10427,13213,15594,20472,23235,27111,33573,5.2,15911.50,19912.08,0.3337
9302,93,Manosque,55063.0,12096,18330,26115,14019,6653,10591,13389,15861,21060,24151,28417,35992,5.4,16980.55,20911.18,0.3460
9303,93,Briançon,24154.2,13071,18451,25221,12150,8326,11801,14213,16325,20861,23597,27411,34645,4.2,15806.69,21066.95,0.3187
9304,93,Gap,72070.6,12432,18283,25264,12832,7643,11059,13671,16007,20611,23495,27435,34199,4.5,16359.74,20658.65,0.3294
9305,93,Cannes - Antibes,295700.8,13078,20441,30095,17017,7289,11435,14633,17556,23643,27614,33195,43487,6.0,29269.80,24936.13,0.3860
9306,93,Menton - Vallée de la Roya,58940.4,13790,20649,29398,15608,8410,12284,15226,17857,23661,27188,32111,41195,4.9,22402.34,24227.45,0.3517
9307,93,Nice,447438.9,12250,19784,29010,16760,6075,10488,13844,16845,22930,26680,31915,41742,6.9,26939.40,23631.31,0.3908
9308,93,Aix-en-Provence,267126.5,14026,21501,31214,17188,8067,12329,15612,18546,24754,28700,34179,44031,5.5,31510.93,25603.56,0.3676
9309,93,Arles,55642.4,10701,17378,25154,14453,5223,9072,12120,14841,20148,23267,27656,35426,6.8,29764.88,20239.08,0.3823
9310,93,Marseille - Aubagne,873002.7,10468,18579,27718,17250,3953,8540,12267,15505,21804,25487,30415,39257,9.9,24565.29,21627.91,0.4059
9311,93,Istres - Martigues,92929.9,12243,18845,26521,14278,6599,10650,13688,16289,21532,24690,28689,35476,5.4,14849.65,20727.31,0.3329
9312,93,Salon-de-Provence,81556.7,12617,19425,27492,14875,7128,11037,14082,16829,22208,25536,29897,37298,5.2,21714.44,21949.36,0.3424
9313,93,Draguignan,81193.2,11791,18210,25784,13993,6202,10179,13181,15702,20857,23909,28050,35258,5.7,19116.71,20664.74,0.3546
9314,93,Fréjus - Saint-Raphaël,129382.6,12800,19821,28824,16024,7319,11235,14303,17039,22804,26498,31754,41666,5.7,29224.10,24388.51,0.3894
9315,93,Toulon,434065.1,12235,19189,27278,15043,6159,10562,13763,16519,21971,25247,29681,37558,6.1,24081.08,21875.70,0.3620
9316,93,Cavaillon - Apt,53318.9,10553,17044,24708,14155,5446,9021,11945,14487,19685,22792,27143,35480,6.5,26937.78,20299.98,0.3888
9317,93,Orange,65404.3,10706,17039,24199,13493,5746,9171,12048,14537,19649,22485,26359,33173,5.8,17314.64,19198.86,0.3542
9401,94,Ajaccio,65916.4,12046,19339,28025,15979,6539,10438,13598,16465,22438,25968,30569,39139,6.0,21746.93,22535.70,0.3693
9402,94,Porto-Vecchio,16781.6,10477,17120,25506,15029,5803,9121,11891,14555,20078,23522,27963,37366,6.4,25608.60,21410.54,0.4078
9403,94,Sartène - Propriano,6692.9,9951,15946,24250,14299,4954,8253,11133,13521,18831,22328,26828,34716,7.0,18504.20,19128.09,0.3873
9404,94,Bastia,71764.5,10152,17022,25337,15185,4914,8623,11595,14358,19944,23347,27863,36067,7.3,22161.68,20364.91,0.3991
9405,94,Calvi - L'Île-Rousse,12627.6,9913,16387,24504,14591,5370,8455,11247,13809,19070,22385,27213,35901,6.7,27991.96,20352.32,0.4094
9406,94,Corte,6634.0,10267,16942,24747,14480,5171,8851,11779,14211,19662,22721,26976,33976,6.6,15377.88,19229.41,0.3645
9407,94,Ghisonaccia - Aléria,9197.5,9377,15952,23513,14136,4825,8038,10844,13448,18875,21853,25764,32236,6.7,16719.09,18534.68,0.3810
