Fichier Localisé Social et Fiscal (FiLoSoFi) - Année 2014,,,,,,,,,,,,,,,,,,,,,,,,,
Distribution des revenus déclarés par unité de consommation et composition du revenu déclaré - Ensemble,,,,,,,,,,,,,,,,,,,,,,,,,
Mise en ligne le 25/04/2019      Géographie au 01/01/2015,,,,,,,,,,,,,,,,,,,,,,,,,
"©Insee       Source(s) : Insee-DGFIP-Cnaf-Cnav-CCMSA, Fichier localisé social et fiscal.",,,,,,,,,,,,,,,,,,,,,,,,,
Code géographique,Libellé géographique,Nombre de ménages fiscaux,Nombre de personnes dans les ménages fiscaux,Nbre d'unités de consommation dans les ménages fiscaux,Part des ménages fiscaux imposés (%),1er quartile (€),Médiane (€),3e quartile (€),Ecart interquartile (€),1er décile (€),2e décile (€),3e décile  (€),4e décile (€) ,6e décile (€),7e décile (€),8e décile (€) ,9e décile (€),Rapport interdécile D9/D1,S80/S20,Indice de Gini,Part des salaires et traitements hors chômage (%),Part des indemnités chômage (%),Part des revenus d'activités non salariées (%),"Part des pensions, retraites et rentes (%)",Part des autres revenus (%)
CODGEO,LIBGEO,NBMEN14,NBPERS14,NBUC14,PMIMP14,Q114,Q214,Q314,Q3_Q1,D114,D214,D314,D414,D614,D714,D814,D914,RD,S80S2014,GI14,PTSA14,PCHO14,PBEN14,PPEN14,PAUT14
2513,L'Aigle,14623,33074,22758.1,51.1,12174.0,18078.0,24518.0,12344.0,6514.0,10650.0,13580.0,15922.0,20264.0,22908.0,26474.0,32576.0,5.0,6.7,0.3,50.8,3.0,6.2,34.7,5.3
2601,Beaune,21595,49086,33809.9,62.2,15000.0,21310.0,29264.0,14264.0,9336.0,13482.0,16428.0,18968.0,23920.0,27148.0,31980.0,42006.0,4.5,6.2,0.3,53.8,2.5,8.5,26.6,8.6
2602,Chatillon,8195,17382,12329.3,52.9,13098.0,18464.0,24810.0,11712.0,7516.0,11722.0,14374.0,16556.0,20696.0,23246.0,26900.0,33154.0,4.4,5.8,0.3,46.3,3.0,7.8,36.8,6.1
2603,Dijon,181249,404221,279431.4,62.4,14888.0,21488.0,29324.0,14436.0,8862.0,13224.0,16364.0,18976.0,24156.0,27310.0,31712.0,39676.0,4.5,5.9,0.3,59.1,2.6,5.3,28.1,4.9
2604,Montbard,14230,30872,21633.3,54.9,13790.0,19090.0,25478.0,11688.0,8318.0,12324.0,14922.0,17110.0,21284.0,23882.0,27490.0,33586.0,4.0,5.4,0.3,53.5,2.5,5.5,33.9,4.6
2605,Le Morvan,16332,31960,23430.5,49.4,12174.0,17662.0,24502.0,12328.0,6820.0,10704.0,13400.0,15558.0,20114.0,22910.0,26488.0,32784.0,4.8,6.1,0.3,36.0,2.5,7.2,48.3,6.0
2606,Nevers,54784,115580,81808.1,54.6,12958.0,19256.0,25882.0,12924.0,6320.0,11208.0,14460.0,16956.0,21602.0,24272.0,27814.0,34240.0,5.4,7.1,0.3,52.0,2.6,5.0,36.2,4.2
2607,Autun,15112,32429,22869.0,51.5,12882.0,18332.0,24876.0,11994.0,7542.0,11342.0,14068.0,16204.0,20516.0,23200.0,26786.0,33314.0,4.4,5.7,0.3,48.6,2.9,6.7,37.4,4.4
2608,Chalon-sur-Saône,85441,193158,133031.2,57.2,13920.0,19952.0,26922.0,13002.0,8284.0,12360.0,15300.0,17664.0,22332.0,25168.0,29040.0,36286.0,4.4,5.9,0.3,56.5,2.9,5.5,30.5,4.6
2609,Louhans,16433,35921,25128.3,50.9,13300.0,18520.0,24564.0,11264.0,8102.0,11832.0,14452.0,16506.0,20646.0,23058.0,26364.0,32144.0,4.0,5.2,0.3,50.8,2.8,5.3,37.1,4.0
2610,Le Creusot - Montceau,45640,98367,69117.5,51.7,12992.0,18620.0,25010.0,12018.0,7260.0,11458.0,14286.0,16528.0,20840.0,23424.0,26890.0,33016.0,4.5,6.0,0.3,52.4,3.2,4.2,36.5,3.7
2611,Le Charolais,37903,82013,57665.7,50.7,13546.0,18608.0,24628.0,11082.0,8546.0,12218.0,14712.0,16736.0,20704.0,23144.0,26486.0,32606.0,3.8,5.0,0.3,48.9,2.7,6.6,36.5,5.3
2612,Auxerre,91068,202582,140376.6,56.4,13112.0,19336.0,26374.0,13262.0,7134.0,11444.0,14528.0,16986.0,21802.0,24650.0,28488.0,35632.0,5.0,6.6,0.3,51.6,2.8,6.5,33.9,5.2
2613,Avallon,10553,22723,15978.8,53.9,12918.0,18640.0,24906.0,11988.0,7396.0,11488.0,14272.0,16580.0,20798.0,23350.0,26932.0,33826.0,4.6,6.1,0.3,48.6,2.5,7.0,36.1,5.8
2614,Sens,46839,110008,74472.7,58.1,13444.0,19788.0,26645.0,13201.0,7544.0,11818.0,14856.0,17440.0,22178.0,24948.0,28792.0,35708.0,4.7,6.3,0.3,55.6,3.3,5.4,31.1,4.6
3110,Roubaix - Tourcoing,164816,422409,275792.9,50.3,9854.0,17520.0,25598.0,15744.0,3578.0,8084.0,11544.0,14696.0,20374.0,23608.0,28022.0,36094.0,10.1,12.8,0.4,62.5,4.1,4.1,24.0,5.3
3111,Lille,321111,752252,508628.6,58.5,12682.0,20614.0,29920.0,17238.0,5874.0,10642.0,14508.0,17632.0,23804.0,27586.0,32754.0,42076.0,7.2,9.5,0.4,64.7,3.2,5.2,22.0,4.9
3112,Dunkerque,103552,250158,167914.2,52.5,11822.0,18371.0,25632.0,13810.0,6242.0,10230.0,13246.0,15860.0,20952.0,23884.0,27774.0,34666.0,5.6,7.3,0.3,59.8,3.9,4.3,28.0,4.0
3113,La Flandre - Lys,48991,123900,81893.0,55.6,13948.0,19784.0,26666.0,12718.0,8566.0,12464.0,15290.0,17592.0,22158.0,24932.0,28718.0,35352.0,4.1,5.5,0.3,61.0,3.1,5.4,25.1,5.4
3114,Douai,97896,244601,162051.1,47.6,10732.0,17488.0,24980.0,14248.0,4810.0,9030.0,12248.0,14946.0,20154.0,23186.0,27114.0,33734.0,7.0,9.0,0.4,60.8,3.6,4.2,28.1,3.3
3115,Valenciennes,139464,344119,228375.4,44.8,9398.0,16304.0,23732.0,14334.0,3476.0,7804.0,10914.0,13694.0,18934.0,21954.0,25906.0,32512.0,9.4,11.3,0.4,60.2,3.9,4.4,27.7,3.8
3116,Cambrai,73059,177102,118583.3,48.2,11134.0,17524.0,24532.0,13398.0,5458.0,9462.0,12616.0,15200.0,19954.0,22858.0,26636.0,33498.0,6.1,8.3,0.4,56.4,3.7,6.8,28.7,4.4
3117,Maubeuge,91969,223961,149509.5,45.4,9446.0,16432.0,23750.0,14304.0,3306.0,7770.0,10952.0,13788.0,19014.0,22010.0,25864.0,32490.0,9.8,11.6,0.4,56.3,3.8,5.6,29.7,4.6
3121,Arras,98391,238349,159845.5,55.2,12958.0,19580.0,27150.0,14192.0,7062.0,11276.0,14438.0,17052.0,22220.0,25290.0,29492.0,37060.0,5.2,7.1,0.3,58.8,2.7,7.1,26.7,4.7
3122,Lens - Hénin,145261,362000,239412.5,40.7,8934.0,15520.0,22064.0,13130.0,3524.0,7536.0,10314.0,13032.0,17872.0,20534.0,23864.0,29397.0,8.3,10.1,0.4,60.4,4.4,3.4,29.5,2.3
3123,Béthune - Bruay,117824,290578,193294.8,46.8,11112.0,17556.0,24544.0,13432.0,5480.0,9512.0,12562.0,15152.0,20034.0,22846.0,26586.0,32862.0,6.0,8.0,0.3,60.4,3.4,4.7,28.1,3.4
3124,Saint-Omer,47036,116780,77583.8,48.6,11226.0,17560.0,24000.0,12774.0,5876.0,9744.0,12628.0,15200.0,19824.0,22458.0,25970.0,32138.0,5.5,7.4,0.3,59.4,3.7,5.4,26.9,4.6
3125,Calais,65971,164630,108769.2,47.6,10460.0,17176.0,24310.0,13850.0,4462.0,8852.0,11946.0,14608.0,19698.0,22566.0,26322.0,32550.0,7.3,9.2,0.4,60.4,4.2,5.2,26.3,3.9
3126,Boulogne-sur-mer,66274,159883,107352.9,47.9,10716.0,17240.0,24514.0,13798.0,5072.0,9092.0,12200.0,14806.0,19850.0,22710.0,26676.0,33752.0,6.7,9.0,0.4,56.7,3.7,5.5,29.0,5.1
3127,Berck - Montreuil,45351,105563,71961.2,51.6,12112.0,18174.0,25308.0,13196.0,6702.0,10530.0,13504.0,15914.0,20650.0,23548.0,27550.0,35206.0,5.3,7.3,0.4,50.1,3.2,7.0,32.8,6.9
4101,Longwy,45327,103774,71011.3,38.7,13052.0,20060.0,28718.0,15666.0,6460.0,11340.0,14530.0,17218.0,23052.0,26620.0,31184.0,38746.0,6.0,7.5,0.3,29.9,2.8,3.2,22.5,41.6
4102,Lunéville,14003,32258,21992.4,49.3,11762.0,18390.0,24948.0,13186.0,5752.0,10050.0,13390.0,16076.0,20676.0,23320.0,26766.0,33252.0,5.8,7.8,0.3,56.1,3.6,4.7,31.5,4.1
4103,Nancy,214225,481703,331981.8,58.6,13806.0,20790.0,28740.0,14934.0,7082.0,11988.0,15392.0,18196.0,23524.0,26770.0,31188.0,39184.0,5.5,7.3,0.3,60.1,2.8,5.1,27.6,4.4
4104,Bar-le-Duc,26331,58783,40793.7,56.0,13830.0,19650.0,26352.0,12522.0,8056.0,12274.0,15126.0,17420.0,22018.0,24672.0,28330.0,34554.0,4.3,5.7,0.3,55.2,2.7,5.3,32.5,4.3
4105,Commercy,18371,43083,29258.5,50.0,12420.0,18242.0,24676.0,12256.0,7222.0,10960.0,13670.0,16034.0,20552.0,23162.0,26498.0,32612.0,4.5,5.9,0.3,53.7,3.3,7.1,31.0,4.9
4106,Verdun,26333,59501,40990.8,51.3,12704.0,18722.0,25384.0,12680.0,6930.0,11174.0,14046.0,16452.0,21064.0,23778.0,27384.0,33892.0,4.9,6.6,0.3,53.4,2.7,7.2,30.9,5.8
4107,Metz,210389,486685,332397.5,54.3,13574.0,20432.0,28532.0,14958.0,7356.0,11884.0,15064.0,17760.0,23246.0,26542.0,30986.0,38936.0,5.3,7.0,0.3,54.9,3.2,4.4,25.9,11.6
4108,Forbach,89961,211712,144309.9,48.9,11716.0,18022.0,25276.0,13560.0,6002.0,10124.0,13166.0,15716.0,20614.0,23542.0,27370.0,34266.0,5.7,7.5,0.3,55.6,4.0,3.7,32.5,4.2
4109,Sarrebourg,29834,70393,47933.4,53.6,13870.0,19510.0,26036.0,12166.0,8700.0,12478.0,15140.0,17368.0,21774.0,24528.0,27914.0,33886.0,3.9,5.2,0.3,58.8,2.9,4.7,29.5,4.1
4110,Sarreguemines,46404,109591,74713.7,53.8,14060.0,20198.0,27572.0,13512.0,8252.0,12498.0,15402.0,17796.0,22768.0,25722.0,29760.0,36890.0,4.5,6.0,0.3,60.9,3.6,3.8,27.3,4.4
4111,Thionville,90575,211408,143766.1,44.3,14022.0,21272.0,30484.0,16462.0,7622.0,12306.0,15526.0,18380.0,24434.0,28160.0,33244.0,41880.0,5.5,7.1,0.3,34.2,2.7,3.0,22.6,37.5
4112,Épinal,69736,157859,108571.8,52.3,12576.0,18802.0,25562.0,12986.0,6378.0,10906.0,14084.0,16604.0,21150.0,23908.0,27658.0,34420.0,5.4,7.2,0.3,56.7,3.6,5.0,30.3,4.4
4113,Remiremont,37316,82291,57401.5,51.7,13588.0,18760.0,24960.0,11372.0,8256.0,12156.0,14798.0,16798.0,20868.0,23454.0,26850.0,33260.0,4.0,5.4,0.3,52.9,3.8,4.3,33.6,5.4
4114,Saint-Dié-des-Vosges,38084,84523,58674.6,48.8,12166.0,18086.0,24338.0,12172.0,6416.0,10622.0,13576.0,15908.0,20204.0,22778.0,26146.0,32124.0,5.0,6.6,0.3,53.4,4.3,4.6,33.8,3.9
4115,Neufchâteau,22566,50092,34863.2,52.4,13004.0,18828.0,25434.0,12430.0,7468.0,11582.0,14356.0,16650.0,21188.0,23858.0,27548.0,33754.0,4.5,5.9,0.3,53.1,3.2,5.7,33.6,4.4
4201,Haguenau,80679,199352,133619.9,63.3,16018.0,22240.0,29568.0,13550.0,10328.0,14488.0,17356.0,19826.0,24734.0,27790.0,31708.0,38612.0,3.7,4.8,0.3,65.1,2.8,3.6,24.5,4.0
4202,Molsheim - Obernai,55388,134475,90614.9,65.9,16430.0,22774.0,30544.0,14114.0,10928.0,14976.0,17760.0,20312.0,25442.0,28630.0,32964.0,40790.0,3.7,4.8,0.3,62.4,2.7,4.3,25.1,5.5
4203,Saverne,31592,77060,51913.5,58.5,15032.0,20986.0,27976.0,12944.0,9722.0,13564.0,16292.0,18706.0,23432.0,26268.0,29978.0,36604.0,3.8,4.9,0.3,61.5,2.8,4.2,27.4,4.1
4204,Sélestat,34865,84820,56978.1,60.3,15200.0,21362.0,28584.0,13384.0,9274.0,13621.0,16546.0,19038.0,23862.0,26834.0,30716.0,37978.0,4.1,5.3,0.3,63.1,2.8,4.4,24.5,5.2
4205,Strasbourg,237019,540942,370479.0,60.4,12468.0,20890.0,30236.0,17768.0,5756.0,10384.0,14394.0,17788.0,24146.0,27906.0,33068.0,42550.0,7.4,9.9,0.4,61.4,3.1,4.9,25.0,5.6
4206,Wissembourg,16478,40020,27065.2,63.2,16324.0,23080.0,31656.0,15332.0,10723.0,14820.0,17630.0,20396.0,26100.0,29486.0,34070.0,42100.0,3.9,5.0,0.3,70.7,2.7,3.2,19.6,3.8
4207,Colmar,82678,190731,130625.1,63.1,15032.0,21852.0,29894.0,14862.0,8662.0,13250.0,16564.0,19298.0,24606.0,27852.0,32436.0,40836.0,4.7,6.3,0.3,60.2,2.7,5.2,26.6,5.3
4208,Mulhouse,176797,420522,284009.5,59.5,13184.0,20728.0,29386.0,16202.0,6674.0,11220.0,14910.0,17920.0,23692.0,27228.0,32054.0,40806.0,6.1,8.1,0.4,62.2,3.3,3.6,26.8,4.1
4209,Saint-Louis,50207,119444,80851.8,71.8,18402.0,28534.0,42560.0,24158.0,10856.0,16278.0,20424.0,24262.0,33368.0,39052.0,46680.0,60620.0,5.6,7.2,0.4,72.3,2.7,2.0,19.9,3.1
4301,Besançon,127667,291398,199070.7,58.3,14108.0,20484.0,28104.0,13996.0,7934.0,12416.0,15552.0,18086.0,23084.0,26196.0,30404.0,38072.0,4.8,6.4,0.3,60.5,2.8,5.3,26.7,4.7
4302,Belfort - Montbéliard - Héricourt,156083,360957,246030.3,55.9,12870.0,19570.0,26944.0,14074.0,6888.0,11142.0,14382.0,17062.0,22154.0,25148.0,29152.0,36102.0,5.2,6.8,0.3,59.7,3.7,3.8,29.4,3.4
4303,Morteau,20246,48112,32373.1,73.1,18956.0,28148.0,39890.0,20934.0,13132.0,17264.0,20698.0,24394.0,32334.0,37276.0,43170.0,52546.0,4.0,4.8,0.3,75.3,2.8,3.4,15.5,3.0
4304,Pontarlier,27177,64469,43380.2,68.4,17296.0,25010.0,35630.0,18334.0,11382.0,15616.0,18850.0,21764.0,28542.0,32874.0,38870.0,48258.0,4.2,5.2,0.3,71.2,2.9,4.7,17.5,3.7
4305,Dole,30527,69586,47712.8,56.2,13726.0,19726.0,26446.0,12720.0,7778.0,11990.0,15060.0,17480.0,22048.0,24748.0,28438.0,34806.0,4.5,5.9,0.3,55.6,2.8,4.7,32.9,4.0
4306,Lons-le-Saunier,53176,116514,81303.1,55.5,14036.0,19758.0,26580.0,12544.0,8846.0,12636.0,15258.0,17538.0,22068.0,24886.0,28596.0,35192.0,4.0,5.3,0.3,54.6,2.6,5.1,33.1,4.6
4307,Saint-Claude,23053,54119,36704.7,62.3,14886.0,21696.0,31100.0,16214.0,9212.0,13290.0,16348.0,19108.0,24870.0,28740.0,33946.0,42996.0,4.7,5.9,0.3,65.9,3.3,3.6,23.5,3.7
4308,Gray,11889,26828,18498.8,50.9,12582.0,18232.0,24644.0,12062.0,7120.0,11032.0,13810.0,16078.0,20494.0,23030.0,26578.0,32688.0,4.6,6.1,0.3,51.2,2.9,6.8,34.1,5.0
4309,Vesoul,50905,114615,79089.5,51.2,12582.0,18434.0,24862.0,12280.0,7310.0,11038.0,13962.0,16278.0,20666.0,23284.0,26822.0,32740.0,4.5,6.0,0.3,54.7,3.1,5.3,32.9,4.0
5201,Ancenis,19000,47698,31388.2,52.1,14198.0,19048.0,24550.0,10352.0,9716.0,12988.0,15284.0,17294.0,20990.0,23262.0,26139.0,31440.0,3.2,4.2,0.3,62.4,2.9,4.7,25.3,4.7
5202,Châteaubriant,15220,36192,24400.0,46.4,12390.0,17408.0,22790.0,10400.0,7138.0,11084.0,13538.0,15568.0,19224.0,21476.0,24514.0,30238.0,4.2,5.6,0.3,55.0,3.3,7.4,29.4,4.9
5203,Nantes,437195,1034003,696272.0,59.9,15224.0,21300.0,28884.0,13660.0,9336.0,13686.0,16568.0,18950.0,23838.0,26958.0,31216.0,39008.0,4.2,5.5,0.3,64.6,3.1,4.6,22.9,4.8
5204,Saint-Nazaire,133707,300892,207203.9,58.6,14762.0,20472.0,27572.0,12810.0,9372.0,13360.0,16018.0,18302.0,22864.0,25770.0,29780.0,37230.0,4.0,5.3,0.3,52.5,3.4,4.6,33.7,5.8
5205,Angers,191017,450141,303851.7,55.0,14048.0,19808.0,26784.0,12736.0,8186.0,12498.0,15370.0,17644.0,22168.0,24996.0,28990.0,36352.0,4.4,5.9,0.3,59.6,3.3,5.4,27.2,4.5
5206,Cholet,78114,192586,127974.9,52.5,14462.0,19112.0,24738.0,10276.0,9546.0,13194.0,15510.0,17350.0,20974.0,23290.0,26492.0,32394.0,3.4,4.5,0.3,61.0,3.1,5.3,26.0,4.6
5207,Saumur,42014,97277,66345.1,48.7,12898.0,18114.0,24326.0,11428.0,7698.0,11504.0,14126.0,16174.0,20244.0,22732.0,26278.0,32768.0,4.3,5.7,0.3,52.3,3.6,6.4,32.7,5.0
5208,Segré,21494,51876,34754.1,46.5,13404.0,17925.0,23202.0,9798.0,8530.0,12098.0,14436.0,16236.0,19642.0,21802.0,24750.0,30060.0,3.5,4.6,0.3,56.0,3.0,7.2,28.9,4.9
5209,Laval,92244,220021,147940.1,53.8,14174.0,19308.0,25472.0,11298.0,9030.0,12850.0,15302.0,17346.0,21410.0,23934.0,27396.0,33850.0,3.7,5.0,0.3,58.8,2.5,5.9,27.8,5.0
5210,La Mayenne,22431,51889,35435.3,52.3,13912.0,18792.0,24530.0,10618.0,8956.0,12578.0,15056.0,16958.0,20826.0,23124.0,26258.0,31794.0,3.6,4.8,0.3,54.3,3.0,7.0,29.8,5.9
5211,La Ferté-Bernard,14939,34200,23439.7,56.2,14144.0,19308.0,25220.0,11076.0,8732.0,12798.0,15354.0,17380.0,21304.0,23774.0,26960.0,32538.0,3.7,4.8,0.3,55.5,3.0,5.2,31.5,4.8
5212,La Flèche,23883,53591,37061.3,50.6,13154.0,18432.0,24212.0,11058.0,7816.0,11746.0,14352.0,16484.0,20380.0,22736.0,26116.0,32342.0,4.1,5.4,0.3,50.5,3.3,5.4,36.1,4.7
5213,Le Mans,179321,415600,282520.3,56.3,13814.0,19798.0,26384.0,12570.0,7516.0,12166.0,15214.0,17582.0,22104.0,24774.0,28416.0,34968.0,4.7,6.2,0.3,58.2,3.0,4.6,30.1,4.1
5214,Sablé-sur-Sarthe,15258,37145,24769.1,53.4,13516.0,18697.0,24316.0,10800.0,8216.0,12022.0,14641.0,16772.0,20706.0,22828.0,26086.0,32009.0,3.9,5.2,0.3,59.4,3.2,5.0,27.0,5.4
5215,Challans,59598,130162,91181.4,56.6,14466.0,19668.0,26320.0,11854.0,9806.0,13226.0,15606.0,17652.0,21934.0,24610.0,28382.0,35232.0,3.6,4.7,0.3,44.5,3.2,5.7,39.7,6.9
5216,Fontenay-le-Comte,29140,67871,46243.6,49.1,13300.0,18338.0,24130.0,10830.0,8258.0,11952.0,14410.0,16390.0,20378.0,22684.0,26034.0,32162.0,3.9,5.2,0.3,52.4,3.3,7.0,32.6,4.7
5217,Les Herbiers,24071,59776,39596.6,53.9,14906.0,19202.0,24436.0,9530.0,10558.0,13826.0,15916.0,17584.0,21012.0,23140.0,25880.0,30836.0,2.9,3.7,0.3,63.9,3.0,5.4,23.5,4.2
5218,La Roche-sur-Yon,105491,249354,168303.9,54.3,14334.0,19506.0,25537.0,11203.0,9184.0,12974.0,15466.0,17546.0,21568.0,24036.0,27406.0,33476.0,3.6,4.8,0.3,57.8,3.1,5.3,29.1,4.7
5219,Les Sables-d'Olonne,34052,70328,50521.7,61.0,15180.0,20968.0,28696.0,13516.0,9970.0,13728.0,16386.0,18662.0,23574.0,26822.0,31024.0,38976.0,3.9,5.3,0.3,39.8,3.1,5.3,44.7,7.1
5301,Dinan,41922,93089,64571.7,57.0,14576.0,20434.0,27776.0,13200.0,9432.0,13176.0,15842.0,18146.0,22926.0,25928.0,30132.0,38078.0,4.0,5.4,0.3,49.1,3.2,6.1,35.6,6.0
5302,Guingamp,22828,50212,34868.8,48.4,12768.0,18232.0,24344.0,11576.0,7546.0,11346.0,14042.0,16166.0,20374.0,22854.0,26306.0,32248.0,4.3,5.7,0.3,50.0,3.2,7.1,35.2,4.5
5303,Lannion,41921,90226,63419.0,57.5,14338.0,20454.0,28242.0,13904.0,8828.0,12880.0,15670.0,18032.0,23090.0,26214.0,30686.0,38170.0,4.3,5.5,0.3,45.5,2.9,6.3,40.1,5.2
5304,Loudéac,16931,38782,26574.4,51.9,13258.0,18542.0,24386.0,11128.0,8392.0,12010.0,14456.0,16552.0,20564.0,22900.0,26174.0,31732.0,3.8,5.0,0.3,50.9,2.6,9.2,32.5,4.8
5305,Saint-Brieuc,135278,302844,209081.5,56.1,14312.0,19896.0,26692.0,12380.0,9024.0,12896.0,15552.0,17760.0,22210.0,24974.0,28854.0,35780.0,4.0,5.2,0.3,51.2,2.9,6.8,34.0,5.1
5306,Brest,195414,440910,302943.3,57.0,14674.0,20400.0,27446.0,12772.0,9222.0,13230.0,15946.0,18188.0,22746.0,25680.0,29622.0,36506.0,4.0,5.2,0.3,57.0,3.2,5.6,30.0,4.2
5307,Carhaix-Plouguer,20430,42317,30239.7,48.1,12438.0,17866.0,24192.0,11754.0,7224.0,11150.0,13624.0,15782.0,20092.0,22598.0,25978.0,31568.0,4.4,5.6,0.3,44.3,3.1,8.8,39.3,4.5
5308,Morlaix,33036,72013,50248.1,54.9,14072.0,19618.0,26492.0,12420.0,8702.0,12712.0,15260.0,17478.0,21974.0,24758.0,28612.0,35340.0,4.1,5.4,0.3,48.3,3.2,7.9,35.5,5.1
5309,Quimper,146063,313837,220776.6,56.1,14564.0,20122.0,27086.0,12522.0,9370.0,13186.0,15812.0,17976.0,22472.0,25332.0,29230.0,36218.0,3.9,5.1,0.3,49.7,3.1,6.2,35.5,5.5
5310,Fougères,28750,66855,45433.6,50.5,13902.0,18622.0,24180.0,10278.0,8780.0,12626.0,15012.0,16864.0,20566.0,22824.0,25832.0,31420.0,3.6,4.7,0.3,56.8,2.8,6.2,29.9,4.3
5311,Redon,19442,44738,30580.7,51.8,13562.0,18774.0,24624.0,11062.0,8398.0,12154.0,14794.0,16908.0,20830.0,23176.0,26356.0,32022.0,3.8,5.0,0.3,54.7,3.6,5.1,32.3,4.3
5312,Rennes,321463,762050,512470.2,58.8,14908.0,21008.0,28428.0,13520.0,8946.0,13354.0,16282.0,18672.0,23514.0,26552.0,30732.0,38252.0,4.3,5.6,0.3,64.0,2.9,5.2,23.1,4.8
5313,Saint-Malo,48129,104401,73060.2,55.5,14064.0,19886.0,27448.0,13384.0,8682.0,12618.0,15344.0,17626.0,22384.0,25446.0,29816.0,38230.0,4.4,5.9,0.3,49.2,3.0,6.4,34.9,6.5
5314,Vitré,20423,51166,33762.9,55.9,14850.0,19640.0,25602.0,10752.0,10366.0,13722.0,15906.0,17872.0,21666.0,24040.0,27520.0,33608.0,3.2,4.2,0.3,64.6,2.6,5.8,21.6,5.4
5315,Lorient,132576,293636,203743.3,56.0,14188.0,19972.0,26860.0,12672.0,8560.0,12718.0,15476.0,17794.0,22338.0,25146.0,29002.0,35786.0,4.2,5.5,0.3,52.4,3.4,5.5,33.9,4.8
5316,Ploërmel,16881,38938,26573.6,51.6,13630.0,18837.0,24628.0,10998.0,8768.0,12282.0,14808.0,16840.0,20896.0,23234.0,26292.0,31958.0,3.6,4.7,0.3,54.8,2.9,6.8,31.2,4.3
5317,Pontivy,24624,56092,38505.5,53.5,13943.0,19062.0,25072.0,11129.0,8674.0,12560.0,15012.0,17120.0,21170.0,23590.0,26928.0,32672.0,3.8,5.0,0.3,53.5,2.8,8.1,30.6,5.0
5318,Vannes,152399,343873,236861.0,58.8,14734.0,20472.0,27904.0,13170.0,9402.0,13306.0,15992.0,18242.0,22972.0,25996.0,30240.0,38030.0,4.0,5.4,0.3,49.9,3.1,6.4,34.5,6.1
5401,Thouars - Loudun,28506,64158,44315.9,48.2,13022.0,17914.0,23698.0,10676.0,8064.0,11646.0,14160.0,16098.0,19873.0,22248.0,25448.0,31206.0,3.9,5.3,0.3,51.2,3.1,7.5,32.9,5.3
5402,Châtellerault,35798,80066,55358.5,53.6,13150.0,19066.0,25594.0,12444.0,6882.0,11542.0,14518.0,16864.0,21270.0,23990.0,27564.0,33974.0,4.9,6.7,0.3,54.5,3.2,4.9,32.9,4.5
5403,Angoulême,121041,266450,185805.3,51.4,12830.0,18898.0,25746.0,12916.0,6868.0,11262.0,14198.0,16640.0,21268.0,24048.0,27855.0,34644.0,5.0,6.7,0.3,52.7,3.2,6.3,32.9,4.9
5404,Jonzac - Barbezieux-Saint-Hilaire,29087,64745,45021.5,45.9,12008.0,17524.0,24250.0,12242.0,6862.0,10642.0,13172.0,15354.0,19810.0,22522.0,26354.0,33254.0,4.8,6.5,0.3,46.8,3.2,10.3,34.2,5.5
5405,Cognac,36318,80482,56033.8,55.9,13860.0,19870.0,27726.0,13866.0,8252.0,12390.0,15168.0,17530.0,22460.0,25644.0,30244.0,39030.0,4.7,6.7,0.4,50.1,2.8,10.1,30.2,6.8
5406,Saintes - Saint-Jean-d'Angely,54678,120613,84010.2,50.9,12872.0,18690.0,25568.0,12696.0,7436.0,11452.0,14194.0,16470.0,21014.0,23876.0,27690.0,34726.0,4.7,6.2,0.3,49.4,3.1,7.5,34.8,5.2
5407,Royan,45140,92988,66911.5,56.2,13688.0,19764.0,27746.0,14058.0,8486.0,12262.0,14944.0,17316.0,22422.0,25630.0,30334.0,38186.0,4.5,6.2,0.3,35.8,3.0,7.3,45.8,8.1
5408,Rochefort,49770,107270,75391.0,52.6,13190.0,18968.0,25860.0,12670.0,7680.0,11746.0,14486.0,16780.0,21344.0,24160.0,27948.0,34854.0,4.5,5.9,0.3,46.2,3.5,6.8,38.1,5.4
5409,La Rochelle,107820,238450,165821.5,59.8,14604.0,20908.0,29022.0,14418.0,8562.0,13008.0,15990.0,18434.0,23592.0,26936.0,31622.0,39880.0,4.7,6.2,0.3,51.4,3.3,6.0,33.0,6.3
5410,Niort,96826,220603,151385.5,56.0,14210.0,20088.0,27374.0,13164.0,8644.0,12732.0,15478.0,17816.0,22516.0,25510.0,29656.0,37002.0,4.3,5.6,0.3,58.9,2.6,5.5,28.8,4.2
5411,Parthenay,14104,31600,21869.8,47.0,12884.0,17791.0,23844.0,10960.0,7662.0,11532.0,14070.0,15970.0,19914.0,22354.0,25694.0,31348.0,4.1,5.5,0.3,53.0,2.9,6.3,32.9,4.9
5412,Bressuire,29876,72463,48526.7,47.3,13372.0,18020.0,23232.0,9860.0,8422.0,12182.0,14438.0,16316.0,19842.0,21996.0,24790.0,30306.0,3.6,4.8,0.3,56.8,3.3,6.7,27.8,5.4
5413,Poitiers,140010,311439,215292.2,54.8,13732.0,19868.0,27140.0,13408.0,7860.0,12162.0,15106.0,17534.0,22370.0,25278.0,29396.0,36942.0,4.7,6.2,0.3,58.5,2.7,5.3,28.8,4.7
