Analyse fonctionnelle des emplois,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Emplois dans les fonctions et emplois des cadres des fonctions métropolitaines dans les communes en 2006,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Source : Insee, Recensement de la population 2006 exploitation complémentaire au lieu de travail",,,,,,,,,,,,,,,,,,,,,,,,,
Champ : France (y compris les DOM hors Mayotte),,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,Emploi des cadres des fonctions métropolitaines,,,,,
Commune,,Code,,,Emploi dans la fonction :,,,,,,,,,,,,,,,Fonction,,,,,
Code,Libellé,Région,Département,Emploi total,Administration publique,Agriculture,Bâtiment-Travaux Publics,Commerce inter-entreprises,"Conception, Recherche","Culture, Loisirs",Distribution,"Education, Formation","Entretien, Réparation",Fabrication,Gestion,"Transports, Logistique",Prestations Intellectuelles,"Santé, Action Sociale",Services de Proximité,"Commerce 
inter-entreprises","Conception, Recherche","Culture, Loisirs",Gestion,Prestations Intellectuelles,Total
CODGEO,LIBGEO,REG,DEP,ELT06,ADMPUB06,AGRICU06,BTP06,COMINT06,CONREC06,CULLOI06,DISTRI06,EDUFOR06,ENTREP06,FABRIC06,GESTIO06,LOGIST06,PREINT06,SANSOC06,SERPRO06,COMINT_CAD06,CONREC_CAD06,CULLOI_CAD06,GESTIO_CAD06,PREINT_CAD06,CFM06
40299,Serreslous-et-Arribans,75,40,16,4,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
40300,Seyresse,75,40,83,4,0,16,0,0,0,0,12,8,5,12,0,11,4,11,0,0,0,4,8,11
40301,Siest,75,40,20,0,4,0,0,0,0,0,0,0,4,4,0,4,0,4,0,0,0,0,0,0
40303,Solférino,75,40,88,12,48,0,4,4,0,0,0,4,8,0,0,0,0,8,0,0,0,0,0,0
40304,Soorts-Hossegor,75,40,"2,160",76,0,151,115,15,84,381,20,122,120,351,213,68,99,344,23,4,15,87,26,155
40305,Sorbets,75,40,20,0,16,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40306,Sorde-l'Abbaye,75,40,113,4,44,25,4,0,0,0,4,0,4,16,5,0,0,8,0,0,0,12,0,12
40307,Sore,75,40,350,12,73,33,8,0,0,4,20,12,12,24,77,8,8,57,4,0,0,4,8,16
40308,Sort-en-Chalosse,75,40,111,0,42,26,4,0,0,0,0,0,8,4,9,4,4,8,0,0,0,0,0,0
40309,Souprosse,75,40,304,12,109,12,8,0,0,12,4,27,31,12,44,12,12,8,4,0,0,4,8,16
40310,Soustons,75,40,"2,712",159,70,287,54,35,37,276,84,258,325,364,199,52,192,320,21,25,12,65,21,144
40311,Taller,75,40,44,8,0,0,4,0,0,0,4,0,0,4,8,0,0,16,4,0,0,0,0,4
40312,Tarnos,75,40,"5,154",266,59,355,191,199,50,396,219,522,"1,063",513,485,74,296,466,59,78,31,95,24,287
40313,Tartas,75,40,"1,604",106,35,106,24,37,24,185,69,154,283,177,87,8,105,203,5,8,12,40,0,65
40314,Tercis-les-Bains,75,40,206,17,13,46,0,4,0,6,12,27,23,21,0,20,12,5,0,4,0,8,8,20
40315,Téthieu,75,40,37,0,8,9,4,0,0,0,4,4,0,4,0,0,0,4,0,0,0,0,0,0
40316,Tilh,75,40,126,8,61,16,0,0,0,1,0,4,8,8,12,0,4,4,0,0,0,0,0,0
40317,Tosse,75,40,628,16,35,77,12,22,11,8,24,41,153,52,73,27,12,65,0,4,7,0,4,15
40318,Toulouzette,75,40,44,0,24,12,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,5,5
40319,Trensacq,75,40,56,4,8,8,0,4,0,0,4,8,0,0,16,0,0,4,0,0,0,0,0,0
40320,Uchacq-et-Parentis,75,40,109,0,52,17,12,0,4,0,0,0,3,12,0,0,0,8,7,0,0,4,0,11
40321,Urgons,75,40,44,0,20,4,0,0,0,0,0,0,0,16,4,0,0,0,0,0,0,8,0,8
40322,Uza,75,40,48,8,0,0,0,0,0,4,0,0,12,0,12,0,0,12,0,0,0,0,0,0
40323,Vert,75,40,32,4,8,0,4,0,0,0,0,12,0,0,0,0,0,4,0,0,0,0,0,0
40324,Vicq-d'Auribat,75,40,35,0,9,4,0,0,0,9,1,0,0,4,8,0,0,0,0,0,0,0,0,0
40325,Vielle-Tursan,75,40,84,0,36,4,4,0,0,0,4,0,4,0,16,0,0,16,0,0,0,0,0,0
40326,Vielle-Saint-Girons,75,40,667,20,12,58,9,40,0,16,8,73,271,57,20,17,16,50,5,8,0,12,4,29
40327,Vielle-Soubiran,75,40,28,0,24,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40328,Vieux-Boucau-les-Bains,75,40,391,43,0,60,16,0,20,62,8,21,12,12,20,16,20,80,0,0,4,0,0,4
40329,Le Vignau,75,40,93,4,32,12,0,0,0,0,8,0,4,12,0,0,0,20,0,0,0,0,0,0
40330,Villenave,75,40,40,4,4,4,0,0,0,0,0,4,8,4,4,0,8,0,0,0,0,4,0,4
40331,Villeneuve-de-Marsan,75,40,622,48,16,101,15,0,9,71,40,44,27,32,28,0,97,95,4,0,1,4,0,9
40332,Ychoux,75,40,576,12,63,89,14,0,0,39,20,70,39,49,110,24,8,40,9,0,0,12,8,29
40333,Ygos-Saint-Saturnin,75,40,429,12,28,53,8,8,8,4,4,33,134,44,66,4,12,12,0,0,8,24,0,32
40334,Yzosse,75,40,223,4,40,20,25,0,4,54,8,4,11,34,9,0,4,8,4,0,4,9,0,17
41001,Ambloy,24,41,36,4,12,4,0,0,0,0,0,0,4,0,4,0,0,8,0,0,0,0,0,0
41002,Angé,24,41,184,12,27,64,1,0,0,5,16,8,12,4,4,12,0,20,0,0,0,0,8,8
41003,Areines,24,41,166,19,0,10,0,4,4,6,48,26,16,13,8,1,4,8,0,4,4,8,0,15
41004,Artins,24,41,36,0,16,0,0,0,0,4,0,8,0,0,0,0,0,8,0,0,0,0,0,0
41006,Autainville,24,41,44,8,12,4,0,0,0,0,0,0,0,0,4,4,0,12,0,0,0,0,0,0
41007,Authon,24,41,124,0,24,4,8,0,0,12,8,16,12,4,16,0,0,19,0,0,0,0,0,0
41008,Avaray,24,41,84,4,12,11,0,0,0,4,4,4,12,4,4,0,0,25,0,0,0,0,0,0
41009,Averdon,24,41,111,4,24,19,0,4,0,4,4,12,0,0,24,4,0,12,0,4,0,0,0,4
41010,Azé,24,41,169,16,8,12,4,0,3,4,10,30,0,21,4,0,34,24,0,0,3,4,0,7
41012,Baillou,24,41,47,0,20,8,0,0,4,0,0,4,0,4,0,4,0,4,0,0,4,0,0,4
41013,Bauzy,24,41,12,4,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0
41014,Beauchêne,24,41,35,0,27,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,4,4
41016,Billy,24,41,164,7,16,56,8,0,0,0,0,20,16,16,9,0,4,12,4,0,0,8,0,12
41017,Binas,24,41,112,4,35,15,8,4,0,4,6,4,0,0,16,0,4,12,0,4,0,0,0,4
41018,Blois,24,41,"35,343","3,979",152,"1,980",772,"1,018",440,"2,188","2,154","2,671","4,519","5,543","2,665","1,019","3,410","2,832",182,724,210,"1,171",326,"2,613"
41019,Boisseau,24,41,23,0,12,4,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
41020,Bonneveau,24,41,43,4,8,4,0,0,0,4,4,0,0,4,12,0,0,4,0,0,0,0,0,0
41022,Bouffry,24,41,48,8,36,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4
41024,Boursay,24,41,33,0,24,4,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0
41025,Bracieux,24,41,537,47,8,24,31,8,4,83,24,95,15,54,57,4,32,52,13,4,0,13,4,34
41026,Brévainville,24,41,56,0,20,12,0,0,0,8,0,0,12,4,0,0,0,0,0,0,0,0,0,0
41027,Briou,24,41,8,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
41028,Busloup,24,41,69,4,7,0,0,4,4,4,0,3,27,4,0,0,0,12,0,0,4,0,0,4
41029,Candé-sur-Beuvron,24,41,283,8,20,20,4,12,4,20,12,3,12,22,47,4,4,93,0,4,4,3,4,15
41030,Cellé,24,41,35,3,20,4,0,0,4,0,0,0,0,0,0,0,0,4,0,0,4,0,0,4
41031,Cellettes,24,41,357,17,16,36,12,0,7,40,12,21,8,24,39,12,35,77,4,0,3,4,8,20
41032,Chailles,24,41,379,26,11,35,0,8,0,45,9,34,23,36,8,12,82,49,0,4,0,7,4,14
41034,Chambord,24,41,181,68,21,16,0,0,4,20,0,4,0,8,7,0,0,32,0,0,4,0,0,4
41035,Champigny-en-Beauce,24,41,71,0,23,0,0,0,0,0,4,4,24,0,0,0,4,12,0,0,0,0,0,0
41036,Chaon,24,41,83,8,24,28,4,0,0,0,0,0,0,4,0,0,0,16,0,0,0,0,0,0
41037,La Chapelle-Enchérie,24,41,27,0,12,8,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0
41038,La Chapelle-Montmartin,24,41,32,12,4,4,0,0,4,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0
41039,La Chapelle-Saint-Martin-en-Plaine,24,41,87,8,20,12,4,0,4,8,0,4,0,4,4,0,4,16,0,0,4,0,0,4
41040,La Chapelle-Vendômoise,24,41,198,11,4,0,7,3,0,16,4,23,81,6,2,3,17,20,0,3,0,1,0,4
41041,La Chapelle-Vicomtesse,24,41,28,0,20,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
41042,Châteauvieux,24,41,122,16,33,4,4,0,0,12,0,8,0,4,0,0,16,24,4,0,0,0,0,4
41043,Châtillon-sur-Cher,24,41,310,16,86,54,4,0,0,0,20,12,20,7,55,0,0,37,0,0,0,0,0,0
41044,Châtres-sur-Cher,24,41,191,15,14,17,4,12,0,0,7,24,3,5,0,0,54,36,0,8,0,0,0,8
41045,Chaumont-sur-Loire,24,41,249,12,12,24,4,0,0,35,3,43,8,17,4,4,16,67,0,0,0,0,0,0
41046,Chaumont-sur-Tharonne,24,41,741,32,28,24,16,12,16,81,16,57,25,72,12,0,16,334,4,4,5,16,0,29
41047,La Chaussée-Saint-Victor,24,41,"2,820",83,19,155,140,78,30,165,32,268,410,404,463,79,292,201,31,23,7,95,23,179
41048,Chauvigny-du-Perche,24,41,36,4,8,8,0,0,0,0,0,12,0,4,0,0,0,0,0,0,0,0,0,0
41049,Chémery,24,41,443,9,82,63,8,19,0,24,8,65,64,32,24,28,4,12,0,12,0,8,0,20
41050,Cheverny,24,41,200,4,40,27,4,4,4,21,0,28,8,19,0,0,0,39,0,4,0,4,0,8
41051,Chissay-en-Touraine,24,41,338,4,20,12,0,4,4,75,4,32,12,16,8,4,86,57,0,0,0,0,0,0
41052,Chitenay,24,41,153,4,8,8,4,0,0,4,11,18,29,17,4,0,0,46,0,0,0,0,0,0
41053,Choue,24,41,183,0,40,12,7,4,0,4,0,8,60,24,16,0,0,8,4,0,0,12,0,16
41054,Choussy,24,41,60,8,16,0,0,0,0,0,4,4,4,0,8,0,4,12,0,0,0,0,0,0
41055,Valloire-sur-Cisse,24,41,402,28,8,27,6,20,0,12,19,61,74,39,39,7,16,45,4,9,0,3,0,16
41057,Conan,24,41,44,0,24,0,0,0,0,0,0,12,0,4,0,0,0,4,0,0,0,0,0,0
41058,Concriers,24,41,36,0,12,0,4,0,0,4,0,0,0,0,8,0,0,8,0,0,0,0,0,0
41059,Le Controis-en-Sologne,24,41,"3,229",88,195,349,80,20,24,265,139,283,492,256,538,116,126,260,35,5,4,59,20,123
41060,Cormenon,24,41,561,4,0,40,11,33,8,8,4,68,199,73,49,0,16,48,0,5,0,20,0,25
41061,Cormeray,24,41,157,21,4,27,25,4,0,4,8,4,4,8,8,0,11,29,0,0,0,0,0,0
41062,Couddes,24,41,115,4,75,0,0,0,0,4,4,0,0,3,16,0,0,8,0,0,0,0,0,0
41063,Couffy,24,41,84,4,32,4,0,0,0,0,4,0,16,0,16,0,0,8,0,0,0,0,0,0
41065,Coulommiers-la-Tour,24,41,83,4,16,8,0,0,0,7,12,8,12,0,4,0,0,12,0,0,0,0,0,0
41066,Courbouzon,24,41,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0
41067,Cour-Cheverny,24,41,701,51,32,94,28,4,0,44,33,79,23,51,44,22,104,94,1,0,0,11,4,16
41068,Courmemin,24,41,102,4,54,4,0,0,0,4,4,5,8,4,11,0,0,4,0,0,0,0,0,0
41069,Cour-sur-Loire,24,41,16,4,4,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
41070,Vallée-de-Ronsard,24,41,84,12,20,20,0,4,20,0,0,0,0,0,0,0,4,4,0,4,16,0,0,20
41071,Crouy-sur-Cosson,24,41,157,25,32,4,4,0,0,12,0,16,0,16,20,0,12,16,0,0,0,0,0,0
41072,Crucheray,24,41,26,4,14,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0
41073,Danzé,24,41,133,12,36,13,0,0,4,10,3,12,11,4,12,0,0,16,0,0,4,0,0,4
41074,Dhuizon,24,41,379,32,20,91,8,4,0,31,19,24,37,31,12,12,8,51,4,4,0,15,0,23
41075,Droué,24,41,442,20,56,28,8,4,4,8,4,40,139,28,52,4,18,32,4,0,4,4,4,16
41077,Épiais,24,41,12,0,4,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0
41078,Épuisay,24,41,109,12,39,12,0,0,0,0,0,4,4,4,0,5,4,27,0,0,0,0,0,0
41079,Les Essarts,24,41,12,0,4,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
41080,Faverolles-sur-Cher,24,41,273,16,28,20,4,0,4,60,4,16,8,24,20,8,25,36,0,0,4,4,4,12
41081,Faye,24,41,16,0,4,8,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,4
41083,La Ferté-Beauharnais,24,41,90,8,16,16,3,0,0,3,4,8,12,0,8,0,0,11,0,0,0,0,0,0
41084,La Ferté-Imbault,24,41,139,4,3,15,4,0,0,4,3,16,20,8,0,0,4,57,0,0,0,0,0,0
41085,La Ferté-Saint-Cyr,24,41,242,0,8,34,7,0,4,20,0,12,43,32,28,0,0,54,3,0,0,24,0,27
41086,Fontaines-en-Sologne,24,41,242,0,71,4,8,0,0,8,11,12,33,18,31,4,4,36,4,0,0,8,4,16
41087,Fontaine-les-Coteaux,24,41,77,4,20,16,0,0,0,16,4,8,0,0,0,0,4,4,0,0,0,0,0,0
41088,Fontaine-Raoul,24,41,181,4,4,4,8,0,4,8,0,4,47,8,75,4,0,12,0,0,4,0,4,8
41089,La Fontenelle,24,41,24,4,12,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
41090,Fortan,24,41,9,0,4,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0
41091,Fossé,24,41,767,8,11,14,29,23,7,8,4,54,237,74,227,19,16,33,5,11,7,18,4,46
41093,Françay,24,41,39,4,16,4,0,0,0,0,0,0,0,0,0,0,4,12,0,0,0,0,0,0
41094,Fresnes,24,41,135,12,20,28,4,0,0,16,4,4,0,8,31,0,0,8,0,0,0,4,0,4
41095,Fréteval,24,41,149,11,12,16,8,0,4,16,4,16,0,4,11,0,3,44,4,0,4,0,0,8
41096,Le Gault-du-Perche,24,41,60,4,28,16,0,0,0,0,0,8,0,0,0,0,0,4,0,0,0,0,0,0
41097,Gièvres,24,41,234,30,4,48,8,0,4,24,15,24,16,24,10,0,0,28,0,0,4,8,0,12
41098,Gombergean,24,41,19,0,15,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
41099,Gy-en-Sologne,24,41,72,4,20,20,0,0,0,0,11,0,0,0,12,4,0,0,0,0,0,0,0,0
41100,Les Hayes,24,41,52,8,24,8,0,0,4,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0
41101,Herbault,24,41,509,24,36,60,4,4,5,32,19,32,59,52,71,4,44,64,4,0,5,4,0,13
41102,Houssay,24,41,60,4,24,4,0,0,0,8,0,0,0,0,0,0,0,20,0,0,0,0,0,0
41103,Huisseau-en-Beauce,24,41,28,0,4,4,0,0,0,0,0,4,8,0,0,0,0,8,0,0,0,0,0,0
41104,Huisseau-sur-Cosson,24,41,316,20,12,72,12,4,4,19,8,4,37,19,12,0,53,40,0,0,4,4,0,8
41105,Josnes,24,41,165,8,25,32,4,0,8,0,20,16,0,12,4,0,4,32,0,0,4,0,0,4
41106,Lamotte-Beuvron,24,41,"2,078",104,19,100,40,52,13,245,88,135,458,212,160,35,197,220,24,35,10,34,19,121
41107,Lancé,24,41,41,8,13,8,0,0,4,0,0,0,4,0,0,0,0,4,0,0,4,0,0,4
41108,Lancôme,24,41,12,0,4,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
41109,Landes-le-Gaulois,24,41,79,4,28,7,0,0,4,4,0,8,0,4,0,0,0,20,0,0,4,0,0,4
41110,Langon-sur-Cher,24,41,104,12,12,4,0,0,8,4,11,4,12,4,4,0,4,24,0,0,0,0,0,0
41112,Lassay-sur-Croisne,24,41,26,4,3,4,0,0,0,0,0,0,0,0,0,0,4,11,0,0,0,0,0,0
41113,Lavardin,24,41,12,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
41114,Lestiou,24,41,51,4,4,8,0,4,0,0,4,0,12,0,4,0,4,8,0,4,0,0,0,4
41115,Lignières,24,41,19,0,4,3,0,0,4,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0
41116,Lisle,24,41,8,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
41118,Loreux,24,41,28,4,7,4,0,0,0,4,0,0,4,0,0,0,4,1,0,0,0,0,0,0
41119,Lorges,24,41,33,0,4,4,0,0,4,4,0,0,4,0,0,4,0,9,0,0,4,0,0,4
41120,Lunay,24,41,249,8,20,24,6,0,4,8,22,28,56,19,1,4,19,32,6,0,0,0,4,10
41121,La Madeleine-Villefrouin,24,41,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41122,Maray,24,41,41,8,17,8,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0
41123,Marchenoir,24,41,289,37,22,12,4,0,0,20,0,43,4,36,38,0,49,24,4,0,0,12,0,16
41124,Marcilly-en-Beauce,24,41,28,8,8,0,0,0,0,0,4,0,0,0,0,0,0,8,0,0,0,0,0,0
41125,Marcilly-en-Gault,24,41,93,12,4,16,0,0,0,12,8,9,4,4,0,4,0,20,0,0,0,0,4,4
41126,Mareuil-sur-Cher,24,41,236,4,47,20,4,0,4,16,12,32,4,0,12,0,62,20,0,0,4,0,0,4
41127,La Marolle-en-Sologne,24,41,102,12,16,8,0,0,0,0,0,31,16,4,8,0,8,0,0,0,0,0,0,0
41128,Marolles,24,41,90,4,8,4,4,0,4,4,4,7,4,8,10,0,4,24,0,0,4,4,0,8
41129,Maslives,24,41,142,8,16,15,12,0,4,20,6,12,8,4,20,0,0,16,0,0,4,0,0,4
41130,Maves,24,41,94,4,12,15,12,0,0,0,4,20,0,7,4,4,0,12,4,0,0,3,0,7
41131,Mazangé,24,41,130,16,12,8,0,0,0,12,4,16,12,8,4,0,16,24,0,0,0,0,0,0
41132,Méhers,24,41,20,0,8,4,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0
41134,Menars,24,41,150,12,0,7,0,8,0,4,0,8,76,16,8,3,4,4,0,4,0,4,0,8
41135,Mennetou-sur-Cher,24,41,162,20,8,13,4,0,4,19,8,7,8,16,17,0,21,16,0,0,0,0,0,0
41136,Mer,24,41,"2,056",124,27,185,52,37,22,239,104,186,157,242,293,75,127,186,20,29,12,52,24,136
41137,Mesland,24,41,119,4,44,8,0,0,4,4,4,7,4,0,8,15,4,12,0,0,4,0,15,19
41138,Meslay,24,41,39,11,12,0,0,0,0,4,4,4,0,0,0,0,0,4,0,0,0,0,0,0
41139,Meusnes,24,41,178,8,16,27,8,0,3,24,0,16,32,8,1,0,0,36,4,0,0,0,0,4
41140,Millançay,24,41,149,16,20,25,0,0,0,12,2,17,16,12,0,0,0,28,0,0,0,0,0,0
41141,Moisy,24,41,67,4,24,8,0,0,0,8,0,4,3,0,3,0,4,8,0,0,0,0,0,0
41142,Valencisse,24,41,318,32,19,49,0,0,11,12,16,41,19,13,33,4,8,62,0,0,4,0,4,8
41143,Mondoubleau,24,41,748,44,16,64,20,8,1,97,32,72,48,76,123,8,48,91,4,4,1,12,0,21
41144,Monteaux,24,41,67,5,0,4,0,0,4,8,8,4,4,0,0,0,0,28,0,0,4,0,0,4
41145,Monthou-sur-Bièvre,24,41,90,8,8,28,0,0,8,0,4,8,0,8,3,0,0,15,0,0,8,0,0,8
41146,Monthou-sur-Cher,24,41,352,4,44,36,8,4,0,8,8,24,151,20,24,4,1,16,4,0,0,0,0,4
41147,Les Montils,24,41,266,19,4,34,0,0,4,16,8,15,11,23,20,12,42,59,0,0,0,0,4,4
41148,Montlivault,24,41,233,35,15,24,0,0,4,35,20,19,0,12,8,0,12,50,0,0,4,4,0,8
41149,Montoire-sur-le-Loir,24,41,"2,305",106,16,198,50,41,15,198,150,197,484,194,170,28,233,227,18,20,7,35,20,101
41150,Mont-près-Chambord,24,41,605,46,20,76,41,7,0,80,13,29,56,81,45,12,12,87,8,0,0,19,4,31
41151,Montrichard Val de Cher,24,41,"2,378",94,32,125,45,40,19,161,68,273,554,225,222,29,214,277,24,24,7,53,17,124
41152,Montrieux-en-Sologne,24,41,116,3,12,28,12,0,0,27,4,12,4,0,0,0,0,15,0,0,0,0,0,0
41153,Montrouveau,24,41,8,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41154,Morée,24,41,329,32,44,24,0,0,0,12,40,36,13,10,38,4,35,41,0,0,0,0,4,4
41155,Muides-sur-Loire,24,41,180,20,27,4,0,0,4,19,8,12,4,8,12,0,30,31,0,0,4,0,0,4
41156,Mulsans,24,41,31,4,8,8,0,0,4,0,0,0,0,4,0,0,0,3,0,0,4,4,0,8
41157,Mur-de-Sologne,24,41,285,4,43,16,4,4,0,11,14,34,44,20,52,0,13,25,0,0,0,8,0,8
41158,Naveil,24,41,443,22,24,59,12,11,0,36,20,30,43,67,44,8,35,31,8,7,0,11,0,26
41159,Neung-sur-Beuvron,24,41,470,47,8,57,15,4,4,23,21,61,65,51,49,8,24,33,4,4,4,0,0,12
41160,Neuvy,24,41,201,0,8,15,0,0,0,4,0,16,32,8,107,8,0,4,0,0,0,0,4,4
41161,Nouan-le-Fuzelier,24,41,"1,184",32,28,92,32,8,15,49,33,83,276,121,211,12,59,133,7,0,15,8,4,34
41163,Nourray,24,41,29,4,12,0,0,0,0,0,0,4,0,0,4,0,0,4,0,0,0,0,0,0
41164,Noyers-sur-Cher,24,41,902,24,76,120,24,0,11,152,8,75,100,82,102,16,26,87,8,0,7,29,4,49
41166,Oisly,24,41,116,0,60,4,4,0,0,8,0,0,16,8,4,0,0,12,4,0,0,0,0,4
41167,Veuzain-sur-Loire,24,41,838,31,80,91,16,0,11,108,86,17,32,81,36,4,50,196,4,0,7,8,4,22
41168,Orçay,24,41,28,0,16,0,0,0,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0
41171,Oucques La Nouvelle,24,41,561,17,35,16,8,0,11,28,42,35,58,81,57,11,55,107,0,0,11,21,7,40
41172,Ouzouer-le-Doyen,24,41,19,4,7,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0
41173,Beauce la Romaine,24,41,853,40,107,86,24,7,4,64,39,40,56,79,128,26,26,127,8,3,0,24,17,53
41174,Périgny,24,41,46,0,8,7,0,0,0,0,4,4,7,8,0,0,0,8,0,0,0,4,0,4
41175,Pezou,24,41,147,16,4,39,0,0,0,4,12,4,12,4,14,4,8,27,0,0,0,0,0,0
41176,Pierrefitte-sur-Sauldre,24,41,183,12,40,8,4,0,12,4,0,8,25,0,4,8,8,48,0,0,0,0,4,4
41177,Le Plessis-Dorin,24,41,69,8,4,12,0,0,0,0,0,4,8,8,0,4,8,12,0,0,0,0,0,0
41178,Le Plessis-l'Échelle,24,41,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41179,Le Poislay,24,41,60,0,16,16,4,0,0,0,0,4,4,4,12,0,0,0,4,0,0,4,0,8
41180,Pontlevoy,24,41,495,16,82,42,24,4,20,12,20,67,12,47,12,19,63,56,12,4,12,7,11,46
41181,Pouillé,24,41,115,8,24,16,12,0,4,4,0,8,0,0,8,0,0,32,4,0,4,0,0,8
41182,Pray,24,41,56,4,8,0,12,0,0,4,0,0,4,12,0,0,0,12,0,0,0,0,0,0
41184,Prunay-Cassereau,24,41,181,4,35,24,8,7,0,0,0,20,51,8,9,0,4,12,8,0,0,4,0,12
41185,Pruniers-en-Sologne,24,41,730,182,8,65,28,7,8,56,27,73,77,28,54,8,12,96,8,3,4,21,4,40
41186,Rahart,24,41,29,0,24,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0
41187,Renay,24,41,30,0,15,0,1,1,0,0,0,0,0,6,0,4,0,3,0,0,0,0,0,0
41188,Rhodon,24,41,37,0,8,12,0,4,0,0,0,0,0,1,0,8,0,4,0,4,0,0,4,8
41189,Rilly-sur-Loire,24,41,99,4,1,0,4,0,0,0,4,26,0,4,0,0,45,12,0,0,0,0,0,0
41190,Rocé,24,41,15,0,11,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41191,Roches,24,41,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41192,Les Roches-l'Évêque,24,41,72,4,28,8,0,0,4,4,0,4,4,4,12,0,0,0,0,0,0,4,0,4
41193,Romilly,24,41,52,0,28,0,0,0,0,4,4,0,12,0,0,0,4,0,0,0,0,0,0,0
41194,Romorantin-Lanthenay,24,41,"8,796",874,90,560,196,157,136,876,551,673,"1,211",891,748,134,863,837,46,46,54,140,26,312
41195,Rougeou,24,41,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41196,Ruan-sur-Egvonne,24,41,32,8,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41198,Saint-Aignan,24,41,"1,488",105,45,125,38,4,8,157,127,224,93,106,96,22,181,157,4,0,8,25,12,50
41199,Saint-Amand-Longpré,24,41,343,20,31,26,4,4,0,17,36,38,36,40,19,13,23,37,4,0,0,7,5,16
41200,Sainte-Anne,24,41,28,0,4,16,0,4,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,4
41201,Saint-Arnoult,24,41,36,8,0,8,0,0,0,0,0,4,12,0,4,0,0,0,0,0,0,0,0,0
41203,Saint-Bohaire,24,41,102,4,16,8,0,0,0,0,14,16,4,8,0,0,25,7,0,0,0,4,0,4
41204,Saint-Claude-de-Diray,24,41,234,12,13,39,20,4,0,32,7,16,8,4,20,12,4,43,0,4,0,0,4,8
41205,Saint-Cyr-du-Gault,24,41,28,0,8,4,0,0,0,0,0,4,4,0,8,0,0,0,0,0,0,0,0,0
41206,Saint-Denis-sur-Loire,24,41,169,19,4,11,4,0,0,26,16,19,16,8,8,0,4,34,0,0,0,0,0,0
41207,Saint-Dyé-sur-Loire,24,41,133,4,0,4,4,4,8,4,8,4,4,8,7,0,17,55,0,4,4,4,0,12
