Analyse fonctionnelle des emplois,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Emplois dans les fonctions et emplois des cadres des fonctions métropolitaines dans les communes en 2006,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Source : Insee, Recensement de la population 2006 exploitation complémentaire au lieu de travail",,,,,,,,,,,,,,,,,,,,,,,,,
Champ : France (y compris les DOM hors Mayotte),,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,Emploi des cadres des fonctions métropolitaines,,,,,
Commune,,Code,,,Emploi dans la fonction :,,,,,,,,,,,,,,,Fonction,,,,,
Code,Libellé,Région,Département,Emploi total,Administration publique,Agriculture,Bâtiment-Travaux Publics,Commerce inter-entreprises,"Conception, Recherche","Culture, Loisirs",Distribution,"Education, Formation","Entretien, Réparation",Fabrication,Gestion,"Transports, Logistique",Prestations Intellectuelles,"Santé, Action Sociale",Services de Proximité,"Commerce 
inter-entreprises","Conception, Recherche","Culture, Loisirs",Gestion,Prestations Intellectuelles,Total
CODGEO,LIBGEO,REG,DEP,ELT06,ADMPUB06,AGRICU06,BTP06,COMINT06,CONREC06,CULLOI06,DISTRI06,EDUFOR06,ENTREP06,FABRIC06,GESTIO06,LOGIST06,PREINT06,SANSOC06,SERPRO06,COMINT_CAD06,CONREC_CAD06,CULLOI_CAD06,GESTIO_CAD06,PREINT_CAD06,CFM06
16133,Étriac,75,16,8,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16134,Exideuil-sur-Vienne,75,16,577,24,12,35,24,8,0,4,4,29,256,42,94,4,12,28,4,0,0,0,0,4
16135,Eymouthiers,75,16,71,8,12,16,4,0,8,0,0,8,8,0,4,0,0,4,0,0,0,0,0,0
16136,La Faye,75,16,175,4,36,35,20,0,0,8,6,9,20,17,1,0,12,8,4,0,0,4,0,8
16137,Feuillade,75,16,93,8,28,9,0,0,0,0,0,12,4,4,8,8,0,12,0,0,0,0,0,0
16138,Fléac,75,16,733,35,16,117,23,17,7,30,29,79,100,76,77,11,55,60,0,8,4,23,4,40
16139,Fleurac,75,16,63,4,12,4,0,0,0,0,0,16,0,4,0,8,11,4,0,0,0,0,8,8
16140,Fontclaireau,75,16,88,12,8,36,0,0,0,0,4,4,4,4,0,4,0,12,0,0,0,4,0,4
16141,Fontenille,75,16,29,0,12,4,4,0,0,0,0,0,0,1,4,4,0,0,0,0,0,1,4,5
16142,La Forêt-de-Tessé,75,16,24,0,12,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0
16143,Fouquebrune,75,16,63,7,24,4,4,0,0,0,0,8,4,4,0,0,0,8,0,0,0,0,0,0
16144,Fouqueure,75,16,36,4,12,8,0,0,0,0,0,0,0,0,4,4,0,4,0,0,0,0,4,4
16145,Foussignac,75,16,179,0,36,8,0,0,16,12,4,8,32,16,25,4,11,8,0,0,16,0,0,16
16146,Garat,75,16,310,15,8,59,0,21,0,8,7,38,45,32,44,14,0,20,0,9,0,4,4,17
16147,Gardes-le-Pontaroux,75,16,29,4,0,12,0,0,0,0,4,0,4,0,4,0,0,0,0,0,0,0,0,0
16148,Genac-Bignac,75,16,199,16,36,28,0,0,8,12,9,24,8,12,19,0,0,28,0,0,8,4,0,12
16150,Gensac-la-Pallue,75,16,818,8,76,88,23,23,4,36,8,54,263,60,100,8,20,47,4,7,4,15,4,33
16151,Genté,75,16,310,16,36,24,16,4,9,0,0,28,94,27,13,0,7,36,8,0,1,11,0,20
16152,Gimeux,75,16,71,0,36,0,4,0,0,0,3,0,4,12,4,0,0,8,0,0,0,4,0,4
16153,Mainxe-Gondeville,75,16,205,16,36,7,8,0,4,16,5,4,48,12,24,4,0,20,0,0,0,0,4,4
16154,Gond-Pontouvre,75,16,"3,258",85,29,284,183,57,20,254,84,327,618,469,362,89,162,235,23,13,9,96,28,168
16155,Les Gours,75,16,32,0,20,4,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0
16157,Le Grand-Madieu,75,16,37,0,29,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
16158,Grassac,75,16,12,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
16160,Guimps,75,16,89,0,56,4,0,0,0,0,4,8,8,4,0,4,0,0,0,0,0,0,4,4
16161,Guizengeard,75,16,51,0,19,8,0,0,0,0,4,0,8,0,8,0,0,4,0,0,0,0,0,0
16162,Gurat,75,16,71,4,12,8,0,0,4,0,0,0,4,4,20,4,0,12,0,0,4,0,0,4
16163,Hiersac,75,16,250,24,36,24,5,0,0,16,4,20,16,16,12,8,32,38,1,0,0,4,4,9
16164,Hiesse,75,16,36,4,16,4,0,0,0,4,0,0,4,0,0,0,0,4,0,0,0,0,0,0
16165,Houlette,75,16,63,4,23,12,0,0,0,4,4,8,0,0,0,0,0,8,0,0,0,0,0,0
16166,L'Isle-d'Espagnac,75,16,"4,235",234,4,205,269,194,80,161,199,344,"1,052",613,282,119,285,194,72,85,52,137,26,372
16167,Jarnac,75,16,"2,547",138,44,236,89,38,12,326,141,199,348,354,172,45,175,229,24,19,0,60,9,113
16168,Jauldes,75,16,59,0,12,16,4,0,4,4,0,0,8,0,4,4,0,4,0,0,0,0,0,0
16169,Javrezac,75,16,197,4,62,20,8,0,0,8,0,17,19,8,35,0,0,16,0,0,0,8,0,8
16170,Juignac,75,16,56,16,20,0,0,0,0,4,4,0,0,0,0,0,0,12,0,0,0,0,0,0
16171,Juillac-le-Coq,75,16,155,4,64,8,16,0,0,8,4,12,11,16,4,0,9,0,0,0,0,0,0,0
16173,Juillé,75,16,16,0,4,4,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
16174,Julienne,75,16,56,8,12,0,8,0,0,0,0,4,16,1,0,0,0,8,0,0,0,1,0,1
16175,Val des Vignes,75,16,351,4,158,60,4,0,4,4,12,8,20,32,12,1,20,12,0,0,4,8,1,13
16176,Lachaise,75,16,32,0,24,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
16177,Ladiville,75,16,36,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16178,Lagarde-sur-le-Né,75,16,56,0,16,4,0,0,0,0,0,0,4,0,16,4,8,4,0,0,0,0,0,0
16180,Laprade,75,16,48,4,8,8,0,0,0,12,0,0,4,8,0,0,0,4,0,0,0,0,0,0
16181,Lessac,75,16,110,12,51,4,4,0,0,4,8,0,4,0,0,8,0,16,0,0,0,0,4,4
16182,Lesterps,75,16,100,0,47,20,0,0,0,0,5,12,0,4,0,0,0,12,0,0,0,0,0,0
16183,Lésignac-Durand,75,16,66,0,38,8,0,0,0,8,4,0,0,4,0,0,0,4,0,0,0,4,0,4
16184,Lichères,75,16,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
16185,Ligné,75,16,48,0,25,8,0,0,0,0,0,4,4,4,4,0,0,0,0,0,0,0,0,0
16186,Lignières-Sonneville,75,16,235,0,113,4,8,0,0,15,8,28,12,8,0,0,27,12,0,0,0,0,0,0
16187,Linars,75,16,269,23,12,70,0,0,4,28,11,29,1,16,8,0,21,44,0,0,4,0,0,4
16188,Le Lindois,75,16,40,4,12,8,0,0,0,4,0,4,4,4,0,0,0,0,0,0,0,0,0,0
16189,Londigny,75,16,24,0,12,8,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
16190,Longré,75,16,48,4,16,12,4,0,0,0,0,4,0,0,4,4,0,0,0,0,0,0,0,0
16191,Lonnes,75,16,37,0,25,4,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
16192,Terres-de-Haute-Charente,75,16,"1,922",76,92,108,73,32,8,135,65,143,622,138,179,8,70,171,8,16,0,29,4,57
16193,Louzac-Saint-André,75,16,91,15,14,12,3,0,0,0,4,4,3,4,16,0,0,16,0,0,0,0,0,0
16194,Lupsault,75,16,24,0,12,4,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
16195,Lussac,75,16,35,8,8,3,0,0,0,0,0,0,12,0,0,0,0,4,0,0,0,0,0,0
16196,Luxé,75,16,135,16,4,20,0,0,0,0,8,4,4,4,12,4,24,36,0,0,0,0,4,4
16197,La Magdeleine,75,16,8,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
16198,Magnac-Lavalette-Villars,75,16,122,12,4,12,20,0,0,4,0,12,34,12,4,4,0,4,4,0,0,4,4,12
16199,Magnac-sur-Touvre,75,16,483,35,11,96,11,8,8,24,17,45,80,25,31,4,40,48,0,4,4,4,0,12
16200,Maine-de-Boixe,75,16,119,4,4,28,0,0,0,8,0,20,28,8,4,0,0,16,0,0,0,4,0,4
16203,Mainzac,75,16,25,0,16,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
16204,Bellevigne,75,16,347,12,175,32,12,0,0,0,4,8,28,20,16,0,12,28,4,0,0,0,0,4
16205,Manot,75,16,80,8,40,4,0,0,0,0,0,8,4,0,4,0,0,12,0,0,0,0,0,0
16206,Mansle,75,16,"1,106",56,12,110,15,14,13,95,40,51,239,106,103,16,79,156,0,4,4,24,8,40
16207,Marcillac-Lanville,75,16,100,8,36,8,0,0,0,4,0,8,8,0,12,0,0,16,0,0,0,0,0,0
16208,Mareuil,75,16,47,0,20,0,0,0,0,0,4,4,0,0,0,0,0,20,0,0,0,0,0,0
16209,Marillac-le-Franc,75,16,48,4,16,16,4,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0
16210,Marsac,75,16,97,8,28,21,3,0,0,0,4,8,5,4,0,0,0,16,0,0,0,0,0,0
16211,Marthon,75,16,244,24,4,20,8,4,0,20,0,8,71,9,12,8,16,40,0,4,0,0,4,8
16212,Massignac,75,16,129,0,24,12,0,0,0,0,0,8,25,20,4,0,8,28,0,0,0,4,0,4
16213,Mazerolles,75,16,36,4,16,4,0,0,8,0,0,0,0,0,0,0,0,4,0,0,4,0,0,4
16215,Médillac,75,16,20,8,0,0,0,0,0,0,0,0,0,0,4,0,0,8,0,0,0,0,0,0
16216,Mérignac,75,16,188,4,76,12,8,0,4,24,12,0,4,16,8,0,12,8,0,0,4,4,0,8
16217,Merpins,75,16,"1,253",36,7,33,45,31,0,55,15,104,600,148,104,30,4,40,9,14,0,41,15,79
16218,Mesnac,75,16,67,4,29,0,3,0,0,0,0,0,20,4,4,4,0,0,0,0,0,0,4,4
16220,Les Métairies,75,16,95,0,16,0,4,0,0,8,8,4,16,8,8,4,8,12,0,0,0,0,4,4
16221,Mons,75,16,16,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16222,Montboyer,75,16,72,4,4,8,0,0,0,4,0,32,4,0,4,8,4,0,0,0,0,0,0,0
16223,Montbron,75,16,"1,124",44,42,78,29,8,16,98,35,96,258,123,110,4,79,106,8,8,0,24,0,40
16224,Montmérac,75,16,108,0,68,8,0,0,0,0,0,4,0,4,16,0,0,8,0,0,0,4,0,4
16225,MontembSuf,75,16,404,24,148,28,12,0,4,0,32,44,0,8,32,12,20,40,4,0,4,0,0,8
16226,Montignac-Charente,75,16,133,24,4,8,0,0,0,12,4,4,12,16,0,4,20,24,0,0,0,0,4,4
16227,Montignac-le-Coq,75,16,76,0,16,4,0,0,0,0,0,4,48,4,0,0,0,0,0,0,0,0,0,0
16229,Montjean,75,16,24,4,0,0,0,0,0,0,0,4,8,0,4,0,0,4,0,0,0,0,0,0
16230,Montmoreau,75,16,"1,175",52,88,79,23,12,7,77,53,69,88,100,108,32,262,126,4,12,1,20,16,53
16231,Montrollet,75,16,44,4,16,4,0,0,0,0,4,0,4,8,0,0,0,4,0,0,0,4,0,4
16232,Mornac,75,16,971,108,4,92,11,13,4,15,27,72,346,68,137,11,15,47,4,8,4,28,0,44
16233,Mosnac,75,16,55,4,20,19,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0
16234,Moulidars,75,16,141,12,65,8,12,0,8,0,3,0,4,8,8,0,4,9,0,0,4,0,0,4
16236,Mouthiers-sur-Boëme,75,16,526,29,12,29,33,8,8,34,12,48,133,26,40,0,37,76,0,8,8,4,0,20
16237,Mouton,75,16,40,4,12,8,0,0,0,8,0,4,4,0,0,0,0,0,0,0,0,0,0,0
16238,Moutonneau,75,16,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16239,Mouzon,75,16,20,0,8,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0
16240,Nabinaud,75,16,24,0,16,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0
16241,Nanclars,75,16,20,0,4,4,0,0,0,0,0,4,0,4,0,0,0,4,0,0,0,0,0,0
16242,Nanteuil-en-Vallée,75,16,313,0,83,52,11,4,0,16,8,12,39,16,4,0,7,60,0,4,0,0,0,4
16243,Nercillac,75,16,245,0,124,24,8,0,0,11,4,26,12,8,8,0,4,16,4,0,0,0,0,4
16244,Nersac,75,16,"1,564",70,8,80,64,113,16,74,10,107,638,100,159,12,19,93,8,40,4,9,4,65
16245,Nieuil,75,16,72,0,12,8,0,4,0,4,4,4,4,8,4,0,0,20,0,0,0,4,0,4
16246,Nonac,75,16,65,4,36,8,0,0,0,0,0,8,4,0,4,0,0,0,0,0,0,0,0,0
16248,Oradour,75,16,35,0,16,7,0,0,0,0,0,0,0,0,0,8,0,4,0,0,0,0,8,8
16249,Oradour-Fanais,75,16,44,4,24,0,0,0,0,0,4,0,4,0,0,0,0,8,0,0,0,0,0,0
16250,Orgedeuil,75,16,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16251,Oriolles,75,16,84,0,16,16,0,0,0,0,0,16,8,12,12,4,0,0,0,0,0,0,0,0
16252,Orival,75,16,20,4,4,0,0,0,0,0,0,0,4,4,4,0,0,0,0,0,0,0,0,0
16253,Paizay-Naudouin-Embourie,75,16,56,0,8,8,0,0,0,8,4,8,12,4,0,0,4,0,0,0,0,0,0,0
16254,Palluaud,75,16,144,4,0,20,0,0,0,12,0,4,56,16,24,0,0,8,0,0,0,4,0,4
16255,Parzac,75,16,24,0,20,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16256,Passirac,75,16,32,4,16,0,0,0,0,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0
16258,Pérignac,75,16,101,4,49,16,0,0,0,4,0,0,4,0,4,4,4,12,0,0,0,0,4,4
16260,Pillac,75,16,52,8,16,4,0,0,0,0,4,4,0,0,4,0,0,12,0,0,0,0,0,0
16261,Les Pins,75,16,36,0,12,8,0,0,0,0,0,8,0,0,0,0,4,4,0,0,0,0,0,0
16263,Plassac-Rouffiac,75,16,39,4,16,4,4,0,0,0,0,0,0,4,4,0,0,4,0,0,0,0,0,0
16264,Pleuville,75,16,73,0,38,16,0,0,8,4,0,0,0,0,0,0,0,8,0,0,8,0,0,8
16267,Poullignac,75,16,60,4,24,8,0,0,0,4,0,12,0,4,4,0,0,0,0,0,0,0,0,0
16268,Poursac,75,16,28,8,8,0,0,0,0,4,0,0,0,0,0,0,4,4,0,0,0,0,0,0
16269,Pranzac,75,16,150,8,4,37,4,0,4,20,4,11,24,0,8,0,0,28,0,0,0,0,0,0
16270,Pressignac,75,16,79,4,44,12,0,0,0,4,0,0,0,0,3,0,0,12,0,0,0,0,0,0
16271,Puymoyen,75,16,"1,008",23,12,137,52,17,19,70,39,69,128,154,168,34,33,54,10,13,7,22,8,60
16272,Puyréaux,75,16,67,4,23,0,0,0,0,4,11,0,0,0,1,4,4,16,0,0,0,0,0,0
16273,Raix,75,16,31,4,20,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,4,4
16275,Ranville-Breuillaud,75,16,96,0,4,4,0,0,4,0,0,0,80,4,0,0,0,0,0,0,0,0,0,0
16276,Reignac,75,16,232,8,104,4,8,0,4,8,0,16,32,20,28,0,0,0,0,0,4,4,0,8
16277,Réparsac,75,16,197,11,24,11,11,0,0,8,0,12,74,15,20,0,0,11,4,0,0,3,0,7
16279,Rioux-Martin,75,16,55,4,12,4,0,0,0,0,0,8,15,0,0,0,4,8,0,0,0,0,0,0
16280,Rivières,75,16,385,12,12,28,4,4,0,20,16,20,149,47,24,0,8,40,4,4,0,15,0,23
16281,La Rochefoucauld-en-Angoumois,75,16,"1,995",104,29,85,16,11,19,303,105,289,212,233,136,16,284,152,8,11,4,36,16,75
16282,La Rochette,75,16,50,0,4,8,0,0,0,4,0,8,4,4,0,0,4,13,0,0,0,4,0,4
16283,Ronsenac,75,16,64,4,12,4,0,0,0,4,0,12,0,8,16,4,0,0,0,0,0,4,4,8
16284,Rouffiac,75,16,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16285,Rougnac,75,16,86,0,20,4,0,0,0,8,4,12,0,1,0,0,20,16,0,0,0,0,0,0
16286,Rouillac,75,16,"1,095",47,100,76,0,8,20,117,54,104,138,132,83,12,83,121,0,8,8,16,4,36
16287,Roullet-Saint-Estèphe,75,16,"1,468",40,60,107,51,13,7,75,44,119,249,118,381,11,116,77,5,5,0,12,4,26
16289,Roussines,75,16,32,8,0,4,0,0,4,0,0,0,0,0,8,4,0,4,0,0,4,0,4,8
16290,Rouzède,75,16,51,0,0,35,0,0,0,0,0,0,8,4,0,0,0,4,0,0,0,0,0,0
16291,Ruelle-sur-Touvre,75,16,"2,460",204,8,171,77,178,24,149,102,149,563,265,150,63,131,225,33,114,8,71,13,239
16292,Ruffec,75,16,"3,159",201,29,140,77,4,36,336,196,318,277,379,440,55,429,242,29,0,4,69,20,122
16293,Saint-Adjutory,75,16,48,0,12,0,0,0,0,4,0,8,8,0,8,0,0,8,0,0,0,0,0,0
16295,Saint-Amant-de-Boixe,75,16,348,28,15,20,8,0,4,35,67,31,22,24,36,0,13,44,0,0,4,8,0,12
16297,Graves-Saint-Amant,75,16,112,4,23,24,15,0,0,0,0,4,8,16,4,4,3,8,0,0,0,4,0,4
16298,Saint-Amant-de-Nouère,75,16,36,0,24,4,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
16300,Val-de-Bonnieure,75,16,249,20,28,28,0,4,0,12,4,16,33,12,4,8,40,41,0,4,0,0,4,8
16301,Saint-Aulais-la-Chapelle,75,16,56,0,24,8,0,0,0,4,4,4,12,0,0,0,0,0,0,0,0,0,0,0
16302,Saint-Avit,75,16,64,8,4,12,0,0,0,4,0,0,0,4,28,0,0,4,0,0,0,4,0,4
16303,Saint-Bonnet,75,16,121,0,61,4,0,0,0,4,8,8,4,8,8,0,4,12,0,0,0,0,0,0
16304,Saint-Brice,75,16,134,12,12,0,0,0,4,4,4,20,12,19,7,0,5,35,0,0,4,4,0,8
16306,Saint-Christophe,75,16,72,0,44,4,0,0,4,0,0,8,0,4,0,0,0,8,0,0,4,0,0,4
16307,Saint-Ciers-sur-Bonnieure,75,16,32,4,16,0,4,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0
16308,Saint-Claud,75,16,430,44,12,32,0,0,0,52,4,64,48,40,36,0,38,60,0,0,0,12,0,12
16310,Saint-Coutant,75,16,28,4,12,8,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
16312,Saint-Cybardeaux,75,16,111,12,35,28,4,0,8,8,0,4,0,4,0,0,0,8,0,0,4,4,0,8
16315,Saint-Félix,75,16,32,0,12,8,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0
16316,Saint-Fort-sur-le-Né,75,16,134,13,32,4,0,0,0,8,4,5,12,8,4,0,24,20,0,0,0,0,0,0
16317,Saint-Fraigne,75,16,88,4,28,0,0,0,0,8,0,20,4,0,0,0,12,12,0,0,0,0,0,0
16318,Saint-Front,75,16,80,4,12,4,0,0,0,4,4,12,4,4,8,0,16,8,0,0,0,0,0,0
16320,Saint-Genis-d'Hiersac,75,16,173,12,28,21,8,0,4,12,4,12,12,16,4,0,16,24,0,0,4,0,0,4
16321,Saint-Georges,75,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16323,Saint-Germain-de-Montbron,75,16,32,0,16,0,0,0,0,0,0,4,0,0,4,0,0,8,0,0,0,0,0,0
16325,Saint-Gourson,75,16,12,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
16326,Saint-Groux,75,16,203,0,4,0,8,0,4,4,0,16,127,4,12,4,4,16,8,0,4,0,0,12
16329,Saint-Laurent-de-Céris,75,16,219,4,20,56,4,0,0,12,0,16,8,15,32,4,12,36,0,0,0,3,4,7
16330,Saint-Laurent-de-Cognac,75,16,101,12,36,7,0,4,0,0,1,9,18,4,4,0,0,4,0,0,0,4,0,4
16331,Saint-Laurent-des-Combes,75,16,23,0,15,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,4,4
16334,Saint-Martial,75,16,47,4,19,0,0,0,0,0,4,4,8,0,4,0,4,0,0,0,0,0,0,0
16335,Saint-Martin-du-Clocher,75,16,32,0,20,0,0,0,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,0
16336,Saint-Mary,75,16,48,4,28,8,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0
16337,Saint-Maurice-des-Lions,75,16,132,8,44,20,0,0,0,0,8,8,16,4,8,4,0,12,0,0,0,0,4,4
16338,Saint-Médard,75,16,91,0,20,20,0,0,0,4,0,8,4,8,20,0,8,0,0,0,0,4,0,4
16339,Val-d'Auge,75,16,222,13,60,12,12,0,0,8,0,9,60,16,24,0,0,8,4,0,0,8,0,12
16340,Saint-Même-les-Carrières,75,16,202,0,36,36,7,0,4,8,8,12,43,4,12,0,8,24,7,0,0,0,0,7
16341,Saint-Michel,75,16,"2,506",269,8,54,16,16,5,61,89,261,123,107,74,3,"1,284",134,4,0,4,12,0,20
16342,Saint-Palais-du-Né,75,16,69,0,32,13,0,0,0,0,4,0,4,4,0,0,0,12,0,0,0,0,0,0
16343,Saint-Preuil,75,16,95,0,63,4,4,0,0,8,0,4,0,0,0,4,0,8,0,0,0,0,4,4
16345,Saint-Quentin-sur-Charente,75,16,60,8,28,4,0,0,0,4,0,8,0,4,4,0,0,0,0,0,0,0,0,0
16346,Saint-Quentin-de-Chalais,75,16,20,4,12,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4
16347,Saint-Romain,75,16,95,4,8,12,4,0,0,0,0,4,12,8,32,4,4,4,0,0,0,0,4,4
16348,Saint-Saturnin,75,16,160,24,23,16,12,0,0,4,8,12,4,8,4,0,4,41,8,0,0,0,0,8
16349,Sainte-Sévère,75,16,103,4,29,16,4,0,0,8,0,21,4,0,8,0,0,8,0,0,0,0,0,0
16350,Saint-Séverin,75,16,347,0,8,24,1,8,8,24,4,28,154,21,24,0,16,28,1,4,8,8,0,21
16351,Saint-Simeux,75,16,61,8,17,20,0,0,0,0,0,4,0,4,8,0,0,0,0,0,0,0,0,0
16352,Saint-Simon,75,16,20,4,4,0,0,0,0,0,0,0,8,0,0,0,0,4,0,0,0,0,0,0
16353,Saint-Sornin,75,16,100,12,12,8,0,0,0,16,4,12,8,0,12,0,4,12,0,0,0,0,0,0
16354,Sainte-Souline,75,16,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
16355,Saint-Sulpice-de-Cognac,75,16,149,3,64,8,0,8,0,8,9,4,8,0,11,4,4,18,0,0,0,0,0,0
16356,Saint-Sulpice-de-Ruffec,75,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16357,Saint-Vallier,75,16,60,0,36,4,0,0,0,4,4,0,4,0,4,0,0,4,0,0,0,0,0,0
16358,Saint-Yrieix-sur-Charente,75,16,"2,045",96,53,263,110,31,45,117,119,95,150,261,293,79,142,190,16,8,10,41,29,103
16359,Salles-d'Angles,75,16,424,12,72,4,11,4,8,24,1,22,89,29,98,0,15,35,2,0,0,4,0,6
16360,Salles-de-Barbezieux,75,16,116,16,16,8,4,0,0,0,36,12,4,0,8,0,0,12,0,0,0,0,0,0
16361,Salles-de-Villefagnan,75,16,32,0,24,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0
16362,Salles-Lavalette,75,16,55,4,28,4,8,4,0,0,0,0,0,0,4,4,0,0,0,4,0,0,0,4
16363,Saulgond,75,16,49,0,35,3,0,0,0,0,0,0,0,0,4,3,0,4,0,0,0,0,0,0
16364,Sauvagnac,75,16,13,0,4,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
16365,Sauvignac,75,16,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16366,Segonzac,75,16,885,32,219,59,11,1,0,81,47,51,129,43,56,28,59,67,3,0,0,8,17,28
16368,Sers,75,16,60,4,4,0,0,0,0,24,8,4,0,0,8,0,0,8,0,0,0,0,0,0
16369,Sigogne,75,16,215,17,68,24,4,0,0,8,5,12,29,0,4,0,8,36,4,0,0,0,0,4
16370,Sireuil,75,16,229,4,20,20,0,8,8,0,11,28,59,19,20,4,8,20,0,4,4,4,4,16
16372,Souffrignac,75,16,27,0,20,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
16373,Souvigné,75,16,21,4,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16374,Soyaux,75,16,"3,517",377,29,190,58,33,25,373,315,248,220,630,164,78,484,295,7,30,14,142,19,213
16375,Suaux,75,16,56,0,20,4,0,0,4,0,0,0,0,4,4,4,0,16,0,0,0,0,4,4
16377,La Tâche,75,16,16,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16378,Taizé-Aizie,75,16,72,4,8,20,0,0,4,0,4,0,0,4,4,4,0,20,0,0,0,0,4,4
16379,Taponnat-Fleurignac,75,16,120,11,12,15,0,0,4,8,4,8,8,0,12,0,4,35,0,0,0,0,0,0
16380,Le Tâtre,75,16,85,4,60,8,0,0,4,0,0,0,4,0,0,0,0,4,0,0,4,0,0,4
16381,Theil-Rabier,75,16,39,4,12,8,0,0,0,0,0,0,0,4,4,4,4,0,0,0,0,0,4,4
16382,Torsac,75,16,105,4,34,12,0,4,0,0,4,4,0,0,0,4,8,32,0,4,0,0,4,8
16383,Tourriers,75,16,96,0,8,8,8,0,0,11,4,8,18,4,9,0,4,15,4,0,0,0,0,4
16384,Touvérac,75,16,301,12,31,27,0,4,0,24,4,40,16,36,4,0,83,20,0,4,0,16,0,20
16385,Touvre,75,16,168,20,13,12,12,0,0,0,20,12,47,8,4,8,4,8,4,0,0,0,8,12
16387,Triac-Lautrait,75,16,96,0,28,4,0,0,0,0,15,0,12,16,8,0,0,12,0,0,0,0,0,0
16388,Trois-Palis,75,16,91,7,13,4,0,0,0,4,0,16,4,8,0,8,19,8,0,0,0,4,8,13
16389,Turgon,75,16,19,0,0,15,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
16390,Tusson,75,16,138,12,12,24,0,0,0,12,4,0,20,6,8,0,12,28,0,0,0,0,0,0
16392,Valence,75,16,54,4,0,12,0,0,1,5,7,12,0,5,0,0,0,8,0,0,1,0,0,1
16393,Vars,75,16,393,12,36,41,12,1,4,24,16,20,29,28,80,11,23,55,0,0,4,8,0,12
16394,Vaux-Lavalette,75,16,32,0,24,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8
16395,Vaux-Rouillac,75,16,80,4,48,4,0,0,0,12,0,0,0,0,0,0,0,12,0,0,0,0,0,0
