Fichier Localisé Social et Fiscal (FiLoSoFi) - Année 2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Distribution des niveaux de vie et composition du revenu disponible - Ensemble,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zones d'emplois 2010,,Découpage géographique au 01/01/2013,,,,,Sommaire,,Documentation,,,,,,,,,,,,,,,,,,,
©Insee,"Sources : Insee-DGFIP-Cnaf-Cnav-CCMSA, Fichier localisé social et fiscal.",,,,,,Date de première mise ligne le 02/06/2015,,,,,,,,,,,,,,,,,,,,,
Code géographique,Libellé géographique,nombre de ménages fiscaux,nombre de personnes dans les ménages fiscaux,nbre d'unités de consommation dans les ménages fiscaux,1er quartile,médiane,3e quartile,Ecart interquartile,1er décile,2e décile,3e décile,4e décile,6e décile,7e décile,8e décile,9e décile,rapport inter-décile 9e décile/1er decile,S80/20,indice de gini,"Part des salaires, traitements ou chômage",Part des revenus d'activités non salariées,"Part des pensions, retraites et rentes",Part des revenus du patrimoine,Part de l'ensemble des prestations sociales ,dont part des prestations familiales,dont part des minimas sociaux,dont part des prestations logement,Part des impôts
CODGEO,LIBGEO,NBMEN12,NBPERS12,NBUC12,Q112,Q212,Q312,Q3_Q1,D112,D212,D312,D412,D612,D712,D812,D912,RD,S80S2012,GI12,PTSAC12,PBEN12,PPEN12,PPAT12,PPSOC12,PPFAM12,PPMINI12,PPLOGT12,PIMPOT12
2602,Chatillon,8249.0,17738.5,12507.2,13912.4,18218.4,23698.0,9785.6,10489.0,12935.6,14815.0,16568.6,20074.0,22277.5,25571.4,31814.8,3.0,3.8,0.3,50.7,10.3,34.9,13.1,4.9,2.1,1.6,1.2,-13.9
2603,Dijon,179132.0,402044.0,277329.0,15613.8,20719.7,27361.3,11747.5,11664.8,14474.0,16659.0,18650.0,22896.0,25654.8,29456.0,36500.0,3.1,3.9,0.3,66.5,6.5,27.8,11.7,4.3,2.0,1.1,1.2,-16.8
2604,Montbard,14303.0,31233.0,21823.5,14641.4,18828.3,24462.7,9821.2,11187.7,13745.4,15588.5,17192.3,20781.0,23024.7,26121.6,31919.3,2.9,3.5,0.2,58.9,7.2,31.9,11.2,4.9,2.1,1.5,1.3,-14.1
2605,Morvan,16705.0,33025.0,24111.3,13289.2,17496.0,23045.8,9756.5,9524.7,12257.5,14239.2,15774.7,19368.9,21632.7,24879.2,30568.5,3.2,3.9,0.3,40.4,9.1,46.2,13.0,4.5,1.6,1.8,1.0,-13.2
2606,Nevers,55015.0,116993.5,82557.6,14123.3,18618.3,24126.0,10002.7,10402.3,13039.6,15075.6,16876.5,20473.3,22708.0,25870.0,31493.0,3.0,3.7,0.3,57.9,5.9,35.2,10.1,6.0,2.1,2.2,1.7,-15.1
2607,Autun,15131.0,32727.5,23007.8,14029.5,18150.0,23591.5,9562.0,10727.7,13098.0,14837.7,16526.8,19948.8,22151.3,25245.7,30920.9,2.9,3.6,0.3,54.4,8.0,35.8,11.0,5.0,2.1,1.5,1.4,-14.2
2608,Chalon-sur-Saône,84733.0,192699.5,132387.8,14720.7,19290.0,25102.0,10381.3,11233.2,13722.5,15664.0,17456.7,21214.0,23611.0,26952.0,33227.3,3.0,3.7,0.3,63.3,6.5,29.9,10.8,5.0,2.3,1.4,1.3,-15.5
2609,Louhans,16280.0,35982.0,25052.1,14155.0,18376.0,23493.3,9338.3,10862.7,13192.0,15030.6,16734.2,20131.2,22186.6,25024.9,30396.7,2.8,3.4,0.2,55.6,6.7,35.3,10.7,4.9,2.3,1.4,1.2,-13.2
2610,Le Creusot - Montceau,45980.0,99980.5,70062.8,14022.3,18123.5,23253.0,9230.7,10673.0,13112.0,14922.0,16534.7,19885.3,21976.0,24859.0,30234.0,2.8,3.4,0.2,58.5,4.6,35.6,9.2,6.0,2.3,1.9,1.8,-13.9
2611,Charolais,37906.0,83060.0,58125.4,14298.0,18232.0,23366.0,9068.0,11057.0,13428.3,15135.6,16644.3,19977.3,22098.4,24936.0,30469.0,2.8,3.5,0.2,54.0,7.7,34.7,12.3,4.8,2.2,1.4,1.3,-13.5
2612,Auxerre,91379.0,204554.5,141344.5,14423.3,19023.4,24938.4,10515.1,10637.2,13358.7,15415.3,17200.0,21025.3,23444.0,26845.0,33229.0,3.1,3.9,0.3,57.8,7.7,32.6,11.8,5.4,2.3,1.7,1.4,-15.3
2613,Avallon,10622.0,23257.5,16250.4,14227.3,18402.2,23834.0,9606.7,10629.1,13231.3,15057.5,16723.5,20161.0,22383.3,25589.3,32020.7,3.0,3.8,0.3,53.6,8.5,34.2,12.5,5.5,2.1,2.0,1.4,-14.3
2614,Sens,46286.0,109037.0,73737.4,14749.0,19352.7,25125.0,10376.0,10966.2,13658.1,15736.0,17552.9,21302.0,23703.3,26940.0,32779.5,3.0,3.7,0.3,62.8,6.3,30.3,10.5,5.4,2.6,1.5,1.3,-15.3
3110,Roubaix - Tourcoing,161865.0,419356.0,272970.2,12705.6,17632.0,24038.3,11332.7,9256.5,11658.1,13728.2,15704.3,19801.6,22415.8,26110.7,32980.0,3.6,4.5,0.3,69.3,4.5,22.6,10.3,8.5,3.6,2.6,2.3,-15.2
3111,Lille,316669.0,747435.5,504246.2,14224.0,19872.3,27563.6,13339.6,10216.7,13022.4,15379.3,17572.4,22430.6,25605.3,29943.0,37751.5,3.7,4.6,0.3,73.4,5.7,21.8,10.3,6.1,2.6,1.8,1.8,-17.3
3112,Dunkerque,103034.0,251815.5,168349.6,13448.1,17909.5,23761.5,10313.4,10251.9,12497.6,14335.0,16098.0,19915.0,22291.3,25513.1,31310.7,3.1,3.7,0.3,67.8,4.8,26.5,8.4,7.1,3.0,2.0,2.1,-14.6
3113,Flandre - Lys,48462.0,123928.0,81603.4,14792.5,19370.9,25077.2,10284.7,11318.0,13810.0,15734.7,17544.8,21315.0,23694.5,26849.0,32560.0,2.9,3.5,0.3,68.5,6.1,24.1,10.6,5.2,2.9,1.2,1.2,-14.5
3114,Douai,97328.0,245268.5,162025.0,12903.8,17411.7,23478.5,10574.7,9691.7,11978.0,13824.0,15544.7,19482.0,21934.0,25270.6,30990.7,3.2,3.9,0.3,66.7,4.7,26.5,7.6,8.2,3.3,2.6,2.3,-13.7
3115,Valenciennes,138186.0,342870.0,227249.3,12189.1,16527.5,22389.3,10200.2,9090.0,11273.0,13070.0,14733.0,18532.5,20925.7,24131.5,29746.7,3.3,4.0,0.3,66.0,4.8,25.9,7.7,9.3,3.5,3.2,2.7,-13.7
3116,Cambrai,72842.0,177553.0,118592.5,12998.6,17494.0,23221.7,10223.1,9667.5,12010.8,13906.0,15684.6,19452.7,21796.1,24969.5,30724.3,3.2,4.0,0.3,62.7,7.3,27.3,9.3,7.2,3.1,2.3,1.8,-13.8
3117,Maubeuge,92273.0,226448.5,150835.6,12074.0,16522.5,22437.9,10363.9,8973.0,11158.1,12963.1,14725.2,18528.7,20956.0,24193.3,29840.3,3.3,4.0,0.3,62.5,6.0,27.5,8.1,9.2,3.4,3.3,2.6,-13.3
3121,Arras,97659.0,238330.0,159404.3,13956.0,18958.6,25290.0,11334.0,10454.5,12920.4,15004.3,16958.0,21122.5,23703.3,27297.3,33754.5,3.2,4.0,0.3,65.6,7.8,26.0,10.3,5.7,2.7,1.6,1.4,-15.4
3122,Lens - Hénin,144002.0,360347.0,238142.9,11852.3,15848.0,20907.6,9055.3,8960.4,11013.8,12639.0,14237.5,17605.0,19668.3,22392.5,27077.5,3.0,3.6,0.3,65.1,3.6,27.6,5.8,10.3,4.0,3.3,3.1,-12.4
3123,Béthune - Bruay,116954.0,290119.0,192535.9,12925.3,17325.0,23018.7,10093.3,9771.0,12015.7,13828.0,15532.0,19295.0,21577.6,24714.0,30160.0,3.1,3.7,0.3,66.3,5.2,26.8,8.0,7.6,3.2,2.2,2.2,-13.9
3124,Saint-Omer,46762.0,116489.0,77268.3,12968.0,17319.0,22793.3,9825.4,9896.5,12044.7,13850.8,15605.7,19183.3,21404.4,24416.0,29751.3,3.0,3.7,0.3,65.9,5.9,25.2,9.6,7.3,3.3,2.1,2.0,-13.9
3125,Calais,65276.0,164114.5,108159.2,12524.0,16943.0,22613.3,10089.3,9411.4,11604.9,13417.1,15132.0,18884.5,21196.3,24280.4,29501.1,3.1,3.8,0.3,66.9,5.8,24.6,7.9,8.7,3.6,2.6,2.5,-13.9
3126,Boulogne-sur-mer,65877.0,160852.0,107486.8,12775.4,17054.0,22838.6,10063.2,9621.2,11834.4,13631.5,15314.0,18989.1,21358.3,24630.0,30683.3,3.2,4.0,0.3,63.4,6.3,27.3,9.8,8.0,3.2,2.4,2.4,-14.8
3127,Berck - Montreuil,44933.0,105785.5,71787.6,13424.3,17860.7,23722.9,10298.6,10216.7,12473.7,14298.2,16052.7,19838.6,22199.3,25571.0,32082.7,3.1,4.0,0.3,57.6,7.8,31.4,12.6,6.0,2.7,1.7,1.6,-15.4
4101,Longwy,44992.0,103232.5,70596.0,13701.3,19057.0,26448.6,12747.2,9502.5,12509.6,14721.4,16781.5,21575.0,24530.0,28604.0,35264.0,3.7,4.6,0.3,70.6,3.8,22.9,8.1,4.1,1.4,1.4,1.3,-9.5
4102,Lunéville,14016.0,32510.5,22109.2,13617.9,18167.4,23728.1,10110.2,10035.3,12619.6,14626.0,16465.0,20071.9,22306.0,25355.3,30829.5,3.1,3.8,0.3,62.1,5.4,29.4,10.3,7.0,2.9,2.2,2.0,-14.2
4103,Nancy,211865.0,479754.0,329892.0,14862.6,20100.0,26850.5,11987.9,10770.4,13694.5,15973.2,18023.3,22401.6,25141.2,28999.3,35980.7,3.3,4.1,0.3,67.8,5.7,26.9,11.1,5.2,2.2,1.4,1.6,-16.7
4104,Bar-le-Duc,26581.0,60051.5,41464.2,14582.0,19253.5,24941.0,10359.0,10949.0,13528.0,15569.5,17434.3,21208.1,23496.7,26733.3,32849.0,3.0,3.7,0.3,61.2,6.4,30.5,11.6,5.1,2.2,1.5,1.3,-14.8
4105,Commercy,18446.0,43711.0,29562.6,13645.0,18178.0,23651.3,10006.3,10380.7,12712.2,14562.7,16346.5,20033.3,22281.4,25244.3,30713.5,3.0,3.6,0.3,59.6,8.3,28.6,11.2,5.8,2.8,1.6,1.5,-13.5
4106,Verdun,26408.0,60359.5,41382.9,13748.4,18415.6,24104.7,10356.2,10034.4,12758.0,14678.0,16552.0,20380.0,22634.0,25873.5,31880.7,3.2,3.9,0.3,59.8,8.1,29.2,10.7,6.0,2.5,1.9,1.6,-13.8
4107,Metz,207728.0,483020.5,329431.1,14549.6,19765.3,26722.2,12172.6,10622.3,13463.0,15613.6,17666.0,22107.5,24954.5,28858.6,35895.4,3.4,4.2,0.3,68.6,5.1,25.4,10.8,4.9,2.0,1.4,1.4,-14.8
4108,Forbach,90098.0,214532.0,145673.8,13368.0,17936.3,23885.3,10517.3,9858.7,12357.0,14312.5,16121.3,20001.9,22431.3,25727.8,31714.0,3.2,3.9,0.3,63.5,4.1,31.1,8.7,6.1,2.4,2.0,1.7,-13.5
4109,Sarrebourg,29590.0,70328.5,47727.9,14847.0,19220.0,24756.5,9909.5,11378.0,13854.7,15763.9,17439.3,21138.3,23348.0,26332.7,31606.8,2.8,3.4,0.2,64.6,5.5,28.3,10.8,4.6,2.3,1.3,1.1,-13.8
4110,Sarreguemines,46112.0,110104.5,74770.0,14882.0,19699.0,25916.5,11034.5,11123.0,13811.5,15866.4,17752.0,21816.1,24338.7,27857.5,34148.9,3.1,3.8,0.3,69.1,4.1,26.3,10.4,4.4,1.9,1.3,1.1,-14.3
4111,Thionville,89352.0,209720.5,142478.6,14442.5,19975.6,27943.3,13500.8,10312.9,13281.5,15516.0,17636.3,22563.2,25819.3,30426.5,38093.8,3.7,4.6,0.3,70.7,3.4,23.1,9.6,3.8,1.5,1.2,1.1,-10.6
4112,Épinal,69518.0,159099.5,108964.8,13996.0,18561.9,24224.0,10228.0,10280.0,12925.0,14985.3,16781.9,20506.4,22773.9,25982.7,32101.6,3.1,3.8,0.3,63.6,5.6,28.6,10.7,6.0,2.6,1.7,1.7,-14.5
4113,Remiremont,37267.0,83366.5,57833.7,14458.0,18533.0,23837.5,9379.5,10963.5,13470.0,15347.4,16915.0,20333.9,22497.8,25496.7,31128.0,2.8,3.6,0.3,60.4,4.9,31.4,12.6,4.8,2.3,1.2,1.3,-14.1
4114,Saint-Dié-des-Vosges,37945.0,85167.0,58863.2,13559.3,17932.0,23103.3,9544.0,9926.9,12570.4,14504.0,16207.6,19708.0,21724.0,24718.9,30038.0,3.0,3.7,0.3,60.4,5.0,31.6,10.6,6.1,2.5,1.8,1.7,-13.7
4115,Neufchâteau,22723.0,50919.5,35287.0,14113.0,18513.6,24137.6,10024.6,10556.3,13114.7,15068.0,16797.0,20415.2,22650.8,25926.1,31386.7,3.0,3.7,0.3,60.0,6.3,31.5,11.2,4.9,2.2,1.4,1.3,-13.9
4201,Haguenau,79554.0,198715.0,132702.7,16574.8,21662.0,27963.0,11388.2,12586.0,15436.7,17669.0,19657.0,23814.0,26384.2,29886.7,36256.7,2.9,3.5,0.2,72.3,4.3,23.6,11.8,3.5,1.9,0.8,0.8,-15.5
4202,Molsheim - Obernai,54269.0,132780.5,89165.8,16858.9,22121.4,29035.0,12176.1,12889.0,15744.3,17939.0,20028.2,24428.7,27285.2,31129.3,38271.4,3.0,3.7,0.3,69.1,5.0,24.5,14.8,3.2,1.9,0.6,0.7,-16.6
4203,Saverne,31350.0,77259.0,51835.6,15777.5,20695.0,26729.1,10951.6,12077.5,14750.8,16804.4,18727.8,22776.8,25221.3,28670.6,34792.7,2.9,3.5,0.2,67.6,4.9,26.2,12.2,3.8,2.1,0.8,0.9,-14.7
4204,Sélestat,34262.0,83978.5,56241.8,15938.6,20996.7,27296.0,11357.4,12052.9,14815.0,16982.9,18971.1,23172.7,25744.0,29212.0,35964.0,3.0,3.7,0.3,69.2,5.6,23.4,13.3,4.1,2.2,0.9,1.0,-15.6
4205,Strasbourg,231856.0,530151.5,363019.8,14574.3,20637.2,28802.7,14228.3,10297.3,13282.2,15804.7,18183.9,23358.1,26709.0,31398.9,39838.8,3.9,4.9,0.3,68.0,5.5,24.4,14.8,5.2,2.1,1.5,1.6,-17.9
4206,Wissembourg,16292.0,40073.5,26972.6,16724.3,22284.4,29751.6,13027.3,12636.0,15573.3,17827.5,20009.4,24781.0,27870.7,32124.8,38650.0,3.1,3.7,0.3,79.2,3.9,18.8,11.3,2.8,1.5,0.6,0.6,-16.0
4207,Colmar,81337.0,188558.5,128880.0,15897.9,21402.0,28539.0,12641.1,11691.3,14682.0,17053.5,19230.0,23790.8,26677.3,30760.0,38392.4,3.3,4.1,0.3,66.8,6.0,25.7,14.3,3.9,1.9,0.9,1.0,-16.7
4208,Mulhouse,174848.0,417404.0,281660.5,14821.4,20530.5,28063.9,13242.5,10696.9,13580.0,15994.7,18230.7,23037.8,26147.0,30463.3,38304.0,3.6,4.4,0.3,68.9,4.1,25.8,12.5,4.9,2.2,1.3,1.4,-16.2
4209,Saint-Louis,49655.0,118663.5,80164.4,18424.7,27116.0,38875.3,20450.7,12817.2,16739.6,20083.3,23431.2,31162.8,36065.4,42311.3,53466.1,4.2,5.1,0.3,84.3,2.8,20.3,10.7,2.2,1.1,0.6,0.6,-20.3
4301,Besançon,126179.0,290134.0,197655.1,14963.8,19866.8,26190.0,11226.2,11136.7,13875.2,15998.8,17893.0,21983.3,24536.0,28149.4,34605.0,3.1,3.9,0.3,68.1,6.2,25.9,10.4,5.2,2.5,1.3,1.5,-15.8
4302,Belfort - Montbéliard - Héricourt,156348.0,365084.0,247971.0,14199.6,19037.7,25184.8,10985.2,10572.0,13141.1,15192.7,17114.0,21140.0,23666.7,27048.7,32950.0,3.1,3.8,0.3,68.1,4.3,28.5,8.0,5.8,2.6,1.6,1.6,-14.7
4303,Morteau,19913.0,47508.0,31943.2,18572.0,26342.4,36053.9,17481.9,13702.9,17000.3,20034.2,23018.5,29757.3,33896.0,38604.3,46088.3,3.4,3.9,0.3,88.9,4.1,15.8,7.7,2.3,1.4,0.4,0.5,-18.8
4304,Pontarlier,26308.0,62814.5,42181.6,16793.3,23223.3,31930.0,15136.7,12588.7,15626.0,17986.7,20514.0,26114.8,29712.0,34452.8,41781.0,3.3,3.9,0.3,81.8,5.4,18.1,8.6,3.3,1.9,0.7,0.7,-17.2
4305,Dole,30193.0,69264.5,47376.2,14696.3,19166.5,24791.8,10095.5,11025.7,13627.1,15624.3,17438.7,21150.0,23431.3,26466.0,32069.3,2.9,3.5,0.2,62.2,5.9,32.1,9.0,5.3,2.5,1.4,1.4,-14.5
4306,Lons-le-Saunier,52906.0,117027.0,81338.0,14644.6,19092.2,24758.0,10113.4,11124.1,13675.0,15571.4,17361.9,21020.0,23317.8,26545.2,32538.0,2.9,3.6,0.3,60.6,6.2,32.4,10.5,4.6,2.2,1.1,1.2,-14.3
4307,Saint-Claude,22946.0,54516.0,36789.0,15458.0,20652.0,28438.3,12980.3,11403.0,14279.6,16551.3,18586.5,23118.0,26417.3,30920.7,38181.3,3.3,4.1,0.3,74.9,4.2,23.4,9.1,4.1,2.2,0.9,1.0,-15.7
4308,Gray,11988.0,27399.5,18792.0,13936.0,18128.0,23497.3,9561.3,10498.9,13030.4,14870.7,16490.4,19932.0,22151.0,25068.8,31003.3,3.0,3.6,0.3,55.8,9.2,32.1,10.4,5.8,2.6,1.6,1.6,-13.3
4309,Vesoul,51224.0,116404.0,80013.0,13829.0,18185.0,23564.7,9735.7,10433.0,12829.5,14755.0,16496.7,20022.7,22216.2,25153.9,30438.0,2.9,3.6,0.3,61.7,6.0,30.8,9.1,5.8,2.5,1.7,1.5,-13.4
5201,Ancenis,18826.0,47291.5,31084.2,15180.6,18881.5,23449.0,8268.4,12070.0,14289.6,15992.4,17486.5,20446.2,22322.0,24898.8,29568.0,2.4,3.0,0.2,68.5,5.4,23.5,10.0,5.7,3.4,1.1,1.2,-13.1
5202,Châteaubriant,15173.0,36270.0,24393.4,13916.2,17665.6,22030.4,8114.2,10578.3,12994.0,14712.0,16190.0,19144.3,20947.0,23439.0,28199.6,2.7,3.3,0.2,60.0,8.3,27.0,10.5,6.8,3.4,1.8,1.6,-12.6
5203,Nantes,424343.0,1007006.5,677412.5,15876.0,20616.0,26923.0,11047.0,12087.5,14795.5,16862.8,18727.1,22697.0,25284.0,28931.1,35645.2,2.9,3.7,0.3,72.4,5.3,22.8,10.9,4.9,2.5,1.1,1.3,-16.3
5204,Saint-Nazaire,130218.0,295698.0,202913.9,15488.5,19844.8,25708.0,10219.5,11960.0,14473.8,16404.0,18128.7,21783.3,24190.0,27684.0,34102.0,2.9,3.6,0.3,60.2,5.5,32.9,12.4,4.7,2.3,1.2,1.2,-15.7
5205,Angers,186756.0,442633.5,298185.8,15032.0,19443.0,25232.6,10200.6,11440.8,14033.3,15969.2,17707.2,21350.8,23728.1,27137.0,33588.0,2.9,3.7,0.3,66.4,6.1,26.1,10.8,5.6,2.8,1.3,1.6,-15.0
5206,Cholet,77372.0,191298.0,126958.8,15256.0,18905.7,23579.2,8323.2,12103.3,14400.0,16035.3,17472.0,20497.3,22413.0,25090.7,30228.0,2.5,3.1,0.2,67.2,6.0,24.5,10.7,5.3,3.1,0.9,1.2,-13.7
5207,Saumur,41923.0,97588.0,66377.1,14031.7,17964.7,23004.0,8972.3,10734.2,13097.0,14856.9,16399.3,19677.3,21713.5,24628.0,30490.7,2.8,3.5,0.2,58.6,7.2,31.0,10.7,6.0,2.8,1.5,1.6,-13.5
5208,Segré,21358.0,51797.5,34607.1,14482.7,18107.3,22348.8,7866.2,11454.4,13640.0,15245.6,16701.0,19452.9,21261.1,23708.1,27958.0,2.4,3.0,0.2,61.0,8.1,26.9,10.2,6.0,3.4,1.2,1.5,-12.2
5209,Laval,91886.0,219738.0,147487.8,14940.7,18951.8,23962.0,9021.3,11605.8,14000.0,15805.7,17400.7,20653.2,22678.0,25595.3,31141.0,2.7,3.4,0.2,64.5,6.8,26.8,11.0,5.3,3.0,1.0,1.3,-14.4
5210,Mayenne,22536.0,52354.0,35672.7,14658.0,18635.7,23347.5,8689.5,11247.0,13772.0,15533.0,17112.0,20186.2,22072.0,24819.5,29882.7,2.7,3.3,0.2,60.3,7.8,28.2,12.4,4.9,2.7,1.0,1.2,-13.6
5211,La Ferté-Bernard,14952.0,34340.0,23493.2,14851.3,18973.2,23768.0,8916.7,11533.3,13905.5,15766.4,17365.0,20528.1,22528.0,25212.1,30064.3,2.6,3.3,0.2,61.9,6.3,30.3,10.8,4.7,2.5,1.0,1.2,-14.0
5212,La Flèche,23979.0,54250.5,37383.5,14235.4,18178.7,23031.5,8796.1,10866.7,13288.0,15101.0,16673.5,19818.8,21754.7,24521.0,30110.7,2.8,3.4,0.2,57.0,6.4,34.3,10.4,5.3,2.6,1.3,1.4,-13.4
5213,Le Mans,178031.0,413122.5,280766.4,14818.8,19304.7,24834.4,10015.7,10933.8,13732.0,15772.7,17570.7,21165.2,23433.3,26511.3,32114.0,2.9,3.6,0.3,65.0,5.3,29.3,9.8,5.5,2.7,1.3,1.6,-14.9
5214,Sablé-sur-Sarthe,15299.0,37547.5,24936.6,14504.3,18363.3,22796.3,8292.0,11042.7,13604.0,15325.0,16860.0,19866.5,21711.0,24214.7,29269.0,2.7,3.3,0.2,65.8,5.9,25.5,10.6,5.9,3.3,1.1,1.5,-13.7
5215,Challans,57906.0,127522.5,88963.7,15052.0,19146.7,24694.3,9642.3,11723.0,14118.0,15926.7,17520.0,20962.0,23237.2,26539.3,32727.8,2.8,3.5,0.3,51.7,6.7,38.3,14.5,3.8,2.0,0.9,1.0,-15.0
5216,Fontenay-le-Comte,29004.0,67784.0,46103.3,14165.3,18103.3,23065.2,8899.9,10934.1,13257.4,15004.7,16596.7,19767.5,21765.0,24657.7,30046.1,2.7,3.4,0.2,58.6,7.9,30.9,10.4,5.4,2.7,1.3,1.4,-13.2
5217,Les Herbiers,23792.0,59160.0,39167.6,15478.0,18984.0,23144.0,7666.0,12466.5,14615.0,16271.9,17646.0,20433.8,22158.7,24350.0,28752.7,2.3,2.8,0.2,70.4,6.1,22.2,9.9,4.8,3.1,0.7,1.0,-13.4
5218,La Roche-sur-Yon,102934.0,244375.5,164671.5,15094.0,19186.2,24194.2,9100.2,11753.3,14129.3,15966.0,17609.0,20850.0,22930.0,25742.7,31115.3,2.6,3.3,0.2,64.4,6.2,27.6,11.1,5.1,2.7,1.1,1.3,-14.4
5219,Les Sables-d'Olonne,33233.0,69111.0,49480.8,15582.0,20042.4,26709.0,11127.0,12040.7,14584.0,16506.7,18196.7,22210.0,24973.3,28893.0,36002.7,3.0,3.9,0.3,46.8,6.5,43.9,16.0,3.3,1.5,0.9,1.0,-16.5
5301,Dinan,41020.0,91616.0,63380.3,15338.0,19939.2,26342.0,11004.0,11714.0,14316.0,16287.0,18053.3,22031.7,24642.7,28507.6,35874.3,3.1,3.8,0.3,55.7,7.1,34.4,13.8,4.4,2.1,1.2,1.1,-15.4
5302,Guingamp,22919.0,50577.0,35057.1,14145.8,18221.4,23432.7,9286.9,10731.0,13226.1,15007.0,16662.8,19960.0,22060.7,25117.3,30605.7,2.9,3.5,0.2,54.6,8.0,33.2,11.5,6.1,2.6,1.9,1.6,-13.4
5303,Lannion,41584.0,90410.5,63265.6,15208.0,20016.0,26868.7,11660.7,11494.0,14178.7,16183.3,18054.0,22257.2,25108.0,29091.3,35923.0,3.1,3.8,0.3,51.9,7.3,38.3,13.3,4.4,2.0,1.2,1.1,-15.2
5304,Loudéac,16915.0,38813.5,26583.7,14441.8,18641.5,23553.3,9111.5,11241.0,13536.3,15326.7,17013.3,20212.0,22232.7,25132.7,30428.0,2.7,3.3,0.2,55.0,10.4,30.4,12.5,5.2,2.6,1.4,1.2,-13.5
5305,Saint-Brieuc,133512.0,300668.0,207017.0,15210.0,19581.3,25413.0,10203.0,11657.5,14215.0,16128.7,17852.0,21483.9,23874.0,27296.7,33734.3,2.9,3.6,0.3,56.7,8.0,32.5,13.1,4.8,2.3,1.2,1.2,-15.1
5306,Brest,193728.0,439143.5,301114.5,15438.8,19916.1,25892.8,10454.0,11884.7,14435.2,16366.7,18124.0,21888.0,24348.0,27794.8,33929.2,2.9,3.5,0.3,64.1,6.4,28.7,11.2,5.0,2.4,1.2,1.3,-15.4
5307,Carhaix-Plouguer,20548.0,43003.0,30599.5,13678.0,17941.3,23196.0,9518.0,9977.0,12662.0,14541.0,16294.0,19701.3,21944.0,24859.3,30243.5,3.0,3.7,0.3,48.6,10.0,36.7,12.3,5.4,2.2,1.8,1.4,-13.0
5308,Morlaix,32957.0,72199.5,50274.3,15022.0,19373.3,25082.1,10060.1,11459.2,14005.0,15970.5,17666.2,21253.3,23610.0,27033.3,33407.3,2.9,3.6,0.3,55.2,9.0,33.7,12.4,4.8,2.2,1.4,1.2,-15.1
5309,Quimper,144605.0,313439.0,219661.9,15267.1,19634.3,25581.2,10314.1,11751.3,14291.0,16180.0,17882.0,21615.3,24022.8,27508.7,33840.0,2.9,3.6,0.3,56.7,7.2,34.2,12.6,4.4,2.0,1.2,1.1,-15.1
5310,Fougères,28536.0,66427.0,45108.1,14877.6,18645.4,23284.7,8407.0,11647.2,13993.9,15685.4,17175.0,20215.2,22061.3,24785.8,29790.0,2.6,3.2,0.2,61.0,6.8,28.2,11.8,5.6,2.9,1.3,1.4,-13.4
5311,Redon,19278.0,44819.5,30504.4,14719.5,18720.0,23555.0,8835.5,11058.8,13742.0,15603.3,17196.2,20351.0,22332.4,25049.3,30438.0,2.8,3.3,0.2,61.1,5.7,29.9,11.3,5.5,2.7,1.4,1.3,-13.5
5312,Rennes,313751.0,745416.0,500833.6,15818.0,20578.0,26964.7,11146.7,11936.8,14728.0,16806.7,18717.9,22683.3,25279.4,29021.3,35742.7,3.0,3.7,0.3,70.7,5.9,22.4,12.3,5.0,2.6,1.1,1.3,-16.3
5313,Saint-Malo,46973.0,102623.5,71618.3,14930.0,19380.7,25823.6,10893.6,11507.5,13910.0,15840.0,17588.7,21485.0,24115.8,28007.0,35346.0,3.1,3.9,0.3,55.5,7.3,33.7,14.2,4.8,2.1,1.3,1.3,-15.5
5314,Vitré,20062.0,50531.0,33257.8,15620.8,19439.0,24460.0,8839.2,12534.9,14801.3,16427.0,17944.2,21133.9,23147.4,26087.3,31720.7,2.5,3.2,0.2,69.8,6.2,20.1,13.2,5.1,3.1,0.9,1.1,-14.4
5315,Lorient,131079.0,292768.5,202435.1,15119.5,19573.0,25460.0,10340.5,11502.2,14106.0,16038.0,17799.6,21552.0,23945.0,27340.5,33414.5,2.9,3.6,0.3,59.3,6.2,32.4,12.1,5.0,2.2,1.4,1.4,-15.0
5316,Ploërmel,16696.0,38821.0,26397.9,14661.4,18751.3,23607.3,8945.9,11137.9,13743.3,15597.6,17154.8,20383.8,22393.7,25234.0,30053.0,2.7,3.3,0.2,59.6,8.0,29.4,11.2,5.2,2.8,1.2,1.1,-13.4
5317,Pontivy,24593.0,56239.5,38548.2,14806.0,18940.0,24074.0,9268.0,11329.0,13868.0,15688.9,17355.7,20662.9,22705.0,25652.4,31185.3,2.8,3.5,0.2,58.4,9.2,28.7,12.6,5.0,2.5,1.3,1.2,-13.9
5318,Vannes,148724.0,338653.0,232368.4,15510.0,20075.4,26427.6,10917.6,11819.2,14465.8,16457.7,18266.8,22117.0,24755.0,28574.0,35883.5,3.0,3.8,0.3,56.4,7.6,33.0,14.4,4.3,2.2,1.0,1.1,-15.7
5401,Thouars - Loudun,28512.0,64533.5,44469.5,14100.0,17907.5,22731.0,8631.0,10873.6,13211.7,14923.3,16404.0,19479.0,21457.0,24290.0,29638.8,2.7,3.5,0.2,56.6,9.0,30.8,12.0,5.4,2.5,1.5,1.4,-13.8
