Département - commune,Libellé de la commune,Région,Département,Code de la zone d'emploi 90,Libellé de la zone d'emploi 90
CODGEO,LIBGEO,REG,DEP,ZE1990,LIBZE1990
73041,Betton-Bettonet,82,73,8216,Chambéry
73042,Billième,82,73,8209,Belley
73043,La Biolle,82,73,8216,Chambéry
73045,Le Bois,82,73,8217,Tarentaise
73046,Bonneval,82,73,8217,Tarentaise
73047,Bonneval-sur-Arc,82,73,8218,Maurienne
73048,Bonvillard,82,73,8217,Tarentaise
73049,Bonvillaret,82,73,8218,Maurienne
73050,Bourdeau,82,73,8216,Chambéry
73051,Le Bourget-du-Lac,82,73,8216,Chambéry
73052,Bourget-en-Huile,82,73,8216,Chambéry
73053,Bourgneuf,82,73,8216,Chambéry
73054,Bourg-Saint-Maurice,82,73,8217,Tarentaise
73055,Bozel,82,73,8217,Tarentaise
73056,Bramans,82,73,8218,Maurienne
73057,Brides-les-Bains,82,73,8217,Tarentaise
73058,La Bridoire,82,73,8215,Bourgoin-La Tour-du-Pin
73059,Brison-Saint-Innocent,82,73,8216,Chambéry
73061,Césarches,82,73,8217,Tarentaise
73062,Cessens,82,73,8216,Chambéry
73063,Cevins,82,73,8217,Tarentaise
73064,Challes-les-Eaux,82,73,8216,Chambéry
73065,Chambéry,82,73,8216,Chambéry
73067,La Chambre,82,73,8218,Maurienne
73068,Chamousset,82,73,8216,Chambéry
73069,Chamoux-sur-Gelon,82,73,8216,Chambéry
73070,Champagneux,82,73,8215,Bourgoin-La Tour-du-Pin
73071,Champagny-en-Vanoise,82,73,8217,Tarentaise
73072,Champ-Laurent,82,73,8216,Chambéry
73073,Chanaz,82,73,8209,Belley
73074,La Chapelle,82,73,8218,Maurienne
73075,La Chapelle-Blanche,82,73,8216,Chambéry
73076,La Chapelle-du-Mont-du-Chat,82,73,8216,Chambéry
73077,Les Chapelles,82,73,8217,Tarentaise
73078,La Chapelle-Saint-Martin,82,73,8209,Belley
73079,Châteauneuf,82,73,8216,Chambéry
73080,Le Châtel,82,73,8218,Maurienne
73081,Le Châtelard,82,73,8216,Chambéry
73082,La Chavanne,82,73,8216,Chambéry
73083,Les Chavannes-en-Maurienne,82,73,8218,Maurienne
73084,Chignin,82,73,8216,Chambéry
73085,Chindrieux,82,73,8209,Belley
73086,Cléry,82,73,8217,Tarentaise
73087,Cognin,82,73,8216,Chambéry
73088,Cohennoz,82,73,8217,Tarentaise
73089,Coise-Saint-Jean-Pied-Gauthier,82,73,8216,Chambéry
73090,La Compôte,82,73,8216,Chambéry
73091,Conjux,82,73,8209,Belley
73092,Corbel,82,73,8216,Chambéry
73093,La Côte-d'Aime,82,73,8217,Tarentaise
73094,Crest-Voland,82,73,8217,Tarentaise
73095,La Croix-de-la-Rochette,82,73,8216,Chambéry
73096,Cruet,82,73,8216,Chambéry
73097,Curienne,82,73,8216,Chambéry
73098,Les Déserts,82,73,8216,Chambéry
73099,Détrier,82,73,8216,Chambéry
73100,Domessin,82,73,8215,Bourgoin-La Tour-du-Pin
73101,Doucy-en-Bauges,82,73,8216,Chambéry
73103,Drumettaz-Clarafond,82,73,8216,Chambéry
73104,Dullin,82,73,8215,Bourgoin-La Tour-du-Pin
73105,Les Échelles,82,73,8216,Chambéry
73106,École,82,73,8216,Chambéry
73107,Entremont-le-Vieux,82,73,8216,Chambéry
73108,Épersy,82,73,8216,Chambéry
73109,Épierre,82,73,8218,Maurienne
73110,Esserts-Blay,82,73,8217,Tarentaise
73111,Étable,82,73,8216,Chambéry
73112,Feissons-sur-Isère,82,73,8217,Tarentaise
73113,Feissons-sur-Salins,82,73,8217,Tarentaise
73114,Flumet,82,73,8217,Tarentaise
73115,Fontaine-le-Puits,82,73,8217,Tarentaise
73116,Fontcouverte-la Toussuire,82,73,8218,Maurienne
73117,Fourneaux,82,73,8218,Maurienne
73118,Francin,82,73,8216,Chambéry
73119,Freney,82,73,8218,Maurienne
73120,Fréterive,82,73,8216,Chambéry
73121,Frontenex,82,73,8217,Tarentaise
73122,Gerbaix,82,73,8215,Bourgoin-La Tour-du-Pin
73123,La Giettaz,82,73,8217,Tarentaise
73124,Gilly-sur-Isère,82,73,8217,Tarentaise
73126,Granier,82,73,8217,Tarentaise
73127,Gresin,82,73,8215,Bourgoin-La Tour-du-Pin
73128,Grésy-sur-Aix,82,73,8216,Chambéry
73129,Grésy-sur-Isère,82,73,8217,Tarentaise
73130,Grignon,82,73,8217,Tarentaise
73131,Hautecour,82,73,8217,Tarentaise
73132,Hauteluce,82,73,8217,Tarentaise
73133,Hauteville,82,73,8216,Chambéry
73135,Hermillon,82,73,8218,Maurienne
73137,Jacob-Bellecombette,82,73,8216,Chambéry
73138,Jarrier,82,73,8218,Maurienne
73139,Jarsy,82,73,8216,Chambéry
73140,Jongieux,82,73,8209,Belley
73141,Laissaud,82,73,8216,Chambéry
73142,Landry,82,73,8217,Tarentaise
73143,Lanslebourg-Mont-Cenis,82,73,8218,Maurienne
73144,Lanslevillard,82,73,8218,Maurienne
73145,Lépin-le-Lac,82,73,8216,Chambéry
73146,Lescheraines,82,73,8216,Chambéry
73147,Loisieux,82,73,8209,Belley
73149,Lucey,82,73,8209,Belley
73150,Mâcot-la-Plagne,82,73,8217,Tarentaise
73151,Les Marches,82,73,8216,Chambéry
73152,Marcieux,82,73,8215,Bourgoin-La Tour-du-Pin
73153,Marthod,82,73,8217,Tarentaise
73154,Mercury,82,73,8217,Tarentaise
73155,Méry,82,73,8216,Chambéry
73156,Meyrieux-Trouet,82,73,8209,Belley
73157,Modane,82,73,8218,Maurienne
73158,Mognard,82,73,8216,Chambéry
73159,Les Mollettes,82,73,8216,Chambéry
73160,Montagnole,82,73,8216,Chambéry
73161,Montagny,82,73,8217,Tarentaise
73162,Montailleur,82,73,8217,Tarentaise
73163,Montaimont,82,73,8218,Maurienne
73164,Montcel,82,73,8216,Chambéry
73166,Montendry,82,73,8216,Chambéry
73167,Montgellafrey,82,73,8218,Maurienne
73168,Montgilbert,82,73,8218,Maurienne
73169,Montgirod,82,73,8217,Tarentaise
73170,Monthion,82,73,8217,Tarentaise
73171,Montmélian,82,73,8216,Chambéry
73173,Montricher-Albanne,82,73,8218,Maurienne
73175,Montsapey,82,73,8218,Maurienne
73176,Montvalezan,82,73,8217,Tarentaise
73177,Montvernier,82,73,8218,Maurienne
73178,La Motte-en-Bauges,82,73,8216,Chambéry
73179,La Motte-Servolex,82,73,8216,Chambéry
73180,Motz,82,73,8209,Belley
73181,Moûtiers,82,73,8217,Tarentaise
73182,Mouxy,82,73,8216,Chambéry
73183,Myans,82,73,8216,Chambéry
73184,Nances,82,73,8216,Chambéry
73186,Notre-Dame-de-Bellecombe,82,73,8217,Tarentaise
73187,La Léchère,82,73,8217,Tarentaise
73188,Notre-Dame-des-Millières,82,73,8217,Tarentaise
73189,Notre-Dame-du-Cruet,82,73,8218,Maurienne
73190,Notre-Dame-du-Pré,82,73,8217,Tarentaise
73191,Novalaise,82,73,8215,Bourgoin-La Tour-du-Pin
73192,Le Noyer,82,73,8216,Chambéry
73193,Ontex,82,73,8209,Belley
73194,Orelle,82,73,8218,Maurienne
73196,Pallud,82,73,8217,Tarentaise
73197,Peisey-Nancroix,82,73,8217,Tarentaise
73198,La Perrière,82,73,8217,Tarentaise
73200,Planaise,82,73,8216,Chambéry
73201,Planay,82,73,8217,Tarentaise
73202,Plancherine,82,73,8217,Tarentaise
73203,Pontamafrey-Montpascal,82,73,8218,Maurienne
73204,Le Pont-de-Beauvoisin,82,73,8215,Bourgoin-La Tour-du-Pin
73205,Le Pontet,82,73,8216,Chambéry
73206,Pralognan-la-Vanoise,82,73,8217,Tarentaise
73207,Presle,82,73,8216,Chambéry
73208,Pugny-Chatenod,82,73,8216,Chambéry
73210,Puygros,82,73,8216,Chambéry
73211,Queige,82,73,8217,Tarentaise
73212,Randens,82,73,8218,Maurienne
73213,La Ravoire,82,73,8216,Chambéry
73214,Rochefort,82,73,8215,Bourgoin-La Tour-du-Pin
73215,La Rochette,82,73,8216,Chambéry
73216,Rognaix,82,73,8217,Tarentaise
73217,Rotherens,82,73,8216,Chambéry
73218,Ruffieux,82,73,8209,Belley
73219,Saint-Alban-de-Montbel,82,73,8215,Bourgoin-La Tour-du-Pin
73220,Saint-Alban-des-Hurtières,82,73,8218,Maurienne
73221,Saint-Alban-des-Villards,82,73,8218,Maurienne
73222,Saint-Alban-Leysse,82,73,8216,Chambéry
73223,Saint-André,82,73,8218,Maurienne
73224,Saint-Avre,82,73,8218,Maurienne
73225,Saint-Baldoph,82,73,8216,Chambéry
73226,Saint-Béron,82,73,8215,Bourgoin-La Tour-du-Pin
73227,Saint-Bon-Tarentaise,82,73,8217,Tarentaise
73228,Saint-Cassin,82,73,8216,Chambéry
73229,Saint-Christophe,82,73,8216,Chambéry
73230,Saint-Colomban-des-Villards,82,73,8218,Maurienne
73231,Saint-Étienne-de-Cuines,82,73,8218,Maurienne
73232,Sainte-Foy-Tarentaise,82,73,8217,Tarentaise
73233,Saint-Franc,82,73,8216,Chambéry
73234,Saint-François-de-Sales,82,73,8216,Chambéry
73235,Saint-François-Longchamp,82,73,8218,Maurienne
73236,Saint-Genix-sur-Guiers,82,73,8215,Bourgoin-La Tour-du-Pin
73237,Saint-Georges-des-Hurtières,82,73,8218,Maurienne
73238,Saint-Germain-la-Chambotte,82,73,8216,Chambéry
73239,Saint-Girod,82,73,8216,Chambéry
73240,Sainte-Hélène-du-Lac,82,73,8216,Chambéry
73241,Sainte-Hélène-sur-Isère,82,73,8217,Tarentaise
73242,Saint-Jean-d'Arves,82,73,8218,Maurienne
73243,Saint-Jean-d'Arvey,82,73,8216,Chambéry
73244,Saint-Jean-de-Belleville,82,73,8217,Tarentaise
73245,Saint-Jean-de-Chevelu,82,73,8209,Belley
73246,Saint-Jean-de-Couz,82,73,8216,Chambéry
73247,Saint-Jean-de-la-Porte,82,73,8216,Chambéry
73248,Saint-Jean-de-Maurienne,82,73,8218,Maurienne
73249,Saint-Jeoire-Prieuré,82,73,8216,Chambéry
73250,Saint-Julien-Mont-Denis,82,73,8218,Maurienne
73252,Saint-Léger,82,73,8218,Maurienne
73253,Saint-Marcel,82,73,8217,Tarentaise
73254,Sainte-Marie-d'Alvey,82,73,8215,Bourgoin-La Tour-du-Pin
73255,Sainte-Marie-de-Cuines,82,73,8218,Maurienne
73256,Saint-Martin-d'Arc,82,73,8218,Maurienne
73257,Saint-Martin-de-Belleville,82,73,8217,Tarentaise
73258,Saint-Martin-de-la-Porte,82,73,8218,Maurienne
73259,Saint-Martin-sur-la-Chambre,82,73,8218,Maurienne
73260,Saint-Maurice-de-Rotherens,82,73,8215,Bourgoin-La Tour-du-Pin
73261,Saint-Michel-de-Maurienne,82,73,8218,Maurienne
73262,Saint-Nicolas-la-Chapelle,82,73,8217,Tarentaise
73263,Saint-Offenge-Dessous,82,73,8216,Chambéry
73264,Saint-Offenge-Dessus,82,73,8216,Chambéry
73265,Saint-Ours,82,73,8216,Chambéry
73266,Saint-Oyen,82,73,8217,Tarentaise
73267,Saint-Pancrace,82,73,8218,Maurienne
73268,Saint-Paul-sur-Isère,82,73,8217,Tarentaise
73269,Saint-Paul,82,73,8209,Belley
73270,Saint-Pierre-d'Albigny,82,73,8216,Chambéry
73271,Saint-Pierre-d'Alvey,82,73,8209,Belley
73272,Saint-Pierre-de-Belleville,82,73,8218,Maurienne
73273,Saint-Pierre-de-Curtille,82,73,8209,Belley
73274,Saint-Pierre-d'Entremont,82,73,8216,Chambéry
73275,Saint-Pierre-de-Genebroz,82,73,8216,Chambéry
73276,Saint-Pierre-de-Soucy,82,73,8216,Chambéry
73277,Sainte-Reine,82,73,8216,Chambéry
73278,Saint-Rémy-de-Maurienne,82,73,8218,Maurienne
73280,Saint-Sorlin-d'Arves,82,73,8218,Maurienne
73281,Saint-Sulpice,82,73,8216,Chambéry
73282,Saint-Thibaud-de-Couz,82,73,8216,Chambéry
73283,Saint-Vital,82,73,8217,Tarentaise
73284,Salins-les-Thermes,82,73,8217,Tarentaise
73285,Séez,82,73,8217,Tarentaise
73286,Serrières-en-Chautagne,82,73,8209,Belley
73287,Sollières-Sardières,82,73,8218,Maurienne
73288,Sonnaz,82,73,8216,Chambéry
73289,La Table,82,73,8216,Chambéry
73290,Termignon,82,73,8218,Maurienne
73292,Thénésol,82,73,8217,Tarentaise
73293,Thoiry,82,73,8216,Chambéry
73294,La Thuile,82,73,8216,Chambéry
73296,Tignes,82,73,8217,Tarentaise
73297,Tournon,82,73,8217,Tarentaise
73298,Tours-en-Savoie,82,73,8217,Tarentaise
73299,Traize,82,73,8209,Belley
73300,Tresserve,82,73,8216,Chambéry
73301,Trévignin,82,73,8216,Chambéry
73302,La Trinité,82,73,8216,Chambéry
73303,Ugine,82,73,8217,Tarentaise
73304,Val-d'Isère,82,73,8217,Tarentaise
73305,Valezan,82,73,8217,Tarentaise
73306,Valloire,82,73,8218,Maurienne
73307,Valmeinier,82,73,8218,Maurienne
73308,Venthon,82,73,8217,Tarentaise
73309,Verel-de-Montbel,82,73,8215,Bourgoin-La Tour-du-Pin
73310,Verel-Pragondran,82,73,8216,Chambéry
73311,Le Verneil,82,73,8216,Chambéry
73312,Verrens-Arvey,82,73,8217,Tarentaise
73313,Verthemex,82,73,8209,Belley
73314,Villard-d'Héry,82,73,8216,Chambéry
73315,Villard-Léger,82,73,8216,Chambéry
73316,Villard-Sallet,82,73,8216,Chambéry
73317,Villard-sur-Doron,82,73,8217,Tarentaise
73318,Villarembert,82,73,8218,Maurienne
73320,Villargondran,82,73,8218,Maurienne
73321,Villarlurin,82,73,8217,Tarentaise
73322,Villarodin-Bourget,82,73,8218,Maurienne
73323,Villaroger,82,73,8217,Tarentaise
73324,Villaroux,82,73,8216,Chambéry
73326,Vimines,82,73,8216,Chambéry
73327,Vions,82,73,8209,Belley
73328,Viviers-du-Lac,82,73,8216,Chambéry
73329,Voglans,82,73,8216,Chambéry
73330,Yenne,82,73,8209,Belley
74001,Abondance,82,74,8206,Chablais
74002,Alby-sur-Chéran,82,74,8208,Annecy
74003,Alex,82,74,8208,Annecy
74004,Allèves,82,74,8208,Annecy
74005,Allinges,82,74,8206,Chablais
74006,Allonzier-la-Caille,82,74,8205,Genevois-Français
74007,Amancy,82,74,8207,Vallée-de-l'Arve
74008,Ambilly,82,74,8205,Genevois-Français
74009,Andilly,82,74,8205,Genevois-Français
74010,Annecy,82,74,8208,Annecy
74011,Annecy-le-Vieux,82,74,8208,Annecy
74012,Annemasse,82,74,8205,Genevois-Français
74013,Anthy-sur-Léman,82,74,8206,Chablais
74014,Arâches-la-Frasse,82,74,8207,Vallée-de-l'Arve
74015,Arbusigny,82,74,8205,Genevois-Français
74016,Archamps,82,74,8205,Genevois-Français
74018,Arenthon,82,74,8207,Vallée-de-l'Arve
74019,Argonay,82,74,8208,Annecy
74020,Armoy,82,74,8206,Chablais
74021,Arthaz-Pont-Notre-Dame,82,74,8205,Genevois-Français
74022,Aviernoz,82,74,8208,Annecy
74024,Ayse,82,74,8207,Vallée-de-l'Arve
74025,Ballaison,82,74,8205,Genevois-Français
74026,La Balme-de-Sillingy,82,74,8208,Annecy
74027,La Balme-de-Thuy,82,74,8208,Annecy
74029,Bassy,82,74,8205,Genevois-Français
74030,La Baume,82,74,8206,Chablais
74031,Beaumont,82,74,8205,Genevois-Français
74032,Bellevaux,82,74,8206,Chablais
74033,Bernex,82,74,8206,Chablais
74034,Le Biot,82,74,8206,Chablais
74035,Bloye,82,74,8208,Annecy
74036,Bluffy,82,74,8208,Annecy
74037,Boëge,82,74,8205,Genevois-Français
74038,Bogève,82,74,8205,Genevois-Français
74040,Bonne,82,74,8205,Genevois-Français
74041,Bonnevaux,82,74,8206,Chablais
74042,Bonneville,82,74,8207,Vallée-de-l'Arve
74043,Bons-en-Chablais,82,74,8205,Genevois-Français
74044,Bossey,82,74,8205,Genevois-Français
74045,Le Bouchet,82,74,8208,Annecy
74046,Boussy,82,74,8208,Annecy
74048,Brenthonne,82,74,8205,Genevois-Français
74049,Brizon,82,74,8207,Vallée-de-l'Arve
74050,Burdignin,82,74,8205,Genevois-Français
74051,Cercier,82,74,8205,Genevois-Français
74052,Cernex,82,74,8205,Genevois-Français
74053,Cervens,82,74,8206,Chablais
74054,Chainaz-les-Frasses,82,74,8208,Annecy
74055,Challonges,82,74,8205,Genevois-Français
74056,Chamonix-Mont-Blanc,82,74,8207,Vallée-de-l'Arve
74057,Champanges,82,74,8206,Chablais
74058,La Chapelle-d'Abondance,82,74,8206,Chablais
74059,La Chapelle-Rambaud,82,74,8207,Vallée-de-l'Arve
74060,La Chapelle-Saint-Maurice,82,74,8208,Annecy
74061,Chapeiry,82,74,8208,Annecy
74062,Charvonnex,82,74,8208,Annecy
74063,Châtel,82,74,8206,Chablais
74064,Châtillon-sur-Cluses,82,74,8207,Vallée-de-l'Arve
74065,Chaumont,82,74,8205,Genevois-Français
74066,Chavannaz,82,74,8205,Genevois-Français
74067,Chavanod,82,74,8208,Annecy
74068,Chêne-en-Semine,82,74,8205,Genevois-Français
74069,Chênex,82,74,8205,Genevois-Français
74070,Chens-sur-Léman,82,74,8205,Genevois-Français
74071,Chessenaz,82,74,8205,Genevois-Français
74072,Chevaline,82,74,8208,Annecy
74073,Chevenoz,82,74,8206,Chablais
74074,Chevrier,82,74,8205,Genevois-Français
74075,Chilly,82,74,8205,Genevois-Français
74076,Choisy,82,74,8208,Annecy
74077,Clarafond-Arcine,82,74,8205,Genevois-Français
74078,Clermont,82,74,8205,Genevois-Français
74079,Les Clefs,82,74,8208,Annecy
74080,La Clusaz,82,74,8208,Annecy
74081,Cluses,82,74,8207,Vallée-de-l'Arve
74082,Collonges-sous-Salève,82,74,8205,Genevois-Français
74083,Combloux,82,74,8207,Vallée-de-l'Arve
74084,Cons-Sainte-Colombe,82,74,8208,Annecy
74085,Les Contamines-Montjoie,82,74,8207,Vallée-de-l'Arve
74086,Contamine-Sarzin,82,74,8205,Genevois-Français
74087,Contamine-sur-Arve,82,74,8207,Vallée-de-l'Arve
74088,Copponex,82,74,8205,Genevois-Français
74089,Cordon,82,74,8207,Vallée-de-l'Arve
74090,Cornier,82,74,8207,Vallée-de-l'Arve
74091,La Côte-d'Arbroz,82,74,8207,Vallée-de-l'Arve
74093,Cran-Gevrier,82,74,8208,Annecy
74094,Cranves-Sales,82,74,8205,Genevois-Français
74095,Crempigny-Bonneguête,82,74,8208,Annecy
74096,Cruseilles,82,74,8205,Genevois-Français
74097,Cusy,82,74,8208,Annecy
74098,Cuvat,82,74,8208,Annecy
74099,Demi-Quartier,82,74,8207,Vallée-de-l'Arve
74100,Desingy,82,74,8205,Genevois-Français
74101,Dingy-en-Vuache,82,74,8205,Genevois-Français
74102,Dingy-Saint-Clair,82,74,8208,Annecy
74103,Domancy,82,74,8207,Vallée-de-l'Arve
74104,Doussard,82,74,8208,Annecy
74105,Douvaine,82,74,8205,Genevois-Français
74106,Draillant,82,74,8206,Chablais
74107,Droisy,82,74,8205,Genevois-Français
74108,Duingt,82,74,8208,Annecy
74109,Éloise,82,74,8205,Genevois-Français
74110,Entremont,82,74,8207,Vallée-de-l'Arve
74111,Entrevernes,82,74,8208,Annecy
74112,Épagny,82,74,8208,Annecy
74114,Essert-Romand,82,74,8206,Chablais
74116,Etaux,82,74,8207,Vallée-de-l'Arve
74117,Étercy,82,74,8208,Annecy
74118,Étrembières,82,74,8205,Genevois-Français
74119,Évian-les-Bains,82,74,8206,Chablais
74120,Évires,82,74,8208,Annecy
74121,Excenevex,82,74,8205,Genevois-Français
74122,Faucigny,82,74,8207,Vallée-de-l'Arve
74123,Faverges,82,74,8208,Annecy
74124,Feigères,82,74,8205,Genevois-Français
74126,Fessy,82,74,8205,Genevois-Français
74127,Féternes,82,74,8206,Chablais
74128,Fillinges,82,74,8205,Genevois-Français
74129,La Forclaz,82,74,8206,Chablais
74130,Franclens,82,74,8205,Genevois-Français
74131,Frangy,82,74,8205,Genevois-Français
74133,Gaillard,82,74,8205,Genevois-Français
74134,Les Gets,82,74,8207,Vallée-de-l'Arve
74135,Giez,82,74,8208,Annecy
74136,Le Grand-Bornand,82,74,8208,Annecy
74137,Groisy,82,74,8208,Annecy
74138,Gruffy,82,74,8208,Annecy
74139,Habère-Lullin,82,74,8205,Genevois-Français
74140,Habère-Poche,82,74,8205,Genevois-Français
74141,Hauteville-sur-Fier,82,74,8208,Annecy
74142,Héry-sur-Alby,82,74,8208,Annecy
74143,Les Houches,82,74,8207,Vallée-de-l'Arve
74144,Jonzier-Épagny,82,74,8205,Genevois-Français
74145,Juvigny,82,74,8205,Genevois-Français
74146,Larringes,82,74,8206,Chablais
74147,Lathuile,82,74,8208,Annecy
74148,Leschaux,82,74,8208,Annecy
74150,Loisin,82,74,8205,Genevois-Français
74151,Lornay,82,74,8208,Annecy
74152,Lovagny,82,74,8208,Annecy
74153,Lucinges,82,74,8205,Genevois-Français
74154,Lugrin,82,74,8206,Chablais
74155,Lullin,82,74,8206,Chablais
74156,Lully,82,74,8205,Genevois-Français
74157,Lyaud,82,74,8206,Chablais
74158,Machilly,82,74,8205,Genevois-Français
74159,Magland,82,74,8207,Vallée-de-l'Arve
74160,Manigod,82,74,8208,Annecy
74161,Marcellaz-Albanais,82,74,8208,Annecy
74162,Marcellaz,82,74,8207,Vallée-de-l'Arve
74163,Margencel,82,74,8206,Chablais
74164,Marignier,82,74,8207,Vallée-de-l'Arve
74165,Marigny-Saint-Marcel,82,74,8208,Annecy
74166,Marin,82,74,8206,Chablais
74167,Marlens,82,74,8208,Annecy
74168,Marlioz,82,74,8205,Genevois-Français
74169,Marnaz,82,74,8207,Vallée-de-l'Arve
74170,Massingy,82,74,8208,Annecy
74171,Massongy,82,74,8205,Genevois-Français
74172,Maxilly-sur-Léman,82,74,8206,Chablais
74173,Megève,82,74,8207,Vallée-de-l'Arve
74174,Mégevette,82,74,8207,Vallée-de-l'Arve
74175,Meillerie,82,74,8206,Chablais
74176,Menthon-Saint-Bernard,82,74,8208,Annecy
74177,Menthonnex-en-Bornes,82,74,8205,Genevois-Français
74178,Menthonnex-sous-Clermont,82,74,8205,Genevois-Français
74179,Mésigny,82,74,8208,Annecy
74180,Messery,82,74,8205,Genevois-Français
74181,Metz-Tessy,82,74,8208,Annecy
74182,Meythet,82,74,8208,Annecy
74183,Mieussy,82,74,8207,Vallée-de-l'Arve
74184,Minzier,82,74,8205,Genevois-Français
74185,Monnetier-Mornex,82,74,8205,Genevois-Français
74186,Montagny-les-Lanches,82,74,8208,Annecy
74187,Montmin,82,74,8208,Annecy
74188,Montriond,82,74,8206,Chablais
74189,Mont-Saxonnex,82,74,8207,Vallée-de-l'Arve
74190,Morillon,82,74,8207,Vallée-de-l'Arve
74191,Morzine,82,74,8206,Chablais
74192,Moye,82,74,8208,Annecy
74193,La Muraz,82,74,8205,Genevois-Français
74194,Mûres,82,74,8208,Annecy
74195,Musièges,82,74,8205,Genevois-Français
74196,Nancy-sur-Cluses,82,74,8207,Vallée-de-l'Arve
74197,Nangy,82,74,8205,Genevois-Français
74198,Nâves-Parmelan,82,74,8208,Annecy
74199,Nernier,82,74,8205,Genevois-Français
74200,Neuvecelle,82,74,8206,Chablais
74201,Neydens,82,74,8205,Genevois-Français
74202,Nonglard,82,74,8208,Annecy
74203,Novel,82,74,8206,Chablais
74204,Les Ollières,82,74,8208,Annecy
74205,Onnion,82,74,8207,Vallée-de-l'Arve
74206,Orcier,82,74,8206,Chablais
74208,Passy,82,74,8207,Vallée-de-l'Arve
74209,Peillonnex,82,74,8207,Vallée-de-l'Arve
74210,Perrignier,82,74,8206,Chablais
74211,Pers-Jussy,82,74,8205,Genevois-Français
74212,Le Petit-Bornand-les-Glières,82,74,8207,Vallée-de-l'Arve
74213,Poisy,82,74,8208,Annecy
74215,Praz-sur-Arly,82,74,8207,Vallée-de-l'Arve
74216,Présilly,82,74,8205,Genevois-Français
74217,Pringy,82,74,8208,Annecy
74218,Publier,82,74,8206,Chablais
74219,Quintal,82,74,8208,Annecy
74220,Reigner-Ésery,82,74,8205,Genevois-Français
74221,Le Reposoir,82,74,8207,Vallée-de-l'Arve
74222,Reyvroz,82,74,8206,Chablais
74223,La Rivière-Enverse,82,74,8207,Vallée-de-l'Arve
74224,La Roche-sur-Foron,82,74,8207,Vallée-de-l'Arve
74225,Rumilly,82,74,8208,Annecy
74226,Saint-André-de-Boëge,82,74,8205,Genevois-Français
74228,Saint-Blaise,82,74,8205,Genevois-Français
74229,Saint-Cergues,82,74,8205,Genevois-Français
74231,Saint-Eusèbe,82,74,8208,Annecy
74232,Saint-Eustache,82,74,8208,Annecy
74233,Saint-Félix,82,74,8208,Annecy
74234,Saint-Ferréol,82,74,8208,Annecy
74235,Saint-Germain-sur-Rhône,82,74,8205,Genevois-Français
74236,Saint-Gervais-les-Bains,82,74,8207,Vallée-de-l'Arve
74237,Saint-Gingolph,82,74,8206,Chablais
74238,Saint-Jean-d'Aulps,82,74,8206,Chablais
74239,Saint-Jean-de-Sixt,82,74,8208,Annecy
74240,Saint-Jean-de-Tholome,82,74,8205,Genevois-Français
74241,Saint-Jeoire,82,74,8207,Vallée-de-l'Arve
74242,Saint-Jorioz,82,74,8208,Annecy
74243,Saint-Julien-en-Genevois,82,74,8205,Genevois-Français
74244,Saint-Laurent,82,74,8207,Vallée-de-l'Arve
74245,Saint-Martin-Bellevue,82,74,8208,Annecy
74249,Saint-Paul-en-Chablais,82,74,8206,Chablais
74250,Saint-Pierre-en-Faucigny,82,74,8207,Vallée-de-l'Arve
74252,Saint-Sigismond,82,74,8207,Vallée-de-l'Arve
74253,Saint-Sixt,82,74,8207,Vallée-de-l'Arve
74254,Saint-Sylvestre,82,74,8208,Annecy
74255,Sales,82,74,8208,Annecy
74256,Sallanches,82,74,8207,Vallée-de-l'Arve
74257,Sallenôves,82,74,8208,Annecy
74258,Samoëns,82,74,8207,Vallée-de-l'Arve
74259,Le Sappey,82,74,8205,Genevois-Français
74260,Savigny,82,74,8205,Genevois-Français
74261,Saxel,82,74,8205,Genevois-Français
74262,Scientrier,82,74,8205,Genevois-Français
74263,Sciez,82,74,8205,Genevois-Français
74264,Scionzier,82,74,8207,Vallée-de-l'Arve
74265,Serraval,82,74,8208,Annecy
74266,Servoz,82,74,8207,Vallée-de-l'Arve
74267,Sévrier,82,74,8208,Annecy
74268,Seynod,82,74,8208,Annecy
74269,Seyssel,82,74,8205,Genevois-Français
74270,Seythenex,82,74,8208,Annecy
74271,Seytroux,82,74,8206,Chablais
74272,Sillingy,82,74,8208,Annecy
74273,Sixt-Fer-à-Cheval,82,74,8207,Vallée-de-l'Arve
74274,Val-de-Fier,82,74,8208,Annecy
74275,Talloires,82,74,8208,Annecy
74276,Taninges,82,74,8207,Vallée-de-l'Arve
74278,Thyez,82,74,8207,Vallée-de-l'Arve
74279,Thollon-les-Mémises,82,74,8206,Chablais
74280,Thônes,82,74,8208,Annecy
74281,Thonon-les-Bains,82,74,8206,Chablais
74282,Thorens-Glières,82,74,8208,Annecy
74283,Thusy,82,74,8208,Annecy
74284,La Tour,82,74,8205,Genevois-Français
74285,Usinens,82,74,8205,Genevois-Français
74286,Vacheresse,82,74,8206,Chablais
74287,Vailly,82,74,8206,Chablais
74288,Valleiry,82,74,8205,Genevois-Français
74289,Vallières,82,74,8208,Annecy
74290,Vallorcine,82,74,8207,Vallée-de-l'Arve
74291,Vanzy,82,74,8205,Genevois-Français
74292,Vaulx,82,74,8208,Annecy
74293,Veigy-Foncenex,82,74,8205,Genevois-Français
74294,Verchaix,82,74,8207,Vallée-de-l'Arve
74295,La Vernaz,82,74,8206,Chablais
74296,Vers,82,74,8205,Genevois-Français
74297,Versonnex,82,74,8208,Annecy
