Département - commune,Libellé de la commune,Région,Département,Code de la zone d'emploi 90,Libellé de la zone d'emploi 90
CODGEO,LIBGEO,REG,DEP,ZE1990,LIBZE1990
01001,L'Abergement-Clémenciat,82,01,8203,Bourg-en-Bresse
01002,L'Abergement-de-Varey,82,01,8210,Ambérieu
01004,Ambérieu-en-Bugey,82,01,8210,Ambérieu
01005,Ambérieux-en-Dombes,82,01,8203,Bourg-en-Bresse
01006,Ambléon,82,01,8209,Belley
01007,Ambronay,82,01,8210,Ambérieu
01008,Ambutrix,82,01,8210,Ambérieu
01009,Andert-et-Condon,82,01,8209,Belley
01010,Anglefort,82,01,8209,Belley
01011,Apremont,82,01,8204,Oyonnax
01012,Aranc,82,01,8209,Belley
01013,Arandas,82,01,8210,Ambérieu
01014,Arbent,82,01,8204,Oyonnax
01015,Arbignieu,82,01,8209,Belley
01016,Arbigny,82,01,8203,Bourg-en-Bresse
01017,Argis,82,01,8210,Ambérieu
01019,Armix,82,01,8209,Belley
01021,Ars-sur-Formans,82,01,8202,Beaujolais-Val-de-Saône
01022,Artemare,82,01,8209,Belley
01023,Asnières-sur-Saône,82,01,8203,Bourg-en-Bresse
01024,Attignat,82,01,8203,Bourg-en-Bresse
01025,Bâgé-la-Ville,82,01,8203,Bourg-en-Bresse
01026,Bâgé-le-Châtel,82,01,8203,Bourg-en-Bresse
01027,Balan,82,01,8211,Lyon
01028,Baneins,82,01,8203,Bourg-en-Bresse
01029,Beaupont,82,01,8203,Bourg-en-Bresse
01030,Beauregard,82,01,8202,Beaujolais-Val-de-Saône
01031,Bellignat,82,01,8204,Oyonnax
01032,Béligneux,82,01,8211,Lyon
01033,Bellegarde-sur-Valserine,82,01,8205,Genevois-Français
01034,Belley,82,01,8209,Belley
01035,Belleydoux,82,01,8204,Oyonnax
01036,Belmont-Luthézieu,82,01,8209,Belley
01037,Bénonces,82,01,8210,Ambérieu
01038,Bény,82,01,8203,Bourg-en-Bresse
01039,Béon,82,01,8209,Belley
01040,Béréziat,82,01,8203,Bourg-en-Bresse
01041,Bettant,82,01,8210,Ambérieu
01042,Bey,82,01,8203,Bourg-en-Bresse
01043,Beynost,82,01,8211,Lyon
01044,Billiat,82,01,8205,Genevois-Français
01045,Birieux,82,01,8203,Bourg-en-Bresse
01046,Biziat,82,01,8203,Bourg-en-Bresse
01047,Blyes,82,01,8210,Ambérieu
01049,La Boisse,82,01,8211,Lyon
01050,Boissey,82,01,8203,Bourg-en-Bresse
01051,Bolozon,82,01,8204,Oyonnax
01052,Bouligneux,82,01,8203,Bourg-en-Bresse
01053,Bourg-en-Bresse,82,01,8203,Bourg-en-Bresse
01054,Bourg-Saint-Christophe,82,01,8210,Ambérieu
01056,Boyeux-Saint-Jérôme,82,01,8210,Ambérieu
01057,Boz,82,01,8203,Bourg-en-Bresse
01058,Brégnier-Cordon,82,01,8209,Belley
01059,Brénaz,82,01,8209,Belley
01060,Brénod,82,01,8204,Oyonnax
01061,Brens,82,01,8209,Belley
01062,Bressolles,82,01,8211,Lyon
01063,Brion,82,01,8204,Oyonnax
01064,Briord,82,01,8210,Ambérieu
01065,Buellas,82,01,8203,Bourg-en-Bresse
01066,La Burbanche,82,01,8209,Belley
01067,Ceignes,82,01,8204,Oyonnax
01068,Cerdon,82,01,8210,Ambérieu
01069,Certines,82,01,8210,Ambérieu
01071,Cessy,82,01,8205,Genevois-Français
01072,Ceyzériat,82,01,8203,Bourg-en-Bresse
01073,Ceyzérieu,82,01,8209,Belley
01074,Chalamont,82,01,8203,Bourg-en-Bresse
01075,Chaleins,82,01,8202,Beaujolais-Val-de-Saône
01076,Chaley,82,01,8210,Ambérieu
01077,Challes-la-Montagne,82,01,8210,Ambérieu
01078,Challex,82,01,8205,Genevois-Français
01079,Champagne-en-Valromey,82,01,8209,Belley
01080,Champdor,82,01,8204,Oyonnax
01081,Champfromier,82,01,8205,Genevois-Français
01082,Chanay,82,01,8209,Belley
01083,Chaneins,82,01,8202,Beaujolais-Val-de-Saône
01084,Chanoz-Châtenay,82,01,8203,Bourg-en-Bresse
01085,La Chapelle-du-Châtelard,82,01,8203,Bourg-en-Bresse
01087,Charix,82,01,8204,Oyonnax
01088,Charnoz-sur-Ain,82,01,8210,Ambérieu
01089,Château-Gaillard,82,01,8210,Ambérieu
01090,Châtenay,82,01,8203,Bourg-en-Bresse
01091,Châtillon-en-Michaille,82,01,8205,Genevois-Français
01092,Châtillon-la-Palud,82,01,8203,Bourg-en-Bresse
01093,Châtillon-sur-Chalaronne,82,01,8203,Bourg-en-Bresse
01094,Chavannes-sur-Reyssouze,82,01,8203,Bourg-en-Bresse
01095,Chavannes-sur-Suran,82,01,8203,Bourg-en-Bresse
01096,Chaveyriat,82,01,8203,Bourg-en-Bresse
01097,Chavornay,82,01,8209,Belley
01098,Chazey-Bons,82,01,8209,Belley
01099,Chazey-sur-Ain,82,01,8210,Ambérieu
01100,Cheignieu-la-Balme,82,01,8209,Belley
01101,Chevillard,82,01,8204,Oyonnax
01102,Chevroux,82,01,8203,Bourg-en-Bresse
01103,Chevry,82,01,8205,Genevois-Français
01104,Chézery-Forens,82,01,8205,Genevois-Français
01105,Civrieux,82,01,8211,Lyon
01106,Cize,82,01,8203,Bourg-en-Bresse
01107,Cleyzieu,82,01,8210,Ambérieu
01108,Coligny,82,01,8203,Bourg-en-Bresse
01109,Collonges,82,01,8205,Genevois-Français
01110,Colomieu,82,01,8209,Belley
01111,Conand,82,01,8210,Ambérieu
01112,Condamine,82,01,8204,Oyonnax
01113,Condeissiat,82,01,8203,Bourg-en-Bresse
01114,Confort,82,01,8205,Genevois-Français
01115,Confrançon,82,01,8203,Bourg-en-Bresse
01116,Contrevoz,82,01,8209,Belley
01117,Conzieu,82,01,8209,Belley
01118,Corbonod,82,01,8209,Belley
01119,Corcelles,82,01,8204,Oyonnax
01121,Corlier,82,01,8209,Belley
01122,Cormaranche-en-Bugey,82,01,8209,Belley
01123,Cormoranche-sur-Saône,82,01,8203,Bourg-en-Bresse
01124,Cormoz,82,01,8203,Bourg-en-Bresse
01125,Corveissiat,82,01,8203,Bourg-en-Bresse
01127,Courmangoux,82,01,8203,Bourg-en-Bresse
01128,Courtes,82,01,8203,Bourg-en-Bresse
01129,Crans,82,01,8203,Bourg-en-Bresse
01130,Cras-sur-Reyssouze,82,01,8203,Bourg-en-Bresse
01133,Cressin-Rochefort,82,01,8209,Belley
01134,Crottet,82,01,8203,Bourg-en-Bresse
01135,Crozet,82,01,8205,Genevois-Français
01136,Cruzilles-lès-Mépillat,82,01,8203,Bourg-en-Bresse
01138,Culoz,82,01,8209,Belley
01139,Curciat-Dongalon,82,01,8203,Bourg-en-Bresse
01140,Curtafond,82,01,8203,Bourg-en-Bresse
01141,Cuzieu,82,01,8209,Belley
01142,Dagneux,82,01,8211,Lyon
01143,Divonne-les-Bains,82,01,8205,Genevois-Français
01144,Dommartin,82,01,8203,Bourg-en-Bresse
01145,Dompierre-sur-Veyle,82,01,8210,Ambérieu
01146,Dompierre-sur-Chalaronne,82,01,8203,Bourg-en-Bresse
01147,Domsure,82,01,8203,Bourg-en-Bresse
01148,Dortan,82,01,8204,Oyonnax
01149,Douvres,82,01,8210,Ambérieu
01150,Drom,82,01,8203,Bourg-en-Bresse
01151,Druillat,82,01,8210,Ambérieu
01152,Échallon,82,01,8204,Oyonnax
01153,Échenevex,82,01,8205,Genevois-Français
01154,Étrez,82,01,8203,Bourg-en-Bresse
01155,Évosges,82,01,8210,Ambérieu
01156,Faramans,82,01,8210,Ambérieu
01157,Fareins,82,01,8202,Beaujolais-Val-de-Saône
01158,Farges,82,01,8205,Genevois-Français
01159,Feillens,82,01,8203,Bourg-en-Bresse
01160,Ferney-Voltaire,82,01,8205,Genevois-Français
01162,Flaxieu,82,01,8209,Belley
01163,Foissiat,82,01,8203,Bourg-en-Bresse
01165,Francheleins,82,01,8202,Beaujolais-Val-de-Saône
01166,Frans,82,01,8202,Beaujolais-Val-de-Saône
01167,Garnerans,82,01,8202,Beaujolais-Val-de-Saône
01169,Genouilleux,82,01,8202,Beaujolais-Val-de-Saône
01170,Béard-Géovreissiat,82,01,8204,Oyonnax
01171,Géovreisset,82,01,8204,Oyonnax
01172,Germagnat,82,01,8203,Bourg-en-Bresse
01173,Gex,82,01,8205,Genevois-Français
01174,Giron,82,01,8205,Genevois-Français
01175,Gorrevod,82,01,8203,Bourg-en-Bresse
01176,Le Grand-Abergement,82,01,8204,Oyonnax
01177,Grand-Corent,82,01,8203,Bourg-en-Bresse
01179,Grièges,82,01,8203,Bourg-en-Bresse
01180,Grilly,82,01,8205,Genevois-Français
01181,Groissiat,82,01,8204,Oyonnax
01182,Groslée,82,01,8210,Ambérieu
01183,Guéreins,82,01,8202,Beaujolais-Val-de-Saône
01184,Hautecourt-Romanèche,82,01,8203,Bourg-en-Bresse
01185,Hauteville-Lompnes,82,01,8209,Belley
01186,Hostiaz,82,01,8210,Ambérieu
01187,Hotonnes,82,01,8204,Oyonnax
01188,Illiat,82,01,8202,Beaujolais-Val-de-Saône
01189,Injoux-Génissiat,82,01,8205,Genevois-Français
01190,Innimond,82,01,8210,Ambérieu
01191,Izenave,82,01,8204,Oyonnax
01192,Izernore,82,01,8204,Oyonnax
01193,Izieu,82,01,8209,Belley
01194,Jassans-Riottier,82,01,8202,Beaujolais-Val-de-Saône
01195,Jasseron,82,01,8203,Bourg-en-Bresse
01196,Jayat,82,01,8203,Bourg-en-Bresse
01197,Journans,82,01,8210,Ambérieu
01198,Joyeux,82,01,8210,Ambérieu
01199,Jujurieux,82,01,8210,Ambérieu
01200,Labalme,82,01,8210,Ambérieu
01202,Lagnieu,82,01,8210,Ambérieu
01203,Laiz,82,01,8203,Bourg-en-Bresse
01204,Lalleyriat,82,01,8204,Oyonnax
01205,Lancrans,82,01,8205,Genevois-Français
01206,Lantenay,82,01,8204,Oyonnax
01207,Lapeyrouse,82,01,8203,Bourg-en-Bresse
01208,Lavours,82,01,8209,Belley
01209,Léaz,82,01,8205,Genevois-Français
01210,Lélex,82,01,8205,Genevois-Français
01211,Lent,82,01,8203,Bourg-en-Bresse
01212,Lescheroux,82,01,8203,Bourg-en-Bresse
01213,Leyment,82,01,8210,Ambérieu
01214,Leyssard,82,01,8204,Oyonnax
01215,Lhôpital,82,01,8205,Genevois-Français
01216,Lhuis,82,01,8210,Ambérieu
01218,Lochieu,82,01,8209,Belley
01219,Lompnas,82,01,8210,Ambérieu
01221,Lompnieu,82,01,8209,Belley
01224,Loyettes,82,01,8210,Ambérieu
01225,Lurcy,82,01,8202,Beaujolais-Val-de-Saône
01227,Magnieu,82,01,8209,Belley
01228,Maillat,82,01,8204,Oyonnax
01229,Malafretaz,82,01,8203,Bourg-en-Bresse
01230,Mantenay-Montlin,82,01,8203,Bourg-en-Bresse
01231,Manziat,82,01,8203,Bourg-en-Bresse
01232,Marboz,82,01,8203,Bourg-en-Bresse
01233,Marchamp,82,01,8210,Ambérieu
01234,Marignieu,82,01,8209,Belley
01235,Marlieux,82,01,8203,Bourg-en-Bresse
01236,Marsonnas,82,01,8203,Bourg-en-Bresse
01237,Martignat,82,01,8204,Oyonnax
01238,Massieux,82,01,8211,Lyon
01239,Massignieu-de-Rives,82,01,8209,Belley
01240,Matafelon-Granges,82,01,8204,Oyonnax
01241,Meillonnas,82,01,8203,Bourg-en-Bresse
01242,Mérignat,82,01,8210,Ambérieu
01243,Messimy-sur-Saône,82,01,8202,Beaujolais-Val-de-Saône
01244,Meximieux,82,01,8210,Ambérieu
01245,Bohas-Meyriat-Rignat,82,01,8203,Bourg-en-Bresse
01246,Mézériat,82,01,8203,Bourg-en-Bresse
01247,Mijoux,82,01,8205,Genevois-Français
01248,Mionnay,82,01,8211,Lyon
01249,Miribel,82,01,8211,Lyon
01250,Misérieux,82,01,8211,Lyon
01252,Mogneneins,82,01,8202,Beaujolais-Val-de-Saône
01254,Montagnat,82,01,8203,Bourg-en-Bresse
01255,Montagnieu,82,01,8210,Ambérieu
01257,Montanges,82,01,8205,Genevois-Français
01258,Montceaux,82,01,8202,Beaujolais-Val-de-Saône
01259,Montcet,82,01,8203,Bourg-en-Bresse
01260,Le Montellier,82,01,8210,Ambérieu
01261,Monthieux,82,01,8203,Bourg-en-Bresse
01262,Montluel,82,01,8211,Lyon
01263,Montmerle-sur-Saône,82,01,8202,Beaujolais-Val-de-Saône
01264,Montracol,82,01,8203,Bourg-en-Bresse
01265,Montréal-la-Cluse,82,01,8204,Oyonnax
01266,Montrevel-en-Bresse,82,01,8203,Bourg-en-Bresse
01267,Nurieux-Volognat,82,01,8204,Oyonnax
01268,Murs-et-Gélignieux,82,01,8209,Belley
01269,Nantua,82,01,8204,Oyonnax
01271,Nattages,82,01,8209,Belley
01272,Neuville-les-Dames,82,01,8203,Bourg-en-Bresse
01273,Neuville-sur-Ain,82,01,8210,Ambérieu
01274,Les Neyrolles,82,01,8204,Oyonnax
01275,Neyron,82,01,8211,Lyon
01276,Niévroz,82,01,8211,Lyon
01277,Nivollet-Montgriffon,82,01,8210,Ambérieu
01279,Oncieu,82,01,8210,Ambérieu
01280,Ordonnaz,82,01,8210,Ambérieu
01281,Ornex,82,01,8205,Genevois-Français
01282,Outriaz,82,01,8204,Oyonnax
01283,Oyonnax,82,01,8204,Oyonnax
01284,Ozan,82,01,8203,Bourg-en-Bresse
01285,Parcieux,82,01,8211,Lyon
01286,Parves,82,01,8209,Belley
01288,Péron,82,01,8205,Genevois-Français
01289,Péronnas,82,01,8203,Bourg-en-Bresse
01290,Pérouges,82,01,8210,Ambérieu
01291,Perrex,82,01,8203,Bourg-en-Bresse
01292,Le Petit-Abergement,82,01,8204,Oyonnax
01293,Peyriat,82,01,8204,Oyonnax
01294,Peyrieu,82,01,8209,Belley
01295,Peyzieux-sur-Saône,82,01,8202,Beaujolais-Val-de-Saône
01296,Pirajoux,82,01,8203,Bourg-en-Bresse
01297,Pizay,82,01,8211,Lyon
01298,Plagne,82,01,8205,Genevois-Français
01299,Le Plantay,82,01,8203,Bourg-en-Bresse
01300,Le Poizat,82,01,8204,Oyonnax
01301,Polliat,82,01,8203,Bourg-en-Bresse
01302,Pollieu,82,01,8209,Belley
01303,Poncin,82,01,8210,Ambérieu
01304,Pont-d'Ain,82,01,8210,Ambérieu
01305,Pont-de-Vaux,82,01,8203,Bourg-en-Bresse
01306,Pont-de-Veyle,82,01,8203,Bourg-en-Bresse
01307,Port,82,01,8204,Oyonnax
01308,Pougny,82,01,8205,Genevois-Français
01309,Pouillat,82,01,8203,Bourg-en-Bresse
01310,Prémeyzel,82,01,8209,Belley
01311,Prémillieu,82,01,8209,Belley
01312,Pressiat,82,01,8203,Bourg-en-Bresse
01313,Prévessin-Moëns,82,01,8205,Genevois-Français
01314,Priay,82,01,8210,Ambérieu
01316,Pugieu,82,01,8209,Belley
01317,Ramasse,82,01,8203,Bourg-en-Bresse
01318,Rancé,82,01,8211,Lyon
01319,Relevant,82,01,8203,Bourg-en-Bresse
01320,Replonges,82,01,8203,Bourg-en-Bresse
01321,Revonnas,82,01,8203,Bourg-en-Bresse
01322,Reyrieux,82,01,8211,Lyon
01323,Reyssouze,82,01,8203,Bourg-en-Bresse
01325,Rignieux-le-Franc,82,01,8210,Ambérieu
01328,Romans,82,01,8203,Bourg-en-Bresse
01329,Rossillon,82,01,8209,Belley
01330,Ruffieu,82,01,8209,Belley
01331,Saint-Alban,82,01,8210,Ambérieu
01332,Saint-André-de-Bâgé,82,01,8203,Bourg-en-Bresse
01333,Saint-André-de-Corcy,82,01,8211,Lyon
01334,Saint-André-d'Huiriat,82,01,8203,Bourg-en-Bresse
01335,Saint-André-le-Bouchoux,82,01,8203,Bourg-en-Bresse
01336,Saint-André-sur-Vieux-Jonc,82,01,8203,Bourg-en-Bresse
01337,Saint-Bénigne,82,01,8203,Bourg-en-Bresse
01338,Saint-Benoît,82,01,8210,Ambérieu
01339,Saint-Bernard,82,01,8211,Lyon
01340,Saint-Bois,82,01,8209,Belley
01341,Saint-Champ,82,01,8209,Belley
01342,Sainte-Croix,82,01,8211,Lyon
01343,Saint-Cyr-sur-Menthon,82,01,8203,Bourg-en-Bresse
01344,Saint-Denis-lès-Bourg,82,01,8203,Bourg-en-Bresse
01345,Saint-Denis-en-Bugey,82,01,8210,Ambérieu
01346,Saint-Didier-d'Aussiat,82,01,8203,Bourg-en-Bresse
01347,Saint-Didier-de-Formans,82,01,8211,Lyon
01348,Saint-Didier-sur-Chalaronne,82,01,8202,Beaujolais-Val-de-Saône
01349,Saint-Éloi,82,01,8210,Ambérieu
01350,Saint-Étienne-du-Bois,82,01,8203,Bourg-en-Bresse
01351,Saint-Étienne-sur-Chalaronne,82,01,8202,Beaujolais-Val-de-Saône
01352,Saint-Étienne-sur-Reyssouze,82,01,8203,Bourg-en-Bresse
01353,Sainte-Euphémie,82,01,8211,Lyon
01354,Saint-Genis-Pouilly,82,01,8205,Genevois-Français
01355,Saint-Genis-sur-Menthon,82,01,8203,Bourg-en-Bresse
01356,Saint-Georges-sur-Renon,82,01,8203,Bourg-en-Bresse
01357,Saint-Germain-de-Joux,82,01,8205,Genevois-Français
01358,Saint-Germain-les-Paroisses,82,01,8209,Belley
01359,Saint-Germain-sur-Renon,82,01,8203,Bourg-en-Bresse
01360,Saint-Jean-de-Gonville,82,01,8205,Genevois-Français
01361,Saint-Jean-de-Niost,82,01,8210,Ambérieu
01362,Saint-Jean-de-Thurigneux,82,01,8211,Lyon
01363,Saint-Jean-le-Vieux,82,01,8210,Ambérieu
01364,Saint-Jean-sur-Reyssouze,82,01,8203,Bourg-en-Bresse
01365,Saint-Jean-sur-Veyle,82,01,8203,Bourg-en-Bresse
01366,Sainte-Julie,82,01,8210,Ambérieu
01367,Saint-Julien-sur-Reyssouze,82,01,8203,Bourg-en-Bresse
01368,Saint-Julien-sur-Veyle,82,01,8203,Bourg-en-Bresse
01369,Saint-Just,82,01,8203,Bourg-en-Bresse
01370,Saint-Laurent-sur-Saône,82,01,8203,Bourg-en-Bresse
01371,Saint-Marcel,82,01,8203,Bourg-en-Bresse
01372,Saint-Martin-de-Bavel,82,01,8209,Belley
01373,Saint-Martin-du-Frêne,82,01,8204,Oyonnax
01374,Saint-Martin-du-Mont,82,01,8210,Ambérieu
01375,Saint-Martin-le-Châtel,82,01,8203,Bourg-en-Bresse
01376,Saint-Maurice-de-Beynost,82,01,8211,Lyon
01378,Saint-Maurice-de-Gourdans,82,01,8210,Ambérieu
01379,Saint-Maurice-de-Rémens,82,01,8210,Ambérieu
01380,Saint-Nizier-le-Bouchoux,82,01,8203,Bourg-en-Bresse
01381,Saint-Nizier-le-Désert,82,01,8203,Bourg-en-Bresse
01382,Sainte-Olive,82,01,8203,Bourg-en-Bresse
01383,Saint-Paul-de-Varax,82,01,8203,Bourg-en-Bresse
01384,Saint-Rambert-en-Bugey,82,01,8210,Ambérieu
01385,Saint-Rémy,82,01,8203,Bourg-en-Bresse
01386,Saint-Sorlin-en-Bugey,82,01,8210,Ambérieu
01387,Saint-Sulpice,82,01,8203,Bourg-en-Bresse
01388,Saint-Trivier-de-Courtes,82,01,8203,Bourg-en-Bresse
01389,Saint-Trivier-sur-Moignans,82,01,8203,Bourg-en-Bresse
01390,Saint-Vulbas,82,01,8210,Ambérieu
01391,Salavre,82,01,8203,Bourg-en-Bresse
01392,Samognat,82,01,8204,Oyonnax
01393,Sandrans,82,01,8203,Bourg-en-Bresse
01396,Sault-Brénaz,82,01,8210,Ambérieu
01397,Sauverny,82,01,8205,Genevois-Français
01398,Savigneux,82,01,8202,Beaujolais-Val-de-Saône
01399,Ségny,82,01,8205,Genevois-Français
01400,Seillonnaz,82,01,8210,Ambérieu
01401,Sergy,82,01,8205,Genevois-Français
01402,Sermoyer,82,01,8203,Bourg-en-Bresse
01403,Serrières-de-Briord,82,01,8210,Ambérieu
01404,Serrières-sur-Ain,82,01,8204,Oyonnax
01405,Servas,82,01,8203,Bourg-en-Bresse
01406,Servignat,82,01,8203,Bourg-en-Bresse
01407,Seyssel,82,01,8209,Belley
01408,Simandre-sur-Suran,82,01,8203,Bourg-en-Bresse
01409,Songieu,82,01,8209,Belley
01410,Sonthonnax-la-Montagne,82,01,8204,Oyonnax
01411,Souclin,82,01,8210,Ambérieu
01412,Sulignat,82,01,8203,Bourg-en-Bresse
01413,Surjoux,82,01,8205,Genevois-Français
01414,Sutrieu,82,01,8209,Belley
01415,Talissieu,82,01,8209,Belley
01416,Tenay,82,01,8210,Ambérieu
01417,Thézillieu,82,01,8209,Belley
01418,Thil,82,01,8211,Lyon
01419,Thoiry,82,01,8205,Genevois-Français
01420,Thoissey,82,01,8202,Beaujolais-Val-de-Saône
01421,Torcieu,82,01,8210,Ambérieu
01422,Tossiat,82,01,8210,Ambérieu
01423,Toussieux,82,01,8211,Lyon
01424,Tramoyes,82,01,8211,Lyon
01425,La Tranclière,82,01,8210,Ambérieu
01426,Treffort-Cuisiat,82,01,8203,Bourg-en-Bresse
01427,Trévoux,82,01,8211,Lyon
01428,Valeins,82,01,8202,Beaujolais-Val-de-Saône
01429,Vandeins,82,01,8203,Bourg-en-Bresse
01430,Varambon,82,01,8210,Ambérieu
01431,Vaux-en-Bugey,82,01,8210,Ambérieu
01432,Verjon,82,01,8203,Bourg-en-Bresse
01433,Vernoux,82,01,8203,Bourg-en-Bresse
01434,Versailleux,82,01,8203,Bourg-en-Bresse
01435,Versonnex,82,01,8205,Genevois-Français
01436,Vesancy,82,01,8205,Genevois-Français
01437,Vescours,82,01,8203,Bourg-en-Bresse
01439,Vésines,82,01,8203,Bourg-en-Bresse
01441,Vieu-d'Izenave,82,01,8204,Oyonnax
01442,Vieu,82,01,8209,Belley
01443,Villars-les-Dombes,82,01,8203,Bourg-en-Bresse
01444,Villebois,82,01,8210,Ambérieu
01445,Villemotier,82,01,8203,Bourg-en-Bresse
01446,Villeneuve,82,01,8202,Beaujolais-Val-de-Saône
01447,Villereversure,82,01,8203,Bourg-en-Bresse
01448,Villes,82,01,8205,Genevois-Français
01449,Villette-sur-Ain,82,01,8203,Bourg-en-Bresse
01450,Villieu-Loyes-Mollon,82,01,8210,Ambérieu
01451,Viriat,82,01,8203,Bourg-en-Bresse
01452,Virieu-le-Grand,82,01,8209,Belley
01453,Virieu-le-Petit,82,01,8209,Belley
01454,Virignin,82,01,8209,Belley
01456,Vongnes,82,01,8209,Belley
01457,Vonnas,82,01,8203,Bourg-en-Bresse
02001,Abbécourt,22,02,2232,Chauny-Tergnier-La Fère
02002,Achery,22,02,2232,Chauny-Tergnier-La Fère
02003,Acy,22,02,2207,Soissons
02004,Agnicourt-et-Séchelles,22,02,2242,Laonnois
02005,Aguilcourt,22,02,2242,Laonnois
02006,Aisonville-et-Bernoville,22,02,2241,Thiérache
02007,Aizelles,22,02,2242,Laonnois
02008,Aizy-Jouy,22,02,2207,Soissons
02009,Alaincourt,22,02,2231,Saint-Quentin
02010,Allemant,22,02,2207,Soissons
02011,Ambleny,22,02,2207,Soissons
02012,Ambrief,22,02,2207,Soissons
02013,Amifontaine,22,02,2242,Laonnois
02014,Amigny-Rouy,22,02,2232,Chauny-Tergnier-La Fère
02015,Ancienville,22,02,2207,Soissons
02016,Andelain,22,02,2232,Chauny-Tergnier-La Fère
02017,Anguilcourt-le-Sart,22,02,2232,Chauny-Tergnier-La Fère
02018,Anizy-le-Château,22,02,2242,Laonnois
02019,Annois,22,02,2231,Saint-Quentin
02020,Any-Martin-Rieux,22,02,2241,Thiérache
02021,Archon,22,02,2242,Laonnois
02022,Arcy-Sainte-Restitue,22,02,2207,Soissons
02023,Armentières-sur-Ourcq,22,02,2205,Château-Thierry
02024,Arrancy,22,02,2242,Laonnois
02025,Artemps,22,02,2231,Saint-Quentin
02026,Artonges,22,02,2205,Château-Thierry
02027,Assis-sur-Serre,22,02,2242,Laonnois
02028,Athies-sous-Laon,22,02,2242,Laonnois
02029,Attilly,22,02,2231,Saint-Quentin
02030,Aubencheul-aux-Bois,22,02,2231,Saint-Quentin
02031,Aubenton,22,02,2241,Thiérache
02032,Aubigny-aux-Kaisnes,22,02,2231,Saint-Quentin
02033,Aubigny-en-Laonnois,22,02,2242,Laonnois
02034,Audignicourt,22,02,2232,Chauny-Tergnier-La Fère
02035,Audigny,22,02,2241,Thiérache
02036,Augy,22,02,2207,Soissons
02037,Aulnois-sous-Laon,22,02,2242,Laonnois
02038,Les Autels,22,02,2242,Laonnois
02039,Autremencourt,22,02,2242,Laonnois
02040,Autreppes,22,02,2241,Thiérache
02041,Autreville,22,02,2232,Chauny-Tergnier-La Fère
02042,Azy-sur-Marne,22,02,2205,Château-Thierry
02043,Bagneux,22,02,2207,Soissons
02044,Bancigny,22,02,2241,Thiérache
02046,Barenton-Bugny,22,02,2242,Laonnois
02047,Barenton-Cel,22,02,2242,Laonnois
02048,Barenton-sur-Serre,22,02,2242,Laonnois
02049,Barisis,22,02,2232,Chauny-Tergnier-La Fère
02050,Barzy-en-Thiérache,22,02,2241,Thiérache
02051,Barzy-sur-Marne,22,02,2205,Château-Thierry
02052,Bassoles-Aulers,22,02,2242,Laonnois
02053,Baulne-en-Brie,22,02,2205,Château-Thierry
02054,Bazoches-sur-Vesles,22,02,2207,Soissons
02055,Beaumé,22,02,2241,Thiérache
02056,Beaumont-en-Beine,22,02,2232,Chauny-Tergnier-La Fère
02057,Beaurevoir,22,02,2231,Saint-Quentin
02058,Beaurieux,22,02,2242,Laonnois
02059,Beautor,22,02,2232,Chauny-Tergnier-La Fère
02060,Beauvois-en-Vermandois,22,02,2231,Saint-Quentin
02061,Becquigny,22,02,2231,Saint-Quentin
02062,Belleau,22,02,2205,Château-Thierry
02063,Bellenglise,22,02,2231,Saint-Quentin
02064,Belleu,22,02,2207,Soissons
02065,Bellicourt,22,02,2231,Saint-Quentin
02066,Benay,22,02,2231,Saint-Quentin
02067,Bergues-sur-Sambre,22,02,2241,Thiérache
02068,Berlancourt,22,02,2241,Thiérache
02069,Berlise,22,02,2242,Laonnois
02070,Bernot,22,02,2241,Thiérache
02071,Berny-Rivière,22,02,2207,Soissons
02072,Berrieux,22,02,2242,Laonnois
02073,Berry-au-Bac,22,02,2242,Laonnois
02074,Bertaucourt-Epourdon,22,02,2232,Chauny-Tergnier-La Fère
02075,Berthenicourt,22,02,2231,Saint-Quentin
02076,Bertricourt,22,02,2242,Laonnois
02077,Berzy-le-Sec,22,02,2207,Soissons
02078,Besmé,22,02,2232,Chauny-Tergnier-La Fère
02079,Besmont,22,02,2241,Thiérache
02080,Besny-et-Loizy,22,02,2242,Laonnois
02081,Béthancourt-en-Vaux,22,02,2232,Chauny-Tergnier-La Fère
02082,Beugneux,22,02,2207,Soissons
02083,Beuvardes,22,02,2205,Château-Thierry
02084,Bézu-le-Guéry,22,02,2205,Château-Thierry
02085,Bézu-Saint-Germain,22,02,2205,Château-Thierry
02086,Bichancourt,22,02,2232,Chauny-Tergnier-La Fère
02087,Bieuxy,22,02,2207,Soissons
02088,Bièvres,22,02,2242,Laonnois
02089,Billy-sur-Aisne,22,02,2207,Soissons
02090,Billy-sur-Ourcq,22,02,2207,Soissons
02091,Blanzy-lès-Fismes,22,02,2207,Soissons
02093,Blérancourt,22,02,2232,Chauny-Tergnier-La Fère
02094,Blesmes,22,02,2205,Château-Thierry
02095,Bohain-en-Vermandois,22,02,2231,Saint-Quentin
02096,Bois-lès-Pargny,22,02,2242,Laonnois
02097,Boncourt,22,02,2242,Laonnois
02098,Bonneil,22,02,2205,Château-Thierry
02099,Bonnesvalyn,22,02,2205,Château-Thierry
02100,Bony,22,02,2231,Saint-Quentin
02101,Bosmont-sur-Serre,22,02,2242,Laonnois
02102,Bouconville-Vauclair,22,02,2242,Laonnois
