Fichier Localisé Social et Fiscal (FiLoSoFi) - Année 2012,,,,,,,,,,,,,,,,,,,,,,,,,
Distribution des revenus déclarés par unité de consommation et composition du revenu déclaré - Ensemble,,,,,,,,,,,,,,,,,,,,,,,,,
Zones d'emplois 2010,,Découpage géographique au 01/01/2013,,,,,Sommaire,,Documentation,,,,,,,,,,,,,,,,
©Insee,"Sources : Insee-DGFIP-Cnaf-Cnav-CCMSA, Fichier localisé social et fiscal.",,,,,,Date de première mise ligne le 02/06/2015,,,,,,,,,,,,,,,,,,
Code géographique,Libellé géographique,nombre de ménages fiscaux,nombre de personnes dans les ménages fiscaux,nbre d'unités de consommation dans les ménages fiscaux,Part des ménages fiscaux imposés,1er quartile,médiane,3e quartile,Ecart interquartile,1er décile,2e décile,3e décile ,4e décile ,6e décile,7e décile,8e décile ,9e décille,rapport interdécile D9/D1,S80/S20,indice de Gini,Part des salaires et traitements hors chômage,Part des indemnités chômage,Part des revenus d'activités non salariées,"Part des pensions, retraites et rentes",Part des autres revenus
CODGEO,LIBGEO,NBMEN12,NBPERS12,NBUC12,PMIMP12,Q112,Q212,Q312,Q3_Q1,D112,D212,D312,D412,D612,D712,D812,D912,RD,S80S2012,GI12,PTSA12,PCHO12,PBEN12,PPEN12,PAUT12
2510,Saint-Lô,36730.0,84625.5,57776.1,57.8,13042.0,18298.0,24460.0,11418.0,8232.0,11780.0,14174.0,16298.0,20436.0,22938.0,26312.0,32430.0,3.9,5.3,0.3,57.1,3.0,6.5,28.0,5.4
2511,Argentan,17704.0,39727.5,27430.0,57.0,12202.0,17674.0,23560.0,11358.0,6986.0,10856.0,13466.0,15650.0,19756.0,22082.0,25394.0,31452.0,4.5,6.1,0.3,51.9,3.3,7.3,32.1,5.4
2512,Flers,43597.0,98323.5,67800.4,56.5,12508.0,17518.0,23262.0,10754.0,7662.0,11232.0,13628.0,15678.0,19466.0,21768.0,25012.0,30732.0,4.0,5.6,0.3,51.8,3.2,6.8,31.7,6.5
2513,L'Aigle,14653.0,33278.0,22853.1,57.0,11838.0,17454.0,23806.0,11968.0,6588.0,10380.0,13084.0,15292.0,19762.0,22278.0,25636.0,32190.0,4.9,6.7,0.3,50.9,3.2,7.3,32.6,6.0
2601,Beaune,21546.0,49605.0,33982.0,67.7,14366.0,20482.0,28128.0,13762.0,9008.0,12892.0,15650.0,18142.0,22926.0,26062.0,30748.0,40190.0,4.5,6.2,0.3,54.1,2.4,8.9,25.0,9.6
2602,Chatillon,8249.0,17738.5,12507.2,57.6,12444.0,17736.0,24118.0,11674.0,7498.0,11164.0,13636.0,15772.0,19960.0,22476.0,26184.0,33072.0,4.4,5.9,0.3,46.1,2.8,9.9,34.7,6.5
2603,Dijon,179132.0,402044.0,277329.0,67.8,14474.0,20856.0,28498.0,14024.0,8822.0,12898.0,15870.0,18396.0,23418.0,26560.0,30900.0,38784.0,4.4,5.9,0.3,59.3,2.5,6.0,26.5,5.7
2604,Montbard,14303.0,31233.0,21823.5,60.6,13308.0,18514.0,25014.0,11706.0,8444.0,12026.0,14372.0,16488.0,20684.0,23400.0,26944.0,33256.0,3.9,5.3,0.3,54.0,2.5,6.8,31.4,5.3
2605,Morvan,16705.0,33025.0,24111.3,54.0,11852.0,16934.0,23522.0,11670.0,6918.0,10436.0,12958.0,14962.0,19248.0,21950.0,25438.0,31624.0,4.6,6.0,0.3,36.5,2.6,8.7,45.9,6.3
2606,Nevers,55015.0,116993.5,82557.6,61.0,12496.0,18524.0,25048.0,12552.0,6606.0,10936.0,13912.0,16304.0,20796.0,23449.0,27034.0,33420.0,5.1,6.9,0.3,52.6,2.7,5.5,34.4,4.8
2607,Autun,15131.0,32727.5,23007.8,58.6,12506.0,17840.0,24180.0,11674.0,7828.0,11172.0,13692.0,15804.0,19946.0,22558.0,25958.0,32618.0,4.2,5.5,0.3,49.2,2.9,7.6,35.3,5.0
2608,Chalon-sur-Saône,84733.0,192699.5,132387.8,63.2,13398.0,19158.0,26010.0,12612.0,8190.0,11926.0,14662.0,16944.0,21522.0,24276.0,28130.0,35084.0,4.3,5.8,0.3,56.6,3.0,6.1,28.9,5.4
2609,Louhans,16280.0,35982.0,25052.1,56.9,12642.0,17817.0,23922.0,11280.0,8154.0,11458.0,13704.0,15916.0,20054.0,22414.0,25698.0,31542.0,3.9,5.2,0.3,51.0,2.6,6.3,35.0,5.1
2610,Le Creusot - Montceau,45980.0,99980.5,70062.8,58.9,12354.0,17806.0,23990.0,11636.0,7268.0,10994.0,13560.0,15760.0,19990.0,22492.0,25806.0,31790.0,4.4,5.9,0.3,53.0,3.3,4.4,35.1,4.2
2611,Charolais,37906.0,83060.0,58125.4,57.1,12940.0,17718.0,23740.0,10800.0,8406.0,11756.0,13986.0,15868.0,19814.0,22278.0,25520.0,31606.0,3.8,5.1,0.3,49.3,2.8,7.3,34.4,6.2
2612,Auxerre,91379.0,204554.5,141344.5,62.3,12794.0,18802.0,25720.0,12926.0,7264.0,11242.0,14142.0,16494.0,21210.0,23980.0,27824.0,34942.0,4.8,6.5,0.3,52.2,2.8,7.2,31.8,6.0
2613,Avallon,10622.0,23257.5,16250.4,59.8,12504.0,18012.0,24148.0,11644.0,7494.0,11160.0,13748.0,15832.0,20098.0,22580.0,26334.0,33376.0,4.5,6.1,0.3,49.1,2.5,8.1,33.8,6.5
2614,Sens,46286.0,109037.0,73737.4,64.4,13130.0,19196.0,25962.0,12832.0,7614.0,11630.0,14460.0,16920.0,21540.0,24270.0,27998.0,34598.0,4.5,6.0,0.3,56.1,3.3,5.9,29.5,5.2
3110,Roubaix - Tourcoing,161865.0,419356.0,272970.2,57.4,9844.0,17030.0,24816.0,14972.0,3996.0,8148.0,11428.0,14328.0,19748.0,22916.0,27170.0,35042.0,8.8,11.8,0.4,63.0,4.1,4.3,22.5,6.1
3111,Lille,316669.0,747435.5,504246.2,64.6,12344.0,19906.0,28932.0,16588.0,6034.0,10506.0,14052.0,17038.0,23012.0,26668.0,31700.0,40882.0,6.8,9.3,0.4,65.2,3.1,5.3,20.8,5.6
3112,Dunkerque,103034.0,251815.5,168349.6,59.3,11316.0,17514.0,24616.0,13300.0,6302.0,9850.0,12662.0,15086.0,20016.0,22888.0,26684.0,33430.0,5.3,7.1,0.3,60.9,4.1,4.6,26.0,4.4
3113,Flandre - Lys,48462.0,123928.0,81603.4,62.0,13336.0,19046.0,25756.0,12420.0,8494.0,11958.0,14574.0,16842.0,21394.0,24158.0,27802.0,34320.0,4.0,5.4,0.3,61.7,3.1,5.7,23.4,6.1
3114,Douai,97328.0,245268.5,162025.0,55.1,10414.0,16794.0,24144.0,13730.0,5094.0,8932.0,11822.0,14388.0,19366.0,22316.0,26284.0,32850.0,6.4,8.6,0.4,61.5,3.6,4.5,26.6,3.8
3115,Valenciennes,138186.0,342870.0,227249.3,52.6,9316.0,15676.0,22988.0,13672.0,3946.0,7864.0,10674.0,13246.0,18248.0,21210.0,25086.0,31586.0,8.0,10.4,0.4,61.2,3.8,4.7,26.2,4.1
3116,Cambrai,72842.0,177553.0,118592.5,55.2,10850.0,16874.0,23760.0,12910.0,5546.0,9304.0,12182.0,14574.0,19270.0,22056.0,25772.0,32402.0,5.8,8.1,0.4,57.1,3.7,7.0,27.1,5.1
3117,Maubeuge,92273.0,226448.5,150835.6,52.2,9208.0,15704.0,22884.0,13676.0,3600.0,7758.0,10620.0,13198.0,18226.0,21132.0,25010.0,31572.0,8.8,10.9,0.4,58.2,3.8,5.9,28.0,4.1
3121,Arras,97659.0,238330.0,159404.3,60.6,12356.0,18708.0,26180.0,13824.0,7070.0,10862.0,13724.0,16268.0,21322.0,24374.0,28470.0,35894.0,5.1,7.0,0.3,59.2,2.8,7.3,25.3,5.4
3122,Lens - Hénin,144002.0,360347.0,238142.9,49.2,8836.0,14890.0,21280.0,12444.0,3810.0,7510.0,10114.0,12582.0,17182.0,19776.0,23092.0,28524.0,7.5,9.5,0.4,61.0,4.3,3.6,28.5,2.6
3123,Béthune - Bruay,116954.0,290119.0,192535.9,54.2,10782.0,16778.0,23622.0,12840.0,5622.0,9358.0,12110.0,14492.0,19180.0,21972.0,25638.0,31878.0,5.7,7.7,0.4,60.9,3.3,5.0,26.7,4.1
3124,Saint-Omer,46762.0,116489.0,77268.3,55.5,10848.0,16786.0,23248.0,12400.0,5996.0,9520.0,12154.0,14514.0,19054.0,21668.0,25154.0,31300.0,5.2,7.2,0.3,59.9,4.0,5.7,25.1,5.3
3125,Calais,65276.0,164114.5,108159.2,54.7,10076.0,16342.0,23220.0,13144.0,4704.0,8618.0,11422.0,13920.0,18818.0,21544.0,25198.0,31340.0,6.7,8.8,0.4,60.8,4.6,5.6,24.7,4.3
3126,Boulogne-sur-mer,65877.0,160852.0,107486.8,54.9,10384.0,16514.0,23612.0,13228.0,5366.0,8928.0,11740.0,14154.0,18994.0,21864.0,25698.0,32706.0,6.1,8.7,0.4,57.3,3.9,6.0,27.1,5.7
3127,Berck - Montreuil,44933.0,105785.5,71787.6,57.6,11648.0,17438.0,24518.0,12870.0,6746.0,10198.0,12890.0,15172.0,19878.0,22774.0,26643.0,34106.0,5.1,7.2,0.4,51.3,3.3,7.3,30.6,7.5
4101,Longwy,44992.0,103232.5,70596.0,43.3,12270.0,18638.0,26594.0,14324.0,6476.0,10762.0,13580.0,16074.0,21472.0,24654.0,28908.0,35878.0,5.5,7.2,0.3,67.4,2.9,3.6,22.9,3.2
4102,Lunéville,14016.0,32510.5,22109.2,56.3,11736.0,17758.0,24168.0,12432.0,5804.0,10020.0,13036.0,15462.0,20036.0,22592.0,26076.0,32308.0,5.6,7.6,0.3,56.7,3.6,5.2,29.3,5.2
4103,Nancy,211865.0,479754.0,329892.0,64.8,13442.0,20112.0,27946.0,14504.0,7308.0,11748.0,14942.0,17598.0,22804.0,25974.0,30350.0,38190.0,5.2,7.1,0.3,61.1,2.7,5.3,25.9,5.0
4104,Bar-le-Duc,26581.0,60051.5,41464.2,62.3,13146.0,18988.0,25478.0,12332.0,7870.0,11712.0,14414.0,16782.0,21254.0,23866.0,27390.0,33906.0,4.3,5.8,0.3,55.8,3.0,6.1,30.1,5.0
4105,Commercy,18446.0,43711.0,29562.6,56.5,11966.0,17546.0,23940.0,11974.0,7380.0,10646.0,13098.0,15344.0,19806.0,22424.0,25674.0,31656.0,4.3,5.9,0.3,54.6,3.4,8.0,28.7,5.3
4106,Verdun,26408.0,60359.5,41382.9,56.7,11988.0,17848.0,24514.0,12526.0,6676.0,10608.0,13212.0,15592.0,20178.0,22858.0,26495.0,33148.0,5.0,6.8,0.3,55.3,2.7,7.8,29.1,5.1
4107,Metz,207728.0,483020.5,329431.1,60.5,13038.0,19542.0,27434.0,14396.0,7330.0,11436.0,14414.0,16984.0,22284.0,25486.0,29810.0,37512.0,5.1,6.9,0.3,62.4,3.0,4.8,24.7,5.1
4108,Forbach,90098.0,214532.0,145673.8,57.3,11402.0,17342.0,24414.0,13012.0,6212.0,9908.0,12766.0,15162.0,19852.0,22664.0,26470.0,33226.0,5.3,7.2,0.3,57.6,3.8,4.0,30.8,3.8
4109,Sarrebourg,29590.0,70328.5,47728.0,60.9,13414.0,18784.0,25138.0,11724.0,8718.0,12160.0,14532.0,16682.0,20984.0,23608.0,26990.0,32754.0,3.8,5.1,0.3,59.2,2.8,5.3,28.0,4.7
4110,Sarreguemines,46112.0,110104.5,74770.0,61.6,13530.0,19324.0,26486.0,12956.0,8246.0,12130.0,14842.0,17032.0,21818.0,24690.0,28648.0,35582.0,4.3,5.7,0.3,62.2,3.6,3.9,25.8,4.5
4111,Thionville,89352.0,209720.5,142478.6,49.2,13094.0,19614.0,28192.0,15098.0,7344.0,11464.0,14426.0,16996.0,22556.0,26050.0,30744.0,38736.0,5.3,7.0,0.3,67.0,2.8,3.2,22.8,4.2
4112,Épinal,69518.0,159099.5,108964.8,58.7,12278.0,18114.0,24730.0,12452.0,6734.0,10718.0,13612.0,15956.0,20450.0,23086.0,26752.0,33540.0,5.0,6.8,0.3,57.5,3.7,5.3,28.2,5.3
4113,Remiremont,37267.0,83366.5,57833.7,59.1,13120.0,18100.0,24172.0,11052.0,8134.0,11772.0,14230.0,16170.0,20174.0,22646.0,25964.0,32210.0,4.0,5.5,0.3,54.1,3.9,4.6,30.9,6.5
4114,Saint-Dié-des-Vosges,37945.0,85167.0,58863.2,56.6,11858.0,17418.0,23460.0,11602.0,6392.0,10386.0,13160.0,15358.0,19550.0,21996.0,25340.0,31258.0,4.9,6.6,0.3,54.3,4.3,4.8,31.5,5.1
4115,Neufchâteau,22723.0,50919.5,35287.0,58.9,12634.0,18018.0,24608.0,11974.0,7740.0,11300.0,13812.0,15954.0,20288.0,22984.0,26613.0,32704.0,4.2,5.6,0.3,54.2,3.7,6.0,31.3,4.8
4201,Haguenau,79554.0,198715.0,132702.7,69.7,15470.0,21512.0,28606.0,13136.0,10232.0,14026.0,16720.0,19142.0,23934.0,26882.0,30684.0,37520.0,3.7,4.8,0.3,65.6,2.9,4.0,22.9,4.6
4202,Molsheim - Obernai,54269.0,132780.5,89165.8,70.7,15854.0,21946.0,29594.0,13740.0,10716.0,14430.0,17118.0,19562.0,24584.0,27670.0,31960.0,39532.0,3.7,4.9,0.3,62.4,2.6,4.7,23.6,6.7
4203,Saverne,31350.0,77259.0,51835.6,64.8,14488.0,20266.0,27082.0,12594.0,9482.0,13084.0,15778.0,18044.0,22712.0,25444.0,29096.0,35730.0,3.8,4.9,0.3,62.1,2.7,4.6,25.9,4.7
4204,Sélestat,34262.0,83978.5,56241.8,66.3,14570.0,20688.0,27810.0,13240.0,9310.0,13162.0,15904.0,18356.0,23090.0,26048.0,29876.0,37096.0,4.0,5.3,0.3,63.2,2.9,5.3,23.0,5.6
4205,Strasbourg,231856.0,530151.5,363019.8,66.3,12614.0,20536.0,29568.0,16954.0,6178.0,10660.0,14390.0,17570.0,23642.0,27320.0,32382.0,41672.0,6.7,9.2,0.4,61.5,3.0,5.2,23.7,6.6
4206,Wissembourg,16292.0,40073.5,26972.6,69.5,15660.0,22142.0,30626.0,14966.0,10614.0,14268.0,16962.0,19642.0,25026.0,28494.0,33208.0,40664.0,3.8,4.9,0.3,71.0,3.1,3.6,18.1,4.2
4207,Colmar,81337.0,188558.5,128880.0,68.7,14674.0,21270.0,29070.0,14396.0,8802.0,13072.0,16100.0,18726.0,23926.0,27110.0,31520.0,39980.0,4.5,6.1,0.3,60.3,2.8,5.6,24.9,6.4
4208,Mulhouse,174848.0,417404.0,281660.5,65.8,13044.0,20188.0,28646.0,15602.0,6960.0,11198.0,14620.0,17472.0,23038.0,26504.0,31212.0,39892.0,5.7,7.6,0.4,62.7,3.3,3.9,25.3,4.8
4209,Saint-Louis,49655.0,118663.5,80164.4,76.0,17766.0,27716.0,41694.0,23928.0,10646.0,15736.0,19682.0,23580.0,32528.0,38196.0,45816.0,59548.0,5.6,7.3,0.4,73.2,2.4,2.5,18.6,3.3
4301,Besançon,126179.0,290134.0,197655.1,64.1,13580.0,19784.0,27260.0,13680.0,7986.0,12020.0,14930.0,17432.0,22320.0,25350.0,29520.0,37000.0,4.6,6.3,0.3,60.9,2.8,5.7,24.8,5.8
4302,Belfort - Montbéliard - Héricourt,156348.0,365084.0,247971.0,62.8,12536.0,18908.0,26156.0,13620.0,7046.0,10926.0,13930.0,16468.0,21444.0,24390.0,28304.0,35148.0,5.0,6.6,0.3,60.8,3.6,4.0,27.6,4.0
4303,Morteau,19913.0,47508.0,31943.2,76.3,18074.0,27176.0,39456.0,21382.0,12298.0,16316.0,19880.0,23376.0,31486.0,36734.0,42852.0,52650.0,4.3,5.2,0.3,75.8,2.6,3.6,14.3,3.7
4304,Pontarlier,26308.0,62814.5,42181.6,71.9,16079.0,23542.0,34162.0,18083.0,10586.0,14448.0,17554.0,20478.0,27120.0,31416.0,37294.0,46630.0,4.4,5.4,0.3,70.9,2.7,4.8,16.8,4.8
4305,Dole,30193.0,69264.5,47376.2,62.5,13300.0,19090.0,25716.0,12416.0,7970.0,11816.0,14556.0,16864.0,21330.0,24132.0,27658.0,34030.0,4.3,5.7,0.3,56.2,2.6,5.6,31.1,4.5
4306,Lons-le-Saunier,52906.0,117027.0,81338.0,60.8,13346.0,18924.0,25498.0,12152.0,8564.0,12020.0,14568.0,16790.0,21184.0,23856.0,27570.0,34348.0,4.0,5.4,0.3,54.5,2.6,5.8,31.4,5.7
4307,Saint-Claude,22946.0,54516.0,36789.0,67.6,14200.0,20756.0,29698.0,15498.0,8784.0,12668.0,15678.0,18220.0,23696.0,27408.0,32598.0,41600.0,4.7,6.1,0.3,66.2,3.0,3.8,22.1,4.9
4308,Gray,11988.0,27399.5,18792.0,57.1,12282.0,17618.0,23988.0,11706.0,7360.0,10868.0,13426.0,15584.0,19838.0,22468.0,25822.0,32544.0,4.4,6.1,0.3,50.7,3.0,8.8,31.8,5.7
4309,Vesoul,51224.0,116404.0,80013.0,58.2,12132.0,17754.0,24154.0,12022.0,7324.0,10714.0,13408.0,15658.0,20026.0,22582.0,26006.0,32042.0,4.4,5.9,0.3,56.0,3.1,5.6,30.4,4.9
5201,Ancenis,18826.0,47291.5,31084.2,59.0,13574.0,18224.0,23698.0,10124.0,9358.0,12402.0,14614.0,16504.0,20104.0,22296.0,25326.0,30682.0,3.3,4.3,0.3,63.1,2.9,5.2,23.3,5.5
5202,Châteaubriant,15173.0,36270.0,24393.4,52.3,11938.0,16776.0,22096.0,10158.0,7278.0,10722.0,12964.0,14938.0,18648.0,20756.0,23834.0,29342.0,4.0,5.5,0.3,55.8,3.0,8.0,27.3,5.9
5203,Nantes,424343.0,1007006.5,677412.5,65.6,14652.0,20550.0,27926.0,13274.0,9286.0,13226.0,15946.0,18280.0,23034.0,26068.0,30234.0,37944.0,4.1,5.5,0.3,64.5,3.0,4.9,21.7,5.9
5204,Saint-Nazaire,130218.0,295698.0,202913.9,64.3,14222.0,19726.0,26632.0,12410.0,9306.0,12868.0,15440.0,17584.0,22030.0,24846.0,28834.0,36185.0,3.9,5.3,0.3,53.0,3.4,5.1,31.6,6.9
5205,Angers,186756.0,442633.5,298185.8,61.4,13534.0,19096.0,25914.0,12380.0,8272.0,12138.0,14758.0,16948.0,21406.0,24144.0,28054.0,35372.0,4.3,5.8,0.3,59.9,3.2,5.7,25.4,5.8
5206,Cholet,77372.0,191298.0,126958.8,59.8,13808.0,18296.0,23928.0,10120.0,9360.0,12670.0,14794.0,16570.0,20234.0,22544.0,25654.0,31432.0,3.4,4.5,0.3,61.2,3.0,5.7,24.1,6.0
5207,Saumur,41923.0,97588.0,66377.1,55.6,12296.0,17366.0,23414.0,11118.0,7586.0,11002.0,13412.0,15460.0,19392.0,21856.0,25248.0,31818.0,4.2,5.7,0.3,53.0,3.5,6.8,30.8,5.9
5208,Segré,21358.0,51797.5,34607.1,53.0,12792.0,17138.0,22356.0,9564.0,8542.0,11662.0,13796.0,15536.0,18930.0,21058.0,23914.0,28908.0,3.4,4.5,0.3,56.7,2.9,7.9,27.0,5.5
5209,Laval,91886.0,219738.0,147487.8,59.4,13416.0,18462.0,24476.0,11060.0,8806.0,12214.0,14516.0,16550.0,20529.0,22966.0,26360.0,32628.0,3.7,5.1,0.3,58.8,2.5,6.4,26.2,6.1
5210,Mayenne,22536.0,52354.0,35672.7,57.3,13224.0,17992.0,23612.0,10388.0,8650.0,12040.0,14248.0,16178.0,19948.0,22196.0,25394.0,30934.0,3.6,4.9,0.3,54.9,3.0,7.5,27.9,6.7
5211,La Ferté-Bernard,14952.0,34340.0,23493.2,62.2,13504.0,18608.0,24270.0,10766.0,8752.0,12290.0,14686.0,16656.0,20533.0,22818.0,26014.0,31362.0,3.6,4.9,0.3,55.9,2.9,6.0,29.6,5.6
5212,La Flèche,23979.0,54250.5,37383.5,57.1,12732.0,17804.0,23384.0,10652.0,7896.0,11448.0,13824.0,15884.0,19704.0,21988.0,25102.0,31232.0,4.0,5.3,0.3,51.5,3.3,6.1,33.9,5.2
5213,Le Mans,178031.0,413122.5,280766.4,62.6,13402.0,19068.0,25554.0,12152.0,7662.0,11866.0,14692.0,16948.0,21292.0,23914.0,27484.0,33812.0,4.4,6.0,0.3,58.8,2.9,5.0,28.5,4.8
5214,Sablé-sur-Sarthe,15299.0,37547.5,24936.6,59.8,12864.0,17814.0,23290.0,10426.0,7956.0,11544.0,14000.0,15954.0,19734.0,21968.0,24936.0,30450.0,3.8,5.3,0.3,59.9,3.2,5.6,25.1,6.2
5215,Challans,57906.0,127522.5,88963.7,61.9,13896.0,18954.0,25436.0,11540.0,9568.0,12730.0,14990.0,16982.0,21140.0,23818.0,27527.0,34370.0,3.6,4.8,0.3,45.5,3.1,6.2,36.9,8.3
5216,Fontenay-le-Comte,29004.0,67784.0,46103.3,55.3,12674.0,17544.0,23428.0,10754.0,8170.0,11428.0,13680.0,15620.0,19538.0,21888.0,25234.0,31238.0,3.8,5.2,0.3,53.3,3.2,7.5,30.6,5.4
5217,Les Herbiers,23792.0,59160.0,39167.6,60.4,14134.0,18526.0,23532.0,9398.0,10236.0,13064.0,15082.0,16822.0,20278.0,22318.0,24982.0,29864.0,2.9,3.8,0.3,64.2,2.9,5.8,21.8,5.3
5218,La Roche-sur-Yon,102934.0,244375.5,164671.5,60.4,13651.0,18804.0,24750.0,11099.0,9074.0,12404.0,14824.0,16878.0,20860.0,23290.0,26562.0,32632.0,3.6,4.9,0.3,58.3,2.9,5.8,26.9,6.1
5219,Les Sables-d'Olonne,33233.0,69111.0,49480.8,65.8,14644.0,20138.0,27712.0,13068.0,9802.0,13316.0,15774.0,17914.0,22700.0,25756.0,30100.0,37984.0,3.9,5.5,0.3,40.3,3.0,5.9,41.4,9.4
5301,Dinan,41020.0,91616.0,63380.3,62.0,13946.0,19616.0,26890.0,12944.0,9122.0,12582.0,15140.0,17380.0,22062.0,25020.0,29184.0,37214.0,4.1,5.5,0.3,50.1,3.0,6.7,33.6,6.6
5302,Guingamp,22919.0,50577.0,35057.1,53.8,12312.0,17480.0,23626.0,11314.0,7498.0,11016.0,13424.0,15572.0,19522.0,22038.0,25484.0,31546.0,4.2,5.7,0.3,50.5,3.0,7.7,33.4,5.4
5303,Lannion,41584.0,90410.5,63265.6,62.5,13806.0,19704.0,27352.0,13546.0,8840.0,12460.0,15046.0,17360.0,22294.0,25380.0,29792.0,37150.0,4.2,5.5,0.3,46.8,3.0,6.9,37.6,5.7
5304,Loudéac,16915.0,38813.5,26583.7,56.2,12772.0,17852.0,23664.0,10892.0,8476.0,11625.0,13818.0,15898.0,19786.0,22166.0,25336.0,30936.0,3.6,4.9,0.3,51.4,2.5,10.1,30.6,5.4
5305,Saint-Brieuc,133512.0,300668.0,207017.0,60.9,13710.0,19158.0,25810.0,12100.0,8888.0,12406.0,14892.0,17062.0,21398.0,24098.0,27902.0,34834.0,3.9,5.3,0.3,51.6,2.9,7.6,32.0,5.9
5306,Brest,193728.0,439143.5,301114.5,62.3,14030.0,19560.0,26518.0,12488.0,9046.0,12686.0,15242.0,17418.0,21904.0,24766.0,28590.0,35384.0,3.9,5.3,0.3,58.1,3.0,6.1,28.1,4.7
5307,Carhaix-Plouguer,20548.0,43003.0,30599.5,52.3,11880.0,17088.0,23294.0,11414.0,7067.0,10686.0,12972.0,15032.0,19270.0,21832.0,25089.0,30976.0,4.4,5.7,0.3,45.0,2.8,9.7,37.2,5.3
5308,Morlaix,32957.0,72199.5,50274.3,60.3,13588.0,18960.0,25594.0,12006.0,8814.0,12298.0,14822.0,16900.0,21216.0,23978.0,27656.0,34556.0,3.9,5.3,0.3,50.1,2.8,8.6,33.1,5.4
5309,Quimper,144605.0,313439.0,219661.9,61.3,13936.0,19288.0,26058.0,12122.0,9194.0,12684.0,15102.0,17190.0,21608.0,24350.0,28184.0,35068.0,3.8,5.2,0.3,51.2,3.0,6.8,33.4,5.6
5310,Fougères,28536.0,66427.0,45108.1,57.2,13342.0,17938.0,23408.0,10066.0,8834.0,12154.0,14392.0,16188.0,19788.0,22024.0,25110.0,30578.0,3.5,4.7,0.3,56.8,2.7,6.6,28.3,5.6
5311,Redon,19278.0,44819.5,30504.4,58.0,13054.0,18146.0,23814.0,10760.0,8290.0,11742.0,14226.0,16268.0,20082.0,22416.0,25560.0,31166.0,3.8,5.1,0.3,55.9,3.5,5.5,29.8,5.3
5312,Rennes,313751.0,745416.0,500833.6,64.8,14482.0,20358.0,27628.0,13146.0,9058.0,13014.0,15784.0,18090.0,22806.0,25768.0,29934.0,37386.0,4.1,5.5,0.3,64.2,2.8,5.6,21.8,5.6
5313,Saint-Malo,46973.0,102623.5,71618.3,60.3,13436.0,19022.0,26346.0,12910.0,8482.0,12130.0,14620.0,16852.0,21444.0,24468.0,28660.0,36690.0,4.3,5.9,0.3,50.0,3.0,6.9,33.0,7.1
5314,Vitré,20062.0,50531.0,33257.8,61.2,14177.0,18834.0,24646.0,10469.0,10092.0,13050.0,15126.0,16990.0,20760.0,23134.0,26476.0,32582.0,3.2,4.4,0.3,64.6,2.6,5.9,19.9,7.0
5315,Lorient,131079.0,292768.5,202435.1,61.6,13682.0,19196.0,25926.0,12244.0,8604.0,12252.0,14880.0,17082.0,21526.0,24256.0,28000.0,34610.0,4.0,5.5,0.3,53.6,3.4,5.9,31.9,5.2
5316,Ploërmel,16696.0,38821.0,26397.9,57.5,13050.0,18062.0,23820.0,10770.0,8610.0,11826.0,14146.0,16184.0,19994.0,22364.0,25604.0,30888.0,3.6,4.7,0.3,55.1,2.8,7.7,29.3,5.1
5317,Pontivy,24593.0,56239.5,38548.2,58.3,13164.0,18364.0,24192.0,11028.0,8606.0,11916.0,14290.0,16394.0,20342.0,22752.0,26076.0,31878.0,3.7,5.1,0.3,54.0,2.7,8.8,28.6,5.9
5318,Vannes,148724.0,338653.0,232368.4,63.8,14168.0,19724.0,26934.0,12766.0,9232.0,12844.0,15370.0,17548.0,22126.0,25094.0,29220.0,37058.0,4.0,5.4,0.3,50.7,3.0,7.2,32.1,7.0
5401,Thouars - Loudun,28512.0,64533.5,44469.5,55.1,12486.0,17294.0,22980.0,10494.0,8070.0,11336.0,13536.0,15500.0,19218.0,21488.0,24794.0,30704.0,3.8,5.4,0.3,51.6,3.0,8.6,30.6,6.2
5402,Châtellerault,35593.0,80053.5,55202.4,59.3,12684.0,18390.0,24916.0,12232.0,7056.0,11190.0,13942.0,16244.0,20648.0,23256.0,26974.0,33332.0,4.7,6.5,0.3,55.1,3.3,5.7,30.8,5.1
5403,Angoulême,120456.0,267079.5,185792.3,57.9,12346.0,18200.0,24938.0,12592.0,6952.0,10910.0,13644.0,16012.0,20570.0,23248.0,26968.0,33782.0,4.9,6.7,0.3,53.1,3.3,6.7,31.2,5.7
5404,Jonzac - Barbezieux-Saint-Hilaire,28805.0,64455.5,44705.2,51.2,11396.0,16714.0,23292.0,11896.0,6816.0,10226.0,12450.0,14534.0,18928.0,21618.0,25206.0,32046.0,4.7,6.5,0.3,47.3,3.1,10.9,32.7,6.0
5405,Cognac,36160.0,80700.0,56019.5,61.7,13280.0,19122.0,26464.0,13184.0,8171.0,11832.0,14522.0,16832.0,21604.0,24592.0,28829.0,37238.0,4.6,6.6,0.4,50.4,2.7,10.0,28.8,8.1
5406,Saintes - Saint-Jean-d'Angély,53855.0,119806.0,83175.1,56.9,12516.0,18074.0,24686.0,12170.0,7516.0,11140.0,13696.0,15924.0,20310.0,23068.0,26752.0,33680.0,4.5,6.1,0.3,50.1,3.1,8.0,32.9,5.9
5407,Royan,44045.0,91512.0,65577.2,61.4,13166.0,18936.0,26741.0,13575.0,8490.0,11824.0,14394.0,16640.0,21580.0,24810.0,29204.0,37310.0,4.4,6.1,0.3,36.6,2.9,8.5,43.6,8.4
